UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,TRT1,TRT2,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,PHYS,GOK,YRREC,AGE
70IN05284,1969620577,69,2,K0577,6,77,33,,,,X,,,,2,06,6,1,771,088,09,,88,128,,,107,,62,,097,5,807961,,,707961,,,02,1970,1.0
70IN05285,1969620580,69,2,K0580,6,77,39,,,,X,,,,2,06,6,1,772,092,08,,92,135,,,116,,62,,103,4,782161,,,923261,,,01,1970,1.0
70IN05286,1969620581,69,1,K0581,6,72,963,,,,,,,,2,06,3,1,,105,07,,105,137,,,113,,62,,128,5,897861,,404,605861,,,,1970,1.0
70IN05287,1969620585,69,1,K0585,6,72,923,,,,,,,,2,06,3,1,108,102,07,,102,135,2,,079,,62,0926,105,3,882961,,393,896461,,,,1970,1.0
70IN05288,1969620588,69,1,K0588,6,77,37,,,,,,,,2,06,6,1,122,100,09,,100,135,2,,090,,62,0926,110,4,829661,,397,743661,,,,1970,1.0
70IN05289,1969620589,69,1,K0589,6,72,983,,,,,,,,2,06,3,1,,102,08,,102,136,,,112,,62,,132,4,839761,,426,909361,,,,1970,1.0
70IN05290,1969620592,69,1,K0592,6,78,35,,,,,,,,2,06,6,1,,052,09,,52,86,3,,090,,62,0803,071,3,791861,,350,688961,,,,1970,1.0
70IN05291,1969620597,69,1,K0597,6,77,34,,,,,,,,2,06,6,2,,112,13,,112,148,,,091,,62,,167,3,845361,,426,921861,,,,1970,1.0
70IN05292,1969620598,69,2,K0598,6,72,953,,,,,,,,2,06,3,1,93,097,05,,97,132,,,098,,62,,087,4,861061,,,708561,,,02,1970,1.0
70IN05293,1969620599,69,1,K0599,6,70,723,,,,,,,,2,06,2,1,,092,10,,92,128,,,097,,62,,130,4,860361,,414,515461,,,,1970,1.0
70IN05294,1969620601,69,1,K0601,6,75,38,,,,,,,,2,06,6,2,,118,11,,118,155,,,104,,62,,113,4,781561,,421,685261,,,,1970,1.0
70IN05295,1969620605,69,2,K0605,6,70,713,,,,,,,,2,06,2,1,702,103,05,,103,138,,,104,,62,,121,5,899661,,,727861,,,01,1970,1.0
70IN05296,1969620606,69,1,K0606,6,78,38,,,,,,,,2,06,6,1,124,092,10,,92,120,2,,096,,62,0926,085,3,781561,,387,738961,,,,1970,1.0
70IN05297,1969620607,69,1,K0607,6,78,38,,,,,,,,2,06,6,2,092,098,09,,98,133,2,,097,,62,7230,101,4,781561,,399,738961,,,,1970,1.0
70IN05298,1969620608,69,1,K0608,6,72,843,,,,,,,,2,06,3,1,,084,09,,84,124,,,097,,62,,115,4,857261,,384,860961,,,,1970,1.0
70IN05299,1969620609,69,2,K0609,6,72,833,,,,X,,,,2,06,3,1,94,063,10,01,63,88,,,084,,62,,077,3,892661,,,749661,,,01,1970,1.0
70IN05300,1969620610,69,2,K0610,6,72,833,,,,,,,,2,06,3,1,,077,09,,77,,7,,100,,62,0913,090,4,892661,,,749661,,,,1970,1.0
70IN05301,1969620613,69,2,K0613,6,70,723,,,,,,,,2,06,2,1,700,095,10,,95,132,,,087,,62,,095,3,860361,,,700161,,,01,1970,1.0
70IN05302,1969620615,69,2,K0615,6,74,34,,,,X,,,,2,06,6,1,742,088,08,,88,132,,,087,,62,,094,4,845361,,,784961,,,01,1970,1.0
70IN05303,1969620618,69,2,K0618,6,74,35,,,,,,,,2,06,6,1,741,062,11,,62,113,,,088,,62,,079,4,791861,,,834261,,,01,1970,1.0
70IN05304,1969620622,69,1,K0622,6,70,713,,,,,,,,2,06,2,1,098,112,09,,112,147,2,,118,,62,7236,141,6,899661,,422,911561,,,,1970,1.0
70IN05305,1969620624,69,1,K0624,6,77,34,,,,,,,,2,06,6,1,,088,09,,88,115,3,,093,,62,0803,090,2,845361,,386,772961,,,,1970,1.0
70IN05306,1969620625,69,1,K0625,6,75,34,,,,,,,,2,06,6,1,,117,09,,117,151,,,108,,62,,110,4,845361,,417,757161,,,,1970,1.0
70IN05307,1969620628,69,1,K0628,6,75,39,,,,,,,,2,06,6,1,,108,07,,108,144,,,113,,62,,127,5,782161,,423,769361,,,,1970,1.0
70IN05308,1969620629,69,1,K0629,6,75,39,,,,,,,,2,06,6,1,128,105,10,,105,135,2,,089,,62,0926,105,4,782161,,398,769361,,,,1970,1.0
70IN05309,1969620630,69,2,K0630,6,73,34,,,,X,,,,2,06,6,1,732,096,09,,96,146,,,093,,62,,098,2,845361,,,766061,,,02,1970,1.0
70IN05310,1969620631,69,1,K0631,6,73,34,,,,,,,,2,06,6,4,,094,13,,94,137,,,099,,62,,121,4,845361,,408,766061,,,,1970,1.0
70IN05311,1969620632,69,2,K0632,6,74,31,,,,X,,,,2,06,6,1,741,066,10,,66,116,,,117,,62,,109,5,886861,,,654961,,,01,1970,1.0
70IN05312,1969620633,69,1,K0633,6,74,31,,,,,,,,2,06,6,1,123,086,11,,86,125,2,,110,,62,0926,133,5,886861,,412,654961,,,,1970,1.0
70IN05313,1969620634,69,2,K0634,6,77,39,,,,,,,,2,06,6,1,770,098,07,,98,144,,,114,,62,,120,5,782161,,,676561,,,02,1970,1.0
70IN05314,1969620636,69,2,K0636,6,74,30,,,,,,,,2,06,6,1,740,078,09,,78,122,,,087,,62,,085,2,807361,,,722661,,,02,1970,1.0
70IN05315,1969620637,69,1,K0637,6,74,30,,,,,,,,2,06,6,6,,102,08,,102,133,3,,104,,62,0803,149,5,807361,,427,722661,,,,1970,1.0
70IN05316,1969620639,69,2,K0639,6,78,35,,,,,,,,2,06,6,1,781,093,09,,93,134,,,114,,62,,107,5,791861,,,812861,,,01,1970,1.0
70IN05317,1969620640,69,1,K0640,6,78,35,,,,,,,,2,06,6,1,,056,10,,56,92,3,,094,,62,0803,062,4,791861,,346,812861,,,,1970,1.0
70IN05318,1969620641,69,1,K0641,6,74,36,,,,,,,,2,06,6,1,,100,09,,100,133,3,,100,,62,0803,161,5,819061,,421,909861,,,,1970,1.0
70IN05319,1969620642,69,1,K0642,6,75,35,,,,,,,,2,06,6,1,129,082,11,,82,126,2,,098,,62,0926,128,4,791861,,404,664261,,,,1970,1.0
70IN05320,1969620643,69,1,K0643,6,75,35,,,,,,,,2,06,6,1,122,117,09,,117,140,2,,092,,62,0926,122,4,791861,,416,664261,,,,1970,1.0
70IN05321,1969620645,69,2,K0645,6,72,903,,,,,,,,2,06,3,1,05,103,08,,103,136,2,,106,,62,0926,120,4,871761,,,694761,,,,1970,1.0
70IN05322,1969620646,69,2,K0646,6,72,903,,,,,,,,2,06,3,1,95,073,12,,73,96,,,103,,62,,095,5,871761,,,694761,,,01,1970,1.0
70IN05323,1969620648,69,2,K0648,6,78,38,,,,X,,,,2,06,6,1,780,058,09,,58,94,,,101,,62,,057,4,781561,,,909761,,,01,1970,1.0
70IN05324,1969620649,69,2,K0649,6,78,38,,,,,,,,2,06,6,1,782,092,07,,92,127,,,089,,62,,080,4,781561,,,909761,,,01,1970,1.0
70IN05325,1969620650,69,1,K0650,6,70,723,,,,,,,,2,06,2,,,,,,,,6,,,,62,0430,,,860361,,,813161,,,,1970,1.0
70IN05326,1969620652,69,2,K0652,6,70,733,,,,,,,,2,06,2,1,701,087,06,,87,123,,,095,,62,,121,5,839461,,,770561,,,02,1970,1.0
70IN05327,1969620654,69,2,K0654,6,76,30,,,,,,,,2,06,6,1,762,068,09,,68,100,,,090,,62,,071,4,807361,,,819461,,,01,1970,1.0
70IN05328,1969620655,69,1,K0655,6,77,32,,,,,,,,2,06,6,1,,084,14,,84,108,3,,099,,62,0803,086,5,864961,,361,795761,,,,1970,1.0
70IN05329,1969620656,69,1,K0656,6,72,823,,,,,,,,2,06,3,1,,064,09,,64,108,,,095,,62,,081,4,877261,,352,856061,,,,1970,1.0
70IN05330,1969620659,69,2,K0659,6,73,38,,,,,,,,2,06,6,1,731,092,07,,92,143,,,107,,62,,123,4,781561,,,916161,,,01,1970,1.0
70IN05331,1969620660,69,2,K0660,6,77,38,,,,,,,,2,06,6,1,771,093,07,,93,133,,,088,,62,,119,4,781561,,,917261,,,01,1970,1.0
70IN05332,1969620662,69,1,K0662,6,74,37,,,,,,,,2,06,6,1,,130,10,,130,165,,,098,,62,,155,4,829661,,433,840661,,,,1970,1.0
70IN05333,1969620664,69,1,K0664,6,72,913,,,,,,,,2,06,3,1,,098,14,,98,127,3,,099,,62,0803,111,4,861461,,387,696261,,,,1970,1.0
70IN05334,1969620665,69,1,K0665,6,76,34,,,,,,,,2,06,6,1,,088,08,,88,,7,,092,,62,0801,093,3,845361,,368,836061,,,,1970,1.0
70IN05335,1969620668,69,2,K0668,6,77,34,,,,X,,,,2,06,6,1,771,071,10,,71,110,,,104,,62,,109,6,845361,,,724061,,,07,1970,1.0
70IN05336,1969620669,69,1,K0669,6,77,34,,,,,,,,2,06,6,1,,084,10,,84,116,3,,104,,62,1103,098,4,845361,,391,724061,,,,1970,1.0
70IN05337,1969620670,69,2,K0670,6,02,023,6,,,,,33,,2,06,1,1,02,070,06,,70,93,,,076,,62,,058,2,778561,,,671761,,,01,1970,1.0
70IN05338,1969620674,69,1,K0674,6,77,38,,,,,,,,2,06,6,1,,084,10,,84,125,3,,098,,62,0803,113,4,781561,,378,673861,,,,1970,1.0
70IN05339,1969620675,69,1,K0675,6,77,35,,,,,,,,2,06,6,,,,,,88,100,3,,,,62,0803,,,791861,,353,881061,,,,1970,1.0
70IN05340,1969620676,69,1,K0676,6,77,35,,,,,,,,2,06,6,1,,086,07,,86,123,3,,099,,62,1103,107,4,791861,,398,881061,,,,1970,1.0
70IN05341,1969620677,69,1,K0677,6,78,36,,,,,,,,2,06,6,1,,110,10,,110,135,,,121,,62,,149,5,819061,,424,731461,,,,1970,1.0
70IN05342,1969620679,69,2,K0679,6,72,803,,,,X,,,,2,06,3,1,96,077,09,,77,115,,,100,,62,,106,5,902861,,,854961,,,01,1970,1.0
70IN05343,1969620680,69,1,K0680,6,70,733,,,,,,,,2,06,2,1,099,110,08,,110,150,2,,100,,62,7237,125,5,839461,,420,612561,,,,1970,1.0
70IN05344,1969620682,69,1,K0682,6,70,713,,,,,,,,2,06,2,1,123,097,09,,97,135,2,,100,,62,0926,099,5,899661,,395,741661,,,,1970,1.0
70IN05345,1969620683,69,2,K0683,6,70,713,,,,X,,,,2,06,2,1,702,084,09,,84,123,,,102,,62,,111,5,899661,,,741661,,,02,1970,1.0
70IN05346,1969620687,69,1,K0687,6,10,103,,,,,,34,,2,06,1,1,,100,07,,100,130,,,104,,62,,155,4,757061,,425,438661,,,,1970,1.0
70IN05347,1969620688,69,1,K0688,6,78,34,,,,,,,,2,06,6,2,,076,07,,76,117,3,,094,,62,0803,077,3,845361,,371,758661,,,,1970,1.0
70IN05348,1969620690,69,1,K0690,6,75,32,,,,,,,,2,06,6,1,,107,14,,107,136,3,,102,,62,0803,115,5,864961,,401,847761,,,,1970,1.0
70IN05349,1969620691,69,1,K0691,6,75,35,,,,,,,,2,06,6,1,,088,10,,88,122,3,,113,,62,0803,148,6,791861,,410,758061,,,,1970,1.0
70IN05350,1969620692,69,1,K0692,6,73,35,,,,,,,,2,06,6,,,,,,,,6,,,,62,0301,,,791861,,,663861,,,,1970,1.0
70IN05351,1969620698,69,1,K0698,6,75,32,,,,,,,,2,06,6,1,,108,09,,108,148,,,113,,62,,105,4,864961,,415,739561,,,,1970,1.0
70IN05352,1969620701,69,2,K0701,6,76,32,,,,,,,,2,06,6,1,761,086,13,,86,128,,,089,,62,,098,3,864961,,,850261,,,02,1970,1.0
70IN05353,1969620703,69,2,K0703,6,72,973,,,,,,,,2,06,3,1,97,087,09,,87,125,,,116,,62,,130,5,904161,,,775061,,,02,1970,1.0
70IN05354,1969620704,69,1,K0704,6,73,31,,,,,,,,2,06,6,1,,110,10,,110,155,,,110,,62,,146,5,886861,,418,782961,,,,1970,1.0
70IN05355,1969620705,69,1,K0705,6,72,893,,,,,,,,2,06,3,1,,112,10,,112,138,,,106,,62,,127,6,912161,,406,693161,,,,1970,1.0
70IN05356,1969620706,69,2,K0706,6,73,31,,,,,,,,2,06,6,1,730,087,08,,87,143,,,108,,62,,095,3,886861,,,705261,,,01,1970,1.0
70IN05357,1969620707,69,2,K0707,6,75,30,,,,X,,,,2,06,6,1,751,102,06,,102,130,,,097,,62,,097,3,807361,,,908461,,,01,1970,1.0
70IN05358,1969620711,69,1,K0711,6,74,32,,,,,,,,2,06,6,1,,084,11,,84,123,3,,101,,62,0803,102,5,864961,,389,691361,,,,1970,1.0
70IN05359,1969620712,69,1,K0712,6,74,32,,,,,,,,2,06,6,1,126,088,07,,88,120,2,,106,,62,0926,122,6,864961,,407,691361,,,,1970,1.0
70IN05360,1969620715,69,1,K0715,6,78,32,,,,,,,,2,06,6,1,,076,13,,76,88,3,,098,,62,0803,084,4,864961,,377,799861,,,,1970,1.0
70IN05361,1969620716,69,2,K0716,6,78,32,,,,X,,,,2,06,6,1,782,071,12,,71,115,,,091,,62,,096,4,864961,,,799861,,,02,1970,1.0
70IN05362,1969620717,69,2,K0717,6,77,32,,,,,,,,2,06,6,1,772,084,09,,84,128,,,121,,62,,117,7,864961,,,830661,,,01,1970,1.0
70IN05363,1969620718,69,2,K0718,6,77,32,,,,,,,,2,06,6,1,771,073,09,,73,122,,,108,,62,,089,5,864961,,,830661,,,01,1970,1.0
70IN05364,1969620719,69,2,K0719,6,76,39,,,,,,,,2,06,6,1,760,082,09,,82,116,7,,110,,62,1130,111,5,782161,,,810661,,,,1970,1.0
70IN05365,1969620720,69,2,K0720,6,76,39,,,,X,,,,2,06,6,1,761,085,07,,85,128,,,122,,62,,118,7,782161,,,810661,,,01,1970,1.0
70IN05366,1969620721,69,1,K0721,6,72,963,,,,,,,,2,06,,,,,,,,,6,,,,62,0202,,,897861,,,773261,,,,1970,1.0
70IN05367,1969620722,69,2,K0722,6,76,30,,,,X,,,,2,06,6,1,762,078,06,,78,106,,,100,,62,,092,4,807361,,,696061,,,02,1970,1.0
70IN05368,1969620723,69,2,K0723,6,76,30,,,,X,,,,2,06,6,1,760,087,09,,87,120,,,096,,62,,111,4,807361,,,696061,,,01,1970,1.0
70IN05369,1969620727,69,1,K0727,6,73,36,,,,,,,,2,06,6,1,,118,06,,118,150,,,111,,62,,137,5,819061,,425,862261,,,,1970,1.0
70IN05370,1969620728,69,2,K0728,6,73,39,,,,,,,,2,06,6,1,05,084,09,,84,138,2,,096,,62,0926,094,4,782161,,,883961,,,,1970,1.0
70IN05371,1969620732,69,2,K0732,6,77,37,,,,X,,,,2,06,6,1,770,103,05,,103,141,,,093,,62,,110,5,829661,,,667961,,,02,1970,1.0
70IN05372,1969620733,69,1,K0733,6,70,733,,,,,,,,2,06,2,1,,110,09,,110,145,3,,101,,62,0803,117,4,839461,,401,823361,,,,1970,1.0
70IN05373,1969620734,69,2,K0734,6,73,30,,,,X,,,,2,06,6,1,730,065,10,,65,108,,,090,,62,,080,5,807361,,,745061,,,01,1970,1.0
70IN05374,1969620737,69,1,K0737,6,73,31,,,,,,,,2,06,6,1,123,103,09,,103,138,2,,101,,62,0926,168,4,886861,,424,657261,,,,1970,1.0
70IN05375,1969620739,69,1,K0739,6,78,39,,,,,,,,2,06,6,1,,097,09,,97,134,,,115,,62,,119,5,782161,,416,708261,,,,1970,1.0
70IN05376,1969620740,69,2,K0740,6,72,813,,,,X,,,,2,06,3,1,98,078,11,,78,112,,,121,,62,,127,7,905761,,,734661,,,01,1970,1.0
70IN05377,1969620742,69,1,K0742,6,74,36,,,,,,,,2,06,6,1,,122,08,,122,155,,,109,,62,,141,6,819061,,438,803761,,,,1970,1.0
70IN05378,1969620748,69,2,K0748,6,78,35,,,,,,,,2,06,6,1,780,092,08,,92,134,,,103,,62,,114,4,791861,,,910361,,,02,1970,1.0
70IN05379,1969620754,69,1,K0754,6,73,38,,,,,,,,2,06,6,1,,110,08,,110,120,3,,088,,62,1102,100,3,781561,,399,879661,,,,1970,1.0
70IN05380,1969620756,69,2,K0756,6,76,39,,,,,,,,2,06,6,1,761,068,14,,68,112,,,107,,62,,099,5,782161,,,924161,,,02,1970,1.0
70IN05381,1969620758,69,1,K0758,6,73,30,,,,,,,,2,06,6,2,,100,10,,100,138,,,101,,62,,127,4,807361,,402,656561,,,,1970,1.0
70IN05382,1969620760,69,1,K0760,6,70,733,,,,,,,,2,06,2,1,,108,08,,108,135,,,115,,62,,136,5,839461,,429,815361,,,,1970,1.0
70IN05383,1969620762,69,1,K0762,6,70,713,,,,,,,,2,06,2,1,,093,09,,93,120,,,104,,62,,166,5,899661,,435,855761,,,,1970,1.0
70IN05384,1969620765,69,1,K0765,6,75,31,,,,,,,,2,06,6,1,,058,06,,58,,7,,090,,62,0801,077,4,886861,,358,912361,,,,1970,1.0
70IN05385,1969620766,69,1,K0766,6,75,31,,,,,,,,2,06,6,1,,100,07,,100,130,3,,099,,62,0803,096,3,886861,,402,912361,,,,1970,1.0
70IN05386,1969620768,69,2,K0768,6,77,35,,,,,,,,2,06,6,1,770,070,10,,70,103,,,101,,62,,111,5,791861,,,734961,,,01,1970,1.0
70IN05387,1969620769,69,2,K0769,6,72,973,,,,,,,,2,06,3,1,99,071,07,,71,106,,,097,,62,,078,4,904161,,,607161,,,01,1970,1.0
70IN05388,1969620770,69,2,K0770,6,72,973,,,,,,,,2,06,3,1,,085,08,,85,,7,,102,,62,0913,101,5,904161,,,607161,,,,1970,1.0
70IN05389,1969620771,69,1,K0771,6,78,39,,,,,,,,2,06,6,1,,073,13,,73,110,3,,109,,62,0803,104,5,782161,,388,789761,,,,1970,1.0
70IN05390,1969620772,69,1,K0772,6,78,39,,,,,,,,2,06,6,1,,087,10,,87,125,,,111,,62,,122,6,782161,,409,789761,,,,1970,1.0
70IN05391,1969620777,69,2,K0777,6,73,34,,,,,,,,2,06,6,2,730,103,07,,103,151,,,103,,62,,123,5,845361,,,718261,,,02,1970,1.0
70IN05392,1969620779,69,2,K0779,6,77,35,,,,X,,,,2,06,6,1,770,094,08,,94,130,,,096,,62,,134,5,791861,,,776061,,,01,1970,1.0
70IN05393,1969620780,69,2,K0780,6,72,843,,,,,,,,2,06,3,1,,085,07,,85,,7,,100,,62,0913,095,4,857261,,,662361,,,,1970,1.0
70IN05394,1969620781,69,1,K0781,6,70,723,,,,,,,,2,06,2,1,,074,10,,74,107,3,,085,,62,0803,095,5,860361,,373,730561,,,,1970,1.0
70IN05395,1969620783,69,1,K0783,6,76,32,,,,,,,,2,06,6,1,128,110,13,,110,136,2,,098,,62,0926,129,4,864961,,404,830561,,,,1970,1.0
70IN05396,1969620784,69,2,K0784,6,70,713,,,,X,,,,2,06,2,1,701,098,09,,98,104,,,103,,62,,137,5,899661,,,692161,,,02,1970,1.0
70IN05397,1969620785,69,2,K0785,6,70,713,,,,,,,,2,06,2,1,702,112,08,,112,143,,,100,,62,,128,6,899661,,,692161,,,01,1970,1.0
70IN05398,1969620790,69,2,K0790,6,75,36,,,,,,,,2,06,6,1,752,092,08,,92,125,,,106,,62,,110,5,819061,,,727561,,,02,1970,1.0
70IN05399,1969620791,69,1,K0791,6,75,36,,,,,,,,2,06,6,1,,088,09,,88,125,3,,093,,62,0803,083,4,819061,,378,727561,,,,1970,1.0
70IN05400,1969620794,69,2,K0794,6,78,37,,,,X,,,,2,06,6,1,781,087,11,,87,125,,,082,,62,,095,4,829661,,,904861,,,01,1970,1.0
70IN05401,1969620795,69,2,K0795,6,70,733,,,,X,,,,2,06,2,1,700,132,07,,132,165,,,091,,62,,128,3,839461,,,722861,,,01,1970,1.0
70IN05402,1969620796,69,1,K0796,6,78,36,,,,,,,,2,06,6,2,128,107,08,,107,137,2,,103,,62,0926,122,5,819061,,407,898361,,,,1970,1.0
70IN05403,1969620797,69,2,K0797,6,73,35,,,,X,,,,2,06,6,1,731,062,14,,62,113,,,065,,62,,075,4,791861,,,795561,,,01,1970,1.0
70IN05404,1969620798,69,2,K0798,6,74,31,,,,,,,,2,06,6,1,742,099,11,,99,153,,,083,,62,,108,2,886861,,,691261,,,01,1970,1.0
70IN05405,1969620802,69,1,K0802,6,70,733,,,,,,,,2,06,2,1,,095,12,,95,123,3,,089,,62,0803,122,4,839461,,402,656761,,,,1970,1.0
70IN05406,1969620803,69,1,K0803,6,70,733,,,,,,,,2,06,2,1,114,108,11,,108,130,2,,114,,62,0926,120,5,839461,,424,656761,,,,1970,1.0
70IN05407,1969620805,69,1,K0805,6,76,32,,,,,,,,2,06,6,1,,103,09,,103,145,,,104,,62,,131,5,864961,,405,700061,,,,1970,1.0
70IN05408,1969620807,69,2,K0807,6,72,863,,,,,,,,2,06,3,1,80,088,08,,88,128,,,104,,62,,109,5,880861,,,865861,,,01,1970,1.0
70IN05409,1969620808,69,2,K0808,6,76,33,,,,,,,,2,06,6,1,762,097,10,,97,126,,,095,,62,,104,3,807961,,,797061,,,01,1970,1.0
70IN05410,1969620812,69,2,K0812,6,74,30,,,,X,,,,2,06,6,1,740,082,06,,82,129,,,087,,62,,093,4,807361,,,769461,,,01,1970,1.0
70IN05411,1969620813,69,1,K0813,6,78,35,,,,,,,,2,06,6,1,,105,08,,105,137,,,099,,62,,119,3,791861,,417,771661,,,,1970,1.0
70IN05412,1969620815,69,1,K0815,6,74,35,,,,,,,,2,06,6,1,122,103,08,,103,137,2,,111,,62,0926,116,6,791861,,400,787361,,,,1970,1.0
70IN05413,1969620816,69,1,K0816,6,72,973,,,,,,,,2,06,3,1,,076,07,,76,126,,,084,,62,,089,4,904161,,353,712961,,,,1970,1.0
70IN05414,1969620819,69,2,K0819,6,73,35,,,,,,,,2,06,6,1,732,084,09,,84,127,,,098,,62,,086,5,791861,,,719361,,,01,1970,1.0
70IN05415,1969620820,69,2,K0820,6,73,35,,,,,,,,2,06,6,1,731,068,08,,68,107,,,080,,62,,063,4,791861,,,719361,,,01,1970,1.0
70IN05416,1969620821,69,1,K0821,6,75,35,,,,,,,,2,06,,,,,,,,,6,,,,62,0202,,,791861,,,893861,,,,1970,1.0
70IN05417,1969620822,69,2,K0822,6,75,35,,,,,,,,2,06,6,1,750,076,10,,76,115,,,121,,62,,089,5,791861,,,893861,,,01,1970,1.0
70IN05418,1969620823,69,2,K0823,6,70,733,,,,,,,,2,06,2,1,700,078,07,,78,134,,,076,,62,,078,3,839461,,,709561,,,,1970,1.0
70IN05419,1969620824,69,2,K0824,6,70,733,,,,,,,,2,06,2,1,701,088,11,,88,128,,,084,,62,,099,4,839461,,,709561,,,02,1970,1.0
70IN05420,1969620826,69,1,K0826,6,72,923,,,,,,,,2,06,3,1,,097,08,,97,145,,,088,,62,,096,2,882961,,384,758461,,,,1970,1.0
70IN05421,1969620832,69,2,K0832,6,78,39,,,,,,,,2,06,6,1,782,083,10,,83,135,,,105,,62,,101,5,782161,,,668461,,,01,1970,1.0
70IN05422,1969620833,69,1,K0833,6,78,39,,,,,,,,2,06,6,1,124,112,07,,112,142,2,,112,,62,0926,113,5,782161,,422,668461,,,,1970,1.0
70IN05423,1969620834,69,2,K0834,6,70,723,,,,X,,,,2,06,2,1,702,084,07,,84,118,,,081,,62,,091,3,860361,,,684161,,,01,1970,1.0
70IN05424,1969620835,69,2,K0835,6,70,723,,,,,,,,2,06,2,1,01,084,09,,84,124,2,,088,,62,0926,077,4,860361,,,684161,,,,1970,1.0
70IN05425,1969620836,69,2,K0836,6,78,33,,,,,,,,2,06,6,1,,093,12,,93,,6,,094,,62,0929,088,4,807961,,,679361,,,,1970,1.0
70IN05426,1969620841,69,2,K0841,6,78,35,,,,X,,,,2,06,6,1,780,102,07,,102,138,,,095,,62,,108,5,791861,,,729161,,,01,1970,1.0
70IN05427,1969620842,69,1,K0842,6,78,35,,,,,,,,2,06,6,1,,088,10,,88,125,3,,095,,62,0803,091,4,791861,,388,729161,,,,1970,1.0
70IN05428,1969620845,69,2,K0845,6,73,34,,,,,,,,2,06,6,,,,,,,,6,,,,62,0301,,,845361,,,661261,,,,1970,1.0
70IN05429,1969620846,69,1,K0846,6,70,713,,,,,,,,2,06,2,1,,076,11,,76,,6,,097,,62,0710,127,5,899661,,,452561,,,,1970,1.0
70IN05430,1969620848,69,2,K0848,6,78,37,,,,,,,,2,06,6,1,781,080,08,,80,122,,,090,,62,,088,3,829661,,,916261,,,01,1970,1.0
70IN05431,1969620849,69,1,K0849,6,70,733,,,,,,,,2,06,2,1,,128,13,,128,170,,,084,,62,,121,3,839461,,427,903361,,,,1970,1.0
70IN05432,1969620853,69,1,K0853,6,74,36,,,,,,,,2,06,6,1,,100,10,,100,127,3,,099,,62,0803,149,6,819061,,429,757561,,,,1970,1.0
70IN05433,1969620854,69,1,K0854,6,74,36,,,,,,,,2,06,6,5,,077,13,,77,105,3,,079,,62,0803,102,4,819061,,379,757561,,,,1970,1.0
70IN05434,1969620857,69,2,K0857,6,76,32,,,,,,,,2,06,6,1,,106,10,,106,,6,,112,,62,0639,105,5,864961,,,753261,,,,1970,1.0
70IN05435,1969620859,69,1,K0859,6,72,843,,,,,,,,2,06,3,1,,080,09,,80,125,,,092,,62,,095,3,857261,,367,749961,,,,1970,1.0
70IN05436,1969620860,69,2,K0860,6,70,723,,,,,,,,2,06,2,1,01,083,09,,83,110,2,,103,,62,0926,096,3,860361,,,918561,,,,1970,1.0
70IN05437,1969620861,69,1,K0861,6,77,36,,,,,,,,2,06,6,1,,105,07,,105,140,3,,106,,62,0803,108,5,819061,,397,741561,,,,1970,1.0
70IN05438,1969620862,69,1,K0862,6,76,32,,,,,,,,2,06,6,1,,115,12,,115,138,,,107,,62,,176,5,864961,,443,688761,,,,1970,1.0
70IN05439,1969620863,69,1,K0863,6,70,733,,,,,,,,2,06,2,,,,,,,,6,,,,62,0430,,,839461,,,463261,,,,1970,1.0
70IN05440,1969620865,69,2,K0865,6,77,34,,,,X,,,,2,06,6,1,771,083,07,,83,118,,,099,,62,,091,5,845361,,,905361,,,02,1970,1.0
70IN05441,1969620866,69,2,K0866,6,77,34,,,,,,,,2,06,6,1,771,086,11,,86,125,,,097,,62,,090,4,845361,,,905361,,,,1970,1.0
70IN05442,1969620867,69,2,K0867,6,73,32,,,,X,,,,2,06,6,1,730,074,06,,74,122,,,115,,62,,103,5,864961,,,764461,,,01,1970,1.0
70IN05443,1969620873,69,1,K0873,6,73,32,,,,,,,,2,06,6,1,,102,09,,102,138,7,,102,,62,1001,128,5,864961,,404,657961,,,,1970,1.0
70IN05444,1969620874,69,2,K0874,6,77,39,,,,,,,,2,06,6,1,02,093,06,,93,133,2,,098,,62,0926,092,4,782161,,,870561,,,,1970,1.0
70IN05445,1969620875,69,1,K0875,6,75,34,,,,,,,,2,06,6,2,,103,06,,103,142,3,,084,,62,1103,101,3,845361,,400,662861,,,,1970,1.0
70IN05446,1969620876,69,2,K0876,6,75,34,,,,,,,,2,06,6,1,751,092,06,,92,131,,,086,,62,,102,3,845361,,,662861,,,01,1970,1.0
70IN05447,1969620877,69,1,K0877,6,73,36,,,,,,,,2,06,6,1,,098,10,,98,127,3,,104,,62,1102,124,4,819061,,409,907461,,,,1970,1.0
70IN05448,1969620881,69,1,K0881,6,77,38,,,,,,,,2,06,6,1,,101,10,,101,130,3,,094,,62,0803,096,4,781561,,386,863561,,,,1970,1.0
70IN05449,1969620882,69,2,K0882,6,73,31,,,,,,,,2,06,6,1,730,084,11,,84,148,,,116,,62,,101,5,886861,,,746461,,,01,1970,1.0
70IN05450,1969620883,69,2,K0883,6,73,31,,,,X,,,,2,06,6,1,730,100,04,,100,135,,,081,,62,,117,3,886861,,,746461,,,01,1970,1.0
