UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,GRP,PAD4,ABEWE,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
86IN03224,1979432763,79,2,T2763,,40,403,,1,,,,,,,70,,,,,,,0,0,6,,02,,43,0316,,,,198043,*,,060943,01,,1986
86IN03225,1979432780,79,2,T2780,,41,414,,1,3,,,,,,70,,,,,,12,163,166,3,,02,,43,1006,3,,07,232643,5,,929142,93,,1986
86IN03226,1979432795,79,2,T2795,,42,842,,1,1,,,,,,70,,441,,,, 2,114,135,,,02,,43,,,,,174743,1,,062143,,,1986
86IN03227,1979432801,79,2,T2801,,42,832,,1,2,,,,,,70,,,,,, 3,124,136,2,,02,183,43,0925,,,,201643,3,,010743,92,,1986
86IN03228,1979432808,79,2,T2808,,41,414,,1,1,,,,,,70,,412,,,, 4,147,168,,,02,,43,,,,,232643,3,,912442,,,1986
86IN03229,1979432810,79,2,T2810,,41,413,,1,1,,,,,,70,,411,,,, 3,172,162,,,02,,43,,,,,228343,3,,954742,,,1986
86IN03230,1979432812,79,2,T2812,,41,411,,1,1,,,,,,70,,414,,,, 3,190,196,,,02,,43,,,,,246943,2,,967242,,,1986
86IN03231,1979432837,79,2,T2837,,40,402,,1,3,,,,,,70,,005,,,,10,154,158,,,02,,43,,1,,05,168443,3,,192443,,,1986
86IN03232,1979432849,79,2,T2849,,43,434,,1,,0,,,,,70,,,,,,,199,0,3,,02,,43,0602,,,,229043,9,,745742,93,,1986
86IN03233,1979432850,79,2,T2850,,41,411,,1,3,,,,,,70,,,,,,12,163,138,5,,02,,43,1027,5,,05,246943,1,,757642,95,,1986
86IN03234,1979432882,79,2,T2882,,43,433,,1,,2,,,,,70,,,,,,,153,0,3,,02,,43,0602,,,,238143,4,,081943,93,,1986
86IN03235,1979432890,79,2,T2890,,42,852,,1,3,,,,,,70,,,,,,11,149,157,3,,02,,43,1005,4,,04,171743,5,,649742,93,,1986
86IN03236,1979432906,79,2,T2906,,42,942,,1,,,,,,,70,,,,,,,155,0,7,,02,,43,0917,,,,186643,2,,884042,97,,1986
86IN03237,1979432907,79,2,T2907,,42,892,,1,,0,,,,,70,,,,,,,168,0,3,,02,,43,0616,,,,187543,9,,870742,93,,1986
86IN03238,1979432927,79,2,T2927,,41,413,,1,,,,,,,70,,,,,,,0,0,7,,02,,43,0521,,,,228343,*,,109843,97,,1986
86IN03239,1979432947,79,2,T2947,,43,435,,1,1,,,,,,70,,432,,,, 4,205,178,,,02,,43,,,,,223543,3,,108943,,,1986
86IN03240,1979433021,79,2,T3021,,43,431,,1,1,,,,,,70,,434,,,, 5,184,171,,,02,,43,,,,,249743,3,,764842,,,1986
86IN03241,1979433036,79,2,T3036,,42,912,,1,1,,,,,,70,,952,,,, 2,135,155,,,02,,43,,,,,165443,3,,197343,,,1986
86IN03242,1979433062,79,2,T3062,,42,842,,1,3,,,,,,70,,442,,,, 4,149,161,,,02,,43,,1,,0,174743,2,,834942,,,1986
86IN03243,1979433070,79,2,T3070,,40,403,,1,1,,,,,,70,,404,,,, 3,172,162,,,02,,43,,,,,198043,2,,182343,,,1986
86IN03244,1979433084,79,2,T3084,,41,413,,1,,0,,,,,70,,,,,,,187,0,3,,02,,43,0616,,,,228343,9,,779342,05,,1986
86IN03245,1979433091,79,2,T3091,,42,862,,1,2,,,,,1,70,,,,,, 2,168,181,2,,02,183,43,0925,,,,206643,2,,663742,92,,1986
86IN03246,1979433095,79,2,T3095,,42,902,,1,,,,,,,70,,,,,,,159,0,3,,02,,43,0616,,,,169643,9,,171643,05,,1986
86IN03247,1979433110,79,2,T3110,,40,401,,1,1,,,,,,70,,401,,,, 3,192,173,,,02,,43,,,,,205543,3,,130443,,,1986
86IN03248,1979433164,79,2,T3164,,42,812,,1,1,,,,,,70,,912,,,, 5,139,156,,,02,,43,,,,,161043,1,,791242,,,1986
86IN03249,1979433181,79,2,T3181,,43,431,,1,1,,,,,,70,,435,,,, 1,198,183,,,02,,43,,,,,249743,5,,939242,,,1986
86IN03250,1979433190,79,2,T3190,,42,802,,1,3,,,,,,70,,,,,, 1,123,110,5,,02,,43,1027,5,,45,184843,5,,783542,95,,1986
86IN03251,1979433204,79,2,T3204,,42,822,,1,,2,,,,,70,,,,,,,96,0,3,,02,,43,0602,,,,192943,4,,055243,93,,1986
86IN03252,1979433207,79,2,T3207,,42,942,,1,,,,,,,70,,,,,,,0,0,3,,02,,43,0303,,,,186643,*,,201443,93,,1986
86IN03253,1979433230,79,2,T3230,,40,404,,1,1,,,,,,70,,402,,,, 1,168,175,,,02,,43,,,,,178843,2,,195943,,,1986
86IN03254,1979433233,79,2,T3233,,42,882,,1,,,,,,,70,,,,,,,163,0,6,,02,,43,0831,,,,198343,3,,119243,11,,1986
86IN03255,1979433239,79,2,T3239,,41,411,,1,3,,,,,,70,,,,,, 2,152,135,3,,02,,43,1103,5,,3V,246943,2,,104043,93,,1986
86IN03256,1979433248,79,2,T3248,,41,413,,1,3,,,,,,70,,,,,, 2,191,178,3,,02,,43,1005,4,,64,228343,5,,113143,93,,1986
86IN03257,1979433257,79,2,T3257,,43,435,,1,1,,,,,,70,,433,,,, 3,172,171,,,02,,43,,,,,223543,3,,981742,,,1986
86IN03258,1979433261,79,2,T3261,,42,832,,1,1,,,,,,70,,942,,,, 2,155,158,,,02,,43,,,,,201643,2,,824942,,,1986
86IN03259,1979433268,79,2,T3268,,41,412,,1,,,,,,,70,,,,,,,0,0,6,,02,,43,0414,,,,221543,*,,039043,01,,1986
86IN03260,1979433280,79,2,T3280,,42,852,,1,2,,,,,1,70,,,,,, 2,174,183,2,,02,183,43,0925,,,,171743,3,,934142,92,,1986
86IN03261,1979433282,79,2,T3282,,41,412,,1,1,,,,,,70,,441,,,, 3,221,177,,,02,,43,,,,,221543,3,,109343,,,1986
86IN03262,1979433320,79,2,T3320,,43,435,,1,1,,,,,,70,,442,,,, 2,223,187,,,02,,43,,,,,223543,5,,186043,,,1986
86IN03263,1980433339,80,2,T3339,,40,401,,1,,,,,,,60,,,,,,,0,0,6,,02,,43,0303,,,,246943,*,,197943,95,,1986
86IN03264,1980433355,80,2,T3355,,42,822,,1,1,,,,,,60,,802,,,, 3,158,168,,,02,,43,,,,,216443,1,,116743,,,1986
86IN03265,1980433366,80,2,T3366,,43,434,,1,1,,,,,,60,,436,,,, 1,180,169,,,02,,43,,,,,289243,5,,067443,,,1986
86IN03266,1980433367,80,2,T3367,,43,434,,1,1,,,,,,60,,003,,,, 4,166,155,,,02,,43,,,,,289243,3,,067443,,,1986
86IN03267,1980433372,80,2,T3372,,43,433,,1,,2,,,,,60,,,,,,,187,0,3,,02,,43,0602,,,,309243,4,,124843,93,,1986
86IN03268,1980433376,80,2,T3376,,43,435,,1,1,,,,,,60,,441,,,, 3,188,197,,,02,,43,,,,,314543,3,,054443,,,1986
86IN03269,1980433389,80,2,T3389,,40,401,,1,1,,,,,,60,,404,,,, 3,133,131,,,02,,43,,,,,246943,5,,227943,,,1986
86IN03270,1980433407,80,2,T3407,,40,402,,1,1,,,,,,60,,404,,,, 4,162,168,,,02,,43,,,,,225143,1,,233343,,,1986
86IN03271,1980433413,80,2,T3413,,43,432,,1,1,,,,,,60,,431,,,, 2,246,181,,,02,,43,,,,,329743,3,,226843,,,1986
86IN03272,1980433443,80,2,T3443,,41,413,,1,1,,,,,,60,,413,,,, 6,166,182,,,02,,43,,,,,282643,1,,054743,,,1986
86IN03273,1980433444,80,2,T3444,,42,912,,1,1,,,,,,60,,822,,,, 3,172,185,,,02,,43,,,,,221043,1,,824942,,,1986
86IN03274,1980433452,80,2,T3452,,40,403,,1,,,,,,,60,,,,,,,203,0,3,,02,,43,0616,,,,220843,9,,091743,09,,1986
86IN03275,1980433465,80,2,T3465,,41,413,,1,,,,,,,60,,,,,,,120,0,3,,02,,43,0602,,,,282643,9,,978842,93,,1986
86IN03276,1980433473,80,2,T3473,,40,404,,1,1,,,,,,60,,402,,,, 3,163,149,,,02,,43,,,,,228843,2,,976042,,,1986
86IN03277,1980433475,80,2,T3475,,40,402,,1,1,,,,,,60,,442,,,, 2,184,163,,,02,,43,,,,,225143,5,,101443,,,1986
86IN03278,1980433483,80,2,T3483,,40,403,,1,,,,,,,60,,,,,,,0,0,6,,02,,43,0225,,,,220843,*,,205143,01,,1986
86IN03279,1980433487,80,2,T3487,,42,862,,1,1,,,,,,60,,852,,,, 3,136,146,,,02,,43,,,,,222743,1,,126543,,,1986
86IN03280,1980433535,80,2,T3535,,41,414,,1,,,,,,,60,,,,,,,199,0,3,,02,,43,0616,,,,330643,9,,967242,05,,1986
86IN03281,1980433536,80,2,T3536,,42,832,,1,3,,,,,,60,,441,,,, 5,121,139,,,02,,43,,1,,07,248643,3,,119243,,,1986
86IN03282,1980433537,80,2,T3537,,42,832,,1,1,,,,,,60,,902,,,, 2,142,141,,,02,,43,,,,,248643,3,,119243,,,1986
86IN03283,1980433542,80,2,T3542,,40,401,,1,1,,,,,,60,,401,,,, 4,177,182,,,02,,43,,,,,246943,1,,058043,,,1986
86IN03284,1980433544,80,2,T3544,,42,922,,1,1,,,,,,60,,862,,,, 3,117,136,,,02,,43,,,,,228543,3,,222343,,,1986
86IN03285,1980433549,80,2,T3549,,48,493,,1,3,,,,,,60,,,,,,11,129,145,3,,02,,43,1005,4,,04,687104,5,,576704,93,,1986
86IN03286,1980433564,80,2,T3564,,41,412,,1,1,,,,,,60,,001,,,, 1,185,159,,,02,,43,,,,,284543,5,,993142,,,1986
86IN03287,1980433574,80,2,T3574,,41,413,,1,3,,,,,,60,,,,,, 2,156,129,5,,02,,43,1027,5,,45,282643,1,,215243,95,,1986
86IN03288,1980433608,80,2,T3608,,42,852,,1,1,,,,,,60,,002,,,, 2,134,141,,,02,,43,,,,,261543,1,,274243,,,1986
86IN03289,1980433631,80,2,T3631,,48,493,,1,1,,,,,,60,,442,,,, 3,175,194,,,02,,43,,,,,687104,2,,582604,,,1986
86IN03290,1980433638,80,2,T3638,,42,802,,1,,2,,,,,60,,,,,,,0,0,6,,02,,43,0407,,,,227643,*,,061443,95,,1986
86IN03291,1980433639,80,2,T3639,,41,411,,1,1,,,,,,60,,442,,,, 2,179,183,,,02,,43,,,,,285843,3,,183943,,,1986
86IN03292,1980433647,80,2,T3647,,48,491,,1,,2,,,,,60,,,,,,,0,0,6,,02,,43,0214,,,,616604,*,,591504,95,,1986
86IN03293,1980433653,80,2,T3653,,42,902,,1,1,,,,,,60,,892,,,, 2,154,164,,,02,,43,,,,,241143,2,,949842,,,1986
86IN03294,1980433659,80,2,T3659,,43,431,,1,1,,,,,,60,,438,,,, 2,188,172,,,02,,43,,,,,321143,5,,097243,,,1986
86IN03295,1980433668,80,2,T3668,,43,432,,1,,,,,,,60,,,,,,,0,0,6,,02,,43,0115,,,,329743,*,,244343,61,,1986
86IN03296,1980433676,80,2,T3676,,41,414,,1,,,,,,,60,,,,,,,119,0,3,,02,,43,0602,,,,330643,9,,123843,05,,1986
86IN03297,1980433685,80,2,T3685,,40,403,,1,1,,,,,,60,,403,,,, 3,171,193,,,02,,43,,,,,220843,2,,891742,,,1986
86IN03298,1980433695,80,2,T3695,,48,493,,1,1,,,,,,60,,005,,,, 3,204,200,,,02,,43,,,,,687104,3,,604104,,,1986
86IN03299,1980433712,80,2,T3712,,41,411,,1,3,,,,,,60,,,,,, 2,121,121,3,,02,,43,1006,3,,47,285843,1,,175943,93,,1986
86IN03300,1980433730,80,2,T3730,,41,412,,1,1,,,,,,60,,412,,,, 2,155,161,,,02,,43,,,,,284543,2,,094143,,,1986
86IN03301,1980433732,80,2,T3732,,48,491,,1,1,,,,,,60,,442,,,, 3,144,160,,,02,,43,,,,,616604,1,,367302,,,1986
86IN03302,1980433789,80,2,T3789,,41,413,,1,1,,,,,,60,,414,,,, 2,148,155,,,02,,43,,,,,282643,3,,942542,,,1986
86IN03303,1980433790,80,2,T3790,,42,842,,1,2,,,,,,60,,,,,, 3,157,178,2,,02,,43,0918,,,,218443,1,,073143,92,,1986
86IN03304,1980433794,80,2,T3794,,41,413,,1,1,,,,,,60,,411,,,, 5,198,199,,,02,,43,,,,,282643,1,,159343,,,1986
86IN03305,1980433805,80,2,T3805,,48,492,,1,,0,,,,,60,,,,,,,196,0,3,,02,,43,0616,,,,642304,9,,494604,93,,1986
86IN03306,1980433807,80,2,T3807,,48,492,,1,1,,,,,,60,,441,,,, 3,163,196,,,02,,43,,,,,642304,1,,494604,,,1986
86IN03307,1980433811,80,2,T3811,,42,912,,1,1,,,,,,60,,832,,,, 9,158,140,,,02,,43,,,,,221043,3,,245943,,,1986
86IN03308,1980433822,80,2,T3822,,41,411,,1,1,,,,,,60,,413,,,, 2,143,165,,,02,,43,,,,,285843,3,,223843,,,1986
86IN03309,1980433823,80,2,T3823,,43,433,,1,,0,,,,,60,,,,,,,195,0,3,,02,,43,0616,,,,309243,9,,248443,93,,1986
86IN03310,1980433839,80,2,T3839,,42,872,,1,,2,,,,,60,,,,,,,0,0,6,,02,,43,0401,,,,214643,*,,926442,95,,1986
86IN03311,1980433852,80,2,T3852,,42,912,,1,1,,,,,,60,,842,,,, 3,114,122,,,02,,43,,,,,221043,1,,950542,,,1986
86IN03312,1980433880,80,2,T3880,,40,404,,1,1,,,,,,60,,403,,,, 3,192,197,,,02,,43,,,,,228843,2,,233243,,,1986
86IN03313,1980433884,80,2,T3884,,42,822,,1,,0,,,,,60,,,,,,,143,0,3,,02,,43,0616,,,,216443,9,,266843,93,,1986
86IN03314,1980433898,80,2,T3898,,41,411,,1,1,,,,,,60,,414,,,, 4,156,172,,,02,,43,,,,,285843,3,,113143,,,1986
86IN03315,1980433901,80,2,T3901,,48,493,,1,,,,,,,60,,,,,,,150,0,7,,02,,43,0917,,,,687104,1,,157604,97,,1986
86IN03316,1980433912,80,2,T3912,,40,402,,1,1,,,,,,60,,401,,,, 3,142,153,,,02,,43,,,,,225143,2,,080443,,,1986
86IN03317,1980433913,80,2,T3913,,42,802,,1,,,,,,,60,,,,,,,144,0,6,,02,,43,0625,,,,227643,2,,164143,06,,1986
86IN03318,1980433930,80,2,T3930,,42,862,,1,,,,,,,60,,,,,,,154,0,3,,02,,43,0616,,,,222743,9,,078443,93,,1986
86IN03319,1980433955,80,2,T3955,,40,403,,1,,,,,,,60,,,,,,,0,0,6,,02,,43,0515,,,,220843,*,,272443,05,,1986
86IN03320,1980433965,80,2,T3965,,42,882,,1,2,,,,,,60,,,,,, 2,166,178,2,,02,,43,0918,,,,255943,3,,141143,92,,1986
86IN03321,1980433972,80,2,T3972,,42,922,,1,1,,,,,,60,,872,,,, 2,137,150,,,02,,43,,,,,228543,2,,038243,,,1986
86IN03322,1980433979,80,2,T3979,,43,435,,1,1,,,,,,60,,437,,,, 2,230,177,,,02,,43,,,,,314543,3,,764842,,,1986
86IN03323,1980433995,80,2,T3995,,43,435,,1,,,,,,,60,,,,,,,180,0,6,,02,,43,0616,,,,314543,3,,268643,05,,1986
86IN03324,1980434007,80,2,T4007,,44,435,,1,3,,,,,,60,,,,,, 2,140,143,3,,02,,43,1006,3,,47,314543,1,,219243,93,,1986
86IN03325,1980434013,80,2,T4013,,42,902,,1,1,,,,,,60,,882,,,, 2,134,144,,,02,,43,,,,,241143,2,,144043,,,1986
86IN03326,1980434023,80,2,T4023,,48,491,,1,1,,,,,,60,,004,,,, 3,147,153,,,02,,43,,,,,616604,2,,583304,,,1986
86IN03327,1981434064,81,2,T4064,,40,404,,1,1,,,,,,50,,404,,,, 3,149,167,,,02,,43,,,,,282443,2,,236743,,,1986
86IN03328,1981434069,81,2,T4069,,48,492,,1,3,,,,,,50,,442,,,, 3,145,136,,,02,,43,,1,,43,376243,2,,226904,,,1986
86IN03329,1981434070,81,2,T4070,,48,492,,1,1,,,,,,50,,001,,,, 3,130,141,,,02,,43,,,,,376243,1,,226904,,,1986
86IN03330,1981434073,81,2,T4073,,42,852,,1,1,,,,,,50,,862,,,, 2,142,158,,,02,,43,,,,,286643,2,,320043,,,1986
86IN03331,1981434086,81,2,T4086,,43,434,,1,1,,,,,,50,,436,,,, 2,167,151,,,02,,43,,,,,338543,3,,219243,,,1986
86IN03332,1981434091,81,2,T4091,,42,902,,1,1,,,,,,50,,812,,,, 3,120,139,,,02,,43,,,,,328543,2,,301343,,,1986
86IN03333,1981434102,81,2,T4102,,42,912,,1,1,,,,,,50,,952,,,, 2,139,157,,,02,,43,,,,,278843,3,,139243,,,1986
86IN03334,1981434105,81,2,T4105,,41,412,,1,,,,,,,50,,,,,,,0,0,3,,02,,43,0303,,,,344043,*,,084043,93,,1986
86IN03335,1981434109,81,2,T4109,,40,404,,1,1,,,,,,50,,402,,,, 3,170,172,,,02,,43,,,,,282443,3,,017543,,,1986
86IN03336,1981434120,81,2,T4120,,42,832,,1,,,,,,,50,,,,,,,114,0,7,,02,,43,0917,,,,317143,3,,212743,97,,1986
86IN03337,1981434148,81,2,T4148,,42,822,,1,1,,,,,,50,,442,,,, 4,145,161,,,02,,43,,,,,282743,1,,106443,,,1986
86IN03338,1981434153,81,2,T4153,,48,492,,1,1,,,,,,50,,003,,,, 4,156,168,,,02,,43,,,,,376243,2,,395704,,,1986
86IN03339,1981434167,81,2,T4167,,40,402,,1,1,,,,,,50,,404,,,, 9,173,185,,,02,,43,,,,,307243,2,,202943,,,1986
86IN03340,1981434179,81,2,T4179,,48,492,,1,1,,,,,,50,,005,,,, 3,179,183,,,02,,43,,,,,376243,3,,583304,,,1986
86IN03341,1981434186,81,2,T4186,,40,404,,1,1,,,,,,50,,402,,,, 3,170,179,,,02,,43,,,,,282443,2,,203743,,,1986
86IN03342,1981434188,81,2,T4188,,41,411,,1,,,,,,,50,,,,,,,206,0,7,,02,,43,0917,,,,362943,3,,203443,97,,1986
86IN03343,1981434199,81,2,T4199,,40,404,,1,1,,,,,,50,,404,,,, 3,158,164,,,02,,43,,,,,282443,1,,310243,,,1986
86IN03344,1981434200,81,2,T4200,,42,922,,1,1,,,,,,50,,822,,,, 2,131,137,,,02,,43,,,,,313943,3,,328043,,,1986
86IN03345,1981434210,81,2,T4210,,41,412,,1,3,,,,,,50,,,,,,12,138,148,3,,02,,43,1005,4,,04,344043,1,,326843,93,,1986
86IN03346,1981434223,81,2,T4223,,41,411,,1,1,,,,,,50,,005,,,, 2,187,183,,,02,,43,,,,,362943,3,,292743,,,1986
86IN03347,1981434228,81,2,T4228,,48,491,,1,,,,,,,50,,,,,,,125,0,6,,02,,43,0619,,,,616604,1,,152304,04,,1986
86IN03348,1981434245,81,2,T4245,,40,402,,1,1,,,,,,50,,403,,,, 3,161,182,,,02,,43,,,,,307243,2,,246643,,,1986
86IN03349,1981434258,81,2,T4258,,42,882,,1,1,,,,,,50,,852,,,, 3,142,158,,,02,,43,,,,,291743,1,,258543,,,1986
86IN03350,1981434261,81,2,T4261,,42,822,,1,3,,,,,,50,,,,,, 3,120,118,5,,02,,43,1027,5,,45,282743,1,,280443,95,,1986
86IN03351,1981434273,81,2,T4273,,48,492,,1,1,,,,,,50,,441,,,, 4,133,156,,,02,,43,,,,,376243,3,,466804,,,1986
86IN03352,1981434276,81,2,T4276,,43,431,,1,1,,,,,,50,,004,,,, 1,176,174,,,02,,43,,,,,404943,3,,040943,,,1986
86IN03353,1981434302,81,2,T4302,,42,822,,1,,,,,,,50,,,,,,,148,0,7,,02,,43,0917,,,,282743,1,,011143,97,,1986
86IN03354,1981434327,81,2,T4327,,43,434,,1,,,,,,,50,,,,,,,0,0,6,,02,,43,0506,,,,338543,*,,305843,05,,1986
86IN03355,1981434333,81,2,T4333,,48,492,,1,,,,,,,50,,,,,,,187,0,3,,02,,43,0616,,,,376243,9,,319104,93,,1986
86IN03356,1981434344,81,2,T4344,,41,411,,1,,,,,,,50,,,,,,,182,0,6,,02,,43,0801,,,,362943,3,,280943,06,,1986
86IN03357,1981434350,81,2,T4350,,42,952,,1,1,,,,,,50,,832,,,, 2,145,147,,,02,,43,,,,,308143,5,,089143,,,1986
86IN03358,1981434366,81,2,T4366,,42,902,,1,1,,,,,,50,,802,,,, 1,112,130,,,02,,43,,,,,328543,1,,224543,,,1986
86IN03359,1981434369,81,2,T4369,,42,842,,1,3,,,,,,50,,,,,,12,113,134,3,,02,,43,1005,4,,04,280043,3,,853342,93,,1986
86IN03360,1981434380,81,2,T4380,,42,922,,1,1,,,,,,50,,002,,,, 2,114,131,,,02,,43,,,,,313943,2,,942842,,,1986
86IN03361,1981434393,81,2,T4393,,41,413,,1,1,,,,,,50,,412,,,, 3,163,172,,,02,,43,,,,,399643,3,,302843,,,1986
86IN03362,1981434394,81,2,T4394,,43,431,,1,,0,,,,,50,,,,,,,182,0,3,,02,,43,0602,,,,404943,9,,954042,93,,1986
86IN03363,1981434400,81,2,T4400,,43,434,,1,,,,,,,50,,,,,,,214,0,7,,02,,43,0917,,,,338543,3,,981742,97,,1986
86IN03364,1981434408,81,2,T4408,,42,892,,1,1,,,,,,50,,892,,,, 2,187,197,,,02,,43,,,,,283543,2,,298543,,,1986
86IN03365,1981434410,81,2,T4410,,41,414,,1,1,,,,,,50,,411,,,, 2,145,156,,,02,,43,,,,,377943,2,,184043,,,1986
86IN03366,1981434412,81,2,T4412,,41,413,,1,1,,,,,,50,,001,,,, 2,137,169,,,02,,43,,,,,399643,2,,281243,,,1986
86IN03367,1981434418,81,2,T4418,,48,492,,1,1,,,,,,50,,442,,,, 4,176,147,,,02,,43,,,,,376243,2,,600304,,,1986
86IN03368,1981434425,81,2,T4425,,43,431,,1,,,,,,,50,,,,,,,212,0,6,,02,,43,0623,,,,404943,3,,294943,04,,1986
86IN03369,1981434440,81,2,T4440,,43,433,,1,3,,,,,,50,,,,,,13,194,205,3,,02,,43,1006,3,,07,339243,3,,038043,93,,1986
86IN03370,1981434459,81,2,T4459,,43,431,,1,1,,,,,,50,,435,,,, 4,218,180,,,02,,43,,,,,404943,3,,056543,,,1986
86IN03371,1981434476,81,2,T4476,,42,952,,1,,2,,,,,50,,,,,,,0,0,6,,02,,43,0407,,,,308143,*,,233743,95,,1986
86IN03372,1981434486,81,2,T4486,,42,942,,1,,2,,,,,50,,,,,,,128,0,3,,02,,43,0602,,,,307843,4,,154043,93,,1986
86IN03373,1981434492,81,2,T4492,,40,402,,1,1,,,,,,50,,402,,,, 3,159,188,,,02,,43,,,,,307243,1,,259743,,,1986
86IN03374,1981434500,81,2,T4500,,43,431,,1,3,,,,,,50,,,,,, 4,162,168,3,,02,,43,1005,4,,0@,404943,5,,097243,93,,1986
86IN03375,1981434502,81,2,T4502,,40,401,,1,,,,,,,50,,,,,,,0,0,6,,02,,43,0323,,,,279143,*,,005443,17,,1986
86IN03376,1981434505,81,2,T4505,,42,842,,1,1,,,,,,50,,902,,,, 1,119,126,,,02,,43,,,,,280043,1,,115043,,,1986
86IN03377,1981434510,81,2,T4510,,48,491,,1,1,,,,,,50,,441,,,, 4,146,162,,,02,,43,,,,,616604,1,,642404,,,1986
86IN03378,1981434511,81,2,T4511,,43,433,,1,,1,,,,,50,,,,,,,171,0,,,02,,43,,,,,339243,4,,222543,,,1986
86IN03379,1981434518,81,2,T4518,,40,404,,1,1,,,,,,50,,403,,,, 3,144,165,,,02,,43,,,,,282443,2,,146043,,,1986
86IN03380,1981434533,81,2,T4533,,42,862,,1,1,,,,,,50,,872,,,, 3,144,153,,,02,,43,,,,,283943,2,,183543,,,1986
86IN03381,1981434534,81,2,T4534,,42,862,,1,1,,,,,,50,,882,,,, 3,142,161,,,02,,43,,,,,283943,2,,870742,,,1986
86IN03382,1981434538,81,2,T4538,,41,414,,1,,0,,,,,50,,,,,,,198,0,3,,02,,43,0616,,,,377943,9,,198543,93,,1986
86IN03383,1981434559,81,2,T4559,,42,802,,1,1,,,,,,50,,842,,,, 4,127,146,,,02,,43,,,,,293843,2,,169243,,,1986
86IN03384,1981434561,81,2,T4561,,40,401,,1,1,,,,,,50,,401,,,, 6,183,193,,,02,,43,,,,,279143,2,,236643,,,1986
86IN03385,1981434564,81,2,T4564,,40,402,,1,,,,,,,50,,,,,,,0,0,6,,02,,43,0414,,,,307243,*,,299643,09,,1986
86IN03386,1981434574,81,2,T4574,,40,402,,1,1,,,,,,50,,401,,,, 4,148,172,,,02,,43,,,,,307243,2,,106943,,,1986
86IN03387,1981434583,81,2,T4583,,43,432,,1,1,,,,,,50,,431,,,, 3,215,165,,,02,,43,,,,,352343,3,,992742,,,1986
86IN03388,1981434585,81,2,T4585,,40,404,,1,1,,,,,,50,,401,,,, 2,158,173,,,02,,43,,,,,282443,3,,250043,,,1986
86IN03389,1981434592,81,2,T4592,,43,434,,1,1,,,,,,50,,435,,,, 4,186,165,,,02,,43,,,,,338543,3,,319843,,,1986
86IN03390,1981434602,81,2,T4602,,41,411,,1,1,,,,,,50,,413,,,, 3,162,165,,,02,,43,,,,,362943,1,,109343,,,1986
86IN03391,1981434613,81,2,T4613,,43,433,,1,1,,,,,,50,,438,,,, 2,172,201,,,02,,43,,,,,339243,3,,165043,,,1986
86IN03392,1981434621,81,2,T4621,,48,493,,1,,,,,,,50,,,,,,,0,0,7,,02,,43,0521,,,,687104,*,,325604,97,,1986
86IN03393,1981434630,81,2,T4630,,43,434,,1,3,,,,,,50,,,,,, 3,175,197,3,,02,,43,1006,3,,3#,338543,3,,248443,93,,1986
86IN03394,1981434638,81,2,T4638,,41,412,,1,1,,,,,,50,,412,,,, 2,187,177,,,02,,43,,,,,344043,3,,183943,,,1986
86IN03395,1981434643,81,2,T4643,,41,414,,1,1,,,,,,50,,414,,,, 3,164,192,,,02,,43,,,,,377943,3,,063543,,,1986
86IN03396,1981434648,81,2,T4648,,43,432,,1,,0,,,,,50,,,,,,,205,0,3,,02,,43,0616,,,,352343,9,,046843,93,,1986
86IN03397,1981434649,81,2,T4649,,43,431,,1,1,,,,,,50,,433,,,, 3,229,205,,,02,,43,,,,,404943,3,,081943,,,1986
86IN03398,1981434658,81,2,T4658,,43,434,,1,1,,,,,,50,,437,,,, 2,140,141,6,,02,,43,1201,,,,338543,3,,038943,76,,1986
86IN03399,1981434659,81,2,T4659,,40,404,,1,1,,,,,,50,,004,,,, 3,155,173,,,02,,43,,,,,282443,2,,087143,,,1986
86IN03400,1981434662,81,2,T4662,,43,433,,1,,,,,,,50,,,,,,,182,0,7,,02,,43,0917,,,,339243,3,,254743,97,,1986
86IN03401,1981434671,81,2,T4671,,42,922,,1,,,,,,,50,,,,,,,0,0,6,,02,,43,0430,,,,313943,*,,226143,43,,1986
86IN03402,1981434672,81,2,T4672,,42,922,,1,2,,,,,,50,,812,,,, 3,136,132,,,02,,43,,1,,45,313943,8,,226143,,,1986
86IN03403,1981434678,81,2,T4678,,41,412,,1,3,,,,,,50,,441,,,, 9,181,181,,,02,,43,,1,,05,344043,5,,246143,,,1986
86IN03404,1981434699,81,2,T4699,,48,492,,1,1,,,,,,50,,002,,,, 3,137,157,,,02,,43,,,,,376243,2,,201104,,,1986
86IN03405,1981434702,81,2,T4702,,43,434,,1,,2,,,,,50,,,,,,,154,0,3,,02,,43,0602,,,,338543,4,,808642,93,,1986
86IN03406,1981434711,81,2,T4711,,43,432,,1,1,,,,,,50,,432,,,, 2,179,169,,,02,,43,,,,,352343,3,,058243,,,1986
86IN03407,1981434722,81,2,T4722,,42,842,,1,1,,,,,,50,,912,,,, 2,115,134,,,02,,43,,,,,280043,2,,281543,,,1986
