UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,UREA,AGE,RMK,YRREC
95IN04468,1991442535,T2535,44, 5016,91,2,48,2,02,922,922243,635043,7,,,1,35A,3,138,144,0,,,,,LIS,L,,3.5,,1995
95IN04469,1991442536,T2536,44,   50,91,2,48,2,02,853,853543,949443,7,,,1,30A,3,124,157,0,,,,,LIS,L,,3.5,BRN LEGS CLR4,1995
95IN04470,1991442537,T2537,44,  514,91,2,48,2,02,853,853543,949443,7,,,I,31A,3,144,174,0,,,,,415,2,,3.5,,1995
95IN04471,1991442541,T2541,44, 1548,91,2,48,2,02,867,867243,687843,7,,,1,31D,3,164,166,0,,,,,LIS,L,,3.5,,1995
95IN04472,1992442546,T2546,44,T2546,92,2,41,1,02,412,097944,036444,2,,,1,CLO,1,176,170,3,,,,M,411,2,,3.0,SW BAG,1995
95IN04473,1992442558,T2558,44,T2558,92,2,42,1,02,842,143944,106344,2,,,1,CLO,2,133,150,2,,,,C,812,2,,3.0,,1995
95IN04474,1992442564,T2564,44,T2564,92,2,41,1,02,414,120344,123644,2,,,1,CLO,2,143,159,2,,,,M,412,2,U,3.0,,1995
95IN04475,1992442567,T2567,44,T2567,92,2,42,1,02,892,110244,057944,2,,,1,CLO,2,142,155,2,,,,C,822,2,,3.0,FLTS,1995
95IN04476,1992442568,T2568,44,T2568,92,2,42,1,02,862,105844,040444,2,,,1,CLO,5,152,163,1,,,,C,832,2,,3.0,,1995
95IN04477,1992442570,T2570,44,T2570,92,2,41,1,02,412,097944,982243,2,,,1,JIM,2,170,0,0,,05,0516,c,,,,3.0,2+FACE,1995
95IN04478,1992442571,T2571,44,T2571,92,2,41,1,02,412,097944,982243,2,,,1,CLO,*,0,0,0,,48,0413,M,,,,3.0,UTERUS TRAUMA,1995
95IN04479,1992442573,T2573,44,T2573,92,2,42,1,02,892,110244,927243,2,,,1,CLO,2,128,151,2,,,,C,842,2,,3.0,,1995
95IN04480,1992442574,T2574,44,T2574,92,2,42,1,02,832,039544,101244,2,,,1,CLO,1,154,155,2,,,,C,852,2,,3.0,,1995
95IN04481,1992442591,T2591,44,T2591,92,2,41,1,02,414,120344,058444,2,,,1,CLO,1,164,195,2,,,,M,413,2,,3.0,,1995
95IN04482,1992442593,T2593,44,T2593,92,2,41,1,02,413,102644,037344,2,,,1,JIM,2,180,180,2,,,,h,414,2,U,3.0,,1995
95IN04483,1992442595,T2595,44,T2595,92,2,42,1,02,892,110244,978743,2,,,1,CLO,1,156,160,2,,,,C,882,2,,3.0,DYSTOCIA 94,1995
95IN04484,1992442600,T2600,44,T2600,92,2,42,1,02,852,046744,105244,2,,,3,CLO,2,128,142,2,,93,1023,C,,,,3.0,RUPTURE @R X,1995
95IN04485,1992442602,T2602,44,T2602,92,2,41,1,02,412,097944,941343,2,,,1,CLO,2,177,184,2,,,,M,411,2,,3.0,TRY 3-95,1995
95IN04486,1992442603,T2603,44,T2603,92,2,41,1,02,412,097944,941343,2,,,1,CLO,1,202,187,1,,,,M,412,2,U,3.0,,1995
95IN04487,1992442604,T2604,44,T2604,92,2,41,1,02,414,120344,008444,2,,,1,CLO,1,182,189,2,,,,M,413,2,,3.0,SM BAG,1995
95IN04488,1992442609,T2609,44,T2609,92,2,41,1,02,414,120344,108344,2,,,1,CLO,2,155,172,2,,,,M,411,2,U,3.0,,1995
95IN04489,1992442611,T2611,44,T2611,92,1,41,1,02,412,097944,042344,2,,,3,LIB,*,0,0,0,L,93,0522,,,,,3.0,WOOL,1995
95IN04490,1992442618,T2618,44,T2618,92,2,41,1,02,411,137344,758743,2,,,1,CLO,2,176,176,1,,,,M,414,2,,3.0,ENTR,1995
95IN04491,1992442629,T2629,44,T2629,92,2,42,1,02,842,143944,832443,2,,,1,CLO,2,159,179,2,,,,C,872,2,,3.0,,1995
95IN04492,1992442639,T2639,44,T2639,92,2,42,1,02,842,143944,730143,2,,,3,CLO,5,144,165,1,,93,1023,C,,,,3.0,HERNIA 111094,1995
95IN04493,1992442641,T2641,44,T2641,92,2,42,1,02,812,094444,046344,2,,,1,CLO,2,149,150,1,,,,C,882,2,,3.0,TINY BAG,1995
95IN04494,1992442647,T2647,44,T2647,92,2,41,1,02,413,102644,756343,2,,,1,CLO,1,167,167,2,,,,M,413,2,U,3.0,,1995
95IN04495,1992442656,T2656,44,T2656,92,2,41,1,02,412,097944,826543,2,,,1,CLO,1,152,138,1,,,,M,412,2,,3.0,,1995
95IN04496,1992442676,T2676,44,T2676,92,2,42,1,02,872,105744,795543,2,,,1,CLO,1,148,158,2,,,,C,892,2,,3.0,SM BAG,1995
95IN04497,1992442677,T2677,44,T2677,92,2,41,1,02,412,097944,095844,2,,,1,CLO,1,170,188,2,,,,M,414,2,U,3.0,,1995
95IN04498,1992442680,T2680,44,T2680,92,2,42,1,02,882,095244,097844,2,,,1,CLO,1,112,137,2,,,,C,902,2,,3.0,,1995
95IN04499,1992442693,T2693,44,T2693,92,2,41,1,02,412,097944,031944,2,,,1,JIM,2,144,137,2,,,,c,411,2,,3.0,,1995
95IN04500,1992442699,T2699,44,T2699,92,2,42,1,02,832,039544,044844,2,,,1,CLO,1,168,179,2,,,,C,912,2,,3.0,TINY BAG,1995
95IN04501,1992442701,T2701,44,T2701,92,2,41,1,02,412,097944,956243,2,,,1,CLO,1,176,0,0,,01,0522,M,,,,3.0,,1995
95IN04502,1992442702,T2702,44,T2702,92,2,42,1,02,832,039544,803743,2,,,1,CLO,5,132,162,1,,,,C,802,2,,3.0,,1995
95IN04503,1992442708,T2708,44,T2708,92,2,41,1,02,411,137344,084244,2,,,1,CLO,1,149,173,2,,,,M,412,2,U,3.0,THICK MILK,1995
95IN04504,1992442715,T2715,44,T2715,92,2,41,1,02,414,120344,076744,2,,,1,CLO,U,162,0,0,,93,0525,M,,,,3.0,,1995
95IN04505,1992442718,T2718,44, 4549,92,2,48,1,02,t03,133844,204244,7,,,I,34D,3,142,163,0,,,,,415,2,,3.0,,1995
95IN04506,1992442722,T2722,44,T2722,92,3,00,1,02,411,137344,791643,1,,,1,BLK,*,0,0,0,W,42,0504,,BLK,,,3.0,PREPUCE ABS.,1995
95IN04507,1992442723,T2723,44, 5082,92,2,48,1,02,T-5,8068,171344,7,,,1,35A,3,157,152,0,,,,,LIS,L,,3.0,,1995
95IN04508,1992442728,T2728,44, 2536,92,2,48,1,02,T-6,113544,080944,7,,,1,32C,3,168,175,0,,,,,LIS,L,,3.0,,1995
95IN04509,1992442731,T2731,44,T2731,92,2,42,1,02,862,105844,097744,2,,,1,CLO,2,114,133,2,,,,C,812,2,,3.0,,1995
95IN04510,1992442732,T2732,44, 5510,92,2,48,1,02,T-7,127044,789243,7,,,1,35C,3,156,155,0,,,,,LIS,L,,3.0,,1995
95IN04511,1992442733,T2733,44, 1058,92,2,48,1,02,T-7,127044,789243,7,,,3,31B,3,143,170,0,,93,1023,,LIS,L,,3.0,X BAG,1995
95IN04512,1992442740,T2740,44,T2740,92,2,42,1,02,822,100544,045744,2,,,1,CLO,1,146,160,2,,,,C,822,2,,3.0,,1995
95IN04513,1992442757,T2757,44,T2757,92,2,41,1,02,413,102644,040044,2,,,1,CLO,5,162,175,1,,,,M,413,2,,3.0,,1995
95IN04514,1992442762,T2762,44,T2762,92,2,42,1,02,852,046744,083844,2,,,1,CLO,1,127,145,2,,,,C,832,2,,3.0,,1995
95IN04515,1992442775,T2775,44,T2775,92,2,42,1,02,892,110244,716543,2,,,1,CLO,1,164,178,2,,,,C,842,2,,3.0,,1995
95IN04516,1992442780,T2780,44, 4561,92,2,48,1,02,T-3,0001,074944,7,,,I,34D,3,153,186,0,,,,,411,2,,3.0,,1995
95IN04517,1992442783,T2783,44,T2783,92,2,42,1,02,862,105844,157144,2,,,1,CLO,5,152,177,1,,,,C,852,2,,3.0,,1995
95IN04518,1992442797,T2797,44, 1519,92,2,48,1,02,T-2,073944,125044,7,,,I,31D,3,169,197,0,,,,,415,2,,3.0,TAG by FENCE,1995
95IN04519,1992442809,T2809,44, 4592,92,2,48,1,02,T-2,073944,122644,7,,,3,34D,3,182,197,0,,93,1023,,LIS,L,,3.0,"1SPOILED,1VLT",1995
95IN04520,1992442813,T2813,44,T2813,92,1,48,1,02,T-9,149544,074744,2,,,3,LIB,*,0,0,0,L,93,0522,,,,,3.0,SIZE,1995
95IN04521,1992442815,T2815,44, 9005,92,2,48,1,02,T-2,073944,157444,7,,,1,29A,3,154,174,0,,,,,LIS,L,,3.0,R.P.,1995
95IN04522,1992442821,T2821,44,T2821,92,2,41,1,02,412,097944,052544,2,,,1,CLO,1,176,179,3,,,,M,414,2,U,3.0,,1995
95IN04523,1992442824,T2824,44,T2824,92,2,41,1,02,413,102644,111344,2,,,1,JIM,2,156,169,2,,,,h,411,2,,3.0,,1995
95IN04524,1992442831,T2831,44, 2024,92,2,48,1,02,T-6,113544,852343,7,,,3,32A,3,147,162,0,,93,1023,,LIS,L,,3.0,DYSTOCIA,1995
95IN04525,1992442845,T2845,44,T2845,92,2,42,1,02,832,039544,033144,2,,,7,CLO,1,178,0,0,,97,0913,C,,,,3.0,VAG DISCHARGE,1995
95IN04526,1992442849,T2849,44,T2849,92,2,42,1,02,882,095244,147844,2,,,1,CLO,*,0,0,0,,76,0419,C,,,,3.0,SM BAG,1995
95IN04527,1992442852,T2852,44,T2852,92,2,41,1,02,414,120344,144144,2,,,1,XXX,2,149,125,2,,97,1024,M,412,2,U,3.0,,1995
95IN04528,1992442863,T2863,44, 5113,92,2,48,1,02,T-4,8083,083944,7,,,1,35A,3,154,183,0,,,,,LIS,L,,3.0,,1995
95IN04529,1992442864,T2864,44,T2864,92,1,48,1,02,T-4,8083,083944,2,,,3,LIB,*,0,0,0,L,95,0519,,,,,3.0,,1995
95IN04530,1992442873,T2873,44,   33,92,2,48,1,02,T-4,8083,750943,7,,,1,30A,3,168,173,0,,,,,LIS,L,,3.0,,1995
95IN04531,1992442875,T2875,44,T2875,92,2,41,1,02,414,120344,033444,2,,,1,CLO,1,173,185,1,,,,M,413,2,,3.0,BRN EARTIP,1995
95IN04532,1992442876,T2876,44,T2876,92,2,41,1,02,414,120344,033444,2,,,1,CLO,1,183,175,3,,,,M,411,2,U,3.0,NICE EWE,1995
95IN04533,1992442888,T2888,44,T2888,92,2,41,1,02,412,097944,161644,2,,,3,CLO,2,194,194,2,,93,1023,M,,,,3.0,MLT,1995
95IN04534,1992442894,T2894,44,  509,92,2,48,1,02,T-5,8068,948643,7,,,I,31A,3,177,182,0,,,,,411,2,,3.0,,1995
95IN04535,1992442902,T2902,44, 5553,92,2,48,1,02,t02,154344,211044,7,,,2,35C,3,165,193,0,,95,1109,,LIS,L,,3.0,,1995
95IN04536,1992442916,T2916,44, 1030,92,2,48,1,02,T10,146344,948043,7,,,3,31B,3,140,214,0,,93,1023,,LIS,L,,3.0,,1995
95IN04537,1992442919,T2919,44,T2919,92,2,42,1,02,802,107344,035044,2,,,1,CLO,5,132,159,1,,,,C,862,2,,3.0,,1995
95IN04538,1992442928,T2928,44,T2928,92,2,41,1,02,414,120344,082344,2,,,1,CLO,2,145,138,2,,,,M,412,2,,3.0,,1995
95IN04539,1992442932,T2932,44,T2932,92,2,42,1,02,862,105844,986943,2,,,1,CLO,1,132,151,2,,,,C,872,2,,3.0,,1995
95IN04540,1992442945,T2945,44, 1524,92,2,48,1,02,T-9,149544,942543,7,,,I,31D,3,129,182,0,,,,,415,2,,3.0,,1995
95IN04541,1992442947,T2947,44,T2947,92,2,41,1,02,414,120344,037744,2,,,1,JIM,2,203,185,2,,,,c,413,2,U,3.0,FAT,1995
95IN04542,1992442948,T2948,44, 2023,92,2,48,1,02,T-3,0001,805943,7,,,I,32A,3,181,181,0,,,,,412,2,,3.0,,1995
95IN04543,1992442950,T2950,44,T2950,92,2,41,1,02,414,120344,712443,2,,,3,CLO,2,147,142,11,,93,1023,M,,,,3.0,,1995
95IN04544,1992442952,T2952,44, 2514,92,2,48,1,02,T-3,0001,164144,7,,,1,32C,3,167,170,0,,,,,LIS,L,,3.0,,1995
95IN04545,1992442956,T2956,44,T2956,92,2,41,1,02,411,137344,032844,2,,,1,CLO,2,158,0,0,,05,0629,M,,,,3.0,BLUEBAG-95,1995
95IN04546,1992442957,T2957,44, 5007,92,2,48,1,02,T-8,133144,801543,7,,,I,35A,3,141,162,0,,,,,415,2,,3.0,,1995
95IN04547,1992442984,T2984,44, 4551,92,2,48,1,02,T-2,073944,137444,7,,,I,34D,3,155,169,0,,,,,415,2,,3.0,,1995
95IN04548,1992442991,T2991,44, 2061,92,2,48,1,02,T-6,113544,068944,7,,,1,32A,3,157,179,0,,,,,LIS,L,,3.0,,1995
95IN04549,1992442997,T2997,44, 5058,92,2,48,1,02,T-5,8068,901343,7,,,3,35A,*,0,0,0,,93,0123,,LIS,L,,3.0,X COND,1995
95IN04550,1992442998,T2998,44, 9035,92,2,48,1,02,T-5,8068,901343,7,,,3,29A,3,156,182,0,,93,1023,,LIS,L,,3.0,X SW BAG,1995
95IN04551,1992442999,T2999,44,T2999,92,2,42,1,02,872,105744,123844,2,,,1,CLO,2,123,151,2,,,,C,812,2,,3.0,THIN95,1995
95IN04552,1992443004,T3004,44,T3004,92,2,41,1,02,411,137344,929543,2,,,3,CLO,2,152,155,12,,93,1023,M,,,,3.0,MASTITIS12BAG,1995
95IN04553,1992443012,T3012,44,T3012,92,2,42,1,02,842,143944,142844,2,,,1,CLO,1,164,171,2,,,,C,892,2,,3.0,,1995
95IN04554,1992443013,T3013,44,T3013,92,2,42,1,02,842,143944,142844,2,,,1,CLO,1,117,112,2,,,,C,902,2,,3.0,,1995
95IN04555,1992443016,T3016,44,   30,92,2,48,1,02,T-8,133144,915643,7,,,1,30A,3,154,129,0,,,,,LIS,L,,3.0,TAG RIPPED,1995
95IN04556,1992443020,T3020,44,T3020,92,2,41,1,02,411,137344,965643,2,,,1,CLO,2,163,162,2,,,,M,414,2,,3.0,,1995
95IN04557,1992443026,T3026,44, 2504,92,2,48,1,02,T-3,0001,082144,7,,,1,32C,3,162,173,0,,,,,LIS,L,,3.0,,1995
95IN04558,1992443028,T3028,44, 9079,92,2,48,1,02,T-1,036644,122144,7,,,I,29A,3,151,185,0,,,,,415,2,,3.0,,1995
95IN04559,1992443034,T3034,44, 9528,92,2,48,1,02,T-2,073944,111644,7,,,1,29C,3,193,217,0,,,,,LIS,L,,3.0,,1995
95IN04560,1992443042,T3042,44,T3042,92,2,41,1,02,414,120344,102444,2,,,1,CLO,2,181,182,3,,,,M,411,2,U,3.0,,1995
95IN04561,1992443045,T3045,44, 1032,92,2,48,1,02,T-4,8083,774843,7,,,I,31B,3,130,157,0,,,,,412,2,,3.0,ENTR,1995
95IN04562,1992443046,T3046,44, 1512,92,2,48,1,02,T-4,8083,774843,7,,,1,31D,3,158,182,0,,,,,LIS,L,,3.0,,1995
95IN04563,1992443050,T3050,44, 1031,92,2,48,1,02,T10,146344,073844,7,,,I,31B,3,145,177,0,,,,,415,2,,3.0,,1995
95IN04564,1992443054,T3054,44, 2025,92,2,48,1,02,T-8,133144,893043,7,,,1,32A,3,157,146,0,,,,,LIS,L,,3.0,,1995
95IN04565,1992443058,T3058,44,T3058,92,2,42,1,02,822,100544,107444,2,,,1,CLO,5,139,163,1,,,,C,912,2,,3.0,,1995
95IN04566,1992443059,T3059,44, 4523,92,2,48,1,02,T-9,149544,723043,7,,,I,34D,3,150,187,0,,,,,415,2,,3.0,,1995
95IN04567,1992443063,T3063,44, 5074,92,2,48,1,02,T-6,113544,006844,7,,,3,35A,3,180,179,0,,93,1023,,LIS,L,,3.0,BIG TEATS,1995
95IN04568,1992443071,T3071,44, 4519,92,2,48,1,02,T-3,0001,887243,7,,,I,34D,3,170,179,0,,,,,413,2,,3.0,ENTR,1995
95IN04569,1992443073,T3073,44,T3073,92,2,41,1,02,412,097944,047544,2,,,1,CLO,1,155,165,2,,,,M,412,2,,3.0,,1995
95IN04570,1992443074,T3074,44,T3074,92,2,41,1,02,412,097944,047544,2,,,1,JIM,2,139,156,2,,,,h,414,2,U,3.0,"DYSTOCIA,LAME",1995
95IN04571,1992443080,T3080,44, 5023,92,2,48,1,02,T-4,8083,069844,7,,,I,35A,3,125,148,0,,,,,413,2,,3.0,,1995
95IN04572,1992443121,T3121,44,T3121,92,1,48,1,02,T-4,8083,868543,2,,,3,LIB,*,0,0,0,L,93,0522,,,,,3.0,,1995
95IN04573,1992443142,T3142,44,   62,92,2,48,1,02,T-1,036644,119144,7,,,7, 66,3,159,0,0,,92,0921,,LIS,L,,3.0,FOUND 9-12-95,1995
95IN04574,1992443148,T3148,44, 4517,92,2,48,1,02,T-2,073944,155644,7,,,1,34D,3,141,144,0,,,,,LIS,L,,3.0,,1995
95IN04575,1992443150,T3150,44,  545,92,2,48,1,02,T-8,133144,918243,7,,,3,31A,3,172,170,0,,93,1023,,LIS,L,,3.0,X BAD BAG,1995
95IN04576,1992443158,T3158,44, 1080,92,2,48,1,02,T-3,0001,843743,7,,,I,31B,3,129,165,0,,,,,414,2,,3.0,,1995
95IN04577,1992443164,T3164,44, 5512,92,2,48,1,02,T-4,8083,967243,7,,,I,35C,3,133,150,0,,,,,414,2,,3.0,,1995
95IN04578,1992443168,T3168,44, 1553,92,2,48,1,02,T-1,036644,153844,7,,,I,31D,3,182,176,0,,,,,415,2,,3.0,,1995
95IN04579,1992443171,T3171,44,T3171,92,2,42,1,02,872,105744,070544,2,,,1,CLO,5,155,168,1,,,,C,852,2,,3.0,,1995
95IN04580,1992443172,T3172,44,T3172,92,2,42,1,02,872,105744,070544,2,,,1,CLO,2,163,176,2,,,,C,822,2,,3.0,,1995
95IN04581,1992443183,T3183,44, 4515,92,2,48,1,02,T-4,8083,699343,7,,,1,34D,3,161,157,0,,,,,LIS,L,,3.0,,1995
95IN04582,1992443184,T3184,44, 5038,92,2,48,1,02,T-4,8083,891343,7,,,1,35A,3,156,152,0,,,,,LIS,L,,3.0,,1995
95IN04583,1992443187,T3187,44,T3187,92,2,41,1,02,413,102644,032944,2,,,1,CLO,5,145,169,1,,,,M,413,2,,3.0,,1995
95IN04584,1992443192,T3192,44, 5530,92,2,48,1,02,T-1,036644,159644,7,,,1,35C,3,170,166,0,,,,,LIS,L,,3.0,,1995
95IN04585,1992443193,T3193,44, 2081,92,2,48,1,02,T-8,133144,853643,7,,,1,32A,3,140,143,0,,,,,LIS,L,,3.0,BRN EAR TIPS,1995
95IN04586,1992443207,T3207,44, 9008,92,2,48,1,02,T-3,0001,166444,7,,,1,29A,3,151,168,0,,,,,LIS,L,,3.0,,1995
95IN04587,1992443216,T3216,44,T3216,92,2,42,1,02,852,046744,043744,2,,,1,CLO,5,136,153,1,,,,C,802,2,,3.0,,1995
95IN04588,1992443249,T3249,44,   11,92,2,48,1,02,T-9,149544,894343,7,,,1,30A,3,147,153,0,,,,,LIS,L,,3.0,DYSTOCIA,1995
95IN04589,1992443258,T3258,44, 9025,92,2,48,1,02,T-6,113544,071344,7,,,7,29A,3,151,0,0,,97,0622,,LIS,L,,3.0,,1995
95IN04590,1992443262,T3262,44,T3262,92,2,41,1,02,411,137344,108444,2,,,1,CLO,1,146,169,2,,,,M,412,2,,3.0,,1995
95IN04591,1992443270,T3270,44, 9017,92,2,48,1,02,T-3,0001,838843,7,,,I,29A,3,144,173,0,,,,,411,2,,3.0,HMD BRED D294,1995
95IN04592,1992443279,T3279,44, 2544,92,2,48,1,02,T-3,0001,878143,7,,,I,32C,3,174,185,0,,,,,412,2,,3.0,,1995
95IN04593,1992443281,T3281,44,  515,92,2,48,1,02,t02,154344,238344,7,,,1,31A,3,191,207,0,,,,,LIS,L,,3.0,,1995
95IN04594,1992443301,T3301,44,   49,92,2,48,1,02,t02,154344,180244,7,,,I,30A,3,161,153,0,,,,,415,2,,3.0,,1995
95IN04595,1992443311,T3311,44,  513,92,2,48,1,02,T-9,149544,899643,7,,,1,31A,3,153,163,0,,,,,LIS,L,,3.0,,1995
95IN04596,1992443320,T3320,44, 1018,92,2,48,1,02,T-2,073944,126944,7,,,2,31B,3,151,151,0,,95,1109,,LIS,L,,3.0,RF HOOF ILL,1995
95IN04597,1992443343,T3343,44,T3343,92,2,42,1,02,852,046744,917343,2,,,1,CLO,1,152,162,2,,,,C,832,2,,3.0,?LAME,1995
95IN04598,1992443344,T3344,44,T3344,92,2,42,1,02,852,046744,917343,2,,,1,CLO,2,142,152,2,,,,C,852,2,,3.0,,1995
95IN04599,1992443348,T3348,44, 1516,92,2,48,1,02,t02,154344,228944,7,,,I,31D,3,152,181,0,,,,,415,2,,3.0,,1995
95IN04600,1992443349,T3349,44, 2035,92,2,48,1,02,T-5,8068,991043,7,,,I,32A,3,146,163,0,,,,,412,2,,3.0,,1995
95IN04601,1992443354,T3354,44,T3354,92,2,42,1,02,832,039544,730543,2,,,1,CLO,2,147,150,2,,,,C,842,2,,3.0,,1995
95IN04602,1992443356,T3356,44, 1061,92,2,48,1,02,T-3,0001,904543,7,,,1,31B,3,146,171,0,,,,,LIS,L,,3.0,,1995
95IN04603,1992443365,T3365,44, 2021,92,2,48,1,02,T-1,036644,159444,7,,,3,32A,3,173,165,0,,93,1023,,LIS,L,,3.0,X BAG,1995
95IN04604,1992443368,T3368,44, 4533,92,2,48,1,02,T-2,073944,118444,7,,,7,34D,3,165,0,0,,97,0622,,LIS,L,,3.0,,1995
95IN04605,1992443372,T3372,44, 4006,92,2,48,1,02,T10,146344,899743,7,,,1,34A,3,138,149,0,,,,,LIS,L,,3.0,,1995
95IN04606,1992443382,T3382,44, 4603,92,2,48,1,02,T-4,8083,749343,7,,,1,34D,3,175,159,0,,,,,LIS,L,,3.0,GOOD EWE,1995
95IN04607,1992443388,T3388,44,T3388,92,2,42,1,02,882,095244,787043,2,,,1,CLO,5,148,170,1,,,,C,862,2,,3.0,,1995
95IN04608,1992443392,T3392,44, 5124,92,2,48,1,02,T-1,036644,142244,7,,,6,35A,3,138,0,0,,23,0420,,LIS,L,,3.0,,1995
95IN04609,1992443394,T3394,44, 5086,92,2,48,1,02,T-6,113544,936543,7,,,1,35A,3,162,160,0,,,,,LIS,L,,3.0,LAME EWE @HQ,1995
95IN04610,1992443395,T3395,44, 4556,92,2,48,1,02,T-6,113544,936543,7,,,1,34D,3,170,163,0,,,,,LIS,L,,3.0,POISON 062894,1995
95IN04611,1992443404,T3404,44,T3404,92,2,42,1,02,802,107344,872743,2,,,1,CLO,2,128,162,2,,,,C,892,2,,3.0,,1995
95IN04612,1992443411,T3411,44,T3411,92,2,42,1,02,872,105744,986043,2,,,1,CLO,2,164,174,2,,,,C,872,2,,3.0,,1995
95IN04613,1992443425,T3425,44,T3425,92,2,42,1,02,802,107344,945543,2,,,1,CLO,2,152,162,2,,,,C,902,2,,3.0,,1995
95IN04614,1992443427,T3427,44, 5514,92,2,48,1,02,T-3,0001,046944,7,,,1,35C,3,146,154,0,,,,,LIS,L,,3.0,,1995
95IN04615,1992443429,T3429,44, 5545,92,2,48,1,02,T-6,113544,859543,7,,,I,35C,3,173,193,0,,,,,415,2,,3.0,ENTR,1995
95IN04616,1992443435,T3435,44,   14,92,2,48,1,02,T10,146344,886243,7,,,1,30A,3,149,157,0,,,,,LIS,L,,3.0,,1995
95IN04617,1992443441,T3441,44, 9080,92,2,48,1,02,T-5,8068,942243,7,,,I,29A,3,166,192,0,,,,,413,2,,3.0,ENTR,1995
95IN04618,1992443444,T3444,44, 5062,92,2,48,1,02,T-2,073944,154444,7,,,2,35A,3,141,190,0,,95,1109,,LIS,L,,3.0,,1995
95IN04619,1992443457,T3457,44, 2503,92,2,48,1,02,t02,154344,238444,7,,,1,32C,3,97,155,0,,,,,LIS,L,,3.0,BAND 2 1993,1995
95IN04620,1992443458,T3458,44,T3458,92,2,42,1,02,832,039544,855043,2,,,1,CLO,2,151,159,2,,,,C,882,2,,3.0,SM BAG,1995
95IN04621,1992443459,T3459,44,T3459,92,2,42,1,02,832,039544,855043,2,,,1,CLO,5,146,168,1,,,,C,912,2,,3.0,ABORTION 0316,1995
95IN04622,1992443466,T3466,44, 5520,92,2,48,1,02,T-6,113544,041244,7,,,I,35C,3,151,195,0,,,,,415,2,,3.0,,1995
95IN04623,1992443479,T3479,44, 5012,92,2,48,1,02,T-1,036644,119944,7,,,1,35A,3,170,160,0,,,,,LIS,L,,3.0,,1995
95IN04624,1992443480,T3480,44, 4018,92,2,48,1,02,T-3,0001,931143,7,,,2,34A,3,190,205,0,,95,1109,,LIS,L,,3.0,,1995
95IN04625,1992443499,T3499,44, 4531,92,2,48,1,02,T-2,073944,116344,7,,,I,34D,3,134,173,0,,,,,415,2,,3.0,,1995
95IN04626,1992443505,T3505,44, 1521,92,2,48,1,02,T-5,8068,056244,7,,,1,31D,3,143,155,0,,97,1128,,LIS,L,,3.0,,1995
95IN04627,1992443507,T3507,44, 5033,92,2,48,1,02,T-2,073944,112544,7,,,3,35A,3,162,122,0,,93,1023,,LIS,L,,3.0,X BAG,1995
95IN04628,1992443527,T3527,44, 1073,92,2,48,1,02,T-8,133144,961843,7,,,1,31B,3,161,160,0,,,,,LIS,L,,3.0,,1995
95IN04629,1992443553,T3553,44, 2069,92,2,48,1,02,t01,115044,216544,7,,,1,32A,3,164,156,0,,,,,LIS,L,,3.0,,1995
95IN04630,1992443557,T3557,44,  506,92,2,48,1,02,T-6,113544,910543,7,,,1,31A,3,152,173,0,,,,,LIS,L,,3.0,,1995
95IN04631,1992443559,T3559,44, 1533,92,2,48,1,02,T-1,036644,136144,7,,,I,31D,3,148,187,0,,,,,415,2,,3.0,,1995
95IN04632,1992443584,T3584,44, 4612,92,2,48,1,02,T-3,0001,172744,7,,,I,34D,3,143,172,0,,,,,413,2,,3.0,,1995
95IN04633,1992443589,T3589,44, 5018,92,2,48,1,02,T-1,036644,105044,7,,,3,35A,3,127,128,0,,93,1023,,LIS,L,,3.0,X THIN,1995
95IN04634,1992443590,T3590,44, 5120,92,2,48,1,02,T-1,036644,105044,7,,,1,35A,3,179,158,0,,,,,LIS,L,,3.0,,1995
95IN04635,1992443593,T3593,44, 2516,92,2,00,1,02,,133844,196044,7,,,1,32C,3,137,129,0,G,,,,LIS,L,,3.0,JWGOAT,1995
95IN04636,1992443608,T3608,44, 5515,92,2,48,1,02,t02,154344,188544,7,,,I,35C,3,147,180,0,,,,,415,2,,3.0,,1995
95IN04637,1992443609,T3609,44, 5052,92,2,48,1,02,t02,154344,185244,7,,,3,35A,3,141,183,0,,93,1023,,LIS,L,,3.0,,1995
95IN04638,1992443613,T3613,44, 5065,92,2,00,1,02,,154344,243444,7,,,1,35A,3,158,145,0,G,,,,LIS,L,,3.0,JWGOAT,1995
95IN04639,1992443620,T3620,44, 4570,92,2,48,1,02,t03,133844,239144,7,,,I,34D,3,145,171,0,,,,,415,2,,3.0,,1995
95IN04640,1993443643,T3643,44,T3643,93,2,48,1,02,T,000044,287644,2,,,1,JIM,2,177,174,2,,,,h,-2-,2,,2.0,DYSTOCIA 95,1995
95IN04641,1993443644,T3644,44,  508,93,2,48,1,02,T,000044,339544,7,,,1,31A,3,137,139,0,,,,,LIS,L,,2.0,,1995
95IN04642,1993443645,T3645,44,T3645,93,2,41,1,02,411,190544,138444,2,,,1,CLO,1,147,177,2,,,,M,411,2,U,2.0,LAME RF 95,1995
95IN04643,1993443646,T3646,44,T3646,93,2,41,1,02,411,190544,956243,2,,,1,JIM,2,103,122,2,,,,c,413,2,,2.0,POSS.HARDBAG,1995
