UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VI93,Y3,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,AGE,RMK,YRREC
93IN04323,1991441770,T1770,44,91,2,48,1,02,T-2,922243,694143,2,,,6,,*,0,0,0,,0,,46,0201,,,,,2.0,,1993
93IN04324,1991441771,T1771,44,91,2,48,1,02,T-4,853543,835443,7,,,1,32A,3,0,185,1,,0,,,,,LIS,,L,2.0,,1993
93IN04325,1991441772,T1772,44,91,2,41,1,02,413,073944,076744,2,,,1,,2,152,170,2,,1,,,,M,413,,2,2.0,,1993
93IN04326,1991441775,T1775,44,91,2,48,1,02,T-1,853543,694443,7,,,1,35C,3,0,196,1,,0,,,,,LIS,,L,2.0,,1993
93IN04327,1991441788,T1788,44,91,2,48,1,02,T-5,853543,080944,2,,,3,,5,121,171,1,,0,,93,1108,,,,,2.0,BARREN,1993
93IN04328,1991441790,T1790,44,91,2,48,1,02,T-2,853543,699343,7,,,1,30B,3,0,167,2,,0,,,,,LIS,,L,2.0,,1993
93IN04329,1991441791,T1791,44,91,1,48,1,02,T-2,853543,699343,0,,,2,176,M,172,224,0,,0,,92,0923,,,,,2.0,,1993
93IN04330,1991441792,T1792,44,91,2,48,1,02,T-1,922243,700943,7,,,1,30A,3,0,150,1,,0,,,,,LIS,,L,2.0,,1993
93IN04331,1991441796,T1796,44,91,2,48,1,02,T-4,867243,860043,2,,,7,,5,134,0,0,,1,,97,0915,,,,,2.0,,1993
93IN04332,1991441800,T1800,44,91,2,48,1,02,T-1,853543,063144,7,,,1,35A,3,0,159,2,,0,,,,,LIS,,L,2.0,,1993
93IN04333,1991441802,T1802,44,91,2,48,1,02,T-1,867243,944843,7,,,3,34C,3,0,136,12,,0,,,,,TA,,,2.0,MASTITIS,1993
93IN04334,1991441819,T1819,44,91,3,00,1,02,T-5,867243,699743,1,,,3,JLO,*,0,0,0,,0,W,93,0802,,,,,2.0,X-LEADWETHER,1993
93IN04335,1991441820,T1820,44,91,2,48,1,02,T-2,853543,072844,2,,,1,,1,174,183,1,,1,,,,A,-0,3,2,2.0,,1993
93IN04336,1991441824,T1824,44,91,2,48,1,02,T-1,853543,909443,7,,,3,29A,3,0,183,12,,0,,93,1108,,,,,2.0,,1993
93IN04337,1991441825,T1825,44,91,2,48,1,02,T-1,853543,909443,7,,,1,34B,3,0,158,1,,0,,,,,LIS,,L,2.0,,1993
93IN04338,1991441828,T1828,44,91,2,41,1,02,413,073944,804243,2,,,1,,*,154,199,1,,0,,,,M,412,,2,2.0,,1993
93IN04339,1991441829,T1829,44,91,2,41,1,02,413,073944,804243,2,,,1,,1,166,198,1,,1,,,,M,411,,2,2.0,,1993
93IN04340,1991441831,T1831,44,91,2,48,1,02,T-4,853543,801643,2,,,1,,2,122,134,2,,2,,,,A,-2,3,2,2.0,,1993
93IN04341,1991441832,T1832,44,91,2,48,1,02,T-2,853543,065244,7,,,1,32C,3,0,154,2,,0,,,,,LIS,,L,2.0,,1993
93IN04342,1991441834,T1834,44,91,2,48,1,02,T-5,922243,961843,7,,,1,35C,3,0,185,2,,0,,,,,LIS,,L,2.0,,1993
93IN04343,1991441836,T1836,44,91,2,41,1,02,413,073944,683343,2,,,1,,2,145,168,2,,1,,,,M,411,,2,2.0,,1993
93IN04344,1991441838,T1838,44,91,2,48,1,02,T-4,867243,936343,2,,,1,,2,137,165,1,,1,,,,A,-0,4,2,2.0,,1993
93IN04345,1991441858,T1858,44,91,2,41,1,02,413,073944,939843,2,,,1,,*,149,178,1,,1,,,,M,413,,2,2.0,,1993
93IN04346,1991441861,T1861,44,91,2,48,1,02,T-5,922243,648943,7,,,1,32C,3,0,148,2,,0,,,,,LIS,,L,2.0,,1993
93IN04347,1991441865,T1865,44,91,2,41,1,02,412,072644,011144,2,,,1,,2,178,213,2,,1,,,,M,411,,2,2.0,,1993
93IN04348,1991441870,T1870,44,91,2,48,1,02,T-1,867243,072944,7,,,1,30D,3,0,193,1,,0,,,,,LIS,,L,2.0,,1993
93IN04349,1991441878,T1878,44,91,2,48,1,02,T-5,867243,051044,2,,,1,,2,173,169,2,B,2,,,,A,-2,3,2,2.0,,1993
93IN04350,1991441881,T1881,44,91,2,41,1,02,414,040944,953443,2,,,1,,2,138,149,1,,1,,,,M,412,,2,2.0,,1993
93IN04351,1991441885,T1885,44,91,2,48,1,02,T-5,867243,798743,7,,,1,35C,3,0,220,1,,0,,,,,LIS,,L,2.0,,1993
93IN04352,1991441888,T1888,44,91,2,48,1,02,T-5,867243,774843,7,,,1,29A,3,0,154,2,,0,,,,,LIS,,L,2.0,,1993
93IN04353,1991441890,T1890,44,91,2,41,1,02,411,036644,030844,2,,,1,,*,120,166,1,,0,,,,M,413,,2,2.0,,1993
93IN04354,1991441894,T1894,44,91,2,48,1,02,T-1,867243,977443,2,,,1,,1,150,164,3,B,2,,,,A,-0,3,2,2.0,DYSTOCIA,1993
93IN04355,1991441899,T1899,44,91,1,42,1,02,842,043844,857443,2,,,3,,M,148,0,0,,0,,93,0809,,,,,2.0,SIZE,1993
93IN04356,1991441901,T1901,44,91,2,42,1,02,832,039544,035044,2,,,1,,2,124,155,2,,1,,,,C,842,,2,2.0,,1993
93IN04357,1991441905,T1905,44,91,1,41,1,02,413,073944,634143,2,,,4,LIB,*,0,0,0,,0,L,76,1001,,,,,2.0,,1993
93IN04358,1991441907,T1907,44,91,2,42,1,02,832,039544,917343,2,,,1,,*,117,142,1,,0,,,,C,872,,2,2.0,,1993
93IN04359,1991441908,T1908,44,91,2,48,1,02,T-5,922243,915643,7,,,7,34B,*,0,0,0,,0,,97,0716,,,,,2.0,MSG JULY'93,1993
93IN04360,1991441915,T1915,44,91,2,42,1,02,852,040344,046344,2,,,1,,*,123,146,1,,0,,,,C,882,,2,2.0,,1993
93IN04361,1991441917,T1917,44,91,2,48,1,02,T-5,867243,075144,7,,,1,32A,3,0,137,2,,0,,,,,LIS,,L,2.0,,1993
93IN04362,1991441926,T1926,44,91,2,41,1,02,411,036644,953743,2,,,1,,5,134,170,1,,1,,,,M,414,,2,2.0,,1993
93IN04363,1991441937,T1937,44,91,2,48,1,02,T-4,867243,059344,2,,,3,,2,133,154,11,,2,,93,1108,,,,,2.0,,1993
93IN04364,1991441943,T1943,44,91,2,48,1,02,T-5,853543,891343,7,,,3,31A,3,0,169,11,,0,,93,1108,,,,,2.0,,1993
93IN04365,1991441945,T1945,44,91,2,48,1,02,T-2,922243,706243,7,,,1,31D,3,0,196,1,,1,,,,,LIS,,L,2.0,,1993
93IN04366,1991441946,T1946,44,91,1,48,1,02,T-2,922243,706243,2,,,6,LIB,*,0,0,0,,0,L,95,0723,,,,,2.0,,1993
93IN04367,1991441947,T1947,44,91,1,42,1,02,862,046744,826243,2,,,3,,M,128,0,0,,0,,93,0809,,,,,2.0,,1993
93IN04368,1991441948,T1948,44,91,2,42,1,02,862,046744,826243,2,,,1,,2,120,134,2,,1,,,,C,892,,2,2.0,,1993
93IN04369,1991441949,T1949,44,91,2,48,1,02,T-5,853543,915743,2,,,1,,1,118,145,2,,1,,,,A,-2,3,2,2.0,HEMOLACTIA,1993
93IN04370,1991441951,T1951,44,91,2,42,1,02,882,955643,930243,2,,,1,,1,130,136,2,,0,,,,C,902,,2,2.0,,1993
93IN04371,1991441954,T1954,44,91,2,48,1,02,T-1,922243,640643,7,,,1,34A,3,0,145,2,,0,,,,,LIS,,L,2.0,,1993
93IN04372,1991441958,T1958,44,91,2,48,1,02,T-1,853543,072744,7,,,1,31B,3,0,138,2,,0,,,,,LIS,,L,2.0,,1993
93IN04373,1991441959,T1959,44,91,2,48,1,02,T-1,853543,072744,2,,,1,,2,132,155,1,,1,,,,A,-0,4,2,2.0,,1993
93IN04374,1991441960,T1960,44,91,2,48,1,02,T-5,867243,068844,7,,,6,32C,3,0,128,12,,0,,46,1001,,,,,2.0,DEAD by LLAMA,1993
93IN04375,1991441961,T1961,44,91,2,48,1,02,T-1,922243,901343,7,,,1,30A,3,0,188,1,,0,,,,,LIS,,L,2.0,,1993
93IN04376,1991441965,T1965,44,91,2,48,1,02,T-1,853543,006844,2,,,1,,1,142,173,2,B,1,,,,A,-2,3,2,2.0,,1993
93IN04377,1991441966,T1966,44,91,2,42,1,02,832,039544,070544,2,,,1,,2,125,152,2,,1,,,,C,892,,2,2.0,,1993
93IN04378,1991441967,T1967,44,91,2,42,1,02,832,039544,070544,2,,,1,,1,133,158,2,,1,,,,C,802,,2,2.0,,1993
93IN04379,1991441974,T1974,44,91,2,48,1,02,T-1,853543,788543,7,,,1,31B,3,0,147,2,,0,,,,,LIS,,L,2.0,,1993
93IN04380,1991441976,T1976,44,91,2,48,1,02,T-3,853543,868543,7,,,1,29C,3,0,146,2,,0,,,,,LIS,,L,2.0,,1993
93IN04381,1991441978,T1978,44,91,2,48,1,02,T-3,853543,868543,2,,,1,,2,147,186,2,,2,,,,A,-0,3,2,2.0,,1993
93IN04382,1991441984,T1984,44,91,1,48,1,02,T-1,867243,789443,0,,,2,XXX,M,163,215,0,,0,,93,0927,,,,,2.0,NOTCHED CHECK,1993
93IN04383,1991441988,T1988,44,91,2,48,1,02,T-4,922243,957443,7,,,1,31D,3,0,200,1,,0,,,,,LIS,,L,2.0,,1993
93IN04384,1991441989,T1989,44,91,2,48,1,02,T-4,922243,957443,7,,,1,32A,3,0,176,1,,0,,,,,LIS,,L,2.0,,1993
93IN04385,1991441993,T1993,44,91,2,48,1,02,T-2,922243,068944,2,,,1,,1,177,174,2,,2,,,,A,-2,3,2,2.0,,1993
93IN04386,1991441998,T1998,44,91,2,48,1,02,T-3,853543,087644,7,,,1,34A,3,0,179,2,,0,,,,,LIS,,L,2.0,,1993
93IN04387,1991442000,T2000,44,91,2,48,1,02,T-2,853543,910543,7,,,1,35A,3,0,161,2,,0,,,,,LIS,,L,2.0,,1993
93IN04388,1991442001,T2001,44,91,2,48,1,02,T-2,853543,910543,2,,,1,,1,153,133,3,B,2,,,,A,-0,2,2,2.0,,1993
93IN04389,1991442011,T2011,44,91,2,41,1,02,412,072644,866343,2,,,1,,5,146,180,1,,1,,,,M,411,,2,2.0,,1993
93IN04390,1991442014,T2014,44,91,2,41,1,02,412,072644,008444,2,,,1,,*,120,159,1,,0,,,,M,412,,2,2.0,,1993
93IN04391,1991442016,T2016,44,91,2,41,1,02,413,073944,032944,2,,,1,,2,144,153,3,,2,,,,M,414,,2,2.0,,1993
93IN04392,1991442030,T2030,44,91,1,42,1,02,852,040344,974643,2,,,3,,M,153,0,0,,0,,93,0809,,,,,2.0,,1993
93IN04393,1991442042,T2042,44,91,2,41,1,02,414,040944,033444,2,,,1,,*,114,161,2,,1,,,,M,413,,2,2.0,,1993
93IN04394,1991442044,T2044,44,91,2,41,1,02,414,040944,042344,2,,,1,,2,137,165,2,,2,,,,M,411,,2,2.0,,1993
93IN04395,1991442046,T2046,44,91,2,48,1,02,T-1,853543,758243,7,,,1,32C,3,0,146,2,,0,,,,,LIS,,L,2.0,,1993
93IN04396,1991442049,T2049,44,91,2,48,1,02,T-3,922243,958343,7,,,1,30B,3,0,166,2,,0,,,,,LIS,,L,2.0,,1993
93IN04397,1991442052,T2052,44,91,2,41,1,02,414,040944,977743,2,,,3,,*,131,159,1,,0,,93,1108,,,,,2.0,BARREN,1993
93IN04398,1991442053,T2053,44,91,2,41,1,02,414,040944,977743,2,,,1,,*,130,149,1,,1,,,,M,414,,2,2.0,,1993
93IN04399,1991442054,T2054,44,91,2,48,1,02,T-2,922243,904543,2,,,1,,5,115,149,1,,1,,,,A,-2,4,2,2.0,,1993
93IN04400,1991442058,T2058,44,91,2,48,1,02,T-4,922243,813143,2,,,6,OVX,*,0,0,0,,0,X,50,0331,,,,,2.0,OVX. VAG.PRO.,1993
93IN04401,1991442062,T2062,44,91,2,41,1,02,412,072644,040044,2,,,1,,1,128,132,3,,1,,,,M,411,,2,2.0,,1993
93IN04402,1991442063,T2063,44,91,2,41,1,02,412,072644,040044,2,,,3,,*,149,168,12,,2,,93,1108,,,,,2.0,X.MASTITIS,1993
93IN04403,1991442064,T2064,44,91,2,48,1,02,T-4,922243,969343,7,,,1,29A,3,0,231,1,,0,,,,,LIS,,L,2.0,,1993
93IN04404,1991442068,T2068,44,91,2,48,1,02,T-2,867243,860943,7,,,1,34D,3,0,164,2,,0,,,,,LIS,,L,2.0,,1993
93IN04405,1991442069,T2069,44,91,2,48,1,02,T-3,853543,074944,7,,,1,31C,3,0,192,2,,0,,,,,LIS,,L,2.0,,1993
93IN04406,1991442071,T2071,44,91,2,48,1,02,T-2,922243,018944,2,,,1,,1,136,130,2,,2,,,,A,-0,2,2,2.0,,1993
93IN04407,1991442076,T2076,44,91,2,42,1,02,862,046744,978743,2,,,1,,*,114,142,1,,0,,,,C,812,,2,2.0,,1993
93IN04408,1991442078,T2078,44,91,2,48,1,02,T-2,867243,020544,7,,,1,35A,3,0,156,2,,0,,,,,LIS,,L,2.0,,1993
93IN04409,1991442085,T2085,44,91,2,41,1,02,413,073944,854043,2,,,3,,2,171,175,2,,2,,93,1108,,,,,2.0,TEATLACERATED,1993
93IN04410,1991442087,T2087,44,91,2,48,1,02,T-1,922243,810743,7,,,1,34C,3,0,183,2,,0,,,,,LIS,,L,2.0,,1993
93IN04411,1991442097,T2097,44,91,1,48,1,02,T-1,853543,927743,0,,,2,175,M,186,245,0,,0,,92,0923,,,,,2.0,,1993
93IN04412,1991442099,T2099,44,91,2,42,1,02,862,046744,668343,2,,,1,,2,128,166,2,,1,,,,C,822,,2,2.0,,1993
93IN04413,1991442102,T2102,44,91,2,42,1,02,812,033644,895543,2,,,1,,*,109,143,1,,0,,,,C,862,,2,2.0,DYSTOCIA,1993
93IN04414,1991442103,T2103,44,91,2,41,1,02,414,040944,038044,2,,,1,,2,149,149,2,,2,,,,M,412,,2,2.0,,1993
93IN04415,1991442108,T2108,44,91,2,48,1,02,T-2,867243,658743,7,,,1,31C,3,0,180,1,,0,,,,,LIS,,L,2.0,,1993
93IN04416,1991442109,T2109,44,91,2,48,1,02,T-1,867243,958743,2,,,1,,2,133,160,1,,3,,,,A,-2,4,2,2.0,,1993
93IN04417,1991442110,T2110,44,91,2,41,1,02,411,036644,636443,2,,,1,,*,138,157,2,,1,,,,M,413,,2,2.0,,1993
93IN04418,1991442111,T2111,44,91,1,41,1,02,411,036644,636443,2,,,3,LIB,*,0,0,0,,0,L,93,0830,,,,,2.0,CHK.SCUR3,1993
93IN04419,1991442112,T2112,44,91,2,42,1,02,812,033644,770343,2,,,6,,1,108,0,0,,0,,50,0806,,,,,2.0,THIN,1993
93IN04420,1991442113,T2113,44,91,2,42,1,02,812,033644,770343,2,,,1,,1,142,153,2,,1,,,,C,832,,2,2.0,,1993
93IN04421,1991442124,T2124,44,91,2,48,1,02,T-5,867243,000444,7,,,1,34B,3,0,186,2,,0,,,,,LIS,,L,2.0,,1993
93IN04422,1991442125,T2125,44,91,2,48,1,02,T-4,867243,909143,7,,,1,29C,3,0,177,2,,0,,,,,LIS,,L,2.0,,1993
93IN04423,1991442127,T2127,44,91,2,48,1,02,T-4,853543,976543,7,,,1,35C,3,0,158,2,,0,,,,,LIS,,L,2.0,,1993
93IN04424,1991442131,T2131,44,91,1,48,1,02,T-2,853543,743143,2,,,3,LIB,*,0,0,0,,0,L,93,0524,,,,,2.0,"DUD,HOMO?",1993
93IN04425,1991442132,T2132,44,91,1,48,1,02,T-4,867243,068344,0,,,3,,M,197,0,0,,0,,93,0809,,,,,2.0,LUNGS,1993
93IN04426,1991442144,T2144,44,91,2,48,1,02,T-2,922243,754643,2,,,1,,2,161,187,2,,1,,,,A,-0,3,2,2.0,,1993
93IN04427,1991442145,T2145,44,91,1,48,1,02,T-3,867243,990743,0,,,2,XXX,M,192,245,0,,0,,93,0927,,,,,2.0,"1SM.TST,TEETH",1993
93IN04428,1991442149,T2149,44,91,2,48,1,02,T-3,922243,801543,7,,,1,31A,3,0,165,2,,0,,,,,LIS,,L,2.0,,1993
93IN04429,1991442160,T2160,44,91,2,48,1,02,T-1,867243,964043,7,,,6,30D,*,0,0,0,,0,,01,0915,,,,,2.0,,1993
93IN04430,1991442165,T2165,44,91,2,41,1,02,413,073944,903243,2,,,1,,2,124,171,2,,1,,,,M,412,,2,2.0,,1993
93IN04431,1991442174,T2174,44,91,1,41,1,02,411,036644,782843,2,,,2,183,M,172,207,0,,0,,92,0923,,,,,2.0,,1993
93IN04432,1991442181,T2181,44,91,2,48,1,02,T-1,853543,706643,7,,,1,34B,3,0,175,2,,0,,,,,LIS,,L,2.0,,1993
93IN04433,1991442198,T2198,44,91,2,48,1,02,T-5,853543,931143,2,,,1,,1,180,174,3,B,1,,,,A,-2,3,2,2.0,,1993
93IN04434,1991442199,T2199,44,91,2,48,1,02,T-5,853543,931143,7,,,1,31C,3,0,165,2,,0,,,,,LIS,,L,2.0,,1993
93IN04435,1991442200,T2200,44,91,2,41,1,02,414,040944,929543,2,,,1,,1,126,162,2,,2,,,,M,413,,2,2.0,,1993
93IN04436,1991442206,T2206,44,91,2,42,1,02,842,043844,927243,2,,,1,,2,112,144,2,,1,,,,C,872,,2,2.0,,1993
93IN04437,1991442209,T2209,44,91,2,42,1,02,812,033644,631843,2,,,1,,*,143,174,2,,1,,,,C,842,,2,2.0,,1993
93IN04438,1991442212,T2212,44,91,2,41,1,02,413,073944,702443,2,,,1,,*,130,163,1,,1,,,,M,414,,2,2.0,,1993
93IN04439,1991442213,T2213,44,91,1,41,1,02,413,073944,652143,2,,,3,LIB,*,0,0,0,,0,L,93,0830,,,,,2.0,,1993
93IN04440,1991442218,T2218,44,91,2,41,1,02,411,036644,958243,2,,,1,,2,150,172,2,,1,,,,M,411,,2,2.0,,1993
93IN04441,1991442225,T2225,44,91,1,42,1,02,832,039544,955343,2,,,3,,M,164,0,0,,0,,93,0809,,,,,2.0,,1993
93IN04442,1991442232,T2232,44,91,2,41,1,02,414,040944,712343,2,,,1,,1,135,163,1,,1,,,,M,412,,2,2.0,,1993
93IN04443,1991442238,T2238,44,91,1,42,1,02,842,043844,803743,2,,,3,MKT,M,149,0,0,,0,,93,0809,,,,,2.0,SCUR3,1993
93IN04444,1991442241,T2241,44,91,2,41,1,02,412,072644,797943,2,,,1,,1,129,172,2,,1,,,,M,413,,2,2.0,,1993
93IN04445,1991442245,T2245,44,91,2,42,1,02,882,955643,013144,2,,,1,,1,108,136,1,,1,,,,C,882,,2,2.0,,1993
93IN04446,1991442250,T2250,44,91,2,41,1,02,412,072644,680143,2,,,1,,*,144,170,1,,1,,,,M,414,,2,2.0,,1993
93IN04447,1991442255,T2255,44,91,1,41,1,02,414,040944,058444,2,,,6,LIB,*,0,0,0,,0,L,42,0331,,,,,2.0,AB.R.MANDIBLE,1993
93IN04448,1991442258,T2258,44,91,2,42,1,02,832,039544,730543,2,,,1,,2,119,146,2,,1,,,,C,852,,2,2.0,,1993
93IN04449,1991442259,T2259,44,91,2,42,1,02,822,034344,990443,2,,,1,,1,128,150,2,,0,,,,C,892,,2,2.0,ODDGAIT.RR.,1993
93IN04450,1991442261,T2261,44,91,2,41,1,02,413,073944,056044,2,,,7,,*,136,0,0,,1,,97,0915,,,,,2.0,,1993
93IN04451,1991442267,T2267,44,91,2,41,1,02,413,073944,982243,2,,,1,,*,158,195,1,,1,,,,M,411,,2,2.0,,1993
93IN04452,1991442268,T2268,44,91,1,41,1,02,413,073944,982243,2,,,2,179,M,189,243,0,,0,,92,0923,,,,,2.0,,1993
93IN04453,1991442280,T2280,44,91,1,42,1,02,832,039544,780943,2,,,3,,M,130,0,0,,0,,93,0809,,,,,2.0,MSG.DATA,1993
93IN04454,1991442284,T2284,44,91,2,42,1,02,842,043844,081144,2,,,1,,2,132,143,2,,1,,,,C,862,,2,2.0,,1993
93IN04455,1991442285,T2285,44,91,1,42,1,02,842,043844,081144,2,,,2,183,M,170,204,0,,0,,92,0923,,,,,2.0,,1993
93IN04456,1991442286,T2286,44,91,1,41,1,02,414,040944,992543,2,,,2,182,M,156,211,0,,0,,92,0923,,,,,2.0,,1993
93IN04457,1991442288,T2288,44,91,2,41,1,02,411,036644,940843,2,,,1,,*,149,195,2,,2,,18,1115,M,412,,2,2.0,,1993
93IN04458,1991442289,T2289,44,91,2,41,1,02,411,036644,940843,2,,,1,,1,155,169,2,,1,,,,M,413,,2,2.0,,1993
93IN04459,1991442290,T2290,44,91,2,42,1,02,872,057744,007244,2,,,1,,*,123,146,2,,1,,,,C,872,,2,2.0,,1993
93IN04460,1991442296,T2296,44,91,2,41,1,02,412,072644,074144,2,,,3,,*,169,202,1,,0,,93,1108,,,,,2.0,BARREN,1993
93IN04461,1991442297,T2297,44,91,1,41,1,02,411,036644,712443,2,,,2,183,M,179,225,0,,0,,92,0923,,,,,2.0,,1993
93IN04462,1991442304,T2304,44,91,2,42,1,02,882,955643,892343,2,,,1,,5,112,147,1,,1,,,,C,882,,2,2.0,,1993
93IN04463,1991442305,T2305,44,91,2,42,1,02,822,034344,057944,2,,,1,,1,109,135,2,,1,,,,C,902,,2,2.0,,1993
93IN04464,1991442306,T2306,44,91,1,41,1,02,412,072644,697843,2,,,2,180,M,190,246,0,,0,,92,0923,,,,,2.0,NICE RAM,1993
93IN04465,1991442308,T2308,44,91,2,41,1,02,413,073944,965643,2,,,1,,2,149,137,2,,2,,,,M,414,,2,2.0,SUCK1SIDE,1993
93IN04466,1991442309,T2309,44,91,1,42,1,02,872,057744,932343,2,,,3,,M,163,0,0,,0,,93,0809,,,,,2.0,,1993
93IN04467,1991442316,T2316,44,91,2,42,1,02,842,043844,972443,2,,,6,,2,124,100,13,,2,,05,1014,,,,,2.0,BLUEBAG,1993
93IN04468,1991442318,T2318,44,91,1,42,1,02,812,033644,986943,2,,,3,LIB,*,0,0,0,,0,L,93,0830,,,,,2.0,,1993
93IN04469,1991442323,T2323,44,91,2,42,1,02,872,057744,053144,2,,,1,,2,135,149,2,,1,,,,C,892,,2,2.0,,1993
93IN04470,1991442325,T2325,44,91,2,42,1,02,862,046744,001844,2,,,1,,1,121,140,1,,1,,,,C,912,,2,2.0,,1993
93IN04471,1991442328,T2328,44,91,2,48,1,02,T-2,8068,817543,7,,,7,34B,*,0,0,0,,0,,97,0503,,,,,2.0,,1993
93IN04472,1991442335,T2335,44,91,2,42,1,02,862,046744,036044,2,,,3,,*,87,98,1,,0,,93,1108,,,,,2.0,"BARREN,RUNT",1993
93IN04473,1991442336,T2336,44,91,2,41,1,02,412,072644,037344,2,,,1,,*,157,187,1,,1,,,,M,414,,2,2.0,,1993
93IN04474,1991442337,T2337,44,91,2,42,1,02,872,057744,033144,2,,,3,,2,119,120,2,,2,,93,1108,,,,,2.0,CLA X,1993
93IN04475,1991442338,T2338,44,91,2,42,1,02,872,057744,033144,2,,,1,,1,116,142,2,,1,,,,C,902,,2,2.0,,1993
93IN04476,1991442339,T2339,44,91,2,41,1,02,414,040944,891943,2,,,1,,*,137,171,1,,2,,,,M,411,,2,2.0,,1993
93IN04477,1991442340,T2340,44,91,2,41,1,02,414,040944,891943,2,,,1,,*,158,189,1,,2,,,,M,411,,2,2.0,,1993
93IN04478,1991442341,T2341,44,91,2,42,1,02,812,033644,716543,2,,,1,,2,127,142,4,,2,,,,C,802,,2,2.0,,1993
93IN04479,1991442348,T2348,44,91,1,42,1,02,882,955643,761043,2,,,2,177,M,159,196,0,,0,,92,0923,,,,,2.0,,1993
93IN04480,1991442353,T2353,44,91,2,41,1,02,412,072644,036444,2,,,1,,*,160,204,1,,0,,,,M,412,,2,2.0,,1993
93IN04481,1991442361,T2361,44,91,2,42,1,02,862,046744,714243,2,,,1,,2,111,126,2,,1,,18,1114,C,912,,2,2.0,,1993
93IN04482,1991442364,T2364,44,91,2,42,1,02,882,955643,986043,2,,,1,,J,130,162,1,,1,,,,C,802,,2,2.0,,1993
93IN04483,1991442366,T2366,44,91,2,42,1,02,842,043844,035544,2,,,1,,2,133,138,2,,2,,,,C,812,,2,2.0,,1993
93IN04484,1991442367,T2367,44,91,2,42,1,02,822,034344,945543,2,,,1,,*,105,121,1,,1,,,,C,812,,2,2.0,,1993
93IN04485,1991442369,T2369,44,91,2,41,1,02,414,040944,014244,2,,,1,,2,148,146,2,,2,,,,M,413,,2,2.0,,1993
93IN04486,1991442374,T2374,44,91,1,42,1,02,812,033644,067144,2,,,3,,*,0,0,0,,0,,93,0809,,,,,2.0,SHORN 3/93 !,1993
93IN04487,1991442378,T2378,44,91,2,48,1,02,T-2,8068,872543,7,,,6,29A,*,0,0,0,,0,,16,0219,,,,,2.0,,1993
93IN04488,1991442383,T2383,44,91,2,48,1,02,T-1,0001,962243,2,,,1,,1,174,193,1,B,1,,,,A,-0,3,2,2.0,,1993
93IN04489,1991442384,T2384,44,91,2,48,1,02,T-1,0001,083944,7,,,1,31D,3,0,204,2,,0,,,,,LIS,,L,2.0,,1993
93IN04490,1991442385,T2385,44,91,1,42,1,02,812,033644,024944,2,,,3,,M,140,0,0,,0,,93,0809,,,,,2.0,BRITCHY,1993
93IN04491,1991442387,T2387,44,91,2,42,1,02,852,040344,809843,2,,,6,,*,0,0,0,,0,,46,0322,,,,,2.0,,1993
93IN04492,1991442388,T2388,44,91,2,42,1,02,852,040344,809843,2,,,1,,1,122,131,1,,1,,,,C,822,,2,2.0,,1993
93IN04493,1991442391,T2391,44,91,2,41,1,02,411,036644,978343,2,,,1,,2,125,182,2,,1,,,,M,412,,2,2.0,,1993
93IN04494,1991442395,T2395,44,91,2,48,1,02,T-2,8068,936543,7,,,1,34C,3,0,178,2,,0,,,,,LIS,,L,2.0,,1993
93IN04495,1991442407,T2407,44,91,2,48,1,02,T-4,958143,993843,7,,,1,31B,3,0,177,2,,0,,,,,LIS,,L,2.0,,1993
93IN04496,1991442418,T2418,44,91,2,42,1,02,842,043844,650643,2,,,1,,*,120,157,1,,0,,,,C,832,,2,2.0,,1993
93IN04497,1991442426,T2426,44,91,1,48,1,02,T-1,0001,842743,2,,,4,LIB,*,0,0,0,,0,L,,,,,,,2.0,DUD,1993
93IN04498,1991442434,T2434,44,91,2,48,1,02,T-5,960843,723043,2,,,1,,2,177,182,2,,2,,,,A,-2,3,2,2.0,,1993
93IN04499,1991442435,T2435,44,91,2,42,1,02,842,043844,045744,2,,,1,,1,107,122,2,,1,,,,C,842,,2,2.0,,1993
93IN04500,1991442444,T2444,44,91,2,42,1,02,842,043844,832443,2,,,1,,1,121,138,2,,1,,,,C,852,,2,2.0,,1993
93IN04501,1991442478,T2478,44,91,2,42,1,02,812,033644,892943,2,,,1,,1,123,146,2,,1,,,,C,862,,2,2.0,,1993
93IN04502,1991442481,T2481,44,91,1,42,1,02,862,046744,932243,2,,,2,182,M,183,216,0,,0,,92,0923,,,,,2.0,SCUR?,1993
93IN04503,1991442492,T2492,44,91,2,42,1,02,812,033644,787043,2,,,1,,1,119,131,2,,1,,,,C,872,,2,2.0,,1993
93IN04504,1991442499,T2499,44,91,2,42,1,02,832,039544,909243,2,,,3,,*,110,131,1,,0,,93,1108,,,,,2.0,BARREN,1993
93IN04505,1991442507,T2507,44,91,1,42,1,02,822,034344,795543,2,,,3,LIB,*,0,0,0,,0,L,93,0524,,,,,2.0,AB.NECK,1993
93IN04506,1991442517,T2517,44,91,2,48,2,02,867,867243,952343,7,,,1,29A,3,0,184,2,,0,,,,,LIS,,L,1.5,,1993
93IN04507,1991442520,T2520,44,91,2,48,2,02,853,853543,867143,7,,,1,32A,3,0,137,2,,0,,,,,LIS,,L,1.5,,1993
