UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,TRT1,TRT2,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
75IN02924,1973428500,73,1,T8500,,72,982,,,2,,,02,3,,,,3,2,191,108,06,,178,193,2,72,101,050,42,0925,,,610742,,218,303342,92,,1975
75IN02925,1973428501,73,2,T8501,,02,982,5,,,,,02,3,3,,,3,1,,070,09, 1,94,138,,72,102,048,42,,,,610742,1,,303342,,,1975
75IN02926,1973428505,73,1,T8505,,72,842,,,3,,,02,1,,,,3,1,,083,10,,135,163,3,72,087,047,42,0721,,,648542,,177,646442,93,,1975
75IN02927,1973428512,73,2,T8512,,76,761,,,,,,02,2,3,,,6,1,760,112,09, 1,126,170,,76,087,056,42,,,,729742,5,,241342,,,1975
75IN02928,1973428520,73,2,T8520,,75,752,,,2,,,02,1,3,,,6,1,751,125,07, 1,131,172,,75,100,071,42,,,,781742,5,,250742,,,1975
75IN02929,1973428526,73,2,T8526,,74,742,,8,,,,02,1,3,,,6,1,741,112,09, 1,134,156,,74,099,065,42,,,,755542,1,,539042,,,1975
75IN02930,1973428527,73,2,T8527,,76,761,,8,,,,02,1,3,,,6,1,762,089,10, 1,99,148,,76,098,055,42,,,,729742,5,,635442,,,1975
75IN02931,1973428529,73,2,T8529,,74,742,,,,,,02,2,3,,,6,1,740,124,07, 1,132,163,,74,093,058,42,,,,755542,1,,172442,,,1975
75IN02932,1973428530,73,2,T8530,,72,922,,8,,,,02,2,3,,,3,1,962,115,07, 2,148,180,,72,093,055,42,,,,601242,2,,349142,,,1975
75IN02933,1973428533,73,2,T8533,,72,982,,8,,,,02,3,3,,,3,1,912,089,10, 2,92,127,,72,090,042,42,,,,610742,2,,420342,,,1975
75IN02934,1973428540,73,2,T8540,,02,742,7,,,,,02,1,3,,,6,1,,104,09, 1,122,160,,74,099,070,42,,,,755542,1,,563742,,,1975
75IN02935,1973428544,73,1,T8544,,72,872,,,3,,,02,2,,,,3,1,,102,08,,166,190,3,72,087,052,42,0721,,,609 42,,210,618242,93,,1975
75IN02936,1973428548,73,1,T8548,,72,842,,,3,,,02,1,,,,3,4,,113,08,,166,183,3,72,087,045,42,0721,,,648542,,206,435742,93,,1975
75IN02937,1973428556,73,2,T8556,,76,760,,,,,,02,2,3,,,6,1,761,105,10, 1,125,164,,76,085,053,42,,,,800142,5,,651242,,,1975
75IN02938,1973428558,73,2,T8558,,02,741,5,,,,,02,3,,,,6,1,,091,09,,,,7,74,081,055,42,0527,,,784242,,,142542,97,,1975
75IN02939,1973428569,73,2,T8569,,70,701,,,,,,02,2,3,,,2,1,701,102,09, 2,126,144,,70,103,055,42,,,,609042,3,,108142,,,1975
75IN02940,1973428571,73,2,T8571,,73,732,,8,,,,02,3,3,,,6,1,730,076,07, 1,88,115,,73,085,045,42,,,,750842,5,,243842,,,1975
75IN02941,1973428580,73,2,T8580,,70,702,,8,,,,02,3,3,,,2,1,702,112,09, 2,124,152,,70,086,048,42,,,,677342,1,,603442,,,1975
75IN02942,1973428581,73,2,T8581,,02,751,7,,,,,02,3,3,,,6,1,,080,07, 1,90,129,,75,085,029,42,,,,728842,1,,177742,,,1975
75IN02943,1973428586,73,2,T8586,,76,761,,,,,,02,2,3,,,6,1,760,121,09, 1,140,179,,76,093,056,42,,,,729742,2,,421642,,,1975
75IN02944,1973428594,73,2,T8594,,75,750,,,,,,02,2,3,,,6,1,752,105,09, 1,129,169,,75,065,053,42,,,,627742,1,,261542,,,1975
75IN02945,1973428595,73,2,T8595,,02,750,5,,,,,02,2,3,,,6,1,,096,09, 2,120,146,,75,078,047,42,,,,627742,1,,261542,,,1975
75IN02946,1973428603,73,2,T8603,,75,752,,8,,,,02,1,3,,,6,1,750,094,07, 1,126,149,,75,091,065,42,,,,781742,5,,416442,,,1975
75IN02947,1973428605,73,2,T8605,,74,742,,,,,,02,3,3,,,6,,741,123,09, 2,109,154,,74,090,050,42,,,,755542,2,,260842,,,1975
75IN02948,1973428607,73,2,T8607,,76,760,,8,,3,,02,3,,,,6,1,,113,07,,108,139,4,76,087,071,42,,,,800142,5,,549142,,,1975
75IN02949,1973428611,73,2,T8611,,73,732,,,,,,02,2,3,,,6,1,730,098,09, 1,121,152,,73,108,062,42,,,,750842,2,,368242,,,1975
75IN02950,1973428612,73,2,T8612,,73,732,,8,2,,,02,2,3,,,6,1,731,087,08, 2,108,136,,73,092,039,42,,,,750842,3,,368242,,,1975
75IN02951,1973428617,73,2,T8617,,75,751,,,,,,02,3,3,,,6,1,750,084,05, 1,117,154,,75,085,052,42,,,,728842,1,,516342,,,1975
75IN02952,1973428618,73,2,T8618,,76,762,,,3,,,02,1,3,,,6,1,761,108,07,11,122,156,,76,094,057,42,,,,803742,1,,640642,,,1975
75IN02953,1973428621,73,2,T8621,,75,750,,8,,,,02,1,3,,,6,1,751,114,07, 1,139,176,,75,100,059,42,,,,627742,3,,639942,,,1975
75IN02954,1973428622,73,2,T8622,,74,741,,8,,,,02,2,3,,,6,1,742,097,13, 1,110,143,,74,100,067,42,,,,784242,5,,538842,,,1975
75IN02955,1973428623,73,2,T8623,,74,741,,,,,,02,2,3,,,6,1,742,086,12, 2,113,148,,74,084,054,42,,,,784242,3,,538842,,,1975
75IN02956,1973428626,73,2,T8626,,02,742,7,,,,,02,2,,,,6,1,,102,06,,,,6,74,090,057,42,0428,,,755542,,,435942,01,,1975
75IN02957,1973428631,73,1,T8631,,72,802,,,3,,,02,1,,,,3,1,,093,08,,134,167,3,72,090,045,42,0721,,,607342,,189,472042,93,,1975
75IN02958,1973428635,73,2,T8635,,74,740,,8,,,,02,2,3,,,6,1,742,097,08, 1,119,163,,74,098,062,42,,,,753342,5,,289842,,,1975
75IN02959,1973428641,73,2,T8641,,02,751,5,,,,,02,2,3,,,6,1,,070,09, 1,87,114,,75,097,034,42,,,,728842,1,,124642,,,1975
75IN02960,1973428642,73,2,T8642,,73,731,,,,,,02,1,,,,6,1,,119,09,,,,6,73,109,067,42,0503,,,729042,,,424842,07,,1975
75IN02961,1973428652,73,2,T8652,,72,902,,8,,,,02,1,3,,,3,1,952,079,11, 2,109,133,,72,096,058,42,,,,585242,3,,291242,,,1975
75IN02962,1973428653,73,2,T8653,,74,741,,,,,,02,2,3,,,6,1,740,092,08, 3,124,146,,74,087,045,42,,,,784242,3,,488942,,,1975
75IN02963,1973428656,73,2,T8656,,70,702,,,,,,02,2,3,,,2,1,701,099,09, 1,121,157,,70,082,053,42,,,,677342,2,,413542,,,1975
75IN02964,1973428660,73,2,T8660,,72,802,,,,,,02,2,3,,,3,1,872,097,08, 1,134,176,,72,099,050,42,,,,607342,2,,327542,,,1975
75IN02965,1973428661,73,1,T8661,,72,802,,,3,,,02,2,,,,3,1,,114,07,,191,213,3,72,080,047,42,0721,,,607342,,227,327542,93,,1975
75IN02966,1973428663,73,2,T8663,,76,760,,,,,,02,2,3,,,6,1,762,124,09, 1,124,173,,76,091,052,42,,,,800142,2,,159542,,,1975
75IN02967,1973428664,73,2,T8664,,02,731,7,,,,,02,2,3,,,6,1,,098,08, 2,126,165,,73,081,062,42,,,,729042,1,,106842,,,1975
75IN02968,1973428669,73,1,T8669,,72,962,,,3,,,02,3,,,,3,1,,110,10,,155,176,3,72,088,046,42,0721,,,650942,,202,385142,93,,1975
75IN02969,1973428676,73,2,T8676,,74,742,,,,,,02,2,3,,,6,1,741,107,09, 1,109,168,,74,094,055,42,,,,755542,3,,354042,,,1975
75IN02970,1973428680,73,1,T8680,,72,882,,,2,,,02,1,,,,3,1,,134,06,,196,202,3,72,079,043,42,0929,,,595042,,230,401842,93,,1975
75IN02971,1973428695,73,1,T8695,,72,932,,,3,,,02,2,,,,3,2,,093,10,,151,168,3,72,095,054,42,0721,,,645542,,202,075242,93,,1975
75IN02972,1973428696,73,1,T8696,,72,932,,,2,,,02,2,,,,3,1,191,123,10,,182,200,2,72,081,048,42,0925,,,645542,,219,075242,92,,1975
75IN02973,1973428704,73,2,T8704,,75,750,,,,,,02,2,3,,,6,1,752,098,08, 1,118,164,,75,084,038,42,,,,627742,2,,607642,,,1975
75IN02974,1973428707,73,2,T8707,,72,842,,,,,,02,3,3,,,3,1,842,080,13, 1,98,135,,72,085,042,42,,,,648542,2,,567842,,,1975
75IN02975,1973428715,73,2,T8715,,76,760,,8,,,,02,1,3,,,6,1,761,109,07, 1,151,164,,76,088,040,42,,,,800142,3,,384242,,,1975
75IN02976,1973428717,73,1,T8717,,72,962,,,3,,,02,1,,,,3,2,,090,06,,131,165,3,72,096,055,42,0721,,,609842,,192,139842,93,,1975
75IN02977,1973428721,73,1,T8721,,72,832,,,3,,,02,1,,,,3,2,,097,11,,139,170,3,72,082,042,42,0721,,,605542,,186,660442,93,,1975
75IN02978,1973428728,73,2,T8728,,70,702,,8,,,,02,3,3,,,2,1,700,109,06, 1,120,158,,70,080,040,42,,,,677342,5,,237942,,,1975
75IN02979,1973428735,73,2,T8735,,72,992,,8,,,,02,1,3,,,3,1,862,062,14, 1,77,101,,72,090,052,42,,,,594942,5,,536842,,,1975
75IN02980,1973428740,73,2,T8740,,02,732,5,,,,,02,2,3,,,6,1,,092,08, 2,120,149,,73,080,047,42,,,,750842,1,,277442,,,1975
75IN02981,1973428744,73,2,T8744,,73,732,,,,,,02,3,3,,,6,1,730,102,09, 1,111,164,,73,100,057,42,,,,750842,2,,209642,,,1975
75IN02982,1973428746,73,1,T8746,,72,942,,,2,,,02,3,,,,3,1,178,135,06,,187,218,2,72,067,043,42,0925,,,686442,,230,436542,92,,1975
75IN02983,1973428754,73,2,T8754,,74,741,,8,,,,02,2,3,,,6,1,742,085,08, 3,109,131,,74,082,051,42,,,,784242,3,,480742,,,1975
75IN02984,1973428755,73,2,T8755,,74,741,,,,,,02,2,3,,,6,1,740,095,14, 2,105,154,,74,087,052,42,,,,784242,2,,480742,,,1975
75IN02985,1973428759,73,2,T8759,,75,750,,8,2,,,02,2,3,,,6,1,752,084,09, 1,110,139,,75,088,050,42,,,,627742,5,,114142,,,1975
75IN02986,1973428765,73,2,T8765,,72,822,,,,,,02,2,3,,,3,1,852,080,11, 1,98,143,,72,094,043,42,,,,667542,2,,582042,,,1975
75IN02987,1973428766,73,1,T8766,,72,822,,,3,,,02,2,,,,3,1,,091,09,,155,177,3,72,091,057,42,0721,,,667542,,204,582042,93,,1975
75IN02988,1973428767,73,2,T8767,,73,731,,,,,,02,1,3,,,6,1,732,110,07, 1,119,167,,73,062,055,42,,,,729042,2,,383042,,,1975
75IN02989,1973428768,73,1,T8768,,70,702,,,2,,,02,1,,,,2,2,161,159,08,,227,241,2,70,083,040,42,0925,,,677342,,261,639342,92,,1975
75IN02990,1973428771,73,2,T8771,,75,752,,,,,,02,3,3,,,6,1,750,102,03, 1,117,158,,75,100,054,42,,,,781742,2,,592242,,,1975
75IN02991,1973428773,73,2,T8773,,02,760,7,,,,,02,1,3,,,6,1,,101,08, 1,131,176,,76,105,063,42,,,,800142,1,,290942,,,1975
75IN02992,1973428775,73,2,T8775,,76,762,,8,,,,02,1,3,,,6,1,760,106,10, 2,106,157,,76,091,057,42,,,,803742,3,,472642,,,1975
75IN02993,1973428776,73,2,T8776,,70,702,,,,,,02,2,3,,,2,1,702,095,06, 2,143,154,,70,074,040,42,,,,677342,3,,331442,,,1975
75IN02994,1973428790,73,2,T8790,,75,750,,,,,,02,1,3,,,6,1,751,120,05, 2,129,174,,75,097,065,42,,,,627742,2,,202442,,,1975
75IN02995,1973428791,73,2,T8791,,72,962,,8,,,,02,1,3,,,3,1,972,083,09, 2,99,132,,72,092,053,42,,,,650942,3,,611642,,,1975
75IN02996,1973428800,73,1,T8800,,72,922,,,3,,,02,2,,,,3,1,,097,10,,176,188,3,72,081,037,42,0721,,,601242,,210,265642,93,,1975
75IN02997,1973428801,73,2,T8801,,76,761,,8,,,,02,1,3,,,6,1,762,120,08, 1,127,172,,76,085,063,42,,,,729742,5,,606742,,,1975
75IN02998,1973428802,73,2,T8802,,72,982,,,,,,02,,3,,,3,1,982,092,10, 2,108,123,,72,098,058,42,,,,610742,3,,619842,,,1975
75IN02999,1973428803,73,2,T8803,,70,700,,8,,,,02,2,3,,,2,1,702,114,08, 1,120,156,,70,102,056,42,,,,680942,5,,293142,,,1975
75IN03000,1973428804,73,1,T8804,,70,700,,,,,,02,2,,,,2,2,,131,09,,,,3,70,109,074,42,0211,,,680942,,,293142,93,,1975
75IN03001,1973428805,73,2,T8805,,73,730,,,,,,02,2,3,,,6,1,731,092,08, 1,108,150,,73,084,047,42,,,,701542,2,,208742,,,1975
75IN03002,1973428807,73,2,T8807,,73,730,,8,,,,02,1,3,,,6,1,732,104,07, 1,117,158,,73,091,055,42,,,,701542,1,,292642,,,1975
75IN03003,1973428816,73,2,T8816,,74,740,,,,,,02,1,3,,,6,1,741,118,06, 2,131,155,,74,084,050,42,,,,753342,1,,650542,,,1975
75IN03004,1973428817,73,2,T8817,,72,952,,,,,,02,1,3,,,3,1,932,106,12, 1,112,156,,72,114,073,42,,,,609842,5,,212942,,,1975
75IN03005,1973428826,73,2,T8826,,02,731,5,,,,,02,1,3,,,6,1,,100,09, 1,131,167,,73,079,040,42,,,,729042,1,,627342,,,1975
75IN03006,1973428834,73,1,T8834,,72,952,,,3,,,02,1,,,,3,1,,099,11,,143,178,3,72,091,057,42,0721,,,609842,,192,278642,93,,1975
75IN03007,1973428838,73,2,T8838,,74,741,,8,,,,02,2,3,,,6,1,742,089,10, 1,104,145,,74,089,051,42,,,,784242,1,,385342,,,1975
75IN03008,1973428840,73,2,T8840,,72,912,,,,,,02,2,3,,,3,1,942,087,07, 1,116,131,,72,096,055,42,,,,618342,3,,107842,,,1975
75IN03009,1973428843,73,2,T8843,,72,832,,8,,,,02,2,,,,3,1,,083,10,,,,6,72,087,038,42,0114,,,605542,,,329542,10,,1975
75IN03010,1973428844,73,2,T8844,,73,732,,8,,,,02,2,3,,,6,1,730,106,06, 2,111,151,,73,092,057,42,,,,750842,3,,596442,,,1975
75IN03011,1973428850,73,2,T8850,,70,702,,8,,,,02,1,3,,,2,1,701,124,06, 1,142,181,,70,088,044,42,,,,677342,,,481442,,,1975
75IN03012,1973428852,73,2,T8852,,02,701,7,,,,,02,2,3,,,2,1,,082,09, 3,109,146,,70,071,046,42,,,,609042,1,,198342,,,1975
75IN03013,1973428853,73,2,T8853,,02,701,7,,,,,02,2,3,,,2,1,,105,08, 2,116,154,,70,074,050,42,,,,609042,5,,198342,,,1975
75IN03014,1973428859,73,2,T8859,,70,701,,8,,,,02,1,,,,2,1,,110,08,,115,,7,70,090,059,42,0919,,,609042,2,,118442,97,,1975
75IN03015,1973428860,73,2,T8860,,70,702,,,,,,02,1,3,,,2,1,700,116,06, 9,129,182,,70,058,031,42,,,,677342,2,,321742,,,1975
75IN03016,1973428861,73,2,T8861,,70,700,,,,3,,02,1,,,,2,1,,127,07, 1,129,184,4,70,087,049,42,,,,680942,5,,204042,,,1975
75IN03017,1973428871,73,2,T8871,,02,702,5,,,,,02,2,3,,,2,1,,104,08, 2,138,183,,70,091,042,42,,,,677342,1,,268842,,,1975
75IN03018,1973428879,73,2,T8879,,02,812,7,,,,,02,2,3,,,3,1,,078,07, 2,124,136,,72,080,046,42,,,,597542,1,,357142,,,1975
75IN03019,1973428881,73,2,T8881,,75,751,,8,2,,,02,1,3,,,6,1,750,094,09, 1,125,149,,75,089,047,42,,,,728842,2,,238342,,,1975
75IN03020,1973428883,73,2,T8883,,76,761,,,,,,02,2,3,,,6,1,760,124,06, 1,134,159,,76,102,066,42,,,,729742,2,,159442,,,1975
75IN03021,1973428885,73,2,T8885,,70,701,,,,,,02,2,,,,2,1,,109,09,,124,,6,70,089,052,42,0715,,,609042,2,,078742,01,,1975
75IN03022,1973428888,73,1,T8888,,72,812,,,2,,,02,3,,,,3,1,,091,10,,177,207,3,72,085,044,42,0929,,,597542,,206,463842,93,,1975
75IN03023,1973428889,73,2,T8889,,02,872,5,,,,,02,2,3,,,3,1,,094,08, 2,116,149,,72,077,051,42,,,,609942,1,,188342,,,1975
75IN03024,1973428890,73,2,T8890,,72,872,,8,,,,02,2,3,,,3,1,902,094,09, 2,117,158,,72,070,057,42,,,,609942,2,,188342,,,1975
75IN03025,1973428895,73,1,T8895,,72,952,,,2,,,02,1,,,,3,1,179,116,08,,176,206,2,72,082,055,42,0925,,,609842,,220,426342,92,,1975
75IN03026,1973428902,73,2,T8902,,02,972,7,,,,,02,2,3,,,3,1,,072,08, 2,99,133,,72,082,040,42,,,,671942,1,,301542,,,1975
75IN03027,1973428904,73,2,T8904,,02,750,5,,,,,02,3,3,,,6,1,,080,12, 1,102,149,,75,069,043,42,,,,627742,1,,172542,,,1975
75IN03028,1973428911,73,1,T8911,,72,972,,,3,,,02,1,,,,3,2,,099,07,,166,187,3,72,086,039,42,0721,,,671942,,219,615542,93,,1975
75IN03029,1973428912,73,2,T8912,,73,732,,,,,,02,2,3,,,6,1,731,089,09, 2,109,149,,73,079,039,42,,,,750842,2,,252042,,,1975
75IN03030,1973428913,73,2,T8913,,73,732,,8,3,,,02,2,,,,6,1,,091,12,12,119,149,4,73,074,038,42,,,,750842,2,,252042,,,1975
75IN03031,1973428917,73,2,T8917,,70,701,,8,,,,02,2,3,,,2,1,700,100,09, 1,117,154,,70,095,054,42,,,,609042,2,,178642,,,1975
75IN03032,1973428918,73,2,T8918,,70,701,,,,,,02,2,3,,,2,1,701,101,09, 2,116,165,,70,090,055,42,,,,609042,2,,178642,,,1975
75IN03033,1973428924,73,2,T8924,,02,730,5,,,,,02,2,3,,,6,1,,091,07, 2,114,154,,73,088,039,42,,,,701542,1,,077442,,,1975
75IN03034,1973428931,73,2,T8931,,76,762,,,,,,02,2,3,,,6,1,761,086,10, 1,109,139,,76,100,055,42,,,,803742,5,,068342,,,1975
75IN03035,1973428932,73,2,T8932,,02,741,7,,,,,02,1,3,,,6,1,,085,09, 2,102,146,,74,102,062,42,,,,784242,1,,505542,,,1975
75IN03036,1973428934,73,2,T8934,,73,731,,8,,,,02,2,3,,,6,5,732,100,09, 4,139,143,,73,090,053,42,,,,729042,3,,540642,,,1975
75IN03037,1973428938,73,2,T8938,,75,751,,,,,,02,2,3,,,6,1,752,106,10, 1,136,152,,75,088,048,42,,,,728842,1,,249242,,,1975
75IN03038,1973428942,73,2,T8942,,02,701,5,,,,,02,3,3,,,2,1,,112,09, 2,124,152,,70,083,052,42,,,,609042,1,,423342,,,1975
75IN03039,1973428944,73,2,T8944,,75,750,,8,,,,02,2,3,,,6,1,751,088,13, 1,109,154,,75,083,043,42,,,,627742,5,,345042,,,1975
75IN03040,1973428945,73,2,T8945,,02,750,7,,,,,02,1,,,,6,1,,090,11,,,,6,75,092,053,42,0428,,,627742,,,247342,01,,1975
75IN03041,1973428946,73,2,T8946,,72,882,,,,,,02,1,3,,,3,1,822,077,08, 1,103,101,,72,084,038,42,,,,595042,3,,197042,,,1975
75IN03042,1973428947,73,2,T8947,,73,730,,,,,,02,2,3,,,6,1,731,073,10, 1,94,142,,73,092,052,42,,,,701542,5,,161742,,,1975
75IN03043,1973428953,73,2,T8953,,02,760,5,,,,,02,2,3,,,6,1,,089,06, 1,113,136,,76,078,011,42,,,,800142,5,,404942,,,1975
75IN03044,1973428966,73,2,T8966,,76,762,,8,,,,02,2,,,,6,1,,112,10,,,,6,76,085,068,42,0519,,,803742,,,248642,01,,1975
75IN03045,1973428969,73,2,T8969,,73,731,,,,,,02,1,3,,,6,1,730,109,10, 1,127,170,,73,092,048,42,,,,729042,1,,614642,,,1975
75IN03046,1973428970,73,2,T8970,,70,700,,8,,,,02,1,,,,2,1,,126,06,,142,,7,70,098,053,42,0919,,,680942,2,,477242,97,,1975
75IN03047,1973428977,73,2,T8977,,73,731,,8,,,,02,1,3,,,6,1,732,111,08, 1,128,172,,73,088,069,42,,,,729042,2,,169742,,,1975
75IN03048,1973428978,73,2,T8978,,73,731,,,,,,02,2,3,,,6,1,730,090,10, 3,99,151,,73,090,047,42,,,,729042,2,,561842,,,1975
75IN03049,1973428981,73,2,T8981,,73,732,,,,,,02,2,3,,,6,1,731,093,10, 2,97,140,,73,098,056,42,,,,750842,3,,147542,,,1975
75IN03050,1973428984,73,2,T8984,,74,742,,8,,,,02,2,,,,6,1,,096,09,,,,6,74,097,053,42,0423,,,755542,,,454842,07,,1975
75IN03051,1973428990,73,2,T8990,,76,761,,8,,,,02,2,3,,,6,1,762,090,06, 1,102,161,,76,082,053,42,,,,729742,5,,543942,,,1975
75IN03052,1973428991,73,2,T8991,,72,992,,,,,,02,2,3,,,3,1,812,070,11, 1,89,125,,72,076,031,42,,,,594942,5,,319842,,,1975
75IN03053,1973428995,73,2,T8995,,73,732,,8,,,,02,3,3,,,6,1,730,095,09, 1,106,144,,73,084,054,42,,,,750842,3,,650042,,,1975
75IN03054,1973428999,73,2,T8999,,76,761,,,,,,02,2,3,,,6,1,760,099,08, 1,102,149,,76,088,056,42,,,,729742,5,,250142,,,1975
75IN03055,1973429002,73,2,T9002,,70,700,,,,,,02,2,3,,,2,1,702,101,06, 3,142,150,,70,094,048,42,,,,680942,3,,112642,,,1975
75IN03056,1973429005,73,2,T9005,,74,742,,,,,,02,1,,,,6,1,,125,05,,122,,7,74,086,050,42,0919,,,755542,2,,544542,97,,1975
75IN03057,1973429010,73,2,T9010,,76,762,,,,,,02,2,3,,,6,1,761,100,09, 2,117,144,,76,091,047,42,,,,803742,1,,637942,,,1975
75IN03058,1973429017,73,2,T9017,,74,741,,,,,,02,2,3,,,6,1,740,090,10, 1,114,141,,74,105,057,42,,,,784242,3,,287942,,,1975
75IN03059,1973429026,73,2,T9026,,74,742,,8,,,,02,3,3,,,6,1,741,109,06, 1,117,166,,74,098,058,42,,,,755542,5,,491342,,,1975
75IN03060,1973429031,73,2,T9031,,74,741,,8,,,,02,2,3,,,6,1,742,093,10, 1,110,148,,74,091,046,42,,,,784242,1,,035242,,,1975
75IN03061,1973429033,73,2,T9033,,76,761,,8,,,,02,2,3,,,6,1,762,109,07, 1,111,158,,76,102,062,42,,,,729742,5,,289442,,,1975
75IN03062,1973429051,73,2,T9051,,76,762,,8,,,,02,2,3,,,6,1,760,094,10, 1,101,156,,76,090,049,42,,,,803742,2,,132142,,,1975
75IN03063,1973429055,73,2,T9055,,75,750,,,,,,02,1,3,,,6,1,752,112,10, 1,131,169,,75,099,065,42,,,,627742,3,,215042,,,1975
75IN03064,1973429065,73,2,T9065,,72,912,,8,,,,02,1,3,,,3,1,832,085,09, 1,99,144,,72,098,060,42,,,,618342,2,,325942,,,1975
75IN03065,1973429077,73,2,T9077,,76,761,,,,,,02,1,3,,,6,1,762,094,09, 1,98,157,,76,099,065,42,,,,729742,5,,177142,,,1975
75IN03066,1973429088,73,2,T9088,,75,752,,8,,,,02,1,3,,,6,1,751,101,05, 1,149,156,,75,096,057,42,,,,781742,3,,684742,,,1975
75IN03067,1973429089,73,2,T9089,,02,912,7,,,,,02,1,3,,,3,1,,093,09, 1,110,153,,72,083,049,42,,,,618342,,,677742,,,1975
75IN03068,1973429092,73,2,T9092,,73,731,,8,,,,02,1,3,,,6,1,732,104,10, 2,116,160,,73,083,058,42,,,,729042,2,,487842,,,1975
75IN03069,1973429095,73,2,T9095,,76,760,,8,,,,02,3,3,,,6,1,761,105,06, 2,119,144,,76,084,040,42,,,,800142,5,,226642,,,1975
75IN03070,1973429100,73,2,T9100,,72,972,,,,,,02,2,3,,,3,1,802,082,08, 2,108,142,,72,089,049,42,,,,671942,2,,495642,,,1975
75IN03071,1973429102,73,2,T9102,,76,762,,,,,,02,1,3,,,6,1,760,105,10, 1,134,172,,76,098,052,42,,,,803742,1,,345942,,,1975
75IN03072,1973429103,73,2,T9103,,72,852,,8,,,,02,2,3,,,3,1,812,099,14, 2,104,148,,72,085,050,42,,,,657742,2,,324442,,,1975
75IN03073,1973429115,73,2,T9115,,74,742,,,,,,02,2,,,,6,1,,077,11,,106,,6,74,089,048,42,0612,,,755542,5,,432242,01,,1975
75IN03074,1973429116,73,2,T9116,,74,742,,8,,,,02,2,3,,,6,1,740,085,09, 1,94,142,,74,088,054,42,,,,755542,3,,432242,,,1975
75IN03075,1973429120,73,2,T9120,,74,740,,8,,,,02,2,3,,,6,1,741,094,04, 2,125,152,,74,071,038,42,,,,753342,1,,378142,,,1975
75IN03076,1973429121,73,2,T9121,,70,700,,8,,,,02,2,3,,,2,1,701,122,09, 2,137,160,,70,094,056,42,,,,680942,3,,511042,,,1975
75IN03077,1973429122,73,1,T9122,,70,700,,,,,,02,2,,,,2,4,,119,06,,,,3,70,081,050,42,0211,,,680942,,,511042,93,,1975
75IN03078,1973429124,73,2,T9124,,74,741,,,,,,02,2,3,,,6,1,742,079,13, 1,107,136,,74,096,057,42,,,,784242,3,,112842,,,1975
75IN03079,1973429125,73,2,T9125,,74,741,,8,2,,,02,1,3,,,6,1,740,099,13, 2,124,152,,74,091,050,42,,,,784242,1,,692042,,,1975
75IN03080,1973429126,73,2,T9126,,74,742,,,,,,02,1,3,,,6,1,741,114,11, 1,127,169,,74,085,044,42,,,,755542,2,,138842,,,1975
75IN03081,1973429128,73,2,T9128,,76,762,,8,,,,02,2,3,,,6,1,761,092,10, 2,101,136,,76,086,045,42,,,,803742,3,,153742,,,1975
75IN03082,1973429129,73,2,T9129,,70,700,,,,,,02,1,3,,,2,1,700,110,08, 1,119,156,,70,098,056,42,,,,680942,5,,498342,,,1975
75IN03083,1973429132,73,2,T9132,,02,762,5,,,,,02,1,3,,,6,1,,084,09, 1,117,149,,76,074,042,42,,,,803742,1,,686642,,,1975
75IN03084,1973429136,73,2,T9136,,72,892,,,,,,02,2,3,,,3,1,832,091,09, 1,109,142,,72,092,050,42,,,,677242,2,,203042,,,1975
75IN03085,1973429137,73,2,T9137,,72,892,,,,,,02,2,3,,,3,1,802,076,12, 2,94,130,,72,093,046,42,,,,677242,2,,203042,,,1975
75IN03086,1974429159,74,2,T9159,,08,082,,,,,,02,1,,,,1,,,,,,90,,3,08,,,42,0623,,,746942,5,,463442,93,,1975
75IN03087,1974429179,74,2,T9179,,14,142,,8,2,,,02,1,,,,1,, 28,,,,94,130,2,14,,,42,0925,,,750542,5,,306342,92,,1975
75IN03088,1974429184,74,2,T9184,,76,762,,8,,,,02,1,2,,,6,,760,,, 1,114,137,,76,,,42,,,,869442,5,,692442,,,1975
75IN03089,1974429185,74,2,T9185,,74,742,,8,,,,02,2,2,,,6,,740,,, 1,101,149,,74,,,42,,,,867742,5,,533142,,,1975
75IN03090,1974429186,74,2,T9186,,74,742,,,,,,02,2,2,,,6,,741,,, 1,89,132,7,74,,,42,1114,,,867742,5,,533142,97,,1975
75IN03091,1974429188,74,1,T9188,,74,740,,,3,,,02,3,,,,6,,,,,,109,141,3,74,,,42,0721,,,863442,,212,728942,93,,1975
75IN03092,1974429189,74,2,T9189,,02,742,,,,,,02,1,2,,,6,,,,, 1,80,134,,74,,,42,,,,867742,5,,798942,,,1975
75IN03093,1974429194,74,1,T9194,,76,760,,,2,,,02,3,,,,6,,184,,,,137,168,2,76,,,42,0925,,,866242,,236,766842,92,,1975
75IN03094,1974429198,74,1,T9198,,74,742,,,3,,,02,3,,,,6,,,,,,108,152,3,74,,,42,0721,,,867742,,214,454842,93,,1975
75IN03095,1974429199,74,1,T9199,,73,730,,,2,,,02,1,,,,6,,183,,,,141,174,2,73,,,42,0925,,,823542,,241,162642,92,,1975
