UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,STM,TBR,ADAM,TRT1,TRT2,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
75IN00195,1974012984,74,2,P2984,,,12,,1,,3,,54,2,,,,,,,,, 2,109,139,4,,,,01,,,,237909,,,0024 1,,,1975
75IN00196,1974013063,74,2,P3063,,,12,,1,,,,54,2,,,,,,,,,,,,6,,,,01,0428,,,237909,,,0096 1,28,-,1975
75IN00197,1974013064,74,2,P3064,,,12,,1,,3,,54,2,,,,,,,,, 1,96,121,4,,,,01,,,,237909,,,0096 1,,,1975
75IN00198,1974013066,74,2,P3066,,,12,,1,,3,,54,3,,,,,,,,, 2,94,114,4,,,,01,,,,237909,,,2850 1,,,1975
75IN00199,1974013090,74,2,P3090,,,12,,1,,3,,54,3,,,,,,,,, 1,110,126,4,,,,01,,,,237909,,,3684 1,,,1975
75IN00200,1974013194,74,2,P3194,,,12,,1,,,,54,3,,,,,,,,,,,,6,,,,01,0401,,,237909,,,0127 1,16,,1975
75IN00201,1974013326,74,2,P3326,,,12,,1,,3,,54,2,,,,,,,,, 1,79,114,4,,,,01,,,,237909,,,4315 1,,,1975
75IN00202,1974013451,74,2,P3451,,,12,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,271201,93,,1975
75IN00203,1974013459,74,3,P3459,,,10,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,271301,93,,1975
75IN00204,1974013460,74,3,P3460,,,12,,2,,,,54,,,,,,,,,,,,,3,,,,01,0310,,,,,,197901,93,,1975
75IN00205,1974013462,74,3,P3462,,,12,,2,,,,54,,,,,,,,,,,,,3,,,,01,0310,,,,,,033201,93,,1975
75IN00206,1974013490,74,2,P3490,,,10,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,248801,93,,1975
75IN00207,1974013514,74,2,P3514,,,12,,2,,,,54,,,,,,,,,,,,,6,,,,01,0108,,,,,,119701,32,,1975
75IN00208,1974013546,74,2,P3546,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,174001,93,,1975
75IN00209,1974013562,74,3,P3562,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,012701,93,,1975
75IN00210,1974013563,74,3,P3563,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,012701,93,,1975
75IN00211,1974013603,74,2,P3603,,,12,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,290001,93,,1975
75IN00212,1974013608,74,2,P3608,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,094601,93,,1975
75IN00213,1974013609,74,3,P3609,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,094601,93,,1975
75IN00214,1974013610,74,3,P3610,,,11,,2,,,,54,,,,,,,,,,,,,6,,,,01,0119,,,,,,094601,01,-,1975
75IN00215,1974013611,74,3,P3611,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,185401,93,,1975
75IN00216,1974013629,74,3,P3629,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,215801,93,,1975
75IN00217,1974013630,74,2,P3630,,,11,,2,,,,54,,,,,,,,,,,,,3,,,,01,0421,,,,,,215801,93,,1975
75IN00218,1970370001,70,2,70001,,,29,,1,,,,30,,,,,,, 35,,,,121,,,,,,37,,,,000008,,,000609,,,1975
75IN00219,1970370018,70,2,70018,,,31,,1,,,,30,,,,,,, 05,,,,99,,7,,,,37,1105,,,000009,,,006008,97,,1975
75IN00220,1970370028,70,2,70028,,,11,,2,2,,,30,,,,,,, 57,,, 2,109,120,2,,,,37,0925,,,,1,,,92,,1975
75IN00221,1971010503,71,2,P0503,,,22,,1,,,,30,,,,,,, 34,,,,144,,,,,,01,,,,017608,,,008909,,,1975
75IN00222,1971010525,71,2,P0525,,,22,,1,,,,30,,,,,,, 34,,,,136,,,,,,01,,,,017608,,,004309,,,1975
75IN00223,1971010538,71,2,P0538,,,21,,1,,,,30,,,,,,, 05,,,,146,,,,,,01,,,,016308,,,007109,,,1975
75IN00224,1971010543,71,2,P0543,,,23,,1,3,,,30,,,,,,,,,,12,104,132,4,,,,01,,,,020908,5,,012609,,,1975
75IN00225,1971010552,71,2,P0552,,,21,,1,,,,30,,,,,,, 05,,,,110,,,,,,01,,,,016308,,,001709,,,1975
75IN00226,1971010578,71,2,P0578,,,21,,1,,,,30,,,,,,,,,,,,,6,,,,01,0317,,,016308,,,006409,01,,1975
75IN00227,1971010585,71,2,P0585,,,22,,1,,,,30,,,,,,, 04,,, 2,131,122,,,,,01,,,,017608,3,,011809,,,1975
75IN00228,1971010595,71,2,P0595,,,23,,1,,,,30,,,,,,, 05,,,,115,,,,,,01,,,,020908,,,002309,,,1975
75IN00229,1971010620,71,2,P0620,,,21,,,,3,,30,,,,,,,,,,,142,,3,,,,01,0728,,,016308,,,012009,93,,1975
75IN00230,1971010621,71,2,P0621,,,21,,1,,,,30,,,,,,, 05,,,,123,,,,,,01,,,,016308,,,012009,,,1975
75IN00231,1971010626,71,2,P0626,,,22,,1,,,,30,,,,,,,,,,,107,,6,,,,01,0930,,,017608,,,013709,01,,1975
75IN00232,1971010645,71,2,P0645,,,22,,1,,,,30,,,,,,, 04,,,,116,,,,,,01,,,,017608,,,013109,,,1975
75IN00233,1971010678,71,2,P0678,,,22,,1,,,,30,,,,,,,,,,,,,6,,,,01,0505,,,017608,,,004709,24,-,1975
75IN00234,1971010704,71,2,P0704,,,21,,1,,,,30,,,,,,, 05,,,,131,,,,,,01,,,,016308,,,005909,,,1975
75IN00235,1971010743,71,2,P0743,,,21,,1,2,,,30,,,,,,, 57,,, 2,154,148,2,,,,01,0925,,,016308,5,,010409,92,,1975
75IN00236,1971010745,71,2,P0745,,,23,,1,,,,30,,,,,,, 35,,,,128,,7,,,,01,1105,,,020908,,,006109,97,,1975
75IN00237,1971010800,71,2,P0800,,,23,,1,2,,,30,,,,,,,,,, 2,106,126,4,,,,01,,,,020908,1,,013809,,,1975
75IN00238,1971010814,71,2,P0814,,,23,,1,,,,30,,,,,,, 35,,,,151,,,,,,01,,,,020908,,,005809,,,1975
75IN00239,1971010832,71,2,P0832,,,23,,1,,,,30,,,,,,, 05,,, 2,104,138,,,,,01,,,,020908,5,,007009,,,1975
75IN00240,1971010943,71,2,P0943,,,22,,1,,,,30,,,,,,, 04,,,,117,,,,,,01,,,,017608,,,001109,,,1975
75IN00241,1971011216,71,2,P1216,,,06,,2,,,,30,,,,,,, 34,,,,143,,,,,,01,,,,000008,,,012009,,,1975
75IN00242,1972011263,72,2,P1263,,,20,,1,2,,,30,,,,,,, 56,,, 2,114,124,2,,,,01,0925,,,054107,1,,059507,92,,1975
75IN00243,1972011266,72,2,P1266,,,21,,1,,,,30,,,,,,, 05,,,,171,,,,,,01,,,,020908,,,011709,,,1975
75IN00244,1972011292,72,2,P1292,,,22,,1,,,,30,,,,,,, 34,,,,138,,,,,,01,,,,017608,,,008909,,,1975
75IN00245,1972011295,72,2,P1295,,,21,,1,,,,30,,,,,,, 05,,,,141,,,,,,01,,,,020908,,,001609,,,1975
75IN00246,1972011320,72,3,P1320,,,23,,1,1,,,30,,,,,,,,120,,,174,,,,,,01,,,,017008,,,005609,,,1975
75IN00247,1972011321,72,2,P1321,,,23,,,,3,,30,,,,,,,,,,,146,,3,,,,01,0728,,,017008,,,067409,93,,1975
75IN00248,1972011332,72,2,P1332,,,22,,1,,,,30,,,,,,, 34,,,,131,,,,,,01,,,,017608,,,075509,,,1975
75IN00249,1972011337,72,2,P1337,,,22,,1,,,,30,,,,,,,,,,,,,6,,,,01,0407,,,017608,,,004109,01,-,1975
75IN00250,1972011339,72,2,P1339,,,37,,1,,,,30,,,,,,, 06,,,,117,,,,,,01,,,,026408,,,016909,,,1975
75IN00251,1972011346,72,2,P1346,,,21,,1,,,,30,,,,,,,,,,,,,6,,,,01,0524,,,020908,,,069709,09,,1975
75IN00252,1972011349,72,2,P1349,,,21,,1,,,,30,,,,,,, 35,,,,95,,,,,,01,,,,020908,,,005709,,,1975
75IN00253,1972011351,72,1,P1351,,,36,,1,1,,,30,,,,,,2,,,09,,159,179,,,117,,01,,,,326708,,,012409,,,1975
75IN00254,1972011364,72,2,P1364,,,18,,1,,,,30,,,,,,, 06,,,,106,,,,,,01,,,,000307,,,065707,,,1975
75IN00255,1972011373,72,2,P1373,,,23,,1,2,,,30,,,,,,, 56,,, 2,139,164,2,,,,01,0925,,,017008,,,006609,92,,1975
75IN00256,1972011374,72,1,P1374,,,23,,1,1,,,30,,,,,,2,,,06,,211,218,,,108,,01,,,,017008,,,006609,,,1975
75IN00257,1972011381,72,2,P1381,,,22,,1,,,,30,,,,,,, 04,,,,119,,,,,,01,,,,017608,,,017509,,,1975
75IN00258,1972011383,72,2,P1383,,,23,,1,,,,30,,,,,,, 04,,,,110,,,,,,01,,,,017008,,,001109,,,1975
75IN00259,1972011384,72,2,P1384,,,23,,1,,,,30,,,,,,, 34,,,,116,,,,,,01,,,,017008,,,001109,,,1975
75IN00260,1972011395,72,2,P1395,,,21,,1,,,,30,,,,,,, 35,,,,150,,,,,,01,,,,020908,,,011609,,,1975
75IN00261,1972011402,72,4,P1402,,,21,,1,1,,,30,,,,,,,,,,,165,191,,,,,01,,,,020908,,,008709,,,1975
75IN00262,1972011409,72,2,P1409,,,22,,1,,,,30,,,,,,, 04,,,,132,,,,,,01,,,,017608,,,006109,,,1975
75IN00263,1972011416,72,2,P1416,,,23,,1,,,,30,,,,,,, 34,,,,130,,,,,,01,,,,017008,,,010409,,,1975
75IN00264,1972011430,72,2,P1430,,,21,,1,,,,30,,,,,,, 35,,,,129,,,,,,01,,,,020908,,,088109,,,1975
75IN00265,1972011458,72,4,P1458,,,21,,1,1,,,30,,,,,,,,,,,161,180,,,,,01,,,,020908,,,006009,,,1975
75IN00266,1972011459,72,2,P1459,,,23,,1,,,,30,,,,,,, 34,,,,105,,,,,,01,,,,017008,,,002109,,,1975
75IN00267,1972011461,72,2,P1461,,,23,,1,,,,30,,,,,,, 34,,,,142,,,,,,01,,,,017008,,,013609,,,1975
75IN00268,1972011498,72,2,P1498,,,21,,1,,,,30,,,,,,, 05,,,,116,,,,,,01,,,,020908,,,013709,,,1975
75IN00269,1972011531,72,2,P1531,,,22,,1,,,,30,,,,,,, 04,,,,110,,,,,,01,,,,017608,,,070109,,,1975
75IN00270,1972011535,72,4,P1535,,,21,,1,1,,,30,,,,,,,,,,,181,196,,,,,01,,,,020908,,,020509,,,1975
75IN00271,1972011539,72,2,P1539,,,21,,1,,,,30,,,,,,, 35,,,,101,,,,,,01,,,,020908,,,018309,,,1975
75IN00272,1972011540,72,4,P1540,,,21,,1,1,,,30,,,,,,,,,,,174,188,,,,,01,,,,020908,,,002609,,,1975
75IN00273,1972011541,72,2,P1541,,,21,,1,,,,30,,,,,,, 05,,,,108,,,,,,01,,,,020908,,,002609,,,1975
75IN00274,1972011545,72,2,P1545,,,23,,1,,,,30,,,,,,, 34,,,,142,,,,,,01,,,,017008,,,016509,,,1975
75IN00275,1972011558,72,2,P1558,,,21,,1,,,,30,,,,,,, 05,,,,127,,,,,,01,,,,020908,,,004609,,,1975
75IN00276,1972011562,72,2,P1562,,,22,,1,,,,30,,,,,,, 04,,,,152,,,,,,01,,,,017608,,,007309,,,1975
75IN00277,1972011585,72,2,P1585,,,21,,1,,,,30,,,,,,, 05,,,,106,,,,,,01,,,,020908,,,009709,,,1975
75IN00278,1972011639,72,2,P1639,,,23,,1,,,,30,,,,,,, 34,,,,129,,,,,,01,,,,017008,,,011909,,,1975
75IN00279,1972011642,72,2,P1642,,,22,,1,,,,30,,,,,,, 34,,,,121,,,,,,01,,,,017608,,,013109,,,1975
75IN00280,1972011647,72,2,P1647,,,22,,1,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,017608,,,056809,93,,1975
75IN00281,1972011656,72,2,P1656,,,23,,1,,,,30,,,,,,, 04,,,,121,,,,,,01,,,,017008,,,099109,,,1975
75IN00282,1972011679,72,2,P1679,,,22,,1,2,,,30,,,,,,, 56,,, 3,94,110,2,,,,01,0925,,,017608,1,,060809,92,,1975
75IN00283,1972011700,72,2,P1700,,,22,,1,,,,30,,,,,,, 34,,,,125,,,,,,01,,,,017608,,,004309,,,1975
75IN00284,1972011701,72,2,P1701,,,22,,1,,,,30,,,,,,, 34,,,,134,,,,,,01,,,,017608,,,004309,,,1975
75IN00285,1972011706,72,2,P1706,,,19,,1,,,,30,,,,,,, 06,,,,126,,7,,,,01,1105,,,000607,,,059107,97,,1975
75IN00286,1972011721,72,2,P1721,,,37,,1,,,,30,,,,,,, 06,,,,129,,,,,,01,,,,026408,,,007009,,,1975
75IN00287,1972011727,72,2,P1727,,,18,,1,3,,,30,,,,,,,,,,11,144,139,4,,,,01,,,,000307,3,,062107,,,1975
75IN00288,1972011735,72,2,P1735,,,37,,1,2,,,30,,,,,,, 56,,, 2,114,137,2,,,,01,0925,,,026408,1,,015709,92,,1975
75IN00289,1972011736,72,2,P1736,,,37,,1,,,,30,,,,,,, 06,,,,136,,,,,,01,,,,026408,,,015709,,,1975
75IN00290,1972011751,72,2,P1751,,,36,,1,,,,30,,,,,,, 04,,,,122,,,,,,01,,,,326708,,,013409,,,1975
75IN00291,1972011770,72,2,P1770,,,37,,1,,,,30,,,,,,, 06,,,,112,,,,,,01,,,,026408,,,012009,,,1975
75IN00292,1972011771,72,1,P1771,,,37,,1,1,,,30,,,,,,2,,,07,,182,197,,,130,,01,,,,026408,,,012009,,,1975
75IN00293,1972011799,72,2,P1799,,,18,,1,,,,30,,,,,,, 06,,,,124,,6,,,,01,1202,,,000307,,,070407,10,-,1975
75IN00294,1972011879,72,2,P1879,,,10,,2,,,,30,,,,,,, 35,,,,119,,,,,,01,,,,000007,,,120807,,,1975
75IN00295,1972011885,72,2,P1885,,,09,,2,3,,,30,,,,,,,,,, 1,105,96,3,,,,01,0929,,,,,,062007,93,,1975
75IN00296,1972011905,72,2,P1905,,,10,,2,,,,30,,,,,,, 06,,,,114,,7,,,,01,1105,,,000007,,,064507,97,,1975
75IN00297,1972011934,72,2,P1934,,,10,,2,,,,30,,,,,,, 06,,,,116,,,,,,01,,,,000007,,,000107,,,1975
75IN00298,1972011941,72,2,P1941,,,10,,2,,,,30,,,,,,, 35,,,,102,,,,,,01,,,,000007,,,058507,,,1975
75IN00299,1972011987,72,2,P1987,,,10,,2,,,,30,,,,,,,,,,,,,6,,,,01,0401,,,,,,050307,06,,1975
75IN00300,1973012072,73,2,P2072,,,18,,1,,,,30,,,,,,1, 35,081,07,,129,,,,085,,01,,,,135107,,,062607,,,1975
75IN00301,1973012076,73,2,P2076,,,201,,1,,,,30,,,,,,1, 06,103,08,,125,,,,075,,01,,,,154307,,,153107,,,1975
75IN00302,1973012077,73,2,P2077,,,19,,1,,,,30,,,,,,1, 34,091,06,,134,,,,094,,01,,,,123207,,,001807,,,1975
75IN00303,1973012079,73,2,P2079,,,181,,1,2,,,30,,,,,,1,156,087,07, 1,122,128,2,,100,,01,0925,,,135107,5,,140907,92,,1975
75IN00304,1973012104,73,2,P2104,,,20,,1,,,,30,,,,,,1, 35,092,07,,116,,,,087,,01,,,,154307,,,067807,,,1975
75IN00305,1973012139,73,2,P2139,,,181,,1,,,,30,,,,,,1, 35,109,05,,138,,,,079,,01,,,,135107,,,138107,,,1975
75IN00306,1973012160,73,2,P2160,,,591,,1,,,,30,,,,,,1,,089,07,,,,7,,089,,01,0527,,,150507,,,1457 7,97,,1975
75IN00307,1973012163,73,1,P2163,,,581,,1,3,,,30,3,,,,,5,,137,04,,176,198,3,,093,,01,0721,,,137407,,,1498 7,93,,1975
75IN00308,1973012217,73,2,P2217,,,18,,1,,,,30,,,,,,1, 06,100,05, 1,144,136,,,096,,01,,,,135107,3,,120807,,,1975
75IN00309,1973012244,73,2,P2244,,,19,,1,2,,,30,,,,,,1,156,102,08, 1,135,147,2,,094,,01,0925,,,123207,,,0009 7,92,,1975
75IN00310,1973012260,73,2,P2260,,,181,,1,,,,30,,,,,,4, 35,109,05,,146,,,,079,,01,,,,135107,,,130207,,,1975
75IN00311,1973012320,73,2,P2320,,,19,,1,,,,30,,,,,,1, 06,090,06,,123,,,,075,,01,,,,123207,,,054307,,,1975
75IN00312,1973012329,73,2,P2329,,,20,,1,,,,30,,,,,,1, 04,084,08,,112,,,,087,,01,,,,154307,,,070407,,,1975
75IN00313,1973012415,73,2,P2415,,,181,,1,,,,30,,,,,,1, 06,094,08,,140,,,,096,,01,,,,135107,,,156207,,,1975
75IN00314,1973012432,73,2,P2432,,,581,,1,,,,30,,,,,,1, 04,109,06,,116,,,,093,,01,,,,137407,,,159207,,,1975
75IN00315,1973012451,73,2,P2451,,,581,,1,,,,30,,,,,,1, 34,113,08,,145,,,,082,,01,,,,137407,,,164207,,,1975
75IN00316,1973012452,73,2,P2452,,,181,,1,,,,30,,,,,,1, 35,084,08,,107,,,,084,,01,,,,135107,,,165607,,,1975
75IN00317,1973012457,73,2,P2457,,,34,,1,,,,30,,,,,,1, 34,104,06,,148,,,,087,,01,,,,123107,,,059507,,,1975
75IN00318,1973012458,73,1,P2458,,,34,,1,3,,,30,2,,,,,5,,120,06,,175,181,3,,105,,01,0721,,,123107,,,0595 7,93,,1975
75IN00319,1973012467,73,2,P2467,,,583,,1,,,,30,,,,,,1, 04,102,07,,129,,,,076,,01,,,,137407,,,173607,,,1975
75IN00320,1973012500,73,2,P2500,,,181,,1,,,,30,,,,,,1, 06,104,08,,125,,,,088,,01,,,,135107,,,171907,,,1975
75IN00321,1973012510,73,2,P2510,,,34,,1,,,,30,,,,,,1, 06,091,09,,124,,,,059,,01,,,,123107,,,000107,,,1975
75IN00322,1973012551,73,2,P2551,,,591,,1,,,,30,,,,,,1,,101,05,,126,,6,,090,,01,0930,,,150507,,,1373 7,01,,1975
75IN00323,1973012553,73,2,P2553,,,185,,1,,,,30,,,,,,1, 35,100,06,,119,,,,079,,01,,,,135107,,,133207,,,1975
75IN00324,1973012557,73,2,P2557,,,181,,1,,,,30,,,,,,1, 06,084,07,,106,,7,,094,,01,1105,,,135107,,,179907,97,,1975
75IN00325,1973012591,73,2,P2591,,,34,,1,,,,30,,,,,,1, 06,084,08,,139,,,,077,,01,,,,123107,,,053907,,,1975
75IN00326,1973012592,73,1,P2592,,,34,,1,1,,,30,2,,,,,1,241,122,07,,197,191,2,,094,047,01,0925,,,123107,,,0539 7,92,,1975
75IN00327,1973012695,73,2,P2695,,,15,,2,,,,30,,,,,,, 04,102,,,132,,,,,,01,,,,137407,,,187907,,,1975
75IN00328,1973012699,73,2,P2699,,,15,,2,,,,30,,,,,,, 34,084,,,114,,,,,,01,,,,137407,,,193407,,,1975
75IN00329,1973012703,73,2,P2703,,,13,,2,,,,30,,,,,,, 35,100,,,104,,,,,,01,,,,135107,,,188507,,,1975
75IN00330,1973012706,73,2,P2706,,,13,,2,,,,30,,,,,,, 35,085,,,99,,,,,,01,,,,135107,,,194107,,,1975
75IN00331,1973012722,73,2,P2722,,,15,,2,,,,30,,,,,,,,065,,,,,3,,,,01,0421,,,137407,,,145707,93,,1975
75IN00332,1973012732,73,1,P2732,,,13,,2,3,,,30,,,,,,2,,092,07,,145,143,3,,060,011,01,0721,,,154307,,,172707,93,,1975
75IN00333,1973012736,73,2,P2736,,,15,,2,,,,30,,,,,,, 04,093,,,105,,,,,,01,,,,137407,,,052507,,,1975
75IN00334,1973012739,73,2,P2739,,,15,,2,,,,30,,,,,,, 04,074,,,102,,,,,,01,,,,137407,,,133907,,,1975
75IN00335,1974012781,74,2,P2781,,,18,,1,3,,,30,1,,,,,,,,,12,116,131,4,,,,01,,,,177107,,,1346 7,,,1975
75IN00336,1974012809,74,1,P2809,,,20,,1,2,,,30,2,,,,,,,,,,134,146,3,,,,01,0929,,,154307,,,0704 7,93,,1975
75IN00337,1974012849,74,2,P2849,,,18,,1,,,,30,2,,,,,, 05,,,,93,,,,,,01,,,,177107,,,154107,,,1975
75IN00338,1974012861,74,2,P2861,,,18,,1,,,,30,2,,,,,,,,,,,,6,,,,01,0409,,,177107,,,0543 7,48,-,1975
75IN00339,1974012862,74,2,P2862,,,18,,1,,,,30,2,,,,,, 05,,,,89,,,,,,01,,,,177107,,,054307,,,1975
75IN00340,1974012869,74,2,P2869,,,19,,1,,,,30,2,,,,,, 34,,,,89,,,,,,01,,,,137407,,,139507,,,1975
75IN00341,1974012928,74,2,P2928,,,19,,1,,,,30,2,,,,,, 34,,,,106,,,,,,01,,,,137407,,,064507,,,1975
75IN00342,1974012929,74,2,P2929,,,19,,1,,,,30,2,,,,,, 04,,,,95,,,,,,01,,,,137407,,,064507,,,1975
75IN00343,1974012930,74,2,P2930,,,18,,1,,,,30,2,,,,,, 06,,, 2,80,101,,,,,01,,,,177107,3,,132107,,,1975
75IN00344,1974012957,74,2,P2957,,,19,,1,,,,30,2,,,,,, 04,,,,87,,,,,,01,,,,137407,,,179907,,,1975
75IN00345,1974012958,74,2,P2958,,,19,,1,,,,30,2,,,,,, 34,,,,94,,,,,,01,,,,137407,,,179907,,,1975
75IN00346,1974012979,74,2,P2979,,,19,,1,,,,30,3,,,,,, 04,,,,100,,,,,,01,,,,137407,,,129507,,,1975
75IN00347,1974013018,74,2,P3018,,,20,,1,,,,30,2,,,,,, 06,,,,95,,,,,,01,,,,154307,,,062607,,,1975
75IN00348,1974013032,74,2,P3032,,,19,,1,,,,30,2,,,,,, 34,,,,101,,,,,,01,,,,137407,,,133207,,,1975
75IN00349,1974013050,74,2,P3050,,,19,,1,,,,30,2,,,,,, 34,,,,110,,,,,,01,,,,137407,,,050307,,,1975
75IN00350,1974013051,74,1,P3051,,,19,,1,1,,,30,2,,,,,,,,,,117,145,,,,,01,,,,137407,,,050307,,,1975
75IN00351,1974013084,74,2,P3084,,,19,,1,,,,30,3,,,,,, 34,,,,110,,,,,,01,,,,137407,,,153907,,,1975
75IN00352,1974013125,74,2,P3125,,,19,,1,,,,30,2,,,,,,,,,,85,,6,,,,01,0521,,,137407,,,1700 7,24,-,1975
75IN00353,1974013133,74,2,P3133,,,18,,1,,,,30,2,,,,,, 05,,,,105,,,,,,01,,,,177107,,,059507,,,1975
75IN00354,1974013134,74,1,P3134,,,18,,1,2,,,30,2,,,,,,240,,,,125,158,2,,,,01,0925,,,177107,,,0595 7,92,,1975
75IN00355,1974013140,74,2,P3140,,,18,,1,,,,30,2,,,,,, 35,,,,132,,,,,,01,,,,177107,,,149807,,,1975
75IN00356,1974013151,74,2,P3151,,,20,,1,,,,30,3,,,,,, 35,,,,125,,,,,,01,,,,154307,,,062107,,,1975
75IN00357,1974013181,74,2,P3181,,,20,,1,,,,30,2,,,,,, 06,,,,122,,,,,,01,,,,154307,,,053807,,,1975
75IN00358,1974013186,74,2,P3186,,,18,,1,,,,30,2,,,,,, 05,,,,110,,,,,,01,,,,177107,,,083207,,,1975
75IN00359,1974013187,74,2,P3187,,,34,,1,,,,30,3,,,,,, 04,,, 2,80,88,,,,,01,,,,135107,,,133707,,,1975
75IN00360,1974013224,74,2,P3224,,,19,,1,,,,30,2,,,,,, 34,,,,104,,,,,,01,,,,137407,,,164207,,,1975
75IN00361,1974013289,74,2,P3289,,,18,,1,,,,30,1,,,,,,,,,,,,3,,,,01,0310,,,177107,,,1585 7,93,,1975
75IN00362,1974013359,74,2,P3359,,,34,,1,,,,30,2,,,,,, 06,,,,82,,,,,,01,,,,135107,,,165607,,,1975
75IN00363,1974013379,74,1,P3379,,,34,,1,1,,,30,2,,,,,,,,,,125,144,,,,,01,,,,135107,,,052507,,,1975
75IN00364,1974013380,74,2,P3380,,,34,,1,,,,30,2,,,,,, 06,,,,96,,,,,,01,,,,135107,,,052507,,,1975
75IN00365,1974013396,74,2,P3396,,,35,,1,,,,30,2,,,,,,,,,,,,3,,,,01,0310,,,249707,,,0814 7,93,,1975
75IN00366,1974013418,74,2,P3418,,,35,,1,,,,30,2,,,,,, 05,,,,105,,,,,,01,,,,249707,,,175107,,,1975
75IN00367,1974013419,74,2,P3419,,,35,,1,,,,30,2,,,,,, 34,,,,96,,,,,,01,,,,249707,,,175107,,,1975
75IN00368,1974013424,74,2,P3424,,,34,,1,,,,30,2,,,,,,,,,,,,3,,,,01,0310,,,135107,,,1339 7,93,,1975
75IN00369,1974013447,74,3,P3447,,,06,,2,,,,30,,,,,,,,,,,,,3,,,,01,0310,,,,,,270307,93,,1975
75IN00370,1974013449,74,2,P3449,,,06,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,057807,93,,1975
75IN00371,1974013453,74,3,P3453,,,04,,2,,,,30,,,,,,,,,,,,,3,,,,01,0310,,,,,,273907,93,,1975
75IN00372,1974013454,74,2,P3454,,,04,,2,,,,30,,,,,,,,,,,,,6,,,,01,0102,,,,,,273907,37,-,1975
75IN00373,1974013457,74,2,P3457,,,05,,2,,,,30,,,,,,, 35,,, 1,105,112,,,,,01,,,,000007,,,269907,,,1975
75IN00374,1974013461,74,2,P3461,,,05,,2,,,,30,,,,,,, 06,,,,109,,7,,,,01,1105,,,000007,,,273607,97,,1975
75IN00375,1974013470,74,1,P3470,,,05,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,245707,93,,1975
75IN00376,1974013471,74,3,P3471,,,05,,2,,,,30,,,,,,,,,,,,,3,,,,01,0310,,,,,,146107,93,,1975
75IN00377,1974013474,74,2,P3474,,,05,,2,,,,30,,,,,,, 35,,,,88,,,,,,01,,,,000007,,,243207,,,1975
75IN00378,1974013478,74,2,P3478,,,06,,2,,,,30,,,,,,, 35,,,,92,,,,,,01,,,,000007,,,154507,,,1975
75IN00379,1974013479,74,3,P3479,,,06,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,154507,93,,1975
75IN00380,1974013483,74,2,P3483,,,05,,2,,,,30,,,,,,, 35,,,,98,,,,,,01,,,,000007,,,138407,,,1975
75IN00381,1974013484,74,3,P3484,,,05,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,138407,93,,1975
75IN00382,1974013488,74,3,P3488,,,04,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,226007,93,,1975
75IN00383,1974013489,74,3,P3489,,,06,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,269507,93,,1975
75IN00384,1974013491,74,1,P3491,,,04,,2,,,,30,,,,,,,,,,,,,3,,,,01,0310,,,,,,207207,93,,1975
75IN00385,1974013496,74,3,P3496,,,04,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,139507,93,,1975
75IN00386,1974013497,74,2,P3497,,,04,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,139507,93,,1975
75IN00387,1974013498,74,3,P3498,,,04,,2,,,,30,,,,,,,,,,,,,3,,,,01,0421,,,,,,139507,93,,1975
75IN00388,1974013502,74,2,P3502,,,04,,2,,,,30,,,,,,, 34,,,,84,,,,,,01,,,,000007,,,134607,,,1975
75IN00389,1974013503,74,2,P3503,,,05,,2,,,,30,,,,,,, 35,,, 1,105,126,,,,,01,,,,000007,,,141607,,,1975
75IN00390,1974013507,74,3,P3507,,,06,,2,,,,30,,,,,,,,,,,,,3,,,,01,0310,,,,,,173607,93,,1975
75IN00391,1974013508,74,2,P3508,,,05,,2,,,,30,,,,,,, 04,,, 1,99,107,,,,,01,,,,000007,,,153107,,,1975
