UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,DISP,IDX,BRWT,ABN,CJAW,CADAM,TBRE,CTBR,TM2,BAND
64WN00467,64,2,7562,2,40,400,4459,1,14,26,3,6,41,101,1,3,,1,56,07,03,09,08,035,4,2,2,1,3,4,14,5871,14,473,47,19,40,1,3,,145,82,,4,4,3,3,1,2
64WN00468,64,1,7566,2,36,360,3908,1,14,35,1,7,35,95,1,7,,1,60,09,07,10,10,030,4,2,2,1,1,4,14,5339,14,507,50,32,36,1,7,6,131,118,,4,5,1,1,1,2
64WN00469,64,2,7567,2,51,510,4811,1,14,45,3,5,35,95,1,1,,1,66,12,04,09,09,033,1,2,2,1,3,4,14,6366,14,592,59,28,51,1,2,,137,98,,4,4,3,3,1,2
64WN00470,64,2,7569,2,26,260,4067,1,14,34,1,6,35,95,1,3,,4,61,08,03,10,09,034,6,2,2,1,1,4,14,5477,14,520,52,24,26,1,0,,147,116,,6,4,1,1,1,2
64WN00471,64,2,7571,2,40,400,4667,1,14,32,3,5,35,95,1,3,,4,38,09,04,11,12,030,6,2,2,1,3,4,14,5871,14,312,31,27,40,1,2,,126,84,,6,4,3,3,1,2
64WN00472,64,2,7572,2,41,410,7637,1,17,00,3,0,51,111,1,3,,1,73,11,04,08,08,036,6,2,3,2,3,7,14,6197,14,569,56,00,41,1,9,2,129,98,,4,5,3,3,1,2
64WN00473,64,1,1657,3,70,720,1066,1,18,,3,2,69,129,1,7,,1,76,09,04,08,09,037,1,2,2,1,3,8,18,1244,18,524,52,,70,2,4,3,136,84,,4,2,3,3,2,4
64WN00474,64,2,1658,3,70,720,1237,1,18,,1,2,69,129,1,1,,1,77,08,03,08,08,041,1,2,2,1,1,8,18,1244,18,532,53,,70,2,2,,140,84,,4,2,1,1,2,4
64WN00475,64,1,1659,3,72,960,1253,1,18,,5,2,64,124,1,6,,1,68,13,05,08,10,034,27,2,2,1,5,8,18,1171,18,470,47,,72,3,0,,111,97,,4,2,5,2,3,1
64WN00476,64,2,1660,3,72,960,1253,1,18,,5,2,64,124,1,1,,1,64,08,05,08,10,030,31,2,2,1,5,8,18,1171,18,455,45,,72,3,5,,129,76,,4,2,5,2,3,1
64WN00477,64,2,1661,3,72,940,1000,1,18,,5,3,63,123,1,3,,1,54,13,04,09,10,037,28,2,2,1,5,8,18,1101,18,368,36,,72,3,8,,96,87,,4,3,5,2,3,1
64WN00478,64,2,1662,3,72,940,1000,1,18,,5,3,63,123,1,3,,2,56,14,03,10,10,034,28,2,2,1,5,8,18,1101,18,387,38,,72,3,7,,94,84,,5,3,5,2,3,1
64WN00479,64,2,1663,3,70,710,1044,1,18,,1,2,62,122,1,1,,3,73,09,03,07,09,043,18,2,2,1,1,8,18,0821,18,517,51,,70,2,7,,135,99,,3,2,1,1,2,1
64WN00480,64,1,1664,3,70,710,0632,1,18,,1,3,62,122,1,2,,2,94,08,07,07,06,037,17,2,2,1,1,8,18,0821,18,675,67,,70,2,5,,127,116,,5,3,1,1,2,1
64WN00481,64,2,1665,3,70,720,1095,1,18,,1,2,66,126,1,1,,1,79,10,03,08,08,042,1,2,3,2,1,8,18,1244,18,536,53,,70,2,6,,134,115,,4,2,1,1,2,4
64WN00482,64,2,1666,3,70,720,9947,1,17,,5,5,65,125,1,1,,2,76,08,03,07,08,042,1,2,2,1,5,7,18,1244,18,539,53,,70,2,9,3,145,86,1,5,4,5,2,2,4
64WN00483,64,1,1667,3,70,720,9947,1,17,,5,5,65,125,1,5,,1,75,07,03,08,09,036,1,2,2,1,5,7,18,1244,18,530,53,,70,2,0,3,148,88,,4,4,5,2,2,4
64WN00484,64,2,1668,3,72,920,0597,1,18,,3,3,61,121,1,1,,1,62,09,03,09,10,038,6,2,2,1,3,8,18,1092,18,443,44,,72,3,3,,122,84,,4,3,3,3,3,1
64WN00485,64,1,1669,3,70,720,0424,1,18,,1,4,65,125,1,2,,2,91,06,03,07,09,040,1,2,2,1,1,8,18,1244,18,642,64,,70,2,2,6,159,107,,5,4,1,1,2,4
64WN00486,64,2,1670,3,70,720,0755,1,18,,3,3,65,125,1,1,,2,69,07,03,09,09,043,1,2,2,1,3,8,18,1244,18,485,48,,70,2,5,,142,84,,5,3,3,3,2,4
64WN00487,64,2,1672,3,70,720,9796,1,17,,5,5,65,125,1,1,,1,65,09,04,09,09,037,1,2,2,1,5,7,18,1244,18,443,44,,70,2,3,2,125,96,,4,4,5,2,2,4
64WN00488,64,1,1673,3,70,720,9796,1,17,,5,5,65,125,1,2,,1,75,08,04,09,10,045,1,2,2,1,5,7,18,1244,18,512,51,,70,2,2,6,148,110,,4,4,5,2,2,4
64WN00489,64,2,1674,3,72,860,9711,1,17,,1,5,61,121,1,4,,1,78,08,04,08,09,034,33,2,2,1,1,7,18,1283,18,565,56,,72,3,5,,128,96,,4,4,1,1,3,1
64WN00490,64,2,1675,3,70,720,9837,1,17,,5,5,64,124,1,1,,1,78,07,04,08,08,030,1,2,3,2,5,7,18,1244,18,534,53,,70,2,4,,140,118,,4,4,5,2,2,4
64WN00491,64,2,1676,3,70,720,9837,1,17,,5,5,64,124,1,1,,2,69,08,03,08,09,040,1,2,2,1,5,7,18,1244,18,469,46,,70,2,9,,140,108,,5,4,5,2,2,4
64WN00492,64,1,1677,3,70,720,1053,1,18,,1,2,64,124,1,4,,2,86,08,04,07,06,034,1,2,2,1,1,8,18,1244,18,617,61,,70,2,7,,138,95,,5,2,1,1,2,4
64WN00493,64,2,1678,3,70,730,0938,1,18,,3,3,60,120,1,1,,1,69,09,05,09,09,039,27,2,2,1,3,8,18,1132,18,508,50,,70,2,8,2,121,80,,4,3,3,3,2,1
64WN00494,64,2,1680,3,70,720,1098,1,18,,1,2,64,124,1,1,,1,74,06,03,09,09,037,1,2,2,1,1,8,18,1244,18,532,53,,70,2,2,,150,80,,4,2,1,1,2,4
64WN00495,64,1,1681,3,72,890,0191,1,18,,1,4,60,120,1,4,,2,86,08,04,07,09,044,25,2,3,2,1,8,18,1152,18,622,62,,72,3,2,6,143,114,,5,4,1,1,3,1
64WN00496,64,1,1682,3,70,730,8803,1,17,,5,7,60,120,1,5,,1,73,08,03,09,11,039,16,2,2,1,5,7,18,1132,18,525,52,,70,2,5,3,152,100,,4,5,5,2,2,1
64WN00497,64,2,1683,3,70,730,8803,1,17,,5,7,60,120,1,1,,1,74,09,03,09,09,041,12,2,2,1,5,7,18,1132,18,522,52,,70,2,2,,143,114,,4,5,5,2,2,1
64WN00498,64,2,1684,3,70,720,0618,1,18,,1,3,64,124,1,1,,1,81,08,03,08,07,043,1,2,2,1,1,8,18,1244,18,573,57,,70,2,3,,138,100,,4,3,1,1,2,4
64WN00499,64,1,1685,3,70,730,0822,1,18,,1,3,60,120,1,1,,1,79,07,03,08,10,036,8,2,2,1,1,8,18,1132,18,567,56,,70,2,7,,142,110,,4,3,1,1,2,1
64WN00500,64,2,1686,3,70,720,9444,1,17,,1,6,64,124,1,1,,1,88,06,03,06,06,040,1,2,2,1,1,7,18,1244,18,623,62,,70,2,3,,148,108,,4,4,1,1,2,4
64WN00501,64,2,1687,3,70,730,0138,1,18,,5,4,60,120,1,1,,1,58,09,04,09,12,031,28,2,2,1,5,8,18,1132,18,402,40,,70,2,2,2,121,98,,4,4,5,2,2,1
64WN00502,64,1,1688,3,70,730,0138,1,18,,5,4,60,120,1,2,,1,57,08,04,10,12,028,31,2,2,1,5,8,18,1132,18,405,40,,70,2,5,3,124,84,,4,4,5,2,2,1
64WN00503,64,1,1689,3,70,720,1042,1,18,,1,2,64,124,3,2,,2,99,08,06,08,07,039,1,2,2,1,1,8,18,1244,18,702,70,,70,2,2,6,150,120,,5,2,1,1,2,4
64WN00504,64,2,1691,3,70,730,9176,1,17,,3,7,60,120,1,1,,1,77,08,04,09,09,036,6,2,2,1,3,7,18,1132,18,565,56,,70,2,5,,138,92,,4,5,3,3,2,1
64WN00505,64,2,1693,3,70,730,0599,1,18,,1,3,60,120,1,1,,1,89,08,03,08,08,043,34,2,3,2,1,8,18,1132,18,653,65,,70,2,3,,148,106,,4,3,1,1,2,1
64WN00506,64,2,1694,3,70,720,1264,1,18,,1,2,64,124,1,1,,1,65,07,03,07,09,037,1,2,3,2,1,8,18,1244,18,450,45,,70,2,0,,135,92,,4,2,1,1,2,4
64WN00507,64,2,1695,3,72,970,1281,1,18,,1,2,60,120,1,1,,2,80,06,04,09,09,038,35,2,2,1,1,8,18,1301,18,570,57,,72,3,0,,152,116,,5,2,1,1,3,1
64WN00508,64,1,1696,3,70,730,9400,1,17,,5,6,60,120,1,4,,1,76,09,04,08,10,037,16,2,2,1,5,7,18,1132,18,562,56,,70,2,2,6,138,86,-,4,4,5,2,2,1
64WN00509,64,1,1697,3,70,730,9400,1,17,,5,6,60,120,1,2,,1,70,09,04,09,10,037,27,2,2,1,5,7,18,1132,18,498,49,,70,2,8,3,132,102,-,4,4,5,2,2,1
64WN00510,64,2,1698,3,70,720,9888,1,17,,5,5,64,124,1,1,,2,81,07,03,07,07,045,1,2,2,1,5,7,18,1244,18,569,56,,70,2,9,,155,104,-,5,4,5,2,2,4
64WN00511,64,1,1699,3,70,720,9888,1,17,,5,5,64,124,1,2,,1,78,08,03,08,09,036,1,2,2,1,5,7,18,1244,18,545,54,,70,2,5,6,146,104,-,4,4,5,2,2,4
64WN00512,64,2,1700,3,70,720,1194,1,18,,1,2,64,124,1,1,,2,73,06,03,08,08,036,1,2,2,1,1,8,18,1244,18,521,52,,70,2,1,,145,84,,5,2,1,1,2,4
64WN00513,64,1,1701,3,70,730,9197,1,17,,5,6,60,120,1,1,,1,69,08,04,10,12,032,11,2,2,1,5,7,18,1132,18,487,48,,70,2,7,6,137,106,,4,4,5,2,2,1
64WN00514,64,1,1702,3,70,730,9197,1,17,,5,6,60,120,1,2,,1,80,07,04,09,10,032,27,2,2,1,5,7,18,1132,18,573,57,,70,2,3,6,149,112,,4,4,5,2,2,1
64WN00515,64,1,1703,3,70,720,0922,1,18,,1,3,64,124,3,2,,2,82,06,03,08,08,038,1,2,2,1,1,8,18,1244,18,584,58,,70,2,4,6,148,96,,5,3,1,1,2,4
64WN00516,64,1,1704,3,70,720,0009,1,18,,5,5,60,120,1,5,,1,78,06,03,09,11,039,12,2,2,1,5,8,18,1244,18,560,56,,70,2,0,3,162,108,,4,4,5,2,2,1
64WN00517,64,1,1705,3,70,720,0009,1,18,,5,5,60,120,1,4,,1,81,07,04,09,08,033,13,2,2,1,5,8,18,1244,18,588,58,,70,2,8,6,144,104,,4,4,5,2,2,1
64WN00518,64,1,1706,3,70,720,0763,1,18,,1,3,63,123,3,4,,2,84,08,04,08,08,037,1,2,2,1,1,8,18,1244,18,598,59,,70,2,8,6,136,105,,5,3,1,1,2,4
64WN00519,64,2,1707,3,70,720,1036,1,18,,1,2,63,123,1,1,,1,83,07,04,07,07,046,1,2,3,2,1,8,18,1244,18,595,59,,70,2,5,,151,98,,4,2,1,1,2,4
64WN00520,64,1,1708,3,70,720,9748,1,17,,5,5,63,123,1,2,,1,60,08,04,09,10,037,1,2,2,1,5,7,18,1244,18,404,40,,70,2,4,3,128,103,,4,4,5,2,2,4
64WN00521,64,1,1709,3,70,720,9748,1,17,,5,5,63,123,1,4,,1,65,10,03,09,10,032,1,2,2,1,5,7,18,1244,18,447,44,,70,2,7,3,124,100,,4,4,5,2,2,4
64WN00522,64,2,1710,3,70,730,1276,1,18,,1,2,59,119,1,1,,1,64,09,04,10,11,040,15,2,3,2,1,8,18,1132,18,454,45,,70,2,4,2,128,100,,4,2,1,1,2,1
64WN00523,64,1,1711,3,72,980,8680,1,17,,5,8,59,119,1,2,,2,70,09,04,10,11,036,7,2,2,1,5,7,18,1257,18,483,48,,7K,3,3,6,138,125,,5,5,5,2,3,1
64WN00524,64,2,1712,3,72,980,8680,1,17,,5,8,59,119,1,1,,1,79,07,04,08,09,039,16,2,2,1,5,7,18,1257,18,562,56,,7K,3,2,,154,121,,4,5,5,2,3,1
64WN00525,64,1,1713,3,70,730,0988,1,18,,1,3,59,119,1,1,,2,98,09,03,08,08,037,1,2,3,2,1,8,18,1132,18,720,72,,70,2,0,6,147,123,,5,3,1,1,2,1
64WN00526,64,1,1714,3,70,720,9307,1,17,,5,6,63,123,1,2,,2,77,08,04,08,09,040,1,2,2,1,5,7,18,1244,18,546,54,,70,2,6,6,145,99,,5,4,5,2,2,4
64WN00527,64,1,1715,3,70,720,9307,1,17,,5,6,63,123,1,1,,1,51,08,04,10,13,032,1,2,2,1,5,7,18,1244,18,324,32,,70,2,4,6,124,112,,4,4,5,2,2,4
64WN00528,64,2,1716,3,70,730,0735,1,18,,1,3,59,119,1,1,,1,87,08,04,07,07,044,37,2,2,1,1,8,18,1132,18,635,63,,70,2,5,,141,114,,4,3,1,1,2,1
64WN00529,64,2,1717,3,70,730,0235,1,18,,5,4,59,119,1,1,,1,64,09,03,08,10,039,37,2,2,1,5,8,18,1132,18,464,46,,70,2,4,2,132,88,,4,4,5,2,2,1
64WN00530,64,1,1718,3,70,730,0235,1,18,,5,4,59,119,1,4,,2,62,08,04,09,12,035,39,2,2,1,5,8,18,1132,18,439,43,,70,2,9,3,134,98,,5,4,5,2,2,1
64WN00531,64,2,1719,3,72,870,1267,1,18,,1,2,59,119,1,3,,2,54,12,04,09,11,031,2,2,2,1,1,8,18,1266,18,366,36,,72,3,6,,96,104,,5,2,1,1,3,1
64WN00532,64,2,1720,3,70,720,1157,1,18,,1,2,59,119,1,1,,2,77,05,03,09,10,038,12,2,2,1,1,8,18,1244,18,566,56,,70,2,6,,160,96,,5,2,1,1,2,1
64WN00533,64,2,1722,3,72,940,0572,1,18,,3,4,59,119,1,4,,1,84,09,06,07,07,040,40,2,2,1,3,8,18,1101,18,624,62,,72,3,4,,128,98,,4,4,3,3,3,1
64WN00534,64,2,1723,3,72,860,0883,1,18,,1,3,59,119,1,1,,1,72,14,03,09,08,035,11,2,2,1,1,8,18,1283,18,511,51,,72,3,1,,95,112,,4,3,1,1,3,1
64WN00535,64,2,1724,3,70,720,1062,1,18,,1,2,59,119,1,1,,2,83,05,04,08,07,039,32,2,2,1,1,8,18,1244,18,613,61,,70,2,3,,156,100,,5,2,1,1,2,1
64WN00536,64,1,1725,3,70,710,0145,1,18,,1,4,59,119,1,2,,2,100,08,04,06,07,047,32,2,3,2,1,8,18,0821,18,724,72,,70,2,4,6,155,138,,5,4,1,1,2,1
64WN00537,64,1,1726,3,70,720,0660,1,18,,5,3,63,123,1,1,,2,80,05,04,08,10,037,1,2,2,1,5,8,18,1244,18,545,54,,70,2,5,6,165,130,,5,3,5,2,2,4
64WN00538,64,2,1727,3,70,720,0660,1,18,,5,3,63,123,3,1,,1,68,06,03,08,08,034,1,2,2,1,5,8,18,1244,18,473,47,,70,2,3,2,144,98,,4,3,5,2,2,4
64WN00539,64,1,1728,3,70,720,0078,1,18,,1,5,59,119,1,1,,1,96,08,04,07,07,040,13,2,2,1,1,8,18,1244,18,709,70,,70,2,9,6,145,116,,4,4,1,1,2,1
64WN00540,64,2,1729,3,70,730,1251,1,18,,1,2,58,118,1,1,,1,63,08,04,09,09,029,27,2,2,1,1,8,18,1132,18,466,46,,70,2,6,2,120,80,,4,2,1,1,2,1
64WN00541,64,2,1730,3,70,730,1300,1,18,,1,2,58,118,1,1,,1,55,09,04,08,12,038,35,2,3,2,1,8,18,1132,18,381,38,,70,2,1,2,121,100,,4,2,1,1,2,1
64WN00542,64,1,1731,3,70,720,9460,1,17,,5,6,62,122,1,2,,1,69,08,04,08,08,040,1,2,2,1,5,7,18,1244,18,480,48,,70,2,0,6,135,104,,4,4,5,2,2,4
64WN00543,64,2,1732,3,70,720,9460,1,17,,5,6,62,122,1,1,,2,69,08,03,09,09,038,1,2,2,1,5,7,18,1244,18,485,48,,70,2,5,,139,98,,5,4,5,2,2,4
64WN00544,64,2,1733,3,70,720,1123,1,18,,1,2,58,118,1,1,,2,75,06,04,08,09,034,28,2,2,1,1,8,18,1244,18,553,55,,70,2,3,,145,98,,5,2,1,1,2,1
64WN00545,64,2,1734,3,72,900,7979,1,17,,5,9,61,121,1,1,,1,56,11,04,08,09,038,20,2,2,1,5,7,18,1169,18,387,38,,7K,3,7,,118,92,1,4,5,5,2,3,2
64WN00546,64,2,1735,3,72,900,7979,1,17,,5,9,61,121,1,1,,2,72,10,04,07,08,038,6,2,2,1,5,7,18,1169,18,510,51,,7K,3,0,,135,103,,5,5,5,2,3,2
64WN00547,64,2,1736,3,70,720,0992,1,18,,3,3,58,118,1,1,,3,82,08,03,05,07,057,31,5,7,3,3,8,18,1244,18,610,61,,70,2,0,2,155,100,,3,3,3,3,2,1
64WN00548,64,1,1738,3,70,720,1106,1,18,,1,2,58,118,1,2,,1,88,08,08,07,07,040,36,2,2,1,1,8,18,1244,18,653,65,,70,2,3,3,133,110,,4,2,1,1,2,1
64WN00549,64,2,1739,3,70,730,9016,1,17,,5,7,58,118,1,1,,3,63,09,04,09,10,041,18,2,2,1,5,7,18,1132,18,446,44,,70,2,6,2,132,104,,3,5,5,2,2,1
64WN00550,64,2,1740,3,70,730,9016,1,17,,5,7,58,118,1,1,,1,63,09,04,08,10,040,31,2,2,1,5,7,18,1132,18,450,45,,70,2,0,2,132,99,,4,5,5,2,2,1
64WN00551,64,1,1742,3,70,730,9828,1,17,,3,5,58,118,1,2,,1,90,08,03,08,09,038,39,2,2,1,3,7,18,1132,18,688,68,,70,2,8,6,154,88,,4,4,3,3,2,1
64WN00552,64,2,1743,3,70,730,0464,1,18,,5,4,58,118,1,1,,1,67,07,04,09,08,038,31,2,2,1,5,8,18,1132,18,491,49,,70,2,1,,135,91,,4,4,5,2,2,1
64WN00553,64,2,1744,3,70,730,0464,1,18,,5,4,58,118,1,1,,1,65,10,03,10,11,033,15,2,2,1,5,8,18,1132,18,483,48,,70,2,3,2,126,80,,4,4,5,2,2,1
64WN00554,64,1,1745,3,70,730,0210,1,18,,1,4,58,118,1,1,,2,96,07,04,09,09,032,16,2,2,1,1,8,18,1132,18,708,70,,70,2,8,6,150,125,,5,4,1,1,2,1
64WN00555,64,2,1746,3,72,890,1168,1,18,,1,2,61,121,1,1,,1,67,09,04,07,07,039,20,2,2,1,1,8,18,1152,18,475,47,,72,3,5,,127,95,,4,2,1,1,3,2
64WN00556,64,1,1747,3,70,730,9949,1,17,,5,5,58,118,1,4,,3,65,09,04,08,10,038,13,2,2,1,5,7,18,1132,18,467,46,,70,2,7,3,128,99,,3,4,5,2,2,1
64WN00557,64,1,1748,3,70,730,9949,1,17,,5,5,58,118,1,5,,1,74,09,04,10,10,035,6,2,2,1,5,7,18,1132,18,529,52,,70,2,9,3,135,116,,4,4,5,2,2,1
64WN00558,64,2,1749,3,70,720,0176,1,18,,1,4,61,121,3,1,,1,79,07,04,09,08,036,21,2,2,1,1,8,18,1244,18,550,55,,70,2,0,2,141,124,,4,4,1,1,2,2
64WN00559,64,2,1750,3,70,710,1297,1,18,,1,2,58,118,2,1,,1,72,07,04,09,09,030,34,2,2,1,1,8,18,0821,18,531,53,,70,2,1,,135,94,,4,2,1,1,2,2
64WN00560,64,2,1751,3,72,880,0112,1,18,,5,4,61,121,1,3,,1,66,08,05,08,08,030,4,2,2,1,5,8,18,1256,18,488,48,,72,3,8,2,126,70,,4,4,5,2,3,2
64WN00561,64,1,1752,3,72,880,0112,1,18,,5,4,61,121,1,7,,2,65,10,05,11,10,030,20,2,2,1,5,8,18,1256,18,456,45,,72,3,6,,122,98,,5,4,5,2,3,2
64WN00562,64,1,1753,3,72,840,0512,1,18,,3,4,58,118,1,6,,1,85,14,10,10,10,033,6,2,2,1,3,8,18,1195,18,632,63,,72,3,2,,91,104,,4,4,3,3,3,1
64WN00563,64,2,1756,3,72,810,1034,1,18,,1,2,58,118,1,1,,1,58,10,04,09,09,038,37,2,2,1,1,8,18,1215,18,407,40,,72,3,7,,111,100,,4,2,1,1,3,1
64WN00564,64,2,1757,3,72,840,0962,1,18,,5,3,58,118,1,3,,1,67,13,03,08,09,041,27,4,5,2,5,8,18,1195,18,483,48,,72,3,3,,115,100,,4,3,5,2,3,1
64WN00565,64,1,1758,3,72,840,0962,1,18,,5,3,58,118,1,2,,1,66,13,04,10,11,042,3,2,3,2,5,8,18,1195,18,471,47,,72,3,1,6,116,104,,4,3,5,2,3,1
64WN00566,64,2,1759,3,72,990,0977,1,18,,1,3,57,117,1,3,,2,92,09,03,08,08,032,16,1,2,2,1,8,18,1091,18,663,66,,72,3,3,,139,144,,5,3,1,1,3,1
64WN00567,64,2,1760,3,72,980,0773,1,18,,5,3,60,120,1,1,,1,70,09,04,08,09,035,2,2,2,1,5,8,18,1257,18,488,48,,72,3,8,,136,115,,4,3,5,2,3,2
64WN00568,64,1,1761,3,72,980,0773,1,18,,5,3,60,120,1,5,,1,68,08,03,08,10,035,13,2,2,1,5,8,18,1257,18,483,48,,72,3,3,6,146,100,,4,3,5,2,3,2
64WN00569,64,2,1762,3,72,880,1030,1,18,,1,2,57,117,2,3,,1,77,09,04,08,09,032,31,2,2,1,1,8,18,1256,18,552,55,,72,3,2,,131,124,,4,2,1,1,3,1
64WN00570,64,2,1763,3,70,730,1211,1,18,,1,2,57,117,2,1,,1,66,08,03,09,10,041,6,2,2,1,1,8,18,1132,18,473,47,,70,2,3,,137,107,,4,2,1,1,2,1
64WN00571,64,1,1764,3,70,720,8978,1,17,,8,7,59,119,1,2,,6,82,09,03,08,09,039,2,2,2,1,8,7,18,1244,18,600,60,,70,2,0,3,152,106,,7,5,7,3,2,2
64WN00572,64,2,1766,3,70,720,8978,1,17,,7,7,57,117,1,1,,1,86,09,03,07,07,051,11,5,7,3,7,7,18,1244,18,667,66,,70,2,7,2,152,80,,4,5,7,3,2,1
64WN00573,64,1,1767,3,72,890,8823,1,17,,9,7,59,119,1,4,,2,70,09,03,07,08,034,5,2,3,2,9,7,18,1152,18,518,51,,72,3,8,,140,83,,5,5,0,2,3,2
64WN00574,64,2,1768,3,72,890,8823,1,17,,9,7,60,120,1,1,,2,58,08,03,08,08,033,15,2,2,1,9,7,18,1152,18,418,41,,72,3,8,,132,78,,5,5,0,2,3,2
64WN00575,64,2,1769,3,72,890,8823,1,17,,8,7,60,120,1,1,,1,78,08,06,07,07,034,20,2,2,1,8,7,18,1152,18,591,59,,72,3,1,,133,71,,4,5,0,3,3,2
64WN00576,64,1,1770,3,72,890,8823,1,17,,8,7,60,120,1,4,,1,62,10,07,09,08,032,11,2,2,1,8,7,18,1152,18,462,46,,72,3,2,6,105,66,,4,5,0,3,3,2
64WN00577,64,1,1771,3,72,930,0184,1,18,,5,4,60,120,1,4,,4,73,09,07,10,08,028,6,2,2,1,5,8,18,1187,18,529,52,,72,3,9,6,120,95,,6,4,5,2,3,2
64WN00578,64,2,1772,3,72,930,0184,1,18,,5,4,60,120,1,1,,2,63,09,07,09,08,040,12,2,2,1,5,8,18,1187,18,438,43,,72,3,8,,118,104,,5,4,5,2,3,2
64WN00579,64,1,1773,3,70,720,0199,1,18,,1,4,59,119,1,4,,6,93,07,04,06,08,036,4,2,2,1,1,8,18,1244,18,670,67,,70,2,0,3,155,133,,7,4,1,1,2,2
64WN00580,64,2,1774,3,70,730,0167,1,18,,3,4,60,120,1,1,,3,56,09,04,09,09,024,3,2,3,2,3,8,18,1132,18,381,38,,70,2,1,2,107,103,,3,4,3,3,2,2
64WN00581,64,1,1776,3,70,720,9870,1,17,,5,5,60,120,1,6,,2,84,08,03,08,09,042,8,2,2,1,5,7,18,1244,18,601,60,,70,2,1,6,163,119,,5,4,5,2,2,2
64WN00582,64,1,1777,3,70,720,9870,1,17,,5,5,60,120,2,2,,2,78,08,03,09,10,035,13,2,2,1,5,7,18,1244,18,548,54,,70,2,8,,155,123,,5,4,5,2,2,2
64WN00583,64,1,1778,3,70,730,0951,1,18,,1,3,60,120,1,2,,2,86,08,04,06,09,040,13,2,2,1,1,8,18,1132,18,628,62,,70,2,8,6,149,106,,5,3,1,1,2,2
64WN00584,64,1,1779,3,70,720,9202,1,17,,5,6,61,121,1,1,,2,74,08,03,08,08,039,1,2,2,1,5,7,18,1244,18,523,52,,70,2,3,6,143,107,,5,4,5,2,2,4
64WN00585,64,1,1780,3,70,720,9202,1,17,,5,6,61,121,1,2,,1,78,09,03,06,09,043,1,2,3,2,5,7,18,1244,18,545,54,,70,2,5,6,147,120,,4,4,5,2,2,4
64WN00586,64,1,1781,3,70,730,1226,1,18,,1,2,59,119,1,2,,1,75,11,05,08,09,037,3,2,2,1,1,8,18,1132,18,526,52,,70,2,6,3,126,124,,4,2,1,1,2,2
64WN00587,64,2,1784,3,70,730,8553,1,17,,1,8,60,120,1,1,,1,79,08,03,07,07,041,1,2,3,2,1,7,18,1132,18,556,55,,70,2,6,,144,123,,4,5,1,1,2,2
64WN00588,64,1,1785,3,72,960,9249,1,17,,5,6,60,120,1,5,,2,62,11,05,09,09,032,3,2,2,1,5,7,18,1171,18,421,42,,72,3,1,,112,115,,5,4,5,2,3,2
64WN00589,64,2,1786,3,72,960,9249,1,17,,5,6,60,120,1,1,,1,59,11,04,09,10,028,4,2,2,1,5,7,18,1171,18,422,42,,72,3,2,2,112,84,,4,4,5,2,3,2
64WN00590,64,2,1787,3,70,720,0334,1,18,,1,4,59,119,1,1,,1,84,07,04,06,05,043,2,2,3,2,1,8,18,1244,18,618,61,,70,2,8,,142,105,,4,4,1,1,2,2
64WN00591,64,1,1788,3,70,720,0902,1,18,,1,3,60,120,1,1,,2,91,07,05,10,11,031,7,2,2,1,1,8,18,1244,18,666,66,,70,2,6,3,155,111,1,5,3,1,1,2,2
64WN00592,64,2,1789,3,70,720,0647,1,18,,3,3,60,120,1,1,,1,68,07,04,08,08,037,11,2,2,1,3,8,18,1244,18,504,50,,70,2,4,,138,75,,4,3,3,3,2,2
64WN00593,64,2,1790,3,70,720,1143,1,18,,1,2,60,120,1,1,,1,64,07,04,10,09,038,12,2,2,1,1,8,18,1244,18,460,46,,70,2,0,,139,88,,4,2,1,1,2,2
64WN00594,64,1,1791,3,70,730,8846,1,17,,1,7,58,118,1,2,,2,86,08,04,08,08,033,5,2,2,1,1,7,18,1132,18,642,64,,70,2,2,,145,103,,5,5,1,1,2,2
64WN00595,64,2,1792,3,72,860,1302,1,18,,1,2,59,119,1,5,,1,71,09,04,09,07,035,14,2,2,1,1,8,18,1283,18,495,49,,72,3,5,2,129,121,,4,2,1,1,3,2
64WN00596,64,2,1793,3,70,720,0385,1,18,,1,4,59,119,1,1,,2,83,05,04,06,07,038,6,2,2,1,1,8,18,1244,18,607,60,,70,2,7,,153,108,,5,4,1,1,2,2
64WN00597,64,2,1795,3,70,720,9846,1,17,,3,5,59,119,1,1,,1,78,06,03,08,08,041,5,2,2,1,3,7,18,1244,18,566,56,,70,2,6,,158,107,,4,4,3,3,2,2
64WN00598,64,2,1796,3,72,970,9585,1,17,,5,6,59,119,1,1,,1,66,11,04,09,09,030,7,2,2,1,5,7,18,1301,18,459,45,,72,3,9,,118,114,,4,4,5,2,3,2
64WN00599,64,1,1797,3,72,970,9585,1,17,,5,6,59,119,1,5,,2,78,12,04,09,09,028,21,1,2,2,5,7,18,1301,18,553,55,,72,3,3,6,125,122,,5,4,5,2,3,2
64WN00600,64,2,1798,3,70,730,0137,1,18,,5,4,59,119,1,1,,1,84,07,03,07,07,036,4,2,2,1,5,8,18,1132,18,610,61,,70,2,0,,158,114,,4,4,5,2,2,2
