UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
99WN01129, 99640939,99,K0939,64,1,00,05,51,8,2,2,6.0,6,4,2,105,223,118,13,11.8,51,75,0.536,76,1,1,,4-,0,H,,,F4-,K8762,63,S3692,10,00,3,93,250,5,5,0,1.83,100.9,3,82,0,,4,4,8,CN,,
99WN01130, 99640940,99,K0940,64,2,00,05,52,8,2,2,3.0,3,3,2,105,223,118,14,11.1,56,82,0.601,83,1,1,,,0,H,,,PINK X,K9286,63,K9077,63,00,3,93,270,5,6,0,1.53,121.5,3,94,0,,2,2,4,CC,,
99WN01131, 99640941,99,K0941,64,1,00,05,52,8,2,2,3.0,3,3,2,105,223,118,13,14.8,72,81,0.561,82,1,1,,,0,H,,,,K9286,63,K9077,63,00,3,93,250,5,4,0,1.53,121.5,3,95,0,,3,2,5,C?,,
99WN01132, 99640942,99,K0942,64,1,68,06,01-,8,2,2,4.0,4,4,2,105,223,118,18,15.7,73,100,0.714,101,1,1,,,7,.,GXE,,BUCK twin!,J0093,00,K8053,63,60,1,,0,5,5,116,2.02,167.9,1,102,0,,0,0,0,,,
99WN01133, 99640943,99,K0943,64,1,68,06,01-,8,2,2,4.0,4,4,2,105,223,118,15,15.1,78,112,0.821,114,1,1,,,7,.,GXE,,BUCK twin!,J0093,00,K8053,63,60,1,,0,5,5,126,2.02,167.9,1,118,0,,0,0,0,,,
99WN01134, 99640944,99,K0944,64,2,00,05,53,5,1,1,2.0,2,2,2,105,223,118,3,13.5,75,102,0.75,104,1,1,,,0,H,,,,K9643,63,K9941,63,00,3,93,270,1,1,0,1.77,134.4,3,114,0,,4,3,7,CN,,
99WN01135, 99640946,99,K0946,64,2,68,06,06-,8,2,2,5.0,5,4,2,105,223,118,3,12.1,61,87,0.635,88,1,1,,,7,.,GXE,e11,,K9884,63,K7387,63,61,1,,0,5,5,115,1.77,155.8,1,100,0,,0,0,0,,,
99WN01136, 99640947,99,K0947,64,2,68,06,06-,8,2,2,5.0,5,4,2,105,223,118,1,13.0,75,106,0.788,108,1,1,,,7,.,GXE,e10,4TEATS,K9884,63,K7387,63,61,1,,0,5,5,126,1.77,155.8,1,116,0,,0,0,0,,,
99WN01137, 99640948,99,K0948,64,3,68,06,06-,6,2,2,5.0,5,4,2,106,223,117,2,8.7,46,75,0.567,77,1,1,,,7,.,GXE,,,K9884,63,K7553,63,61,3,93,270,5,5,96,1.77,127.9,3,91,0,,0,0,0,,,
99WN01138, 99640949,99,K0949,64,1,00,05,e10,5,1,1,1.0,1,1,2,106,223,117,19,10.3,66,98,0.75,100,1,1,,,0,H,,,,K9738,63,K0270,64,00,1,,0,1,1,0,1.63,128.6,1,98,0,,1,1,2,CC,,
99WN01139, 99640952,99,K0952,64,1,68,06,05-,9,3,2,4.0,4,4,2,106,223,117,13,10.3,65,99,0.758,101,1,1,,,7,.,GXE,,,K9464,63,K7767,63,60,1,,0,8,5,111,2.02,143.9,1,104,0,,0,0,0,,,
99WN01140, 99640953,99,K0953,64,1,68,06,05-,9,3,2,4.0,4,4,2,106,223,117,14,9.8,62,99,0.762,101,1,1,,,7,.,GXE,,,K9464,63,K7767,63,60,1,,0,8,5,111,2.02,143.9,1,105,0,,0,0,0,,,
99WN01141, 99640954,99,K0954,64,1,68,06,02-,8,2,1,4.0,4,4,2,106,223,117,5,13.0,84,123,0.94,126,1,1,,,7,.,GXE,,,J0131,00,K8123,63,62,1,,0,3,2,128,1.77,137.6,1,132,0,,0,0,0,,,
99WN01142, 99640956,99,K0956,64,2,00,05,54,8,2,2,2.0,2,2,2,106,223,117,8,11.0,59,82,0.607,84,1,1,,,0,H,,,,K9992,63,K9922,63,00,3,93,270,5,4,0,1.6,115.6,3,93,0,,3,3,6,C?,,
99WN01143, 99640957,99,K0957,64,2,00,05,54,8,2,2,2.0,2,2,2,106,223,117,1,9.2,38,53,0.374,54,1,1,,,0,H,,,"FX.LEG,EUTH",K9992,63,K9922,63,00,6,54,196,5,6,0,1.6,115.6,6,,0,,1,1,2,CC,,
99WN01144, 99640958,99,K0958,64,3,68,06,e.7,5,1,1,1.0,1,1,H,106,229,123,1,12.2,0,106,0.763,104,1,1,,,7,.,GXE,,,K9765,63,K0108,64,60,3,93,270,1,1,119,1.63,129.4,3,112,0,,0,0,0,,,
99WN01145, 99640959,99,K0959,64,3,68,06,e.7,5,1,1,1.0,1,1,2,106,223,117,20,13.8,68,100,0.737,102,1,1,,,7,.,GXE,,,K9765,63,K0434,64,60,3,93,270,1,1,117,1.63,129.0,3,105,0,,0,0,0,,,
99WN01146, 99640960,99,K0960,64,2,00,05,53,8,2,2,6.0,6,4,2,106,223,117,2,11.7,64,77,0.558,79,1,1,,,0,H,,e11,4TEATS,K9643,63,K6990,63,00,1,,0,5,5,0,1.79,142.7,1,93,0,,2,2,4,CC,,
99WN01147, 99640961,99,K0961,64,1,00,05,53,8,2,2,6.0,6,4,2,106,223,117,11,11.3,61,76,0.553,78,1,1,,,0,H,,,4TEATS,K9643,63,K6990,63,00,3,93,250,5,5,0,1.79,142.7,3,84,0,,1,1,2,CC,,
99WN01148, 99640962,99,K0962,64,1,00,05,51,8,2,2,3.0,3,3,2,106,223,117,11,13.3,56,78,0.553,80,1,1,,,0,H,,,,K8762,63,K8563,63,00,3,93,250,5,5,0,1.53,128.1,3,84,0,,3,3,6,C?,,
99WN01149, 99640963,99,K0963,64,1,00,05,51,8,2,2,3.0,3,3,2,106,223,117,20,14.2,70,102,0.75,104,1,1,,,0,H,,,,K8762,63,K8563,63,00,3,93,250,5,5,0,1.53,128.1,3,104,0,,3,3,6,C?,,
99WN01150, 99640964,99,K0964,64,1,68,06,06-,8,2,2,2.0,2,2,2,106,223,117,13,10.4,54,69,0.501,71,1,1,,,7,.,GXE,,,K9884,63,K9479,63,68,3,93,250,5,5,88,1.77,142.4,3,72,0,,0,0,0,,,
99WN01151, 99640965,99,K0965,64,3,68,06,06-,8,2,2,2.0,2,2,2,106,223,117,14,11.7,69,100,0.755,102,3,1,,,7,.,GXE,,BLK.FEET,K9884,63,K9479,63,68,3,93,270,5,5,121,1.77,142.4,3,111,0,,0,0,0,,,
99WN01152, 99640967,99,K0967,64,1,00,05,54,8,2,1,5.0,5,4,2,106,223,117,6,13.3,76,106,0.792,108,1,1,,,0,H,,,,K9992,63,K7430,63,00,3,93,250,3,2,0,1.77,141.0,3,108,0,,3,3,6,C?,,
99WN01153, 99640968,99,K0968,64,3,68,06,e.6,5,1,1,1.0,1,1,2,106,223,117,10,16.6,63,72,0.474,73,1,1,,,7,.,GXE,,,K9680,63,K0458,64,62,3,93,270,1,1,92,1.63,123.2,3,93,0,,0,0,0,,,
99WN01154, 99640969,99,K0969,64,1,00,05,e10,5,1,1,1.0,1,1,2,106,223,117,8,10.8,60,84,0.626,86,1,1,,,0,H,,,X,K9738,63,K0115,64,00,3,93,250,1,1,0,1.63,125.8,3,89,0,,2,1,3,CC,,
99WN01155, 99640970,99,K0970,64,1,68,06,01-,9,3,2,3.0,3,3,2,106,223,117,8,14.1,65,92,0.666,94,1,1,,,7,.,GXE,,,J0093,00,K8900,63,62,1,,0,8,4,106,2.1,147.3,1,98,0,,0,0,0,,,
99WN01156, 99640971,99,K0971,64,2,68,06,03-,8,2,2,4.0,4,4,2,106,223,117,3,10.1,60,85,0.64,87,1,1,,,7,.,GXE,e11,,K9689,63,K8245,63,61,1,,0,5,5,107,1.77,138.4,1,98,0,,0,0,0,,,
99WN01157, 99640972,99,K0972,64,2,68,06,03-,8,2,2,4.0,4,4,2,106,223,117,3,10.6,63,85,0.636,87,1,1,,,7,.,GXE,e11,,K9689,63,K8245,63,61,1,,0,5,5,107,1.77,138.4,1,94,0,,0,0,0,,,
99WN01158, 99640973,99,K0973,64,3,68,06,e.7,5,1,1,1.0,1,1,2,107,223,116,12,13.9,72,99,0.734,102,1,1,,,7,.,GXE,,,K9765,63,K0135,64,60,3,93,270,1,1,117,1.63,129.0,3,115,0,,0,0,0,,,
99WN01159, 99640974,99,K0974,64,1,68,06,05-,8,2,2,2.0,2,2,2,107,223,116,15,10.0,53,73,0.543,75,1,1,,,7,.,GXE,,,K9464,63,K9337,63,68,3,93,250,5,5,89,1.77,137.3,3,75,0,,0,0,0,,,
99WN01160, 99640975,99,K0975,64,1,68,06,05-,8,2,2,2.0,2,2,2,107,223,116,6,11.2,49,77,0.567,79,1,1,,,7,.,GXE,,,K9464,63,K9337,63,68,3,93,250,5,5,92,1.77,137.3,3,82,0,,0,0,0,,,
99WN01161, 99640976,99,K0976,64,1,68,06,01-,8,2,2,7.0,7,5,2,107,223,116,8,10.6,53,83,0.624,85,1,1,,,7,.,GXE,,,J0093,00,K6627,63,60,3,93,250,5,5,92,1.36,115.0,3,88,0,,0,0,0,,,
99WN01162, 99640977,99,K0977,64,1,68,06,01-,8,2,2,7.0,7,5,2,107,223,116,1,10.0,51,85,0.647,88,1,1,,,7,.,GXE,,,J0093,00,K6627,63,60,3,93,250,5,5,94,1.36,115.0,3,92,0,,0,0,0,,,
99WN01163, 99640978,99,K0978,64,2,00,05,52,8,2,2,4.0,4,4,2,107,223,116,4,12.4,64,86,0.634,89,1,1,,,0,H,,,CLPG4,K9286,63,S5566,10,00,P,99,365,5,5,0,1.5,105.5,P,102,0,,3,4,7,CN,,
99WN01164, 99640979,99,K0979,64,1,00,05,52,8,2,2,4.0,4,4,2,107,223,116,4,13.3,72,72,0.506,74,1,1,,,0,H,,,,K9286,63,S5566,10,00,3,93,250,5,5,0,1.5,105.5,3,83,0,,2,1,3,CC,,
99WN01165, 99640980,99,K0980,64,1,68,06,05-,8,2,2,4.0,4,4,1,107,221,114,19,14.2,62,91,0.674,95,1,1,,,7,.,GXE,,X,K9464,63,K7908,63,61,3,93,250,5,5,106,1.89,144.7,3,96,0,,0,0,0,,,
99WN01166, 99640981,99,K0981,64,1,68,06,05-,8,2,2,4.0,4,4,1,107,221,114,22,13.4,59,80,0.584,84,1,1,,,7,.,GXE,,,K9464,63,K7908,63,61,3,93,250,5,5,98,1.89,144.7,3,93,0,,0,0,0,,,
99WN01167, 99640982,99,K0982,64,2,68,06,e.7,5,1,1,1.0,1,1,2,107,223,116,11,14.3,64,89,0.644,92,1,1,,,7,.,GXE, 30,4TEATS,K9765,63,K0174,64,60,2,92,266,1,1,105,1.63,127.0,2,104,103,,0,0,0,,,
99WN01168, 99640983,99,K0983,64,2,00,05,51,9,3,1,3.0,3,3,1,107,221,114,11,6.6,53,72,0.574,75,1,1,,,0,H,,e11,RAT,K8762,63,K9249,63,00,1,,0,7,2,0,1.53,87.1,1,90,0,,2,1,3,CC,,
99WN01169, 99640985,99,K0985,64,2,68,06,02-,5,1,1,5.0,5,4,1,107,221,114,14,16.5,77,100,0.732,104,1,1,,,7,.,GXE,e10,"ENTR,4TEATS",J0131,00,K7686,63,60,1,,0,1,1,111,1.44,123.6,1,112,0,,0,0,0,,,
99WN01170, 99640986,99,K0986,64,1,00,05,53,8,2,2,3.0,3,3,2,107,223,116,8,12.8,68,88,0.648,91,1,1,,,0,H,,,,K9643,63,K9136,63,00,3,93,250,5,5,0,1.68,141.4,3,89,0,,2,2,4,CC,,
99WN01171, 99640987,99,K0987,64,1,00,05,53,8,2,2,3.0,3,3,2,107,223,116,14,11.3,65,106,0.816,109,1,1,,,0,H,,,,K9643,63,K9136,63,00,3,93,250,5,5,0,1.68,141.4,3,104,0,,2,3,5,C?,,
99WN01172, 99640988,99,K0988,64,1,68,06,01-,9,3,2,5.0,5,4,1,107,221,114,16,9.4,46,67,0.505,70,1,1,,,7,.,GXE,,,J0093,00,K7412,63,62,3,93,250,8,6,86,1.77,137.5,3,76,0,,0,0,0,,,
99WN01173, 99640989,99,K0989,64,2,68,06,01-,9,3,2,5.0,5,4,1,107,221,114,11,12.0,66,92,0.702,96,1,1,,,7,.,GXE,e10,,J0093,00,K7412,63,62,1,,0,8,4,112,1.77,137.5,1,104,0,,0,0,0,,,
99WN01174, 99640991,99,K0991,64,2,00,05,54,8,2,2,6.0,6,4,1,107,221,114,16,11.0,59,78,0.588,82,1,1,,,0,H,,,,K9992,63,S3714,10,00,3,93,270,5,5,0,2.17,155.0,3,89,0,,3,3,6,C?,,
99WN01175, 99640992,99,K0992,64,2,00,05,54,8,2,2,6.0,6,4,1,107,221,114,1,12.6,40,59,0.407,61,1,1,,,0,H,,,,K9992,63,S3714,10,00,3,93,270,5,5,0,2.17,155.0,3,72,0,,1,1,2,CC,,
99WN01176, 99640993,99,K0993,64,2,00,05,53,5,1,1,3.0,3,3,1,108,221,113,5,17.1,73,100,0.734,105,1,1,,,0,H,,,BIG,K9643,63,K8630,63,00,3,93,270,1,1,0,1.53,91.8,3,107,0,,3,2,5,C?,,
99WN01177, 99640994,99,K0994,64,1,68,06,e.6,5,1,1,1.0,1,1,1,108,221,113,7,12.4,75,103,0.802,109,1,1,,4,7,.,GXE,,F4,K9680,63,K0126,64,62,3,93,250,1,1,114,1.63,130.4,3,111,0,,0,0,0,,,
99WN01178, 99640995,99,K0995,64,2,00,05,53,5,1,1,3.0,3,3,1,108,221,113,18,14.2,76,94,0.706,99,1,1,,,0,H,,,,K9643,63,K9141,63,00,3,93,270,1,1,0,1.53,108.7,3,108,0,,3,3,6,C?,,
99WN01179, 99640996,99,K0996,64,1,68,06,03-,8,2,2,6.0,6,4,1,108,221,113,4,12.8,58,83,0.621,87,1,1,,,7,.,GXE,,,K9689,63,K6726,63,62,3,93,250,5,5,99,1.89,138.3,3,90,0,,0,0,0,,,
99WN01180, 99640997,99,K0997,64,1,68,06,03-,8,2,2,6.0,6,4,1,108,221,113,4,11.8,64,89,0.683,94,1,1,,,7,.,GXE,,,K9689,63,K6726,63,62,1,,0,5,5,104,1.89,138.3,1,98,0,,0,0,0,,,
99WN01181, 99640998,99,K0998,64,1,68,06,01-,8,2,2,7.0,7,5,1,108,221,113,7,11.8,40,58,0.409,61,1,1,,,7,.,GXE,,,J0093,00,K6238,63,60,3,93,250,5,5,78,1.63,132.5,3,68,0,,0,0,0,,,
99WN01182, 99640999,99,K0999,64,1,68,06,01-,8,2,2,7.0,7,5,1,108,221,113,16,12.3,64,90,0.688,95,1,1,,,7,.,GXE,,,J0093,00,K6238,63,60,1,,0,5,5,103,1.63,132.5,1,99,0,,0,0,0,,,
99WN01183, 99641002,99,K1002,64,2,68,06,02-,5,1,1,5.0,5,4,1,109,221,112,21,12.8,63,85,0.645,90,1,1,,,7,.,GXE,e10,"ENTR,4TEATS",J0131,00,K7041,63,61,1,,0,1,1,108,1.55,136.1,1,101,0,,0,0,0,,,
99WN01184, 99641003,99,K1003,64,2,68,06,05-,5,1,1,2.0,2,2,1,109,221,112,18,10.0,62,85,0.67,90,1,1,,,7,.,GXE, 32,4TEATS,K9464,63,K9561,63,68,2,92,266,1,1,95,1.44,104.5,2,99,99,,0,0,0,,,
99WN01185, 99641004,99,K1004,64,2,68,06,e.7,5,1,1,1.0,1,1,1,109,221,112,14,13.6,66,93,0.709,99,1,1,,,7,.,GXE, 30,HAIRY,K9765,63,K0383,64,60,2,92,266,1,1,110,1.63,128.4,2,110,107,,0,0,0,,,
99WN01186, 99641005,99,K1005,64,2,68,06,e.6,5,1,1,1.0,1,1,1,109,221,112,3,14.5,67,95,0.719,101,1,1,,,7,.,GXE, 31,,K9680,63,K0213,64,62,2,92,266,1,1,111,1.63,128.8,2,103,101,,0,0,0,,,
99WN01187, 99641006,99,K1006,64,2,00,05,e10,5,1,1,1.0,1,1,1,109,221,112,20,12.6,55,72,0.53,76,1,1,,,0,H,,e11,,K9738,63,K0196,64,00,1,,0,1,1,0,1.63,123.8,1,83,0,,1,1,2,CC,,
99WN01188, 99641009,99,K1009,64,3,68,06,e.7,5,1,1,1.0,1,1,1,110,221,111,4,13.6,54,75,0.553,80,1,1,,,7,.,GXE,,T,K9765,63,K0180,64,60,T,99,365,1,1,98,1.63,124.6,T,,0,,0,0,0,,,
99WN01189, 99641011,99,K1011,64,3,68,06,e.7,8,2,1,1.0,1,1,1,111,221,110,19,9.7,48,67,0.521,72,1,1,,4,7,.,GXE,,F4,K9765,63,K0065,64,61,3,93,270,3,2,91,1.73,123.0,3,82,0,,0,0,0,,,
99WN01190, 99641012,99,K1012,64,1,00,05,54,5,1,1,3.0,3,3,1,111,221,110,12,11.5,42,66,0.495,71,1,1,,,0,H,,,,K9992,63,K9003,63,00,3,93,250,1,1,0,1.25,87.4,3,75,0,,1,1,2,CC,,
99WN01191, 99641014,99,K1014,64,3,68,06,e.6,5,1,1,1.0,1,1,2,115,223,108,6,7.9,34,60,0.482,66,1,1,,,7,.,GXE,,BLK.R.LEG,K9680,63,K0450,64,61,3,93,270,1,1,86,1.63,121.8,3,71,0,,0,0,0,,,
99WN01192, 99641015,99,K1015,64,2,68,06,e.7,5,1,1,1.0,1,1,2,117,223,106,12,10.7,45,72,0.578,80,1,1,,,7,.,GXE, 34,,K9765,63,K0170,64,60,2,92,266,1,1,97,1.63,124.6,2,87,91,,0,0,0,,,
99WN01193, 99641016,99,K1016,64,2,68,06,e.7,5,1,1,1.0,1,1,2,117,223,106,9,13.3,48,73,0.563,81,1,1,,,7,.,GXE, 35,"GOITER,PNEU",K9765,63,K0545,64,61,2,92,266,1,1,98,1.63,124.8,2,85,88,,0,0,0,,,
99WN01194, 99641018,99,K1018,64,2,68,06,e.7,5,1,1,1.0,1,1,2,117,223,106,17,12.8,60,87,0.7,97,1,1,,,7,.,GXE, 31,4TEATS,K9765,63,K0241,64,60,2,92,266,1,1,109,1.63,128.0,2,103,105,,0,0,0,,,
99WN01195, 99641020,99,K1020,64,2,00,05,e10,5,1,1,1.0,1,1,2,118,223,105,20,10.3,44,76,0.626,85,1,1,,,0,H,,e11,,K9738,63,K0091,64,00,1,,0,1,1,0,1.63,125.6,1,83,0,,1,1,2,CC,,
99WN01196, 99641021,99,K1021,64,2,68,06,e.6,5,1,1,1.0,1,1,2,118,223,105,5,16.6,56,92,0.718,103,1,1,,,7,.,GXE, 32,"BIG,ENTR",K9680,63,K0173,64,61,2,92,266,1,1,113,1.63,129.2,2,98,104,,0,0,0,,,
99WN01197, 99641022,99,K1022,64,3,68,06,e.6,5,1,1,1.0,1,1,2,119,223,104,5,16.1,67,106,0.864,120,1,1,,,7,.,GXE,,T,K9680,63,K0214,64,62,T,99,365,1,1,133,1.63,132.6,T,,0,,0,0,0,,,
99WN01198, 99641023,99,K1023,64,2,68,06,e.6,5,1,1,1.0,1,1,2,120,223,103,2,15.8,56,86,0.682,98,1,1,,,7,.,GXE, 32,BIG,K9680,63,K0080,64,61,2,92,266,1,1,109,1.63,128.2,2,100,102,,0,0,0,,,
99WN01199, 99641024,99,K1024,64,3,68,06,e.6,5,1,1,1.0,1,1,2,120,223,103,12,14.4,50,77,0.608,87,1,1,,,7,.,GXE,,,K9680,63,K0422,64,61,3,93,270,1,1,104,1.63,126.0,3,90,0,,0,0,0,,,
99WN01200, 99641025,99,K1025,64,3,68,06,e.7,5,1,1,1.0,1,1,2,122,223,101,3,14.4,43,76,0.61,88,1,1,,,7,.,GXE,,,K9765,63,K0123,64,60,3,93,270,1,1,105,1.63,126.2,3,82,0,,0,0,0,,,
99WN01201, 99641026,99,K1026,64,2,68,06,e.7,5,1,1,1.0,1,1,2,122,223,101,19,12.3,36,63,0.502,73,1,1,,,7,.,GXE,,4TEATS,K9765,63,K0252,64,60,3,93,270,1,1,93,1.63,123.2,3,75,0,,0,0,0,,,
99WN01202, 99641029,99,K1029,64,2,68,06,e.6,5,1,1,1.0,1,1,2,124,223,99,1,15.5,41,70,0.551,82,1,1,,,7,.,GXE, 35,PNEU,K9680,63,K0169,64,62,2,92,266,1,1,99,1.63,125.0,2,79,83,,0,0,0,,,
99WN01203, 99641031,99,K1031,64,2,68,06,e.7,5,1,1,1.0,1,1,2,124,223,99,4,11.2,43,75,0.644,89,1,1,,,7,.,GXE, 34,,K9765,63,K0379,64,60,2,92,266,1,1,103,1.63,126.4,2,89,92,,0,0,0,,,
99WN01204, 99641034,99,K1034,64,1,00,05,e10,5,1,1,1.0,1,1,2,129,223,94,20,11.1,48,75,0.68,93,1,1,,,0,H,,,,K9738,63,K0448,64,00,3,93,250,1,1,0,1.63,127.2,3,81,0,,1,1,2,CC,,
99WN01205, 99641036,99,K1036,64,2,68,06,e.6,5,1,1,1.0,1,1,2,132,223,91,17,14.0,46,78,0.703,98,1,1,,,7,.,XXX,XXX,SCOURS,K9680,63,K0465,64,62,X,93,277,1,1,109,1.63,128.2,X,87,83,,0,0,0,,,
99WN01206, 99110002,99,R0002,11,3,12,43,84,9,3,1,3.0,3,3,1,89,221,132,7,7.4,71,85,0.588,78,1,1,,,0,C,,,,S7847,10,S7232,10,12,3,93,270,7,2,102,1.84,124.0,3,106,0,,0,0,0,,,
99WN01207, 99110003,99,R0003,11,1,12,43,84,9,3,2,3.0,3,3,1,89,221,132,17,8.8,62,84,0.57,77,1,1,,4-,0,C,,,F4-,S7847,10,S7232,10,12,3,93,250,8,6,99,1.84,124.0,3,92,0,,0,0,0,,,
99WN01208, 99110004,99,R0004,11,1,12,43,84,9,3,2,3.0,3,3,1,89,221,132,18,10.4,74,92,0.618,85,1,1,,,0,C,,,,S7847,10,S7232,10,12,1,01,243,8,4,104,1.84,124.0,1,93,0,,0,0,0,,,
99WN01209, 99110005,99,R0005,11,2,11,07,12,5,1,1,2.0,2,2,1,90,221,131,23,13.5,76,96,0.63,89,1,1,,,0,R,, 44,,S7874,10,S8615,10,11,2,92,266,1,1,113,1.69,114.6,2,111,107,,0,0,0,,,
99WN01210, 99110006,99,R0006,11,2,10,07,23,8,2,1,3.0,3,3,1,90,221,131,12,9.1,63,79,0.534,73,1,2,,,0,M,, 49,,S8043,10,S7151,10,10,2,92,266,3,2,96,1.69,102.0,2,92,96,,0,0,0,,,
99WN01211, 99110008,99,R0008,11,2,11,07,11,8,2,2,2.0,2,2,1,90,221,131,22,8.9,58,70,0.466,65,1,1,,,0,R,, 52,,S8224,10,S8331,10,11,2,92,266,5,5,102,1.86,125.2,2,86,87,,0,0,0,,,
99WN01212, 99110009,99,R0009,11,2,11,07,11,8,2,2,2.0,2,2,1,90,221,131,7,8.9,55,71,0.474,66,1,1,,,0,R,, 54,,S8224,10,S8331,10,11,2,92,266,5,5,103,1.86,125.2,2,82,85,,0,0,0,,,
99WN01213, 99110010,99,R0010,11,1,12,43,84,5,1,1,5.0,5,4,1,90,221,131,3,14.0,95,109,0.725,101,1,1,,,0,C,,,,S7847,10,S5254,10,12,1,,0,1,1,107,1.72,107.6,1,112,0,,0,0,0,,,
99WN01214, 99110011,99,R0011,11,2,11,07,12,8,2,2,7.0,7,5,1,90,221,131,15,11.3,57,78,0.509,72,1,1,,,0,R,,e.0,,S7874,10,S2934,10,11,1,,0,5,5,115,1.91,143.1,1,88,0,,0,0,0,,,
99WN01215, 99110012,99,R0012,11,1,11,07,12,8,2,2,7.0,7,5,1,90,221,131,4,12.2,68,93,0.617,86,1,1,,,0,R,,,,S7874,10,S2934,10,11,1,,0,5,5,112,1.91,143.1,1,102,0,,0,0,0,,,
99WN01216, 99110013,99,R0013,11,1,10,07,22,8,2,1,2.0,2,2,1,90,221,131,4,12.6,78,102,0.682,94,1,1,,,0,M,,,NICE,S8152,10,S7742,10,10,1,,0,3,2,106,2.03,118.9,1,108,0,,0,0,0,,,
99WN01217, 99110015,99,R0015,11,2,10,07,23,8,2,2,2.0,2,2,1,90,221,131,20,11.2,72,79,0.518,73,1,1,,,0,M,,e.2,,S8043,10,S7940,10,10,1,,0,5,4,110,2.03,131.4,1,95,0,,0,0,0,,,
99WN01218, 99110016,99,R0016,11,1,10,07,23,8,2,2,2.0,2,2,1,90,221,131,6,9.5,63,80,0.538,74,1,1,,,0,M,,,,S8043,10,S7940,10,10,3,93,250,5,6,100,2.03,131.4,3,91,0,,0,0,0,,,
99WN01219, 99110017,99,R0017,11,2,11,07,13,5,1,1,3.0,3,3,1,90,221,131,1,12.8,82,102,0.681,95,1,1,,,0,R,, 44,,S7808,10,S7559,10,11,2,92,266,1,1,111,1.98,102.3,2,118,110,,0,0,0,,,
99WN01220, 99110018,99,R0018,11,2,12,43,88,5,1,1,2.0,2,2,1,90,221,131,18,11.2,72,87,0.579,81,1,1,,,0,C,,e.3,4TEATS,S8622,10,S7947,10,12,1,,0,1,1,96,1.53,96.8,1,97,0,,0,0,0,,,
99WN01221, 99110019,99,R0019,11,1,12,07,89,8,2,2,2.0,2,2,1,90,221,131,2,12.7,65,86,0.56,80,1,1,3,,0,C,,,H3,S8575,10,S8206,10,12,3,93,250,5,3,98,1.86,119.9,3,94,0,,0,0,0,,,
99WN01222, 99110020,99,R0020,11,3,12,07,89,8,2,2,2.0,2,2,1,90,221,131,21,7.6,56,71,0.484,66,1,1,,,0,C,,,HAIRY,S8575,10,S8206,10,12,3,93,270,5,7,106,1.86,119.9,3,82,0,,0,0,0,,,
99WN01223, 99110021,99,R0021,11,3,11,07,13,8,2,2,2.0,2,2,1,90,221,131,17,11.4,68,87,0.577,81,1,1,,,0,R,,,HAIRY,S7808,10,S7787,10,11,3,93,270,5,4,111,1.86,112.7,3,103,0,,0,0,0,,,
99WN01224, 99110022,99,R0022,11,2,11,07,13,8,2,2,2.0,2,2,1,90,221,131,18,9.3,59,75,0.502,69,1,1,,,0,R,,,HAIRY,S7808,10,S7787,10,11,Z,93,260,5,6,99,1.86,112.7,Z,85,0,,0,0,0,,,
99WN01225, 99110023,99,R0023,11,2,10,07,22,8,2,1,2.0,2,2,1,90,221,131,6,8.9,65,78,0.527,72,1,1,,,0,M,, 49,4TEATS,S8152,10,S8264,10,10,2,92,266,3,2,92,1.86,94.7,2,91,97,,0,0,0,,,
99WN01226, 99110025,99,R0025,11,2,13,43,33,5,1,1,2.0,2,2,1,90,221,131,1,12.1,72,90,0.595,83,1,1,,,0,F,,e.2,WRINKLES,S8098,10,S7873,10,13,1,,0,1,1,106,1.69,116.4,1,95,0,,0,0,0,,,
99WN01227, 99110026,99,R0026,11,1,12,07,82,8,2,2,5.0,5,4,1,90,221,131,17,12.3,66,87,0.57,81,1,1,,,0,C,,,NICE,S7777,10,S4640,10,12,1,,0,5,5,102,1.83,127.5,1,95,0,,0,0,0,,,
99WN01228, 99110027,99,R0027,11,1,12,07,82,8,2,2,5.0,5,4,1,90,221,131,4,11.9,66,88,0.581,82,1,1,,4,0,C,,,F4,S7777,10,S4640,10,12,3,93,250,5,5,103,1.83,127.5,3,98,0,,0,0,0,,,
99WN01229, 99110028,99,R0028,11,1,11,07,13,8,2,2,2.0,2,2,1,90,221,131,8,10.1,50,73,0.48,68,1,1,,,0,R,,,,S7808,10,S8194,10,11,3,93,250,5,6,96,1.86,131.4,3,81,0,,0,0,0,,,
99WN01230, 99110029,99,R0029,11,1,11,07,13,8,2,2,2.0,2,2,1,90,221,131,15,12.8,72,92,0.605,85,1,1,,,0,R,,,,S7808,10,S8194,10,11,1,,0,5,4,106,1.86,131.4,1,106,0,,0,0,0,,,
99WN01231, 99110030,99,R0030,11,2,13,43,33,8,2,2,6.0,6,4,1,90,221,131,1,10.2,54,72,0.472,67,1,1,,,0,F,, 62,,S8098,10,S3598,10,13,2,92,266,5,5,98,1.87,123.6,2,78,81,,0,0,0,,,
