UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
99WN01972, 99110896,99,R0896,11,3,18,07,e.0,5,1,1,1.0,1,1,2,106,223,117,18,10.3,59,84,0.63,86,1,1,,,0,C,,,,S8872,10,S9778,10,12,3,93,270,1,1,119,1.78,122.0,3,80,0,,0,0,0,,,
99WN01973, 99110897,99,R0897,11,3,18,07,e.1,5,1,1,1.0,1,1,2,106,223,117,20,12.0,55,86,0.632,88,1,1,,,0,F,,,,S8530,10,S9352,10,13,3,93,270,1,1,121,1.78,122.4,3,95,0,,0,0,0,,,
99WN01974, 99110898,99,R0898,11,2,12,07,83,8,2,2,4.0,4,4,2,106,223,117,5,11.2,60,66,0.468,67,1,1,,,0,C,XXX,XXX,BLK.L.FLANK <,S8059,10,S5978,10,12,X,93,277,5,5,111,1.86,141.1,X,85,83,,0,0,0,,,
99WN01975, 99110899,99,R0899,11,1,12,07,83,8,2,2,4.0,4,4,2,106,223,117,7,11.8,62,92,0.685,94,1,1,7,,0,C,,,H7,S8059,10,S5978,10,12,3,93,250,5,5,116,1.86,141.1,3,101,0,,0,0,0,,,
99WN01976, 99110900,99,R0900,11,2,12,07,91,5,1,1,4.0,4,4,2,106,223,117,8,13.2,70,99,0.733,101,1,1,,,0,C,, 44,,S8489,10,S5663,10,12,2,92,266,1,1,120,1.73,113.6,2,111,109,,0,0,0,,,
99WN01977, 99110901,99,R0901,11,2,18,43,e.0,5,1,1,1.0,1,1,2,106,223,117,5,11.0,60,87,0.65,89,1,1,,,0,M,, 57,,S8872,10,S9193,10,10,2,92,266,1,1,113,1.78,122.6,2,98,101,,0,0,0,,,
99WN01978, 99110902,99,R0902,11,2,10,07,24,8,2,2,4.0,4,4,1,107,221,114,13,10.2,53,68,0.507,71,1,1,,,0,M,,,,S7990,10,S5811,10,10,7,97,251,5,5,106,1.86,125.6,7,,0,,0,0,0,,,
99WN01979, 99110903,99,R0903,11,2,10,07,24,8,2,2,4.0,4,4,1,107,221,114,11,10.3,50,67,0.497,70,1,1,,,0,M,, 55,,S7990,10,S5811,10,10,2,92,266,5,5,106,1.86,125.6,2,80,85,,0,0,0,,,
99WN01980, 99110904,99,R0904,11,1,11,07,13,8,2,2,3.0,3,3,2,107,223,116,8,12.6,63,95,0.71,98,1,1,,,0,R,,,,S7808,10,S6794,10,11,1,,0,5,5,108,1.69,117.6,1,100,0,,0,0,0,,,
99WN01981, 99110905,99,R0905,11,1,11,07,13,8,2,2,3.0,3,3,2,107,223,116,12,13.0,61,78,0.56,80,1,1,,,0,R,,,4TEATS,S7808,10,S6794,10,11,3,93,250,5,5,97,1.69,117.6,3,87,0,,0,0,0,,,
99WN01982, 99110906,99,R0906,11,1,10,07,24,8,2,2,3.0,3,3,1,107,221,114,8,11.2,60,83,0.63,87,1,1,,5+,0,M,,,F5+,S7990,10,S6784,10,10,3,93,250,5,5,104,1.69,123.4,3,92,0,,0,0,0,,,
99WN01983, 99110907,99,R0907,11,1,10,07,24,8,2,2,3.0,3,3,1,107,221,114,8,10.1,58,84,0.648,88,1,1,5,,0,M,,,H5,S7990,10,S6784,10,10,3,93,250,5,5,104,1.69,123.4,3,96,0,,0,0,0,,,
99WN01984, 99110908,99,R0908,11,2,10,07,23,8,2,2,2.0,2,2,1,107,221,114,15,11.9,47,66,0.475,69,1,1,,,0,M,, 54,4TEATS,S8043,10,S7798,10,10,2,92,266,5,5,107,1.86,130.0,2,83,85,,0,0,0,,,
99WN01985, 99110909,99,R0909,11,2,10,07,23,8,2,2,2.0,2,2,1,107,221,114,14,10.3,50,70,0.524,73,1,1,,,0,M,,e.1,4TEATS,S8043,10,S7798,10,10,1,,0,5,5,110,1.86,130.0,1,81,0,,0,0,0,,,
99WN01986, 99110910,99,R0910,11,2,10,07,22,8,2,1,5.0,5,4,1,107,221,114,11,11.6,66,88,0.67,92,1,1,,,0,M,,e.0,,S8152,10,S4826,10,10,1,,0,3,2,114,1.72,112.2,1,103,0,,0,0,0,,,
99WN01987, 99110913,99,R0913,11,2,13,43,32,8,2,1,7.0,7,5,1,107,221,114,16,11.5,68,88,0.671,92,1,1,,,0,F,,,"GRAY,L.SHOU.",S8781,10,S2451,10,13,Z,93,260,3,2,118,1.73,130.7,Z,104,0,,0,0,0,,,
99WN01988, 99110915,99,R0915,11,2,18,43,e.2,5,1,1,1.0,1,1,2,107,223,116,6,9.8,50,72,0.536,74,1,1,,,0,F,, 61,,S8050,10,S9615,10,13,2,92,266,1,1,101,1.78,119.6,2,84,84,,0,0,0,,,
99WN01989, 99110916,99,R0916,11,1,11,07,13,8,2,2,5.0,5,4,1,107,221,114,23,11.5,70,88,0.671,92,1,1,,,0,R,,,,S7808,10,S4959,10,11,3,93,250,5,5,103,1.5,114.9,3,99,0,,0,0,0,,,
99WN01990, 99110917,99,R0917,11,3,11,07,13,8,2,2,5.0,5,4,1,107,221,114,1,12.2,60,81,0.604,85,1,1,,,0,R,,,T,S7808,10,S4959,10,11,T,99,365,5,5,115,1.5,114.9,T,,0,,0,0,0,,,
99WN01991, 99110918,99,R0918,11,2,10,07,23,8,2,1,4.0,4,4,1,107,221,114,23,12.0,57,73,0.535,76,1,1,,,0,M,,e.2,4TEATS,S8043,10,S5991,10,10,1,,0,3,2,111,1.86,128.5,1,92,0,,0,0,0,,,
99WN01992, 99110919,99,R0919,11,2,10,07,23,8,2,1,4.0,4,4,2,107,223,116,4,12.2,56,75,0.541,77,1,1,,,0,M,,e.0,,S8043,10,S5991,10,10,1,,0,3,2,112,1.86,128.5,1,83,0,,0,0,0,,,
99WN01993, 99110920,99,R0920,11,2,10,43,22,9,3,2,5.0,5,4,1,107,221,114,12,9.7,48,66,0.494,69,1,1,,,0,M,, 63,,S8152,10,S4885,10,10,2,92,266,8,5,101,1.83,126.6,2,76,77,,0,0,0,,,
99WN01994, 99110921,99,R0921,11,3,10,43,22,9,3,2,5.0,5,4,1,107,221,114,15,10.4,53,73,0.549,76,1,1,,,0,M,,,BRN.L.HIP,S8152,10,S4885,10,10,3,93,270,8,5,101,1.83,126.6,3,87,0,,0,0,0,,,
99WN01995, 99110922,99,R0922,11,1,10,43,22,9,3,1,5.0,5,4,1,107,221,114,12,10.4,66,88,0.681,92,1,1,,,0,M,,,,S8152,10,S4885,10,10,1,,0,7,2,109,1.83,126.6,1,90,0,,0,0,0,,,
99WN01996, 99110923,99,R0923,11,1,10,07,21,8,2,2,3.0,3,3,1,107,221,114,22,12.0,61,78,0.579,81,1,1,,,0,M,,,,S8451,10,S7205,10,10,3,93,250,5,5,99,1.84,120.0,3,86,0,,0,0,0,,,
99WN01997, 99110924,99,R0924,11,2,10,07,21,8,2,2,3.0,3,3,1,107,221,114,22,11.0,54,73,0.544,76,1,1,,,0,M,,e.1,,S8451,10,S7205,10,10,1,,0,5,5,107,1.84,120.0,1,84,0,,0,0,0,,,
99WN01998, 99110925,99,R0925,11,1,11,07,12,8,2,2,3.0,3,3,2,107,223,116,22,10.4,64,94,0.721,97,1,1,,,0,R,,,,S7874,10,S6831,10,11,1,,0,5,5,114,1.84,132.2,1,90,0,,0,0,0,,,
99WN01999, 99110926,99,R0926,11,1,11,07,12,8,2,2,3.0,3,3,2,107,223,116,7,10.5,62,81,0.608,83,1,1,,,0,R,,,,S7874,10,S6831,10,11,3,93,250,5,5,105,1.84,132.2,3,95,0,,0,0,0,,,
99WN02000, 99110927,99,R0927,11,1,10,43,23,5,1,1,2.0,2,2,1,107,221,114,20,11.2,57,73,0.542,76,1,1,7,,0,M,,,H7,S8043,10,S8029,10,10,3,93,250,1,1,94,1.69,114.3,3,85,0,,0,0,0,,,
99WN02001, 99110929,99,R0929,11,2,13,43,34,8,2,1,3.0,3,3,1,107,221,114,3,10.4,56,82,0.628,86,1,1,,,0,F,,e.2,,S8008,10,S6892,10,13,1,,0,3,2,96,1.55,89.5,1,92,0,,0,0,0,,,
99WN02002, 99110933,99,R0933,11,3,10,43,21,8,2,2,7.0,7,5,1,107,221,114,23,12.0,53,72,0.526,75,1,1,,,0,M,,,,S8451,10,S2539,10,10,3,93,270,5,4,93,1.55,108.6,3,89,0,,0,0,0,,,
99WN02003, 99110934,99,R0934,11,2,10,43,21,8,2,2,7.0,7,5,1,107,221,114,5,10.2,55,70,0.525,73,1,1,,,0,M,,,DEAD 7/15,S8451,10,S2539,10,10,6,04,196,5,6,96,1.55,108.6,6,,0,,0,0,0,,,
99WN02004, 99110935,99,R0935,11,1,12,43,85,8,2,2,3.0,3,3,1,107,221,114,1,11.0,49,68,0.5,71,1,1,,,0,C,,,,S8059,10,S6673,10,12,3,93,250,5,4,96,1.84,125.3,3,69,0,,0,0,0,,,
99WN02005, 99110936,99,R0936,11,2,12,43,85,8,2,2,3.0,3,3,1,107,221,114,15,8.5,46,65,0.496,68,1,1,,,0,C,, 64,,S8059,10,S6673,10,12,2,92,266,5,6,100,1.84,125.3,2,74,78,,0,0,0,,,
99WN02006, 99110937,99,R0937,11,3,18,07,e.3,5,1,1,1.0,1,1,1,107,221,114,13,12.4,64,84,0.628,88,1,1,,,0,M,,,,S7855,10,S9503,10,10,3,93,270,1,1,121,1.78,122.4,3,102,0,,0,0,0,,,
99WN02007, 99110938,99,R0938,11,1,10,07,21,8,2,2,4.0,4,4,1,107,221,114,9,11.3,60,83,0.629,87,1,1,,,0,M,,,,S8451,10,S5834,10,10,3,93,250,5,5,100,1.86,114.6,3,88,0,,0,0,0,,,
99WN02008, 99110939,99,R0939,11,1,10,07,21,8,2,2,4.0,4,4,1,107,221,114,21,12.3,53,78,0.576,81,1,1,,,0,M,,,,S8451,10,S5834,10,10,3,93,250,5,5,97,1.86,114.6,3,84,0,,0,0,0,,,
99WN02009, 99110940,99,R0940,11,2,10,43,23,5,1,1,3.0,3,3,1,108,221,113,4,13.8,67,88,0.657,93,1,1,,,0,M,,e.3,,S8043,10,S6627,10,10,1,,0,1,1,105,1.55,99.1,1,98,0,,0,0,0,,,
99WN02010, 99110941,99,R0941,11,3,11,07,11,5,1,2,3.0,3,3,1,108,221,113,3,12.2,51,66,0.476,69,1,1,,,0,R,,,,S8224,10,S7245,10,11,7,97,221,3,3,92,1.55,91.9,7,,0,,0,0,0,,,
99WN02011, 99110944,99,R0944,11,3,12,43,85,5,1,1,5.0,5,4,1,108,221,113,16,13.0,60,78,0.575,82,1,1,,,0,C,,,T,S8059,10,S5305,10,12,T,,0,1,1,98,1.61,110.1,T,,0,,0,0,0,,,
99WN02012, 99110945,99,R0945,11,2,12,07,89,5,1,2,2.0,2,2,1,108,221,113,19,11.6,54,72,0.535,76,1,1,,,0,C,,e.1,ENTR,S8575,10,S8652,10,12,1,,0,3,4,107,1.69,120.2,1,86,0,,0,0,0,,,
99WN02013, 99110946,99,R0946,11,2,18,43,e.0,5,1,1,1.0,1,1,1,108,221,113,13,10.2,52,74,0.565,78,1,1,,,0,M,,,HAIRY,S8872,10,S9011,10,10,Z,93,260,1,1,104,1.78,120.4,Z,91,0,,0,0,0,,,
99WN02014, 99110947,99,R0947,11,3,11,07,13,5,1,1,2.0,2,2,1,108,221,113,12,13.0,69,86,0.646,91,1,1,,,0,R,,,,S7808,10,S7936,10,11,3,93,270,1,1,110,1.69,99.1,3,108,0,,0,0,0,,,
99WN02015, 99110948,99,R0948,11,2,11,07,14,5,1,1,3.0,3,3,1,108,221,113,4,11.0,64,92,0.717,97,1,1,,,0,R,, 46,,S8442,10,S6838,10,11,2,92,266,1,1,107,1.55,91.6,2,101,108,,0,0,0,,,
99WN02016, 99110949,99,R0949,11,2,12,07,87,8,2,2,5.0,5,4,1,108,221,113,1,11.4,56,77,0.581,81,1,1,,,0,C,,e.2,,S8268,10,S4909,10,12,1,,0,5,5,102,1.72,102.7,1,89,0,,0,0,0,,,
99WN02017, 99110950,99,R0950,11,2,12,07,87,8,2,2,5.0,5,4,1,108,221,113,3,12.2,44,67,0.485,70,1,1,,,0,C,, 55,ENTR,S8268,10,S4909,10,12,2,92,266,5,5,95,1.72,102.7,2,79,80,,0,0,0,,,
99WN02018, 99110951,99,R0951,11,3,13,43,32,5,1,1,7.0,7,5,1,108,221,113,3,13.6,65,88,0.658,93,1,1,,,0,F,,,,S8781,10,S2846,10,13,3,93,270,1,1,112,1.64,126.6,3,94,0,,0,0,0,,,
99WN02019, 99110952,99,R0952,11,1,10,07,22,5,1,1,2.0,2,2,1,108,221,113,21,13.0,65,85,0.637,89,1,1,,,0,M,,,,S8152,10,S8188,10,10,3,93,250,1,1,102,1.69,116.4,3,93,0,,0,0,0,,,
99WN02020, 99110953,99,R0953,11,2,10,07,21,8,2,2,3.0,3,3,1,108,221,113,1,10.7,54,75,0.569,79,1,1,,,0,M,, 51,,S8451,10,S7026,10,10,2,92,266,5,5,103,1.84,107.9,2,87,88,,0,0,0,,,
99WN02021, 99110954,99,R0954,11,2,10,07,21,8,2,2,3.0,3,3,1,108,221,113,19,12.5,55,75,0.553,79,1,1,,,0,M,,,ENTR,S8451,10,S7026,10,10,Z,93,260,5,5,103,1.84,107.9,Z,91,0,,0,0,0,,,
99WN02022, 99110955,99,R0955,11,3,13,07,34,5,1,1,2.0,2,2,1,108,221,113,20,13.8,65,88,0.657,93,1,1,,,0,F,,,T,S8008,10,S8141,10,13,T,99,365,1,1,111,1.53,99.5,T,,0,,0,0,0,,,
99WN02023, 99110956,99,R0956,11,3,10,07,24,8,2,2,2.0,2,2,1,108,221,113,18,11.0,59,76,0.575,80,1,1,,,0,M,,,,S7990,10,S8248,10,10,3,93,270,5,5,110,1.86,112.5,3,85,0,,0,0,0,,,
99WN02024, 99110957,99,R0957,11,2,10,07,24,8,2,2,2.0,2,2,1,108,221,113,1,10.8,46,66,0.488,69,1,1,,,0,M,, 56,,S7990,10,S8248,10,10,2,92,266,5,5,99,1.86,112.5,2,70,77,,0,0,0,,,
99WN02025, 99110958,99,R0958,11,1,10,07,24,8,2,2,5.0,5,4,1,108,221,113,20,11.5,42,56,0.394,59,1,1,,,0,M,,,X,S7990,10,S4684,10,10,3,93,250,5,5,82,1.72,111.5,3,63,0,,0,0,0,,,
99WN02026, 99110959,99,R0959,11,2,10,07,24,8,2,2,5.0,5,4,1,108,221,113,3,11.2,34,49,0.335,51,1,1,,,0,M,,,,S7990,10,S4684,10,10,3,93,270,5,5,87,1.72,111.5,3,57,0,,0,0,0,,,
99WN02027, 99110960,99,R0960,11,2,11,07,13,5,1,1,2.0,2,2,1,108,221,113,5,12.7,68,84,0.631,88,1,1,,,0,R,, 48,,S7808,10,S8608,10,11,2,92,266,1,1,104,1.53,98.4,2,92,94,,0,0,0,,,
99WN02028, 99110961,99,R0961,11,2,10,07,22,9,3,2,4.0,4,4,1,108,221,113,10,10.3,53,70,0.528,74,1,1,,,0,M,,e.0,,S8152,10,S6339,10,10,1,,0,8,5,116,1.98,140.7,1,82,0,,0,0,0,,,
99WN02029, 99110962,99,R0962,11,2,10,07,22,9,3,2,4.0,4,4,1,108,221,113,11,10.4,50,70,0.527,74,1,1,,,0,M,,e.0,,S8152,10,S6339,10,10,1,,0,8,5,116,1.98,140.7,1,82,0,,0,0,0,,,
99WN02030, 99110963,99,R0963,11,2,10,07,22,9,3,1,4.0,4,4,1,108,221,113,19,11.2,50,62,0.45,65,1,1,,,0,M,, 55,4TEATS,S8152,10,S6339,10,10,2,92,266,7,2,110,1.98,140.7,2,78,84,,0,0,0,,,
99WN02031, 99110965,99,R0965,11,2,13,43,34,8,2,2,3.0,3,3,1,109,221,112,16,12.3,48,62,0.444,66,1,1,,,0,F,, 64,,S8008,10,S7506,10,13,2,92,266,5,5,94,1.69,116.1,2,75,78,,0,0,0,,,
99WN02032, 99110966,99,R0966,11,2,13,43,34,8,2,2,3.0,3,3,1,109,221,112,8,12.1,59,80,0.606,85,1,1,,,0,F,,e.3,,S8008,10,S7506,10,13,1,,0,5,5,107,1.69,116.1,1,92,0,,0,0,0,,,
99WN02033, 99110967,99,R0967,11,1,18,43,e.3,5,1,1,1.0,1,1,1,109,221,112,19,10.4,51,63,0.47,67,1,1,,,0,M,,,"GOITER,ram",S7855,10,S9638,10,10,3,93,250,1,1,91,1.78,118.2,3,73,0,,0,0,0,,,
99WN02034, 99110968,99,R0968,11,3,18,07,e.0,5,1,1,1.0,1,1,1,109,221,112,16,10.8,44,65,0.484,69,1,1,,,0,C,,,,S8872,10,S9873,10,12,3,93,270,1,1,107,1.78,118.6,3,77,0,,0,0,0,,,
99WN02035, 99110970,99,R0970,11,2,11,07,12,8,2,1,5.0,5,4,1,109,221,112,16,10.9,53,68,0.51,72,1,1,,,0,R,, 55,,S7874,10,S4668,10,11,2,92,266,3,2,104,1.72,119.4,2,77,81,,0,0,0,,,
99WN02036, 99110971,99,R0971,11,2,10,43,23,8,2,2,3.0,3,3,1,109,221,112,4,10.2,52,67,0.507,71,1,1,,,0,M,, 63,,S8043,10,S6994,10,10,2,92,266,5,5,104,1.84,129.6,2,77,75,,0,0,0,,,
99WN02037, 99110972,99,R0972,11,1,10,43,23,8,2,2,3.0,3,3,1,109,221,112,4,11.3,53,69,0.515,73,1,1,,,0,M,,,,S8043,10,S6994,10,10,3,93,250,5,5,99,1.84,129.6,3,79,0,,0,0,0,,,
99WN02038, 99110973,99,R0973,11,3,18,07,e.1,8,2,1,1.0,1,1,1,109,221,112,13,10.2,43,70,0.534,74,1,1,,,0,R,,,,S8530,10,S9613,10,11,3,93,270,3,2,110,1.88,119.6,3,78,0,,0,0,0,,,
99WN02039, 99110975,99,R0975,11,2,13,43,32,8,2,1,2.0,2,2,1,109,221,112,13,11.5,61,88,0.683,93,1,1,,,0,F,,e.3,,S8781,10,S8161,10,13,1,,0,3,2,112,1.86,115.9,1,93,0,,0,0,0,,,
99WN02040, 99110977,99,R0977,11,2,12,07,85,8,2,2,3.0,3,3,1,109,221,112,15,10.4,50,72,0.55,76,1,1,,,0,C,,e.2,,S8059,10,S6739,10,12,1,,0,5,6,104,1.69,114.7,1,82,0,,0,0,0,,,
99WN02041, 99110978,99,R0978,11,2,12,07,85,8,2,2,3.0,3,3,1,109,221,112,14,12.5,57,74,0.549,78,1,1,,,0,C,,e.3,,S8059,10,S6739,10,12,1,,0,5,4,106,1.69,114.7,1,91,0,,0,0,0,,,
99WN02042, 99110979,99,R0979,11,3,18,07,e.3,5,1,1,1.0,1,1,2,109,223,114,12,11.0,50,70,0.518,73,1,1,,,0,R,,,"GOITER,PNEU",S7855,10,S9393,10,11,3,93,270,1,1,110,1.78,119.4,3,91,0,,0,0,0,,,
99WN02043, 99110980,99,R0980,11,3,18,07,e.1,5,1,1,1.0,1,1,1,109,221,112,16,11.0,55,77,0.589,82,1,1,,,0,R,,,GOITER,S8530,10,S9179,10,11,3,93,270,1,1,116,1.78,121.2,3,90,0,,0,0,0,,,
99WN02044, 99110981,99,R0981,11,2,13,43,31,8,2,2,3.0,3,3,1,109,221,112,22,11.2,46,60,0.436,63,1,1,,,0,F,,,,S7842,10,S7366,10,13,3,93,270,5,5,92,1.69,114.1,3,75,0,,0,0,0,,,
99WN02045, 99110982,99,R0982,11,3,13,43,31,8,2,2,3.0,3,3,1,109,221,112,12,9.8,45,63,0.475,67,1,1,,,0,F,,,,S7842,10,S7366,10,13,3,93,270,5,5,90,1.69,114.1,3,79,0,,0,0,0,,,
99WN02046, 99110983,99,R0983,11,2,18,07,e.3,8,2,1,1.0,1,1,1,110,221,111,12,8.5,51,73,0.581,78,1,1,,,0,M,, 53,,S7855,10,S9210,10,10,2,92,266,3,2,108,1.88,120.4,2,84,89,,0,0,0,,,
99WN02047, 99110985,99,R0985,11,2,18,07,e.1,5,1,1,1.0,1,1,1,110,221,111,7,11.6,48,63,0.463,67,1,1,,,0,C,, 56,,S8530,10,S9345,10,12,2,92,266,1,1,100,1.78,118.2,2,73,77,,0,0,0,,,
99WN02048, 99110988,99,R0988,11,2,18,07,e.0,5,1,1,1.0,1,1,1,110,221,111,2,9.8,55,79,0.623,85,1,1,,,0,M,, 50,"GOITER,WEAK",S8872,10,S9511,10,10,2,92,266,1,1,114,1.78,121.8,2,88,92,,0,0,0,,,
99WN02049, 99110990,99,R0990,11,2,12,43,88,8,2,2,2.0,2,2,1,110,221,111,22,11.8,42,55,0.389,59,1,1,,,0,C,, 64,,S8622,10,S8643,10,12,2,92,266,5,5,86,1.69,108.3,2,74,81,,0,0,0,,,
99WN02050, 99110991,99,R0991,11,1,12,43,88,8,2,2,2.0,2,2,1,110,221,111,4,11.0,43,67,0.505,72,1,1,,,0,C,,,,S8622,10,S8643,10,12,3,93,250,5,5,90,1.69,108.3,3,73,0,,0,0,0,,,
99WN02051, 99110992,99,R0992,11,2,18,07,e.3,5,1,1,1.0,1,1,1,111,221,110,10,10.8,48,70,0.538,75,1,1,,,0,R,, 53,,S7855,10,S9005,10,11,2,92,266,1,1,106,1.78,119.8,2,83,84,,0,0,0,,,
99WN02052, 99110993,99,R0993,11,3,13,43,32,8,2,1,5.0,5,4,1,111,221,110,2,10.3,64,90,0.725,97,1,1,,,0,F,,,T,S8781,10,S4784,10,13,T,99,365,3,2,107,1.72,107.7,T,,0,,0,0,0,,,
99WN02053, 99110995,99,R0995,11,2,13,43,32,5,1,1,3.0,3,3,2,111,223,112,6,12.0,54,75,0.563,80,1,1,,,0,F,,e.1,,S8781,10,S6916,10,13,1,,0,1,1,94,1.69,93.9,1,85,0,,0,0,0,,,
99WN02054, 99110997,99,R0997,11,3,12,43,85,8,2,1,2.0,2,2,1,111,221,110,15,9.5,49,66,0.514,71,1,1,,,0,C,,,,S8059,10,S7958,10,12,3,93,270,3,2,92,1.86,112.0,3,72,0,,0,0,0,,,
99WN02055, 99110998,99,R0998,11,2,18,07,e.2,5,1,1,1.0,1,1,1,111,221,110,2,11.3,33,52,0.37,56,1,1,,,0,C,,,,S8050,10,S9278,10,12,3,93,270,1,1,92,1.78,116.0,3,67,0,,0,0,0,,,
99WN02056, 99110999,99,R0999,11,3,18,07,e.0,5,1,1,1.0,1,1,2,112,223,111,22,9.1,35,58,0.441,62,1,1,,,0,C,,,PNEU,S8872,10,S9680,10,12,3,93,270,1,1,102,1.78,117.2,3,70,0,,0,0,0,,,
99WN02057, 99111000,99,R1000,11,3,18,43,e.2,5,1,1,1.0,1,1,2,112,223,111,1,11.0,49,74,0.568,79,1,1,,,0,F,,,,S8050,10,S9412,10,13,3,93,270,1,1,101,1.78,120.6,3,79,0,,0,0,0,,,
99WN02058, 99111001,99,R1001,11,3,18,07,e.3,5,1,1,1.0,1,1,1,112,221,109,14,13.0,55,78,0.596,85,1,1,,,0,R,,,WRINKLES,S7855,10,S9428,10,11,3,93,270,1,1,118,1.78,121.8,3,94,0,,0,0,0,,,
99WN02059, 99111003,99,R1003,11,2,10,43,22,5,1,1,5.0,5,4,2,112,223,111,13,15.0,70,99,0.757,106,1,1,,,0,M,,e.1,,S8152,10,S5065,10,10,1,,0,1,1,115,1.39,100.5,1,114,0,,0,0,0,,,
99WN02060, 99111005,99,R1005,11,2,18,07,e.0,5,1,1,1.0,1,1,2,112,223,111,4,10.3,55,79,0.619,85,1,1,,3-,0,C,, 51,F3-,S8872,10,S9246,10,12,2,92,266,1,1,114,1.78,121.8,2,87,90,,0,0,0,,,
99WN02061, 99111006,99,R1006,11,3,18,07,e.0,5,1,1,1.0,1,1,2,112,223,111,11,12.3,60,89,0.691,95,1,1,,,0,M,,,,S8872,10,S9333,10,10,3,93,270,1,1,126,1.78,123.8,3,97,0,,0,0,0,,,
99WN02062, 99111007,99,R1007,11,3,18,43,e.0,5,1,1,1.0,1,1,2,113,223,110,19,13.4,56,88,0.678,95,1,1,,,0,M,,,,S8872,10,S9634,10,10,3,93,270,1,1,112,1.78,123.8,3,98,0,,0,0,0,,,
99WN02063, 99111008,99,R1008,11,3,18,07,e.1,5,1,1,1.0,1,1,1,113,221,108,15,10.5,51,66,0.514,72,1,1,,,0,F,,,,S8530,10,S9206,10,13,7,97,221,1,1,109,1.78,119.2,7,,0,,0,0,0,,,
99WN02064, 99111009,99,R1009,11,3,18,07,e.1,5,1,1,1.0,1,1,1,113,221,108,6,11.6,42,60,0.448,65,1,1,,,0,C,,,,S8530,10,S9390,10,12,3,93,270,1,1,104,1.78,117.8,3,80,0,,0,0,0,,,
99WN02065, 99111010,99,R1010,11,3,18,07,e.1,5,1,1,1.0,1,1,2,113,223,110,18,10.6,44,73,0.567,79,1,1,,,0,R,,,"GOITER,PNEU",S8530,10,S9116,10,11,3,93,270,1,1,114,1.78,120.6,3,82,0,,0,0,0,,,
99WN02066, 99111013,99,R1013,11,2,18,07,e.3,5,1,1,1.0,1,1,2,114,223,109,4,11.6,44,68,0.517,74,1,1,,,0,M,, 52,PNEU,S7855,10,S9795,10,10,2,92,266,1,1,105,1.78,119.6,2,85,90,,0,0,0,,,
99WN02067, 99111015,99,R1015,11,3,18,07,e.1,5,1,1,1.0,1,1,2,114,223,109,14,10.6,46,64,0.49,69,1,1,,,0,R,,,,S8530,10,S9377,10,11,3,93,270,1,1,107,1.78,118.6,3,72,0,,0,0,0,,,
99WN02068, 99111016,99,R1016,11,2,18,07,e.3,5,1,1,1.0,1,1,2,114,223,109,6,10.0,38,68,0.532,74,1,1,,,0,R,, 51,,S7855,10,S9293,10,11,2,92,266,1,1,105,1.78,119.6,2,87,85,,0,0,0,,,
99WN02069, 99111019,99,R1019,11,2,18,07,e.3,5,1,1,1.0,1,1,2,115,223,108,6,11.6,55,80,0.633,88,1,1,,,0,R,, 49,,S7855,10,S9125,10,11,2,92,266,1,1,116,1.78,122.4,2,91,91,,0,0,0,,,
99WN02070, 99111020,99,R1020,11,2,18,07,e.1,5,1,1,1.0,1,1,2,115,223,108,7,9.4,48,73,0.589,80,1,1,,,0,R,, 54,,S8530,10,S9294,10,11,2,92,266,1,1,110,1.78,120.8,2,82,86,,0,0,0,,,
99WN02071, 99111021,99,R1021,11,3,18,43,e.0,5,1,1,1.0,1,1,2,115,223,108,20,10.1,39,65,0.508,71,1,1,,,0,F,XXX,,"ENTR*2,SCOURS",S8872,10,S9236,10,13,X,93,277,1,1,95,1.78,119.0,X,69,0,,0,0,0,,,
99WN02072, 99111022,99,R1022,11,2,18,43,e.0,5,1,1,1.0,1,1,2,116,223,107,15,10.8,41,63,0.488,69,1,1,,,0,F,,,,S8872,10,S9268,10,13,3,93,270,1,1,97,1.78,118.6,3,78,0,,0,0,0,,,
99WN02073, 99111023,99,R1023,11,2,18,07,e.2,5,1,1,1.0,1,1,2,116,223,107,19,10.9,47,67,0.524,74,1,1,,,0,C,, 55,,S8050,10,S9794,10,12,2,92,266,1,1,105,1.78,119.6,2,77,85,,0,0,0,,,
99WN02074, 99111024,99,R1024,11,2,18,07,e.2,5,1,1,1.0,1,1,2,116,223,107,5,10.3,51,74,0.595,82,1,1,,4,0,C,,,F4,S8050,10,S9169,10,12,Z,93,260,1,1,111,1.78,121.2,Z,87,0,,0,0,0,,,
99WN02075, 99111026,99,R1026,11,3,18,07,e.2,5,1,1,1.0,1,1,2,116,223,107,10,13.7,62,92,0.732,102,1,1,,,0,R,,,,S8050,10,S9423,10,11,3,93,270,1,1,131,1.78,125.2,3,108,0,,0,0,0,,,
