UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY
04WN02186,104821335,04,X1335,82,3,00,00,BLK,9,3,1,4.0,4,4,2,108,218,110,15,12.3,0,90,0.706,97,5,1,,,1,X,BLK,,BLACKSPOT,Z0000,81,00087,00,00,3,93,275,7,2,0,2.0,94.8,3,107,,,0.0,
04WN02187,104821336,04,X1336,82,2,00,00,BLK,9,3,1,4.0,4,4,T,108,222,114,1,9.4,0,97,0.768,102,5,1,,,1,X,BLK,,,Z0000,81,00087,00,00,3,93,275,7,2,0,2.0,94.8,3,106,,,0.0,
04WN02188,104821337,04,X1337,82,3,00,20,e.0,5,1,1,1.0,1,1,2,108,218,110,6,15.7,0,86,0.639,92,5,1,,,0,X,.,,,Z0000,81,Z8860,81,00,3,93,275,1,1,0,1.71,121.6,3,99,,,0.0,
04WN02189,104821339,04,X1339,82,2,00,00,BLK,8,2,1,4.0,4,4,2,108,218,110,18,11.7,0,79,0.612,85,5,1,,,1,X,BLK,,,Z0000,81,00040,00,00,Z,93,261,3,2,0,1.25,69.0,Z,92,,,0.0,
04WN02190,104821340,04,X1340,82,3,00,00,BLK,8,2,2,3.0,3,3,2,108,218,110,6,12.1,0,102,0.817,111,5,1,,,1,X,BLK,-W-,ENTROPION,Z0000,81,Z7048,81,00,1,,,5,6,0,1.33,107.0,1,114,119,,0.0,
04WN02191,104821341,04,X1341,82,3,00,00,BLK,8,2,2,3.0,3,3,2,108,218,110,9,15.1,0,96,0.735,103,9,1,,,1,X,BLK,,BLACK,Z0000,81,Z7048,81,00,3,93,275,5,4,0,1.33,107.0,3,115,,,0.0,
04WN02192,104821342,04,X1342,82,3,00,83,e.1,5,1,1,1.0,1,1,T,108,222,114,5,11.3,0,105,0.822,110,5,1,,,7,N,TAY,-W-,ENTROPION,Z0000,81,Z9455,81,00,1,,,1,1,0,2.12,133.0,1,117,114,,0.0,
04WN02193,104821343,04,X1343,82,3,00,86,e.6,5,1,1,1.0,1,1,T,108,222,114,5,11.8,0,113,0.888,118,1,1,,,7,N,TAY,-W-,,K2546,64,X0038,82,00,1,,,1,1,0,1.77,143.2,1,126,128,,0.0,
04WN02194,104821344,04,X1344,82,3,00,81,e.0,5,1,1,1.0,1,1,2,108,218,110,4,12.9,0,85,0.655,92,5,1,,,0,X,.,,,Z0000,81,Z9694,81,00,3,93,275,1,1,0,2.12,129.4,3,97,,,0.0,
04WN02195,104821345,04,X1345,82,2,00,09,13,5,1,1,2.0,2,2,2,108,218,110,20,12.9,0,75,0.565,81,1,1,,,2,S, X,,"X, LAME RR",R3911,11,K2521,64,68,3,93,275,1,1,96,1.63,119.5,3,85,82,,0.0,
04WN02196,104821347,04,X1347,82,3,00,86,e.8,8,2,1,1.0,1,1,T,109,222,113,2,11.3,0,97,0.758,102,1,1,,,7,N,TAY,-W-,,K2129,64,Z9969,81,00,1,,,3,2,0,1.87,140.0,1,111,114,,0.0,
04WN02197,104821348,04,X1348,82,2,00,80,12P,8,2,2,3.0,3,3,2,109,218,109,11,8.8,0,61,0.479,66,5,1,,,0,C,.,,,Z0000,81,A8274,04,84,3,93,275,5,4,0,1.88,119.4,3,74,,,0.0,
04WN02198,104821349,04,X1349,82,3,00,80,12P,8,2,2,3.0,3,3,2,109,218,109,13,6.9,0,81,0.68,88,5,1,,,0,C,.,,,Z0000,81,A8274,04,84,3,93,275,5,6,0,1.88,119.4,3,91,,,0.0,
04WN02199,104821350,04,X1350,82,3,00,31,25,9,3,2,5.0,5,4,2,109,218,109,15,12.2,0,78,0.604,85,1,1,,,2,S,.,,,R3660,11,A7016,04,82,3,93,275,8,5,0,2.26,139.1,3,99,,,0.0,
04WN02200,104821351,04,X1351,82,2,00,31,25,9,3,2,5.0,5,4,2,109,218,109,14,11.0,0,77,0.606,84,1,1,,,2,S, 22,,"PNEU., 4TEATS",R3660,11,A7016,04,82,2,92,267,8,5,103,2.26,139.1,2,93,90,,0.0,
04WN02201,104821352,04,X1352,82,2,00,20,e.2,8,2,2,1.0,1,1,2,109,218,109,6,10.6,0,48,0.343,52,5,1,,,0,X,.,,"SICK, X",Z0000,81,Z9985,81,00,6,19,219,5,4,0,1.81,125.6,6,0,,,0.0,
04WN02202,104821353,04,X1353,82,3,00,20,e.2,8,2,2,1.0,1,1,2,109,218,109,10,9.0,0,55,0.422,60,1,1,,,0,X,.,,,Z0000,81,Z9985,81,00,3,93,275,5,6,0,1.81,125.6,3,75,,,0.0,
04WN02203,104821354,04,X1354,82,3,00,20,e.2,5,1,1,1.0,1,1,2,109,218,109,21,9.7,0,63,0.489,68,5,1,,,0,X,.,,,Z0000,81,X0188,82,00,3,93,275,1,1,0,1.71,116.8,3,77,,,0.0,
04WN02204,104821355,04,X1355,82,3,00,08,25,5,1,1,3.0,3,3,2,109,218,109,21,14.2,0,98,0.769,106,1,1,,,2,S,.,,PNEU.,R3660,11,T8618,44,42,3,93,275,1,1,0,1.35,96.8,3,112,,,0.0,
04WN02205,104821356,04,X1356,82,3,00,81,e.1,5,1,1,1.0,1,1,2,109,218,109,19,11.0,0,73,0.569,79,5,1,,,0,X,.,,,Z0000,81,Z9194,81,00,3,93,275,1,1,0,2.12,126.8,3,89,,,0.0,
04WN02206,104821357,04,X1357,82,3,00,83,e.2,8,2,2,1.0,1,1,T,109,222,113,8,8.9,0,81,0.638,85,5,1,,,7,N,TAY,,PNEU.,Z0000,81,Z9924,81,00,3,93,275,5,5,0,2.22,145.4,3,90,,,0.0,
04WN02207,104821358,04,X1358,82,3,00,83,e.2,8,2,2,1.0,1,1,T,109,222,113,2,7.7,0,82,0.658,87,5,1,,,7,N,TAY,,,Z0000,81,Z9924,81,00,3,93,275,5,5,0,2.22,145.4,3,85,,,0.0,
04WN02208,104821359,04,X1359,82,2,00,08,23,9,3,2,4.0,4,4,2,109,218,109,2,8.4,0,62,0.492,67,1,1,,,2,S,.,,"SCOURS, PNEU.",R3885,11,T8085,44,42,3,93,275,8,6,85,1.91,121.6,3,70,,,0.0,
04WN02209,104821360,04,X1360,82,3,00,08,23,9,3,2,4.0,4,4,2,109,218,109,8,9.9,0,74,0.588,80,1,1,,,2,S,.,,,R3885,11,T8085,44,42,3,93,275,8,4,0,1.91,121.6,3,85,,,0.0,
04WN02210,104821363,04,X1363,82,1,97,97,972,8,2,1,2.0,2,2,2,109,218,109,4,10.0,0,75,0.596,82,6,2,,,0,.,.,,"BF?, X",Z6098,81,Z7990,81,97,3,93,259,3,2,72,1.57,94.3,3,85,,,0.113,
04WN02211,104821364,04,X1364,82,3,00,20,e.1,5,1,1,1.0,1,1,2,109,218,109,21,16.5,0,107,0.83,116,5,1,,,0,X,.,-W-,,Z0000,81,Z8741,81,00,1,,,1,1,0,1.71,126.4,1,134,127,,0.0,
04WN02212,104821365,04,X1365,82,2,00,81,e.0,5,1,1,1.0,1,1,2,110,218,108,12,10.8,0,77,0.613,84,5,1,,,0,X,.,,PNEU.,Z0000,81,Z9291,81,00,3,93,275,1,1,0,2.12,127.8,3,94,,,0.0,
04WN02213,104821366,04,X1366,82,2,00,83,e.0,5,1,1,1.0,1,1,T,110,222,112,2,13.2,0,105,0.82,112,5,1,,,7,N,TAY,e.5,PNEU.,Z0000,81,X0556,82,00,1,,,1,1,0,2.12,133.4,1,118,120,,0.0,
04WN02214,104821367,04,X1367,82,2,00,20,e.1,5,1,1,1.0,1,1,2,110,218,108,6,12.2,0,72,0.554,79,5,1,,,0,X,.,,,Z0000,81,X0464,82,00,3,93,275,1,1,0,1.71,119.0,3,81,,,0.0,
04WN02215,104821368,04,X1368,82,2,00,81,e.0,8,2,1,1.0,1,1,2,110,218,108,12,9.4,0,90,0.746,99,5,1,,,0,X,.,,PNEU.,Z0000,81,Z9497,81,00,3,93,275,3,2,0,2.22,130.8,3,107,,,0.0,
04WN02216,104821370,04,X1370,82,3,00,81,e.0,5,1,1,1.0,1,1,2,110,218,108,4,14.1,0,101,0.805,111,5,1,,,0,X,.,-W-,BIG,Z0000,81,X0179,82,00,1,,,1,1,0,2.12,133.2,1,113,113,,0.0,
04WN02217,104821371,04,X1371,82,3,00,81,e.0,5,1,1,1.0,1,1,2,110,218,108,23,10.2,0,87,0.711,96,5,1,,,0,X,.,,,Z0000,81,X0042,82,00,3,93,275,1,1,0,2.12,130.2,3,100,,,0.0,
04WN02218,104821373,04,X1373,82,2,00,83,e.2,8,2,1,1.0,1,1,T,110,222,112,6,9.2,0,95,0.766,101,5,1,,,7,N,TAY,e.6,PNEU.,Z0000,81,Z9250,81,00,1,,,3,2,0,2.22,131.2,1,115,119,,0.0,
04WN02219,104821375,04,X1375,82,2,00,20,e.2,5,1,1,1.0,1,1,2,110,218,108,17,11.8,0,84,0.669,92,5,1,,,0,X,.,,,Z0000,81,X0617,82,00,Z,93,261,1,1,0,1.71,121.6,Z,96,,,0.0,
04WN02220,104821376,04,X1376,82,3,00,81,e.0,8,2,1,1.0,1,1,2,110,218,108,11,11.1,0,90,0.731,99,5,1,,,0,X,.,,,Z0000,81,X0531,82,00,3,93,275,3,2,0,2.22,130.8,3,103,,,0.0,
04WN02221,104821379,04,X1379,82,3,00,20,e.0,5,1,1,1.0,1,1,2,110,218,108,21,15.2,0,96,0.748,105,5,1,,,0,X,.,,BIG,Z0000,81,X0678,82,00,3,93,275,1,1,0,1.71,124.2,3,108,,,0.0,
04WN02222,104821380,04,X1380,82,3,00,20,e.0,5,1,1,1.0,1,1,2,110,218,108,10,11.9,0,81,0.64,89,5,1,,,0,X,.,,PNEU.,Z0000,81,Z8744,81,00,3,93,275,1,1,0,1.71,121.0,3,98,,,0.0,
04WN02223,104821381,04,X1381,82,2,00,08,14,8,2,2,7.0,7,5,2,111,218,107,20,12.1,0,71,0.55,78,1,1,,,2,S, 28,,,R3655,11,T6074,44,41,2,92,267,5,5,86,1.47,88.0,2,80,86,,0.0,
04WN02224,104821382,04,X1382,82,2,00,08,14,8,2,2,7.0,7,5,2,111,218,107,19,12.6,0,66,0.499,72,1,1,,,2,S, 28,,,R3655,11,T6074,44,41,2,92,267,5,5,81,1.47,88.0,2,76,77,,0.0,
04WN02225,104821383,04,X1383,82,2,00,81,e.0,5,1,1,1.0,1,1,2,111,218,107,23,12.2,0,75,0.587,83,5,1,,,0,X,.,,PNEU.,Z0000,81,Z9907,81,00,3,93,275,1,1,0,2.12,127.6,3,90,,,0.0,
04WN02226,104821384,04,X1384,82,3,00,80,03P,9,3,2,2.0,2,2,2,111,218,107,7,10.1,0,75,0.607,83,5,1,,,0,W,.,,,Z0000,81,P0260,05,83,3,93,275,8,5,0,2.07,114.6,3,92,,,0.0,
04WN02227,104821385,04,X1385,82,2,00,80,03P,9,3,2,2.0,2,2,2,111,218,107,9,9.5,0,62,0.491,68,5,1,,,0,W,.,,,Z0000,81,P0260,05,83,3,93,275,8,5,0,2.07,114.6,3,81,,,0.0,
04WN02228,104821387,04,X1387,82,3,97,97,972,8,2,2,2.0,2,2,B,111,222,111,7,13.0,0,89,0.685,95,6,1,,,0,.,.,,ENTROPION,Z6098,81,Z8105,81,97,3,93,275,5,5,0,1.74,151.1,3,107,,,0.057,
04WN02229,104821388,04,X1388,82,2,97,97,972,8,2,2,2.0,2,2,B,111,222,111,5,12.4,0,83,0.636,89,6,1,,,0,.,.,974,,Z6098,81,Z8105,81,97,1,,,5,5,95,1.74,151.1,1,87,96,,0.057,
04WN02230,104821389,04,X1389,82,2,00,81,e.1,5,1,1,1.0,1,1,2,111,218,107,24,11.0,0,85,0.692,94,5,1,,,0,X,.,,,Z0000,81,X0168,82,00,3,93,275,1,1,0,2.12,129.8,3,97,,,0.0,
04WN02231,104821391,04,X1391,82,3,00,80,12P,8,2,2,3.0,3,3,2,111,218,107,11,9.1,0,76,0.625,84,5,1,,,0,C,.,,,Z0000,81,A8473,04,84,3,93,275,5,3,0,2.03,139.5,3,92,,,0.0,
04WN02232,104821392,04,X1392,82,2,00,80,12P,8,2,2,3.0,3,3,2,111,218,107,15,6.4,0,78,0.669,87,5,1,,,0,C,.,,WEAK LAMB,Z0000,81,A8473,04,84,Z,93,261,5,7,0,2.03,139.5,Z,92,,,0.0,
04WN02233,104821393,04,X1393,82,2,97,97,972,8,2,2,2.0,2,2,B,111,222,111,4,11.9,0,88,0.686,94,6,1,,,0,.,.,975,ENTROPION,Z6098,81,Z7814,81,97,1,,,5,5,98,1.74,145.8,1,105,101,,0.092,
04WN02234,104821394,04,X1394,82,2,97,97,972,8,2,2,2.0,2,2,B,111,222,111,3,10.4,0,71,0.546,76,6,1,,,0,.,.,,,Z6098,81,Z7814,81,97,3,93,275,5,5,85,1.74,145.8,3,79,,,0.092,
04WN02235,104821395,04,X1395,82,2,00,80,03P,9,3,2,2.0,2,2,2,111,218,107,19,9.4,0,73,0.594,81,5,1,,,0,W,.,,,Z0000,81,P0208,05,81,3,93,275,8,5,0,2.41,143.3,3,89,,,0.0,
04WN02236,104821396,04,X1396,82,2,00,80,03P,9,3,2,2.0,2,2,2,111,218,107,24,8.5,0,60,0.481,66,5,1,,,0,W,.,,,Z0000,81,P0208,05,81,3,93,275,8,5,0,2.41,143.3,3,75,,,0.0,
04WN02237,104821398,04,X1398,82,3,00,81,e.1,5,1,1,1.0,1,1,2,111,218,107,15,12.6,0,72,0.555,79,5,1,,,0,X,.,,PNEU.,Z0000,81,Z9428,81,00,3,93,275,1,1,0,2.12,126.8,3,88,,,0.0,
04WN02238,104821399,04,X1399,82,3,00,20,e.1,5,1,1,1.0,1,1,2,111,218,107,11,12.0,0,98,0.804,108,5,1,,,0,X,.,-W-,,Z0000,81,X0074,82,00,1,,,1,1,0,1.71,124.8,1,114,116,,0.0,
04WN02239,104821401,04,X1401,82,2,00,81,e.2,8,2,1,1.0,1,1,2,111,218,107,23,9.3,0,69,0.558,76,5,1,,,0,X,.,,,Z0000,81,Z8895,81,00,3,93,275,3,2,0,2.22,126.2,3,86,,,0.0,
04WN02240,104821402,04,X1402,82,2,00,81,e.2,8,2,1,1.0,1,1,2,111,218,107,17,8.6,0,78,0.649,86,5,1,,,0,X,.,,PNEU.,Z0000,81,Z9906,81,00,Z,93,261,3,2,0,2.22,128.2,Z,92,,,0.0,
04WN02241,104821405,04,X1405,82,3,00,81,e.2,8,2,1,1.0,1,1,2,111,218,107,13,9.0,0,75,0.617,83,5,1,,,0,X,.,,,Z0000,81,Z9574,81,00,3,93,275,3,2,0,2.22,127.6,3,92,,,0.0,
04WN02242,104821406,04,X1406,82,3,00,20,e.1,5,1,1,1.0,1,1,2,111,218,107,16,15.2,0,92,0.718,101,5,1,,,0,X,.,,,Z0000,81,X0262,82,00,3,93,275,1,1,0,1.71,123.4,3,105,,,0.0,
04WN02243,104821407,04,X1407,82,2,00,20,e.0,5,1,1,1.0,1,1,2,112,218,106,3,13.4,0,79,0.619,88,5,1,,,0,X,.,,,Z0000,81,Z9903,81,00,Z,93,261,1,1,0,1.71,120.8,Z,92,,,0.0,
04WN02244,104821410,04,X1410,82,2,00,81,e.2,5,1,1,1.0,1,1,2,112,218,106,1,14.4,0,85,0.666,94,5,1,,,0,X,.,,BIG,Z0000,81,Z9167,81,00,3,93,275,1,1,0,2.12,129.8,3,85,,,0.0,
04WN02245,104821412,04,X1412,82,1,97,97,972,8,2,2,4.0,4,4,B,112,222,110,3,14.2,0,110,0.871,119,6,1,,,0,.,.,,PIG TAIL,Z6098,81,Z6155,81,97,1,,,5,5,108,1.77,154.1,1,109,,,0.159,
04WN02246,104821413,04,X1413,82,2,00,81,e.2,6,2,1,1.0,1,1,2,112,218,106,20,7.8,0,71,0.596,79,5,1,,,0,X,.,,WEAK LAMB,Z0000,81,Z9702,81,00,3,93,275,3,2,0,2.22,126.8,3,86,,,0.0,
04WN02247,104821414,04,X1414,82,2,00,80,03P,9,3,2,2.0,2,2,2,112,218,106,22,10.3,0,76,0.62,85,5,1,,,0,W,.,,,Z0000,81,A9761,04,83,3,93,275,8,4,0,2.41,137.3,3,95,,,0.0,
04WN02248,104821415,04,X1415,82,2,00,80,03P,9,3,2,2.0,2,2,2,112,218,106,12,8.3,0,70,0.582,78,5,1,,,0,W,.,,,Z0000,81,A9761,04,83,3,93,275,8,6,0,2.41,137.3,3,79,,,0.0,
04WN02249,104821417,04,X1417,82,3,00,80,12P,8,2,2,2.0,2,2,2,112,218,106,15,10.1,0,83,0.688,93,5,1,,,0,C,.,,,Z0000,81,A9841,04,84,3,93,275,5,5,0,2.24,151.6,3,107,,,0.0,
04WN02250,104821418,04,X1418,82,2,00,80,12P,8,2,2,2.0,2,2,2,112,218,106,22,9.3,0,78,0.648,87,5,1,,,0,C,.,,,Z0000,81,A9841,04,84,Z,93,261,5,5,0,2.24,151.6,Z,98,,,0.0,
04WN02251,104821420,04,X1420,82,2,00,80,12P,9,3,2,3.0,3,3,2,112,218,106,8,8.2,0,72,0.602,80,5,1,,,0,C,.,,SCOURS,Z0000,81,A8756,04,82,3,93,275,8,7,0,2.17,148.7,3,78,,,0.0,
04WN02252,104821421,04,X1421,82,3,00,80,12P,9,3,2,3.0,3,3,2,112,218,106,3,11.3,0,93,0.771,104,5,1,,,0,C,.,,PNEU.,Z0000,81,A8756,04,82,3,93,275,8,3,0,2.17,148.7,3,106,,,0.0,
04WN02253,104821422,04,X1422,82,3,00,00,e.2,5,1,1,1.0,1,1,2,112,218,106,2,13.2,0,81,0.64,90,5,1,,,0,X,.,,,Z0000,81,X0128,82,00,3,93,275,1,1,0,1.0,90.0,3,90,,,0.0,
04WN02254,104821424,04,X1424,82,2,00,81,e.1,8,2,1,1.0,1,1,2,112,218,106,22,9.2,0,69,0.564,77,5,1,,,0,X,.,,,Z0000,81,Z8594,81,00,3,93,275,3,2,0,2.22,126.4,3,82,,,0.0,
04WN02255,104821425,04,X1425,82,2,00,81,e.1,5,1,1,1.0,1,1,2,112,218,106,14,12.1,0,93,0.763,104,5,1,,,0,X,.,,PNEU.,Z0000,81,X0359,82,00,3,93,275,1,1,0,2.12,131.8,3,108,,,0.0,
04WN02256,104821427,04,X1427,82,2,00,20,e.0,7,2,1,1.0,1,1,2,112,218,106,13,10.8,0,81,0.662,90,5,1,,,0,X,.,,,Z0000,81,Z8835,81,00,Z,93,261,3,2,0,1.81,121.2,Z,100,,,0.0,
04WN02257,104821428,04,X1428,82,2,00,30,51K,5,1,1,6.0,6,4,2,112,218,106,4,15.4,0,98,0.779,109,5,1,,,0,G,.,,,Z0000,81,K0118,64,61,3,93,275,1,1,0,1.45,122.0,3,117,,,0.0,
04WN02258,104821429,04,X1429,82,3,00,20,e.1,5,1,1,1.0,1,1,2,112,218,106,12,12.9,0,96,0.784,107,5,1,,,0,X,.,,,Z0000,81,X0763,82,00,3,93,275,1,1,0,1.71,124.6,3,110,,,0.0,
04WN02259,104821430,04,X1430,82,2,97,97,972,5,1,1,4.0,4,4,B,112,222,110,4,12.5,0,93,0.732,100,6,1,,,0,.,.,974,ENTROPION,Z6098,81,Z6154,81,97,1,,,1,1,97,1.52,123.8,1,106,100,,0.092,
04WN02260,104821431,04,X1431,82,3,00,20,e.0,5,1,1,1.0,1,1,2,113,218,105,7,12.4,0,85,0.691,95,5,1,,,0,X,.,,,Z0000,81,X0367,82,00,3,93,275,1,1,0,1.71,122.2,3,98,,,0.0,
04WN02261,104821432,04,X1432,82,3,00,20,e.1,5,1,1,1.0,1,1,2,113,218,105,8,12.1,0,83,0.675,93,5,1,,,0,X,.,,,Z0000,81,Z9407,81,00,3,93,275,1,1,0,1.71,121.8,3,98,,,0.0,
04WN02262,104821433,04,X1433,82,2,00,81,e.1,8,2,2,1.0,1,1,2,113,218,105,10,11.6,0,71,0.566,79,5,1,,,0,X,.,,,Z0000,81,Z9782,81,00,3,93,275,5,3,0,2.22,141.8,3,82,,,0.0,
04WN02263,104821434,04,X1434,82,2,00,81,e.1,8,2,2,1.0,1,1,2,113,218,105,22,8.5,0,67,0.557,75,5,1,,,0,X,.,,,Z0000,81,Z9782,81,00,3,93,275,5,7,0,2.22,141.8,3,82,,,0.0,
04WN02264,104821435,04,X1435,82,1,97,97,972,8,2,2,3.0,3,3,B,113,222,109,7,13.8,0,117,0.947,127,6,1,,,0,.,.,,SL.ENTR.,Z6098,81,Z7098,81,97,1,,,5,5,112,1.81,149.2,1,122,,,0.057,
04WN02265,104821436,04,X1436,82,2,97,97,972,8,2,2,3.0,3,3,B,113,222,109,8,13.1,0,103,0.825,112,6,1,,,0,.,.,975,,Z6098,81,Z7098,81,97,1,,,5,5,111,1.81,149.2,1,119,116,,0.057,
04WN02266,104821437,04,X1437,82,2,00,81,e.1,5,1,1,1.0,1,1,2,113,218,105,7,10.1,0,71,0.58,80,5,1,,,0,X,.,,,Z0000,81,Z9982,81,00,3,93,275,1,1,0,2.12,127.0,3,83,,,0.0,
04WN02267,104821438,04,X1438,82,3,00,80,03P,8,2,1,2.0,2,2,2,113,218,105,5,12.4,0,106,0.891,119,5,1,,,0,W,.,-W-,PNEU.,Z0000,81,A9366,04,83,1,,,3,2,0,2.24,133.1,1,118,121,,0.0,
04WN02268,104821440,04,X1440,82,2,00,86,e.7,8,2,1,1.0,1,1,T,113,222,109,7,7.2,0,63,0.512,69,4,1,,,7,N,TAY,,BLK.NECK,K2630,64,Z9013,81,00,3,93,275,3,2,92,1.87,147.4,3,71,,,0.0,
04WN02269,104821442,04,X1442,82,2,00,20,e.2,5,1,1,1.0,1,1,2,113,218,105,16,13.0,0,77,0.61,86,5,1,,,0,X,.,,,Z0000,81,Z9972,81,00,3,93,275,1,1,0,1.71,120.4,3,91,,,0.0,
04WN02270,104821443,04,X1443,82,2,00,20,e.2,5,1,1,1.0,1,1,2,113,218,105,2,14.2,0,75,0.579,84,5,1,,,0,X,.,,,Z0000,81,X0256,82,00,3,93,275,1,1,0,1.71,120.0,3,97,,,0.0,
04WN02271,104821444,04,X1444,82,3,00,20,e.2,5,1,1,1.0,1,1,2,113,218,105,22,11.9,0,80,0.649,90,5,1,,,0,X,.,,PNEU.,Z0000,81,Z9958,81,00,3,93,275,1,1,0,1.71,121.2,3,93,,,0.0,
04WN02272,104821445,04,X1445,82,3,00,80,12P,9,3,2,5.0,5,4,2,113,218,105,16,12.3,0,75,0.597,84,5,1,,,0,C,.,,,Z0000,81,A6435,04,88,3,93,275,8,5,0,2.48,136.6,3,92,,,0.0,
04WN02273,104821446,04,X1446,82,3,00,80,12P,9,3,2,5.0,5,4,2,113,218,105,24,10.5,0,76,0.624,85,5,1,,,0,C,.,,,Z0000,81,A6435,04,88,3,93,275,8,5,0,2.48,136.6,3,89,,,0.0,
04WN02274,104821448,04,X1448,82,3,00,20,e.2,8,2,2,1.0,1,1,2,113,218,105,15,10.5,0,67,0.538,75,5,1,,,0,X,.,,,Z0000,81,Z9425,81,00,3,93,275,5,5,0,1.81,134.0,3,79,,,0.0,
04WN02275,104821449,04,X1449,82,3,00,20,e.2,8,2,2,1.0,1,1,2,113,218,105,19,10.1,0,70,0.57,79,5,1,,,0,X,.,,,Z0000,81,Z9425,81,00,3,93,275,5,5,0,1.81,134.0,3,80,,,0.0,
04WN02276,104821450,04,X1450,82,2,00,20,e.1,5,1,1,1.0,1,1,2,113,218,105,3,12.8,0,92,0.754,103,5,1,,,0,X,.,,,Z0000,81,X0255,82,00,3,93,275,1,1,0,1.71,123.8,3,108,,,0.0,
04WN02277,104821453,04,X1453,82,1,97,97,972,8,2,2,5.0,5,4,B,113,222,109,6,15.4,0,114,0.905,124,6,1,,,0,.,.,,,Z6098,81,Z5592,81,97,1,,,5,5,113,1.81,162.9,1,122,,,0.093,
04WN02278,104821455,04,X1455,82,2,00,81,e.0,8,2,1,1.0,1,1,2,113,218,105,11,10.8,0,80,0.659,90,5,1,,,0,X,.,,,Z0000,81,Z9769,81,00,Z,93,261,3,2,0,2.22,129.0,Z,93,,,0.0,
04WN02279,104821456,04,X1456,82,2,00,81,e.0,5,1,1,1.0,1,1,2,113,218,105,9,10.0,0,72,0.59,81,5,1,,,0,X,.,,,Z0000,81,Z9058,81,00,3,93,275,1,1,0,2.12,127.2,3,86,,,0.0,
04WN02280,104821457,04,X1457,82,2,00,20,e.1,5,1,1,1.0,1,1,2,114,218,104,24,15.4,0,84,0.66,95,5,1,,,0,X,.,,,Z0000,81,Z9151,81,00,3,93,275,1,1,0,1.71,122.2,3,96,,,0.0,
04WN02281,104821458,04,X1458,82,2,00,20,e.2,5,1,1,1.0,1,1,2,114,218,104,17,9.5,0,82,0.697,93,5,1,,,0,X,.,,,Z0000,81,X0178,82,00,Z,93,261,1,1,0,1.71,121.8,Z,94,,,0.0,
04WN02282,104821459,04,X1459,82,2,00,20,44T,9,3,2,4.0,4,4,2,114,218,104,9,13.4,0,86,0.698,97,5,1,,,0,M,.,,ENTROPION,Z0000,81,T7995,44,41,3,93,275,8,4,0,1.91,123.9,3,95,,,0.0,
04WN02283,104821460,04,X1460,82,2,00,20,44T,9,3,2,4.0,4,4,2,114,218,104,17,10.8,0,72,0.588,81,5,1,,,0,M,.,,ENTROPION,Z0000,81,T7995,44,41,3,93,275,8,6,0,1.91,123.9,3,81,,,0.0,
04WN02284,104821462,04,X1462,82,2,00,20,e.1,8,2,1,1.0,1,1,2,114,218,104,16,11.4,0,88,0.737,100,5,1,,,0,X,.,,,Z0000,81,X0328,82,00,3,93,275,3,2,0,1.81,123.2,3,95,,,0.0,
04WN02285,104821464,04,X1464,82,2,00,20,e.1,5,1,1,1.0,1,1,2,114,218,104,1,12.1,0,83,0.682,94,5,1,,,0,X,.,,,Z0000,81,Z9344,81,00,3,93,275,1,1,0,1.71,122.0,3,86,,,0.0,
04WN02286,104821465,04,X1465,82,2,00,20,e.2,5,1,1,1.0,1,1,2,114,218,104,3,12.0,0,84,0.692,95,5,1,,,0,X,.,,BIG,Z0000,81,Z8686,81,00,3,93,275,1,1,0,1.71,122.2,3,92,,,0.0,
04WN02287,104821466,04,X1466,82,2,00,80,12P,8,2,2,6.0,6,4,2,114,218,104,15,10.2,0,86,0.729,98,5,1,,,0,C,.,,,Z0000,81,A5605,04,82,3,93,275,5,5,0,1.95,149.2,3,96,,,0.0,
04WN02288,104821467,04,X1467,82,3,00,80,12P,8,2,2,6.0,6,4,2,114,218,104,4,9.8,0,84,0.713,95,5,1,,,0,C,.,,,Z0000,81,A5605,04,82,3,93,275,5,5,0,1.95,149.2,3,90,,,0.0,
04WN02289,104821469,04,X1469,82,2,00,31,43,8,2,2,4.0,4,4,2,114,218,104,14,7.8,0,73,0.627,83,1,1,,,2,N, 24,,,R3885,11,A7265,04,82,2,92,267,5,5,102,2.11,135.9,2,88,91,,0.0,
04WN02290,104821470,04,X1470,82,2,00,31,43,8,2,2,4.0,4,4,2,114,218,104,7,8.2,0,66,0.556,75,1,1,,,2,N, 26,,,R3885,11,A7265,04,82,2,92,267,5,5,95,2.11,135.9,2,79,82,,0.0,
04WN02291,104821473,04,X1473,82,2,00,83,e.0,5,1,1,1.0,1,1,T,114,222,108,2,10.6,0,91,0.744,100,5,1,,,7,N,TAY,e.5,,Z0000,81,X0226,82,00,1,,,1,1,0,2.12,131.0,1,102,109,,0.0,
04WN02292,104821474,04,X1474,82,3,00,81,e.1,5,1,1,1.0,1,1,2,114,218,104,9,14.3,0,95,0.776,107,5,1,,,0,X,.,-W-,,Z0000,81,Z9171,81,00,1,,,1,1,0,2.12,132.4,1,105,110,,0.0,
