UID,ID9,ETAG,BRD,SEX,LINE,RGRP,GRP,STM,YR,YLD,BAND,DAYSH,DATE,TIME,GRADE,FLGR1,GRFL,SPWT,LOT,MSG,PD,RMK,TABL,L,YEAR,AGE
92SH04160, 85437271,T7271,43,2,49,,,02,85,,2,132,0511,1618,56,6,12.2,147,,,1,,A,,92,7.0
92SH04161, 85437282,T7282,43,2,42,,,02,85,,2,132,0511,1445,54,7,9.2,138,,,1,,B,,92,7.0
92SH04162, 85437292,T7292,43,2,49,,,02,85,,2,133,0512,1536,56,6,11.9,158,,,1,,A,,92,7.0
92SH04163, 85437301,T7301,43,2,42,,,02,85,,1,132,0511,1001,62,3,12.6,153,,,1,,A,,92,7.0
92SH04164, 85437305,T7305,43,2,42,,,02,85,,2,133,0512,1548,60,4,10.3,127,,,1,SHORTSTAPLE,B,,92,7.0
92SH04165, 85437307,T7307,43,2,49,,,02,85,,2,133,0512,1527,60,4,11.2,176,,,1,,B,,92,7.0
92SH04166, 85437310,T7310,43,2,40,,,02,85,,2,133,0512,1454,64,2,11.7,183,,,1,MX L42 T7301,B,,92,7.0
92SH04167, 85437324,T7324,43,2,42,,,02,85,,1,132,0511,0942,58,5,9.9,139,,,1,,B,,92,7.0
92SH04168, 85437336,T7336,43,2,49,,,02,85,,1,132,0511,1058,58,5,14.0,215,,,1,,A,,92,7.0
92SH04169, 85437357,T7357,43,2,49,,,02,85,,2,132,0511,1619,56,6,10.2,167,,,1,FIBERBAG,B,,92,7.0
92SH04170, 85437370,T7370,43,2,41,,,02,85,,2,133,0512,1531,56,6,10.4,174,,,1,,B,,92,7.0
92SH04171, 85437415,T7415,43,2,49,,,02,85,,X,134,0513,1604,58,5,9.0,163,,,1,X.AGE,B,,92,7.0
92SH04172, 85437441,T7441,43,2,42,,,02,85,,1,132,0511,1000,60,4,15.3,153,,,1,,A,,92,7.0
92SH04173, 85437444,T7444,43,2,48,,,02,85,,2,133,0512,1533,60,4,10.0,153,,,1,DYSTOCIA,A,,92,7.0
92SH04174, 85437449,T7449,43,2,41,,,02,85,,2,134,0513,1008,58,5,11.4,152,,,1,SW.BAG,B,,92,7.0
92SH04175, 85437493,T7493,43,2,49,,,02,85,,2,133,0512,1534,56,6,14.0,185,,,1,,A,,92,7.0
92SH04176, 85437497,T7497,43,2,40,,,02,85,,2,134,0513,0905,56,6,10.5,158,,,1,"THIN,LTS",B,,92,7.0
92SH04177, 85437509,T7509,43,2,48,,,02,85,,2,132,0511,1448,58,5,10.6,206,,,1,"LF.LAME,SWBG",A,,92,7.0
92SH04178, 85437551,T7551,43,2,42,,,02,85,,X,135,0514,0841,60,4,10.3,151,,,1,X,A,,92,7.0
92SH04179, 85437556,T7556,43,2,41,,,02,85,,5,134,0513,1718,58,5,11.4,174,,,1,,A,,92,7.0
92SH04180, 85437563,T7563,43,2,41,,,02,85,,2,132,0511,1545,58,5,10.7,162,,,1,,B,,92,7.0
92SH04181, 85437587,T7587,43,2,41,,,02,85,,1,132,0511,0936,58,5,10.8,172,,,1,,A,,92,7.0
92SH04182, 85437610,T7610,43,2,42,,,02,85,,1,133,0512,0949,62,3,10.0,144,,,1,CAKED?,B,,92,7.0
92SH04183, 86437711,T7711,43,2,41,,,02,86,,2,133,0512,1544,56,6,11.7,183,,,1,,A,,92,6.0
92SH04184, 86437730,T7730,43,2,42,,,02,86,,2,132,0511,1553,56,6,10.3,177,,,1,,B,,92,6.0
92SH04185, 86437732,T7732,43,2,40,,,02,86,,2,132,0511,1549,60,4,9.9,170,,,1,,B,,92,6.0
92SH04186, 86437748,T7748,43,2,40,,,02,86,,2,132,0511,1615,58,5,11.5,162,,,1,BIGBAG,B,,92,6.0
92SH04187, 86437775,T7775,43,2,41,,,02,86,,X,135,0514,0823,58,5,12.9,184,,,1,X,B,,92,6.0
92SH04188, 86437788,T7788,43,2,41,,,02,86,,2,134,0513,1014,56,6,12.3,211,,,1,,A,,92,6.0
92SH04189, 86437809,T7809,43,2,42,,,02,86,,2,132,0511,1452,56,6,9.4,124,,,1,,A,,92,6.0
92SH04190, 86437813,T7813,43,2,40,,,02,86,,X,135,0514,1606,56,6,8.9,113,,,1,THINCULL.DEAD,B,,92,6.0
92SH04191, 86437828,T7828,43,2,41,,,02,86,,2,132,0511,1511,58,5,8.8,128,,,1,THIN.DYSTOCIA,A,,92,6.0
92SH04192, 86437850,T7850,43,2,49,,,02,86,,2,134,0513,1017,58,5,11.2,210,,,1,,A,,92,6.0
92SH04193, 86437862,T7862,43,2,49,,,02,86,,2,134,0513,1017,56,6,12.7,234,,,1,FIBERY.X,A,,92,6.0
92SH04194, 86437870,T7870,43,2,42,,,02,86,,2,133,0512,1531,56,6,8.5,110,,,1,,B,,92,6.0
92SH04195, 86437885,T7885,43,2,48,,,02,86,,2,132,0511,1449,56,6,9.0,161,,,1,THIN.CULLY,A,,92,6.0
92SH04196, 86437892,T7892,43,2,49,,,02,86,,2,132,0511,1638,56,6,13.5,192,,,1,,A,,92,6.0
92SH04197, 86437894,T7894,43,2,40,,,02,86,,1,133,0512,0945,60,4,12.4,166,,,1,,B,,92,6.0
92SH04198, 86437898,T7898,43,2,49,,,02,86,,2,134,0513,1007,58,5,10.7,202,,,1,,B,,92,6.0
92SH04199, 86437902,T7902,43,2,40,,,02,86,,2,132,0511,1445,58,5,10.8,197,,,1,,A,,92,6.0
92SH04200, 86437912,T7912,43,2,49,,,02,86,,2,134,0513,0945,58,5,12.0,222,,,1,,A,,92,6.0
92SH04201, 86437916,T7916,43,2,41,,,02,86,,2,132,0511,1447,60,4,10.3,192,,,1,,B,,92,6.0
92SH04202, 86437918,T7918,43,2,49,,,02,86,,2,133,0512,1532,58,5,12.2,202,,,1,FIBERY,A,,92,6.0
92SH04203, 86437928,T7928,43,2,40,,,02,86,,X,135,0514,0843,60,4,11.3,172,,,1,DYSTOCIA,A,,92,6.0
92SH04204, 86437952,T7952,43,2,49,,,02,86,,X,134,0513,1559,56,6,12.1,192,,,1,X.AGE,B,,92,6.0
92SH04205, 86437955,T7955,43,2,42,,,02,86,,2,132,0511,1447,58,5,11.0,135,,,1,,B,,92,6.0
92SH04206, 86438006,T8006,43,2,42,2,X,02,86,,T,72,0312,1547,58,5,6.9,146,OVX,,3,OVX.EWE,A,,92,6.0
92SH04207, 86438015,T8015,43,2,48,,,02,86,,2,132,0511,1511,54,7,11.7,167,,,1,,B,,92,6.0
92SH04208, 86438016,T8016,43,2,48,,,02,86,,X,134,0513,1640,64,2,6.1,98,,,1,DEAD EWE,B,,92,6.0
92SH04209, 86438019,T8019,43,2,40,,,02,86,,2,134,0513,0844,58,5,11.6,196,,,1,,B,,92,6.0
92SH04210, 86438037,T8037,43,2,42,,,02,86,,2,132,0511,1455,56,6,10.1,138,,,1,,B,,92,6.0
92SH04211, 86438042,T8042,43,2,41,,,02,86,,1,132,0511,1030,56,6,13.4,179,,,1,UTER.INERTIA,B,,92,6.0
92SH04212, 86438052,T8052,43,2,40,,,02,86,,2,134,0513,0951,58,5,10.4,193,,,1,,A,,92,6.0
92SH04213, 86438059,T8059,43,2,40,,,02,86,,2,132,0511,1451,58,5,11.3,187,,,1,,A,,92,6.0
92SH04214, 86438061,T8061,43,2,42,,,02,86,,2,134,0513,0950,56,6,8.7,142,,,1,FLTS,A,,92,6.0
92SH04215, 86438063,T8063,43,2,41,,,02,86,,X,134,0513,1627,62,3,8.8,142,,,1,X,B,,92,6.0
92SH04216, 86438073,T8073,43,2,48,,,02,86,,2,134,0513,1015,56,6,11.2,151,,,1,SUCK1SIDE,B,,92,6.0
92SH04217, 86438077,T8077,43,2,49,,,02,86,,2,133,0512,1458,58,5,11.9,195,,,1,,B,,92,6.0
92SH04218, 86438082,T8082,43,2,49,,,02,86,,1,133,0512,0925,56,6,10.9,181,,,1,,A,,92,6.0
92SH04219, 86438098,T8098,43,2,42,,,02,86,,1,132,0511,1034,62,3,8.3,153,,,1,"LTS,4TEATS",B,,92,6.0
92SH04220, 86438107,T8107,43,2,40,,,02,86,,2,134,0513,1013,54,7,13.1,201,,,1,,A,,92,6.0
92SH04221, 86438117,T8117,43,2,49,,,02,86,,2,133,0512,1534,56,6,9.7,169,,,1,"LT,BIGBAG",A,,92,6.0
92SH04222, 86438129,T8129,43,2,40,,,02,86,,1,132,0511,0900,62,3,13.0,204,,,1,,B,,92,6.0
92SH04223, 86438130,T8130,43,2,49,,,02,86,,5,134,0513,1709,56,6,14.4,176,,,1,,B,,92,6.0
92SH04224, 86438131,T8131,43,2,48,,,02,86,,1,132,0511,0902,64,2,10.4,174,,,1,,A,,92,6.0
92SH04225, 86438144,T8144,43,2,48,,,02,86,,2,134,0513,1013,54,7,12.2,185,,,1,,A,,92,6.0
92SH04226, 86438166,T8166,43,2,49,,,02,86,,X,134,0513,1720,58,5,9.7,151,,,1,L.SPOILED,A,,92,6.0
92SH04227, 86438175,T8175,43,2,48,,,02,86,,1,132,0511,1321,62,3,8.1,162,,,1,FINNEWE?,B,,92,6.0
92SH04228, 86438204,T8204,43,2,48,,,02,86,,X,72,0312,0000,58,5,8.4,150,,,1,DYSTOCIA.XXX,A,,92,6.0
92SH04229, 86438210,T8210,43,2,41,,,02,86,,2,132,0511,1553,56,6,10.9,167,,,1,DYS.BREECH,B,,92,6.0
92SH04230, 86438217,T8217,43,2,48,,,02,86,,X,134,0513,1602,56,6,8.6,140,,,1,X,A,,92,6.0
92SH04231, 86438230,T8230,43,2,49,,,02,86,,1,133,0512,1032,58,5,9.7,120,,,1,,B,,92,6.0
92SH04232, 86438262,T8262,43,2,42,,,02,86,,1,133,0512,1108,58,5,13.0,143,,,1,,A,,92,6.0
92SH04233, 86438265,T8265,43,2,41,,,02,86,,1,132,0511,0856,60,4,11.4,204,,,1,,B,,92,6.0
92SH04234, 86438283,T8283,43,2,42,,,02,86,,1,133,0512,1115,56,6,11.1,144,,,1,FLTS,B,,92,6.0
92SH04235, 86438322,T8322,43,2,41,,,02,86,,1,133,0512,1117,56,6,10.6,192,,,1,,B,,92,6.0
92SH04236, 86438324,T8324,43,2,42,,,02,86,,1,132,0511,0921,60,4,10.8,177,,,1,,A,,92,6.0
92SH04237, 86438354,T8354,43,2,48,,,02,86,,2,134,0513,1009,56,6,13.5,206,,,1,DYSTOCIA,B,,92,6.0
92SH04238, 86438383,T8383,43,2,48,,,02,86,,1,132,0511,0922,60,4,9.4,189,,,1,?SHOU..,A,,92,6.0
92SH04239, 86438388,T8388,43,2,49,,,02,86,,1,133,0512,1121,58,5,9.6,192,,,1,ABS.OK,B,,92,6.0
92SH04240, 86438427,T8427,43,2,48,,,02,86,,2,134,0513,0921,64,2,8.0,170,,,1,SW.BAG?,B,,92,6.0
92SH04241, 86438437,T8437,43,2,48,,,02,86,,1,133,0512,1033,58,5,13.7,177,,,1,ABS.SHOU,A,,92,6.0
92SH04242, 86438442,T8442,43,2,48,,,02,86,,1,132,0511,0940,58,5,11.2,146,,,1,,A,,92,6.0
92SH04243, 86438452,T8452,43,2,49,,,02,86,,2,134,0513,1014,58,5,12.1,191,,,1,,B,,92,6.0
92SH04244, 86438508,T8508,43,2,48,2,X,02,86,,T,72,0312,1534,60,4,7.0,186,OVX,,3,OVX.EWE,A,,92,6.0
92SH04245, 86438513,T8513,43,2,48,,,02,86,,2,133,0512,1459,60,4,12.0,179,,,1,,A,,92,6.0
92SH04246, 87438523,T8523,43,2,48,,,02,87,,1,133,0512,1136,56,6,13.6,168,,,1,,A,,92,5.0
92SH04247, 87438524,T8524,43,2,48,,,02,87,,X,134,0513,1606,58,5,12.0,158,,,1,LTS4TEATS,A,,92,5.0
92SH04248, 87438536,T8536,43,2,48,,,02,87,,1,133,0512,0954,58,5,12.5,169,,,1,LTS,B,,92,5.0
92SH04249, 87438550,T8550,43,2,42,,,02,87,,2,134,0513,0950,58,5,9.7,166,,,1,,B,,92,5.0
92SH04250, 87438553,T8553,43,2,48,2,X,02,87,,T,72,0312,1503,62,3,8.0,176,OVX,,3,OVX.EWE,A,,92,5.0
92SH04251, 87438563,T8563,43,2,49,,,02,87,,1,133,0512,1113,58,5,12.7,175,,,1,L.BAG CAKED,A,,92,5.0
92SH04252, 87438574,T8574,43,2,42,,,02,87,,1,133,0512,0858,58,5,8.8,134,,,1,,A,,92,5.0
92SH04253, 87438577,T8577,43,2,49,,,02,87,,X,134,0513,1617,58,5,8.6,166,,,1,XBAG,A,,92,5.0
92SH04254, 87438586,T8586,43,2,49,,,02,87,,D,132,0511,0834,58,5,12.4,202,,,1,,A,,92,5.0
92SH04255, 87438595,T8595,43,2,40,,,02,87,,2,133,0512,1533,58,5,8.1,183,,,1,LTS,A,,92,5.0
92SH04256, 87438598,T8598,43,2,48,2,X,02,87,,T,72,0312,1537,54,7,11.2,156,OVX,,3,OVX.EWE,A,,92,5.0
92SH04257, 87438600,T8600,43,2,48,,,02,87,,2,133,0512,1536,54,7,11.8,192,,,1,FLTS,B,,92,5.0
92SH04258, 87438628,T8628,43,2,48,,,02,87,,2,132,0511,1547,56,6,11.5,169,,,1,,B,,92,5.0
92SH04259, 87438629,T8629,43,2,49,,,02,87,,X,134,0513,1618,60,4,10.1,181,,,1,X,B,,92,5.0
92SH04260, 87438630,T8630,43,2,40,2,X,02,87,,T,72,0312,1519,54,7,11.1,186,OVX,,3,OVX.EWE,A,,92,5.0
92SH04261, 87438633,T8633,43,2,48,,,02,87,,2,132,0511,1516,60,4,9.7,206,,,1,AB.L.REAR,B,,92,5.0
92SH04262, 87438649,T8649,43,2,49,,,02,87,,1,133,0512,1035,60,4,14.0,206,,,1,,A,,92,5.0
92SH04263, 87438663,T8663,43,2,41,,,02,87,,5,135,0514,0835,60,4,12.0,196,,,1,RET.PLACENTA,A,,92,5.0
92SH04264, 87438671,T8671,43,2,49,,,02,87,,5,134,0513,1706,56,6,13.0,168,,,1,,B,,92,5.0
92SH04265, 87438685,T8685,43,2,48,,,02,87,,1,133,0512,1116,60,4,11.6,160,,,1,,A,,92,5.0
92SH04266, 87438686,T8686,43,2,48,,,02,87,,1,132,0511,0850,62,3,10.4,175,,,1,,B,,92,5.0
92SH04267, 87438689,T8689,43,2,40,,,02,87,,1,133,0512,1048,60,4,8.7,162,,,1,,A,,92,5.0
92SH04268, 87438718,T8718,43,2,49,,,02,87,,X,134,0513,1646,60,4,11.7,159,,,1,X,B,,92,5.0
92SH04269, 87438727,T8727,43,2,42,,,02,87,,2,134,0513,0947,62,3,9.0,163,,,1,,B,,92,5.0
92SH04270, 87438766,T8766,43,2,41,,,02,87,,2,132,0511,1512,60,4,8.8,177,,,1,L.SPOILED,B,,92,5.0
92SH04271, 87438778,T8778,43,2,49,,,02,87,,X,134,0513,1647,60,4,10.7,202,,,1,CULLY BAD MOM,B,,92,5.0
92SH04272, 87438781,T8781,43,2,49,,,02,87,,2,133,0512,1535,56,6,11.6,196,,,1,,B,,92,5.0
92SH04273, 87438789,T8789,43,2,40,,,02,87,,X,134,0513,1555,58,5,8.9,170,,,1,"CULL,0MILK",B,,92,5.0
92SH04274, 87438811,T8811,43,2,49,,,02,87,,2,133,0512,1535,56,6,12.6,161,,,1,SUCK1SIDE,B,,92,5.0
92SH04275, 87438851,T8851,43,2,48,,,02,87,,1,133,0512,0951,56,6,11.4,146,,,1,FIBERY?,A,,92,5.0
92SH04276, 87438862,T8862,43,2,40,,,02,87,,2,134,0513,1013,56,6,12.2,167,,,1,-> 1 EARTAG,B,,92,5.0
92SH04277, 87438866,T8866,43,2,42,,,02,87,,2,133,0512,1547,58,5,10.8,155,,,1,,B,,92,5.0
92SH04278, 87438871,T8871,43,2,49,,,02,87,,D,132,0511,0834,60,4,11.3,208,,,1,,A,,92,5.0
92SH04279, 87438872,T8872,43,2,40,,,02,87,,2,132,0511,1619,54,7,13.1,170,,,1,FLTS,A,,92,5.0
92SH04280, 87438913,T8913,43,2,40,,,02,87,,1,133,0512,0945,60,4,11.2,204,,,1,,B,,92,5.0
92SH04281, 87438917,T8917,43,2,49,,,02,87,,2,133,0512,1548,58,5,10.2,187,,,1,,B,,92,5.0
92SH04282, 87438923,T8923,43,2,42,,,02,87,,2,132,0511,1612,60,4,11.0,155,,,1,RF.LAME,B,,92,5.0
92SH04283, 87438929,T8929,43,2,42,,,02,87,,2,133,0512,1501,60,4,9.0,132,,,1,SW.BAG,B,,92,5.0
92SH04284, 87438930,T8930,43,2,48,,,02,87,,2,132,0511,1518,58,5,10.1,161,,,1,,A,,92,5.0
92SH04285, 87438943,T8943,43,2,48,,,02,87,,1,133,0512,1039,60,4,13.2,154,,,1,,A,,92,5.0
92SH04286, 87438951,T8951,43,2,49,,,02,87,,2,134,0513,1012,56,6,12.3,154,,,1,,B,,92,5.0
92SH04287, 87438955,T8955,43,2,42,,,02,87,,2,134,0513,0920,54,7,9.9,161,,,1,UT.INFECTION,B,,92,5.0
92SH04288, 87438986,T8986,43,2,49,,,02,87,,2,133,0512,1548,58,5,10.5,170,,,1,,B,,92,5.0
92SH04289, 87438996,T8996,43,2,49,,,02,87,,2,133,0512,1538,58,5,12.2,171,,,1,BIGBAG,B,,92,5.0
92SH04290, 87438997,T8997,43,2,49,,,02,87,,2,133,0512,1537,60,4,11.4,193,,,1,,A,,92,5.0
92SH04291, 87439002,T9002,43,2,48,2,X,02,87,,T,72,0312,1523,60,4,9.1,166,OVX,,3,OVX.EWE,A,,92,5.0
92SH04292, 87439013,T9013,43,2,40,,,02,87,,2,132,0511,1616,60,4,9.5,143,,,1,,A,,92,5.0
92SH04293, 87439022,T9022,43,2,49,,,02,87,,5,134,0513,1622,64,2,10.6,200,,,1,,B,,92,5.0
92SH04294, 87439031,T9031,43,2,41,,,02,87,,2,134,0513,0950,58,5,11.4,194,,,1,,A,,92,5.0
92SH04295, 87439044,T9044,43,2,48,,,02,87,,2,133,0512,1549,58,5,11.2,136,,,1,,B,,92,5.0
92SH04296, 87439045,T9045,43,2,48,,,02,87,,2,133,0512,1531,58,5,10.4,169,,,1,,B,,92,5.0
92SH04297, 87439053,T9053,43,2,41,,,02,87,,2,132,0511,1611,62,3,10.8,215,,,1,,B,,92,5.0
92SH04298, 87439076,T9076,43,2,49,,,02,87,,1,133,0512,0914,60,4,13.1,209,,,1,FIBERY?,B,,92,5.0
92SH04299, 87439091,T9091,43,2,48,,,02,87,,2,133,0512,1538,58,5,10.0,164,,,1,SW.BAG.X,B,,92,5.0
92SH04300, 87439094,T9094,43,2,48,,,02,87,,1,133,0512,1047,56,6,14.7,167,,,1,,A,,92,5.0
92SH04301, 87439105,T9105,43,2,40,,,02,87,,2,134,0513,1012,64,2,10.5,216,,,1,,B,,92,5.0
92SH04302, 87439110,T9110,43,2,49,,,02,87,,2,133,0512,1530,58,5,11.4,185,,,1,,A,,92,5.0
92SH04303, 87439122,T9122,43,2,48,,,02,87,,1,133,0512,0952,58,5,9.6,168,,,1,,B,,92,5.0
92SH04304, 87439149,T9149,43,2,40,,,02,87,,2,132,0511,1450,58,5,9.3,183,,,1,,B,,92,5.0
92SH04305, 87439156,T9156,43,2,40,,,02,87,,2,132,0511,1446,60,4,9.5,181,,,1,FIBERY?,B,,92,5.0
92SH04306, 87439173,T9173,43,2,42,,,02,87,,2,133,0512,1526,60,4,9.2,132,,,1,,B,,92,5.0
92SH04307, 87439181,T9181,43,2,49,,,02,87,,1,133,0512,1112,54,7,13.9,165,,,1,,B,,92,5.0
92SH04308, 87439182,T9182,43,2,48,,,02,87,,2,133,0512,1526,60,4,10.4,138,,,1,BIGBAG FLTS,A,,92,5.0
92SH04309, 87439207,T9207,43,2,41,,,02,87,,1,132,0511,1036,56,6,13.5,146,,,1,,A,,92,5.0
92SH04310, 87439235,T9235,43,2,49,,,02,87,,5,134,0513,1706,58,5,10.8,188,,,1,,A,,92,5.0
92SH04311, 87439272,T9272,43,2,42,,,02,87,,1,132,0511,1005,60,4,11.2,170,,,1,,B,,92,5.0
92SH04312, 87439277,T9277,43,2,40,,,02,87,,2,133,0512,1542,56,6,11.6,170,,,1,,A,,92,5.0
92SH04313, 87439280,T9280,43,2,42,,,02,87,,X,134,0513,1606,58,5,12.1,130,,,1,HARDBAG,A,,92,5.0
92SH04314, 87439287,T9287,43,2,48,,,02,87,,1,132,0511,0947,56,6,11.4,151,,,1,,B,,92,5.0
92SH04315, 87439289,T9289,43,2,49,,,02,87,,2,132,0511,1518,60,4,9.8,167,,,1,,A,,92,5.0
92SH04316, 87439290,T9290,43,2,42,,,02,87,,2,133,0512,1537,58,5,9.2,144,,,1,,A,,92,5.0
92SH04317, 87439295,T9295,43,2,41,,,02,87,,2,132,0511,1612,60,4,11.0,150,,,1,,A,,92,5.0
92SH04318, 87439302,T9302,43,2,42,,,02,87,,1,132,0511,0854,58,5,12.3,154,,,1,SM.BAG,B,,92,5.0
92SH04319, 87439305,T9305,43,2,49,,,02,87,,X,134,0513,1646,64,2,11.3,146,,,1,THIN.SW.BAG.X,A,,92,5.0
92SH04320, 87439308,T9308,43,2,40,,,02,87,,2,134,0513,0954,62,3,12.0,198,,,1,,B,,92,5.0
92SH04321, 87439311,T9311,43,2,40,,,02,87,,2,134,0513,1010,58,5,11.5,206,,,1,FLTS,A,,92,5.0
92SH04322, 87439319,T9319,43,2,48,,,02,87,,1,133,0512,1120,56,6,10.0,206,,,1,CONGEST.BAG,A,,92,5.0
92SH04323, 87439322,T9322,43,2,42,,,02,87,,2,134,0513,0923,58,5,8.6,184,,,1,FLTS,B,,92,5.0
92SH04324, 87439323,T9323,43,2,42,,,02,87,,2,132,0511,1453,58,5,9.7,148,,,1,,A,,92,5.0
92SH04325, 87439331,T9331,43,2,41,,,02,87,,5,134,0513,1710,60,4,14.0,227,,,1,,B,,92,5.0
92SH04326, 87439332,T9332,43,2,49,,,02,87,,2,134,0513,1010,58,5,13.0,225,,,1,,A,,92,5.0
92SH04327, 87439336,T9336,43,2,48,,,02,87,,2,133,0512,1526,56,6,10.1,147,,,1,,B,,92,5.0
92SH04328, 87439346,T9346,43,2,42,,,02,87,,1,132,0511,0900,64,2,11.6,142,,,1,TENDER,A,,92,5.0
92SH04329, 87439353,T9353,43,2,48,,,02,87,,1,133,0512,1118,60,4,10.6,182,,,1,,A,,92,5.0
92SH04330, 87439363,T9363,43,2,48,,,02,87,,2,134,0513,0946,60,4,12.6,200,,,1,UNICORN,A,,92,5.0
92SH04331, 87439365,T9365,43,2,48,,,02,87,,2,133,0512,1550,58,5,10.7,170,,,1,DYS.BIGBAG.X,A,,92,5.0
92SH04332, 87439373,T9373,43,2,48,,,02,87,,1,132,0511,0854,58,5,10.4,155,,,1,,A,,92,5.0
92SH04333, 87439376,T9376,43,2,48,,,02,87,,2,133,0512,1543,56,6,10.5,169,,,1,CAKED,B,,92,5.0
92SH04334, 88439404,T9404,43,2,41,2,X,02,88,,T,72,0312,1542,58,5,9.3,136,OVX,,3,OVX.EWE,A,,92,4.0
92SH04335, 88439408,T9408,43,2,41,,,02,88,,1,133,0512,0951,62,3,11.7,170,,,1,,B,,92,4.0
92SH04336, 88439409,T9409,43,2,49,,,02,88,,5,135,0514,0845,60,4,11.2,176,,,1,,A,,92,4.0
92SH04337, 88439413,T9413,43,2,41,,,02,88,,1,132,0511,0916,62,3,11.8,183,,,1,,B,,92,4.0
92SH04338, 88439415,T9415,43,2,49,,,02,88,,X,135,0514,1611,60,4,10.8,137,,,1,XXX.CSEC.DEAD,B,,92,4.0
92SH04339, 88439422,T9422,43,2,48,,,02,88,,2,134,0513,1013,56,6,11.3,177,,,1,,B,,92,4.0
92SH04340, 88439425,T9425,43,2,49,,,02,88,,2,132,0511,1455,54,7,11.7,183,,,1,,A,,92,4.0
92SH04341, 88439427,T9427,43,2,49,,,02,88,,1,133,0512,0959,62,3,12.1,157,,,1,,B,,92,4.0
92SH04342, 88439433,T9433,43,2,41,,,02,88,,1,132,0511,1036,60,4,12.9,153,,,1,,B,,92,4.0
92SH04343, 88439438,T9438,43,2,40,2,X,02,88,,T,72,0312,1544,60,4,9.8,186,OVX,,3,OVX.EWE,A,,92,4.0
92SH04344, 88439439,T9439,43,2,40,,,02,88,,1,133,0512,0926,56,6,14.0,164,,,1,RF.LAME.ABS.,B,,92,4.0
92SH04345, 88439440,T9440,43,2,48,,,02,88,,2,132,0511,1454,58,5,8.6,143,,,1,,B,,92,4.0
92SH04346, 88439448,T9448,43,2,40,,,02,88,,1,133,0512,0925,56,6,10.8,149,,,1,,A,,92,4.0
92SH04347, 88439453,T9453,43,2,48,,,02,88,,X,135,0514,1553,56,6,11.9,180,,,1,LAID ON GRAFT,A,,92,4.0
92SH04348, 88439455,T9455,43,2,42,,,02,88,,2,133,0512,1547,60,4,8.9,171,,,1,,A,,92,4.0
92SH04349, 88439463,T9463,43,2,40,,,02,88,,1,132,0511,0852,58,5,11.8,184,,,1,,A,,92,4.0
92SH04350, 88439469,T9469,43,2,48,,,02,88,,2,132,0511,1549,60,4,11.6,172,,,1,,B,,92,4.0
92SH04351, 88439473,T9473,43,2,48,,,02,88,,X,134,0513,1710,60,4,8.6,151,,,1,CULLBAGTHICK,B,,92,4.0
92SH04352, 88439476,T9476,43,2,49,,,02,88,,2,133,0512,1503,60,4,12.9,138,,,1,,A,,92,4.0
92SH04353, 88439480,T9480,43,2,48,,,02,88,,1,132,0511,1029,58,5,11.2,189,,,1,,B,,92,4.0
92SH04354, 88439485,T9485,43,2,49,,,02,88,,2,132,0511,1548,62,3,11.2,164,,,1,,A,,92,4.0
92SH04355, 88439486,T9486,43,2,49,,,02,88,,2,132,0511,1653,60,4,11.2,185,,,1,BIGBAG.HARD.X,B,,92,4.0
92SH04356, 88439493,T9493,43,2,48,,,02,88,,2,132,0511,1452,56,6,12.0,134,,,1,,B,,92,4.0
92SH04357, 88439494,T9494,43,2,49,,,02,88,,5,134,0513,1708,58,5,10.4,165,,,1,,B,,92,4.0
92SH04358, 88439496,T9496,43,2,49,,,02,88,,5,135,0514,0839,60,4,12.5,161,,,1,,B,,92,4.0
92SH04359, 88439520,T9520,43,2,49,,,02,88,,1,133,0512,1121,60,4,11.1,177,,,1,,A,,92,4.0
92SH04360, 88439523,T9523,43,2,49,,,02,88,,5,134,0513,1556,58,5,15.1,187,,,1,,B,,92,4.0
92SH04361, 88439534,T9534,43,2,41,,,02,88,,2,132,0511,1614,60,4,9.2,153,,,1,,B,,92,4.0
92SH04362, 88439544,T9544,43,2,41,,,02,88,,2,132,0511,1445,58,5,12.6,150,,,1,,A,,92,4.0
92SH04363, 88439549,T9549,43,2,42,2,X,02,88,,T,72,0312,1533,62,3,7.1,176,OVX,,3,OVX.EWE,A,,92,4.0
92SH04364, 88439552,T9552,43,2,48,,,02,88,,2,132,0511,1514,58,5,11.2,162,,,1,R.P.,A,,92,4.0
92SH04365, 88439553,T9553,43,2,42,,,02,88,,1,132,0511,0916,60,4,11.1,188,,,1,SM.BAG,B,,92,4.0
92SH04366, 88439562,T9562,43,2,41,,,02,88,,2,132,0511,1548,60,4,10.4,167,,,1,,B,,92,4.0
92SH04367, 88439565,T9565,43,2,48,,,02,88,,1,132,0511,0945,64,2,10.9,205,,,1,,A,,92,4.0
92SH04368, 88439567,T9567,43,2,41,,,02,88,,2,133,0512,1459,58,5,12.0,165,,,1,,B,,92,4.0
92SH04369, 88439572,T9572,43,2,49,,,02,88,,1,132,0511,0857,56,6,13.5,152,,,1,VLTS,B,,92,4.0
92SH04370, 88439573,T9573,43,2,49,,,02,88,,2,134,0513,0950,58,5,12.8,149,,,1,,A,,92,4.0
92SH04371, 88439574,T9574,43,2,48,,,02,88,,2,134,0513,1012,58,5,13.4,164,,,1,DYSTOCIA,A,,92,4.0
92SH04372, 88439579,T9579,43,2,49,,,02,88,,1,133,0512,0947,60,4,9.7,170,,,1,,B,,92,4.0
