UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLR,ALTID,INBRL,YRREC
06IN02503,2005115964,R5964,11,R5964,05,2,18,1,07,42R,409311,393311,0,,,,1,.,1,,123,154,2,,,,M,37,1,1.0,,Ramb,,0,1,,0.03,2006
06IN02504,2005115965,R5965,11,R5965,05,2,18,1,07,32R,166711,021209,0,,,,1,B,5,,137,153,1,,,,M,31,1,1.0,4TEATS,Ndak,,0,1,,0.0,2006
06IN02505,2005115966,R5966,11,R5966,05,2,18,1,07,32R,166711,021209,0,,,,3,A,*,,0,0,0,,92,0111,M,,,1.0,,Ndak,,6363,1,,0.0,2006
06IN02506,2005115968,R5968,11,R5968,05,1,18,1,07,37R,317611,970610,0,,,,2,.,Y,,179,200,0,,92,0921,M,,,1.0,,Ramb,,6940,1,,0.027,2006
06IN02507,2005115973,R5973,11,R5973,05,1,18,1,07,46R,340111,366411,0,,,,2,.,Y,,166,185,0,,92,0921,M,,,1.0,H3,Ramb,,6932,1,,0.029,2006
06IN02508,2005115976,R5976,11,R5976,05,2,18,1,07,e.9,414711,499711,0,,,,3,A,*,,0,0,0,,92,0111,M,,,1.0,,Ndak,,6357,1,,0.027,2006
06IN02509,2005115979,R5979,11,R5979,05,2,18,1,07,37R,317611,272811,0,,,,3,B,*,,0,0,0,,92,0111,M,,,1.0,,Ndak,,6355,1,,0.026,2006
06IN02510,2005115984,R5984,11,R5984,05,2,18,1,07,37R,317611,070700,0,,,,1,.,1,,138,168,2,,,,M,32,1,1.0,,Ramb,,0,1,,0.021,2006
06IN02511,2005115987,R5987,11,R5987,05,2,18,1,07,34R,287411,324911,0,,,,6,.,*,,0,0,0,,28,0421,M,,,1.0,UTERUS RUPT..,Ramb,,0,1,,0.03,2006
06IN02512,2005115991,R5991,11,R5991,05,2,18,1,07,43R,413111,923610,0,,,,2, 33,5,,143,163,1,,92,0921,M,,,1.0,,Ramb,,7112,1,,0.018,2006
06IN02513,2005115992,R5992,11,R5992,05,2,18,1,07,34R,287411,076809,0,,,,1,.,2,,133,136,2,,,,M,37,1,1.0,,Ramb,,0,1,,0.041,2006
06IN02514,2005115993,R5993,11,R5993,05,2,18,1,07,34R,287411,076809,0,,,,1,.,5,,132,145,1,,,,M,35,1,1.0,,Ramb,,0,1,,0.041,2006
06IN02515,2005115999,R5999,11,R5999,05,2,18,1,07,45R,274611,876400,0,,,,1,B,5,,133,146,1,,,,M,37,1,1.0,,Ndak,,0,1,,0.024,2006
06IN02516,2005116001,R6001,11,R6001,05,2,18,1,07,41R,417111,242711,0,,,,1,.,1,,117,150,1,,,,M,34,1,1.0,,Ramb,,0,1,,0.067,2006
06IN02517,2005116007,R6007,11,R6007,05,1,18,1,07,45R,274611,252411,0,,,,2,.,Y,,153,175,0,,92,0921,M,,,1.0,NICE LAMB,Ramb,,6934,1,,0.017,2006
06IN02518,2005116012,R6012,11,R6012,05,2,18,1,07,31R,414611,237811,0,,,,1,B,5,,129,144,1,,,,M,36,1,1.0,,Ndak,,0,1,,0.024,2006
06IN02519,2005116013,R6013,11,R6013,05,2,18,1,07,35R,332111,150611,0,,,,1,B,5,,147,155,1,,,,M,37,1,1.0,,Ndak,,0,1,,0.024,2006
06IN02520,2005116017,R6017,11,R6017,05,2,18,1,07,32R,166711,029811,0,,,,3,.,1,,153,168,13,,,,M,A-I,,1.0,X BAG 13,Ramb,,6648,1,,0.03,2006
06IN02521,2005116020,R6020,11,R6020,05,2,18,1,07,41R,417111,243311,0,,,,1,.,2,,134,141,2,,,,M,35,1,1.0,4TEATS,Ramb,,0,1,,0.038,2006
06IN02522,2005116021,R6021,11,R6021,05,1,18,1,07,32R,166711,053209,0,,,,1,.,Y,,169,194,0,,,,M,,,1.0,,Ramb,,0,1,,0.027,2006
06IN02523,2005116025,R6025,11,R6025,05,2,18,1,07,44R,420211,398511,0,,,,3,B,*,,0,0,0,,92,0111,M,,,1.0,HAIRY,Ndak,,6328,1,,0.076,2006
06IN02524,2005116026,R6026,11,R6026,05,2,18,1,07,33R,257011,062111,0,,,,3,B,*,,0,0,0,,92,0111,M,,,1.0,,Ndak,,6351,1,,0.033,2006
06IN02525,2005116029,R6029,11,R6029,05,2,18,1,07,43R,413111,315811,0,,,,3,B,*,,0,0,0,,92,0111,M,,,1.0,4TEATS,Ndak,,6333,1,,0.037,2006
06IN02526,2005116035,R6035,11,R6035,05,1,18,1,07,45R,274611,410111,0,,,,1,.,Y,,174,196,0,,,,M,,,1.0,RUGGED,Ramb,,0,1,,0.023,2006
06IN02527,2005116040,R6040,11,R6040,05,2,18,1,07,46R,340111,250711,0,,,,1,.,1,,127,150,2,,,,M,34,1,1.0,NICE LAMB,Ramb,,0,1,,0.029,2006
06IN02528,2005116043,R6043,11,R6043,05,2,18,1,07,41R,417111,032711,0,,,,2, 34,5,,131,147,1,,92,0921,M,,,1.0,,Ndak,,7116,1,,0.035,2006
06IN02529,2005116045,R6045,11,R6045,05,2,18,1,07,31R,414611,326211,0,,,,1,.,1,,144,158,2,,,,M,37,1,1.0,,Ramb,,0,1,,0.031,2006
06IN02530,2005116047,R6047,11,R6047,05,2,18,1,07,46R,340111,309911,0,,,,1,.,5,,153,177,1,,,,M,36,1,1.0,,Ramb,,0,1,,0.034,2006
06IN02531,2005116049,R6049,11,R6049,05,2,18,1,07,41R,417111,391811,0,,,,1,.,1,,127,155,1,,,,M,37,1,1.0,4TEATS,Ramb,,0,1,,0.038,2006
06IN02532,2005116054,R6054,11,R6054,05,2,18,1,07,45R,274611,349511,0,,,,3,A,*,,0,0,0,,92,0111,M,,,1.0,,Ndak,,6362,1,,0.018,2006
06IN02533,2005116056,R6056,11,R6056,05,2,18,1,07,35R,332111,220511,0,,,,1,.,2,,135,141,10,,,,M,31,1,1.0,,Ramb,,0,1,,0.018,2006
06IN02534,2005116057,R6057,11,R6057,05,1,18,1,07,35R,332111,220511,0,,,,2,.,Y,,169,190,0,,92,0921,M,,,1.0,,Ramb,,6939,1,,0.018,2006
06IN02535,2005116058,R6058,11,R6058,05,1,18,1,07,35R,332111,220511,0,,,,1,.,Y,,175,199,0,,,,M,,,1.0,H7,Ramb,,0,1,,0.018,2006
06IN02536,2005116068,R6068,11,R6068,05,2,18,1,07,33R,257011,164711,0,,,,1,.,5,,141,150,1,,,,M,37,1,1.0,,Ramb,,0,1,,0.039,2006
06IN02537,2005116074,R6074,11,R6074,05,2,18,1,07,31R,414611,071009,0,,,,3,B,*,,0,0,0,,92,0111,M,,,1.0,WRINKLES,Ndak,,6354,1,,0.03,2006
06IN02538,2005116077,R6077,11,R6077,05,2,18,1,07,46R,340111,885800,0,,,,3,A,*,,0,0,0,,92,0111,M,,,1.0,HAIRY,Ndak,,6336,1,,0.009,2006
06IN02539,2005116080,R6080,11,R6080,05,2,18,1,07,35R,332111,337711,0,,,,1,.,5,,160,187,1,,,,M,37,1,1.0,NICE LAMB,Ramb,,0,1,,0.026,2006
06IN02540,2005116081,R6081,11,R6081,05,2,18,1,07,45R,274611,041611,0,,,,1,B,5,,153,168,1,,,,M,31,1,1.0,HAIRY,Ndak,,0,1,,0.015,2006
06IN02541,2005116086,R6086,11,R6086,05,1,18,1,07,33R,257011,205411,0,,,,2,.,Y,,169,191,0,,92,0921,M,,,1.0,SM.TESTES,Ramb,,6942,1,,0.058,2006
06IN02542,2005116094,R6094,11,R6094,05,2,18,1,07,46R,340111,287711,0,,,,1,.,2,,119,135,2,,,,M,32,1,1.0,,Ramb,,0,1,,0.036,2006
06IN02543,2005116096,R6096,11,R6096,05,2,18,1,07,31R,414611,377311,0,,,,1,A,5,,151,162,1,,,,M,37,1,1.0,?Not Marked,Ndak,,0,1,,0.027,2006
06IN02544,2005116097,R6097,11,R6097,05,2,18,1,07,46R,340111,100311,0,,,,3,B,*,,0,0,0,,92,0111,M,,,1.0,PINK << ChecK,Ndak,,6358,1,,0.03,2006
06IN02545,2005116098,R6098,11,R6098,05,2,18,1,07,46R,340111,100311,0,,,,1,.,2,,134,152,2,,,,M,33,1,1.0,4TEATS,Ramb,,0,1,,0.03,2006
06IN02546,2005116100,R6100,11,R6100,05,2,18,1,07,31R,414611,073911,0,,,,1,B,5,,155,172,1,,,,M,31,1,1.0,ENTROPION,Ndak,,0,1,,0.033,2006
06IN02547,2005116105,R6105,11,R6105,05,2,18,1,07,35R,332111,096611,0,,,,3,A,*,,0,0,0,,92,0111,M,,,1.0,BLK.SPT.SPINE,Ndak,,6331,2,,0.031,2006
06IN02548,2005116107,R6107,11,R6107,05,2,18,1,07,37R,317611,364511,0,,,,1,B,5,,147,157,1,,,,M,37,1,1.0,,Ndak,,0,1,,0.024,2006
06IN02549,2005450233,T0233,45,T0233,05,2,48,1,02,65T,972244,973644,0,,,,1,.,5,,149,164,1,,,,M,58,2,1.0,,Life,,0,1,,0.024,2006
06IN02550,2005450237,T0237,45,T0237,05,2,48,1,02,64T,890744,724844,0,,,,1,.,5,,178,185,1,,,,M,57,2,1.0,,Life,,0,1,,0.089,2006
06IN02551,2005450238,T0238,45,T0238,05,2,ID,1,02,41T,960844,952344,I,,,,1,.,1,,128,153,2,,,,I,51,2,1.0,,Life,,0,1,,0.024,2006
06IN02552,2005450240,T0240,45,T0240,05,2,48,1,02,61T,840244,890844,7,,,,1,SPG,5,,126,146,1,,,,S,59,2,1.0,,Life,,0,1,,0.003,2006
06IN02553,2005450241,T0241,45,T0241,05,2,48,1,02,61T,840244,890844,7,,,,3,SPG,1,,131,159,2,,93,1103,S,I-F,,1.0,REC.PROLAPSE,Life,,6642,1,,0.003,2006
06IN02554,2005450242,T0242,45,T0242,05,2,48,1,02,61T,840244,890844,7,,,,1,SPG,5,,159,177,1,,,,S,55,2,1.0,,Life,,0,1,,0.003,2006
06IN02555,2005450243,T0243,45,T0243,05,2,48,1,02,64T,890744,895844,7,,,,1,SPG,1,,142,160,2,,,,S,59,2,1.0,1TAG,Life,,0,1,,0.015,2006
06IN02556,2005450248,T0248,45,T0248,05,2,48,1,02,e.0,831544,981244,0,,,,1,.,5,,133,143,1,,,,M,54,2,1.0,,Life,,0,1,,0.014,2006
06IN02557,2005450253,T0253,45,T0253,05,2,48,1,02,65T,972244,953444,0,,,,1,.,5,,145,166,1,,,,M,58,2,1.0,,Life,,0,1,,0.025,2006
06IN02558,2005450257,T0257,45,T0257,05,2,ID,1,02,42T,947344,896044,I,,,,2, 30,5,,156,171,1,,92,0921,I,,,1.0,REG,Life,,7102,1,,0.025,2006
06IN02559,2005450268,T0268,45,T0268,05,2,48,1,02,e.1,914044,988344,0,,,,1,.,1,,151,166,9,,,,M,57,2,1.0,,Life,,0,1,,0.047,2006
06IN02560,2005450270,T0270,45,T0270,05,1,ID,1,02,43T,829644,831444,I,,,,1,.,Y,,208,236,0,,,,I,,,1.0,Top Index,Ida,,0,1,,0.004,2006
06IN02561,2005450275,T0275,45,T0275,05,2,ID,1,02,41T,960844,715344,I,,,,1,.,1,,128,167,2,,,,I,51,2,1.0,,Life,,0,1,,0.011,2006
06IN02562,2005450278,T0278,45,T0278,05,2,ID,1,02,43T,829644,897044,I,,,,2, 31,5,,153,160,1,,92,0921,I,,,1.0,REG,Life,,7103,1,,0.019,2006
06IN02563,2005450283,T0283,45,T0283,05,2,ID,1,02,41T,960844,881544,I,,,,6,.,*,,0,0,0,,01,0225,I,,,1.0,,Life,,0,1,,0.049,2006
06IN02564,2005450285,T0285,45,T0285,05,2,ID,1,02,41T,960844,952844,I,,,,1,.,1,,143,171,2,,,,I,51,2,1.0,MUDDY THIN,Life,,0,1,,0.04,2006
06IN02565,2005450286,T0286,45,T0286,05,2,48,1,02,66T,968544,800644,0,,,,1,.,1,,132,162,2,,,,M,57,2,1.0,,Life,,0,1,,0.042,2006
06IN02566,2005450289,T0289,45,T0289,05,1,ID,1,02,42T,947344,892844,I,,,,1,.,Y,,181,197,0,,,,I,,,1.0,,Ida,,0,1,,0.013,2006
06IN02567,2005450290,T0290,45,T0290,05,1,ID,1,02,42T,947344,892844,I,,,,1,.,Y,,164,194,0,,,,I,,,1.0,NICE LAMB,Ida,,0,1,,0.013,2006
06IN02568,2005450291,T0291,45,T0291,05,2,48,1,02,e.1,914044,991844,7,,,,1,SPG,5,,123,139,1,,,,S,54,2,1.0,,Life,,0,1,,0.043,2006
06IN02569,2005450292,T0292,45,T0292,05,2,ID,1,02,43T,829644,664944,I,,,,1,.,5,,176,182,1,,,,I,51,2,1.0,4TEATS,Targ,,0,1,,0.038,2006
06IN02570,2005450295,T0295,45,T0295,05,2,48,1,02,64T,890744,002182,0,,,,1,.,5,,146,161,1,,,,M,57,2,1.0,4TEATS,Life,,0,1,,0.031,2006
06IN02571,2005450296,T0296,45,T0296,05,2,48,1,02,63T,974344,808744,0,,,,1,.,5,,164,176,1,,,,M,54,2,1.0,,Life,,0,1,,0.036,2006
06IN02572,2005450299,T0299,45,T0299,05,1,ID,1,02,42T,947344,925944,I,,,,3,.,Y,,157,184,0,,93,0814,I,,,1.0,SM.TESTES,Ida,,6432,1,,0.057,2006
06IN02573,2005450301,T0301,45,T0301,05,2,48,1,02,63T,974344,861844,0,,,,1,.,5,,164,182,1,,,,M,55,2,1.0,,Life,,0,1,,0.008,2006
06IN02574,2005450303,T0303,45,T0303,05,2,ID,1,02,41T,960844,891844,I,,,,1,.,5,,153,164,1,,,,I,51,2,1.0,,Life,,0,1,,0.038,2006
06IN02575,2005450304,T0304,45,T0304,05,2,ID,1,02,41T,960844,956744,I,,,,1,.,5,,169,170,1,,,,I,51,2,1.0,4TEATS,Life,,0,1,,0.007,2006
06IN02576,2005450305,T0305,45,T0305,05,2,48,1,02,65T,972244,740044,0,,,,3,.,2,,133,127,2,,,,M,A-I,,1.0,R.EYE GONE X,Life,,6634,1,,0.045,2006
06IN02577,2005450306,T0306,45,T0306,05,2,48,1,02,65T,972244,740044,0,,,,1,.,5,,161,177,1,,,,M,58,2,1.0,,Life,,0,1,,0.045,2006
06IN02578,2005450308,T0308,45,T0308,05,2,48,1,02,63T,974344,911444,7,,,,1,SPG,2,,127,116,2,,,,S,56,2,1.0,LAME RR,Life,,0,1,,0.053,2006
06IN02579,2005450313,T0313,45,T0313,05,2,48,1,02,63T,974344,865944,0,,,,1,.,5,,155,164,1,,,,M,58,2,1.0,PNEU.,Life,,0,1,,0.009,2006
06IN02580,2005450320,T0320,45,T0320,05,2,48,1,02,64T,890744,934344,7,,,,B,SPG,5,,152,166,1,,93,0919,S,,,1.0,C-SECTION,Life,,6856,1,,0.015,2006
06IN02581,2005450321,T0321,45,T0321,05,2,ID,1,02,41T,960844,972944,I,,,,1,.,5,,129,135,1,,,,I,51,2,1.0,,Life,,0,1,,0.095,2006
06IN02582,2005450322,T0322,45,T0322,05,2,ID,1,02,41T,960844,972944,I,,,,1,.,2,,165,157,2,,,,I,51,2,1.0,,Life,,0,1,,0.095,2006
06IN02583,2005450323,T0323,45,T0323,05,1,ID,1,02,43T,829644,879944,I,,,,1,.,Y,,218,242,0,,,,I,,,1.0,,Ida,,0,1,,0.004,2006
06IN02584,2005450328,T0328,45,T0328,05,1,ID,1,02,43T,829644,771944,I,,,,2,.,Y,,155,189,0,,92,0921,I,,,1.0,,Ida,,6924,1,,0.006,2006
06IN02585,2005450329,T0329,45,T0329,05,2,ID,1,02,43T,829644,771944,I,,,,1,.,1,,117,146,2,,,,I,52,2,1.0,,Life,,0,1,,0.006,2006
06IN02586,2005450333,T0333,45,T0333,05,2,48,1,02,63T,974344,714244,0,,,,1,.,2,,141,151,1,,,,M,59,2,1.0,,Life,,0,1,,0.041,2006
06IN02587,2005450343,T0343,45,T0343,05,2,48,1,02,64T,890744,690444,0,,,,1,.,5,,126,139,1,,,,M,59,2,1.0,RESP.DX,Life,,0,1,,0.052,2006
06IN02588,2005450344,T0344,45,T0344,05,2,48,1,02,64T,890744,690444,0,,,,1,.,1,,136,144,1,,,,M,57,2,1.0,,Life,,0,1,,0.052,2006
06IN02589,2005450345,T0345,45,T0345,05,2,48,1,02,61T,840244,823944,0,,,,1,.,1,,180,191,2,,,,M,56,2,1.0,PNEU.,Targ,,0,1,,0.006,2006
06IN02590,2005450346,T0346,45,T0346,05,1,48,1,02,61T,840244,823944,0,,,,1,.,Y,,196,209,0,,,,M,,,1.0,PNEU.Ok Now,Targ,,0,1,,0.006,2006
06IN02591,2005450350,T0350,45,T0350,05,2,48,1,02,63T,974344,678044,0,,,,1,.,5,,134,153,1,,,,M,52,2,1.0,,Life,,0,1,,0.073,2006
06IN02592,2005450351,T0351,45,T0351,05,1,48,1,02,63T,974344,678044,0,,,,3,.,Y,,156,166,0,,93,0814,M,,,1.0,"X, SIZE",Targ,,6426,1,,0.073,2006
06IN02593,2005450352,T0352,45,T0352,05,1,48,1,02,63T,974344,678044,0,,,,2,.,Y,,168,187,0,,92,0921,M,,,1.0,PINKonFACE,Targ,,6920,1,,0.073,2006
06IN02594,2005450353,T0353,45,T0353,05,1,ID,1,02,41T,960844,899244,I,,,,2,.,Y,,179,203,0,,92,0921,I,,,1.0,,Ida,,6923,1,,0.05,2006
06IN02595,2005450358,T0358,45,T0358,05,2,48,1,02,e.0,831544,988844,0,,,,1,.,5,,145,155,1,,,,M,58,2,1.0,,Life,,0,1,,0.006,2006
06IN02596,2005450366,T0366,45,T0366,05,2,ID,1,02,41T,960844,708044,I,,,,B,.,5,,160,180,1,,93,0919,I,,,1.0,C-SECTION,Targ,,6857,1,,0.037,2006
06IN02597,2005450371,T0371,45,T0371,05,2,48,1,02,63T,974344,710644,0,,,,1,.,5,,121,139,1,,,,M,54,2,1.0,,Life,,0,1,,0.048,2006
06IN02598,2005450372,T0372,45,T0372,05,1,48,1,02,63T,974344,710644,0,,,,1,.,Y,,178,203,0,,,,M,,,1.0,,Targ,,0,1,,0.048,2006
06IN02599,2005450374,T0374,45,T0374,05,2,48,1,02,64T,890744,905244,7,,,,1,SPG,5,,119,127,1,,10,0922,S,56,2,1.0,,Life,,0,1,,0.039,2006
06IN02600,2005450380,T0380,45,T0380,05,2,48,1,02,62T,959344,871744,0,,,,1,.,5,,185,198,1,,,,M,55,2,1.0,,Life,,0,1,,0.016,2006
06IN02601,2005450382,T0382,45,T0382,05,2,48,1,02,e.1,914044,992344,0,,,,1,.,2,,186,174,2,,,,M,57,2,1.0,,Life,,0,1,,0.049,2006
06IN02602,2005450384,T0384,45,T0384,05,2,48,1,02,65T,972244,724244,0,,,,1,.,1,,133,141,2,,,,M,54,2,1.0,4TEATS,Life,,0,1,,0.077,2006
06IN02603,2005450390,T0390,45,T0390,05,2,48,1,02,61T,840244,670844,0,,,,B,.,2,,144,182,2,,93,0919,M,,,1.0,VAG.PROLAPSE,Life,,6604,1,,0.007,2006
06IN02604,2005450396,T0396,45,T0396,05,2,48,1,02,61T,840244,934044,7,,,,1,SPG,5,,144,143,1,,,,S,51,2,1.0,HAIRY,Life,,0,1,,0.006,2006
06IN02605,2005450398,T0398,45,T0398,05,2,ID,1,02,42T,947344,881644,I,,,,1,.,1,,139,148,2,,,,I,53,2,1.0,,Life,,0,1,,0.031,2006
06IN02606,2005450403,T0403,45,T0403,05,1,ID,1,02,41T,960844,833944,I,,,,1,.,Y,,193,220,0,,,,I,,,1.0,F5 < F4,Ida,,0,1,,0.033,2006
06IN02607,2005450405,T0405,45,T0405,05,2,48,1,02,63T,974344,936244,7,,,,3,SPG,1,,120,142,12,,93,1103,S,I-F,,1.0,SPOILED BAG,Life,,6718,1,,0.057,2006
06IN02608,2005450406,T0406,45,T0406,05,2,ID,1,02,42T,947344,832844,I,,,,1,.,5,,148,163,1,,,,I,53,2,1.0,,Life,,0,1,,0.023,2006
06IN02609,2005450407,T0407,45,T0407,05,1,ID,1,02,42T,947344,832844,I,,,,3,.,Y,,157,0,0,,93,0612,I,,,1.0,"X,SOFT TESTES",Ida,,2101,1,,0.023,2006
06IN02610,2005450408,T0408,45,T0408,05,2,ID,1,02,42T,947344,832844,I,,,,1,.,5,,167,180,1,,,,I,53,2,1.0,,Life,,0,1,,0.023,2006
06IN02611,2005450416,T0416,45,T0416,05,2,48,1,02,61T,840244,915644,7,,,,1,SPG,2,,136,141,2,,,,S,55,2,1.0,,Life,,0,1,,0.004,2006
06IN02612,2005450417,T0417,45,T0417,05,2,48,1,02,61T,840244,915644,7,,,,1,SPG,5,,157,167,1,,,,S,56,2,1.0,,Life,,0,1,,0.004,2006
06IN02613,2005450418,T0418,45,T0418,05,2,48,1,02,64T,890744,907644,7,,,,1,SPG,5,,146,166,1,,,,S,57,2,1.0,,Life,,0,1,,0.015,2006
06IN02614,2005450419,T0419,45,T0419,05,1,ID,1,02,43T,829644,776044,I,,,,2,.,Y,,187,219,0,,92,0921,I,,,1.0,,Ida,,6922,1,,0.011,2006
06IN02615,2005450420,T0420,45,T0420,05,2,ID,1,02,43T,829644,776044,I,,,,1,.,5,,145,159,1,,,,I,51,2,1.0,SM.UDDER,Life,,0,1,,0.011,2006
06IN02616,2005450421,T0421,45,T0421,05,2,48,1,02,66T,968544,721844,0,,,,1,.,1,,130,151,2,,,,M,54,2,1.0,4TEATS,Life,,0,1,,0.056,2006
06IN02617,2005450422,T0422,45,T0422,05,2,48,1,02,66T,968544,721844,0,,,,1,.,5,,170,186,1,,,,M,57,2,1.0,,Life,,0,1,,0.056,2006
06IN02618,2005450424,T0424,45,T0424,05,2,48,1,02,64T,890744,977544,0,,,,1,.,1,,141,167,2,,,,M,58,2,1.0,4TEATS,Life,,0,1,,0.048,2006
06IN02619,2005450433,T0433,45,T0433,05,2,ID,1,02,42T,947344,703544,I,,,,1,.,2,,130,138,2,,,,I,53,2,1.0,,Targ,,0,1,,0.017,2006
06IN02620,2005450435,T0435,45,T0435,05,2,ID,1,02,41T,960844,958744,I,,,,1,.,1,,150,173,2,,,,I,51,2,1.0,ENTROPION,Life,,0,1,,0.1,2006
06IN02621,2005450436,T0436,45,T0436,05,2,48,1,02,63T,974344,931744,7,,,,1,SPG,5,,126,138,1,,,,S,55,2,1.0,,Life,,0,1,,0.008,2006
06IN02622,2005450437,T0437,45,T0437,05,2,48,1,02,63T,974344,931744,7,,,,6,SPG,*,,0,0,0,,54,0503,S,,,1.0,TORN VAGINA,Life,,0,1,,0.008,2006
06IN02623,2005450442,T0442,45,T0442,05,1,48,1,02,65T,972244,652644,0,,,,3,.,Y,,164,186,0,,93,0814,M,,,1.0,F2+ X,Targ,,6428,1,,0.05,2006
06IN02624,2005450443,T0443,45,T0443,05,2,48,1,02,65T,972244,652644,0,,,,1,.,5,,168,179,1,,,,M,55,2,1.0,,Life,,0,1,,0.05,2006
06IN02625,2005450445,T0445,45,T0445,05,2,48,1,02,64T,890744,932344,7,,,,1,SPG,1,,122,140,2,,,,S,56,2,1.0,,Life,,0,1,,0.055,2006
06IN02626,2005450446,T0446,45,T0446,05,2,48,1,02,64T,890744,932344,7,,,,1,SPG,1,,139,149,2,,,,S,57,2,1.0,R.P.,Life,,0,1,,0.055,2006
06IN02627,2005450447,T0447,45,T0447,05,2,48,1,02,63T,974344,959644,0,,,,1,.,1,,130,150,2,,,,M,56,2,1.0,,Life,,0,1,,0.023,2006
06IN02628,2005450449,T0449,45,T0449,05,2,48,1,02,e.0,831544,986044,0,,,,1,.,1,,128,150,2,,,,M,54,2,1.0,"THIN,PNEU.TX.",Life,,0,1,,0.013,2006
06IN02629,2005450453,T0453,45,T0453,05,2,ID,1,02,42T,947344,899344,I,,,,1,.,1,,137,145,2,,,,I,52,2,1.0,,Life,,0,1,,0.033,2006
06IN02630,2005450454,T0454,45,T0454,05,2,48,1,02,61T,840244,954044,0,,,,1,.,2,,166,179,2,,,,M,59,2,1.0,NICE LAMB,Targ,,0,1,,0.004,2006
06IN02631,2005450456,T0456,45,T0456,05,2,48,1,02,62T,959344,697844,0,,,,1,.,5,,169,175,1,,,,M,56,2,1.0,4TEATS,Life,,0,1,,0.006,2006
06IN02632,2005450458,T0458,45,T0458,05,2,48,1,02,65T,972244,842044,0,,,,1,.,5,,121,139,1,,,,M,57,2,1.0,,Life,,0,1,,0.084,2006
06IN02633,2005450459,T0459,45,T0459,05,1,ID,1,02,41T,960844,960444,I,,,,2,.,Y,,182,204,0,,92,0921,I,,,1.0,inbr .146,Ida,,6914,1,,0.146,2006
06IN02634,2005450460,T0460,45,T0460,05,2,ID,1,02,41T,960844,723144,I,,,,1,.,5,,156,158,1,,,,I,51,2,1.0,SM.UDDER 1-,Life,,0,1,,0.033,2006
06IN02635,2005450461,T0461,45,T0461,05,2,48,1,02,63T,974344,906444,7,,,,1,SPG,2,,141,140,2,,,,S,58,2,1.0,ENTROPION,Life,,0,1,,0.008,2006
06IN02636,2005450468,T0468,45,T0468,05,2,48,1,02,62T,959344,926244,7,,,,1,SPG,2,,170,162,2,,,,S,59,2,1.0,,Targ,,0,1,,0.01,2006
06IN02637,2005450469,T0469,45,T0469,05,1,48,1,02,62T,959344,926244,7,,,,1,SPG,Y,,179,203,0,,,,S,,,1.0,,Sprg,,0,1,,0.01,2006
06IN02638,2005450475,T0475,45,T0475,05,2,ID,1,02,42T,947344,956444,I,,,,1,.,5,,154,171,1,,,,I,53,2,1.0,SM.UDDER,Life,,0,1,,0.035,2006
06IN02639,2005450477,T0477,45,T0477,05,2,ID,1,02,e.1,914044,990344,I,,,,1,.,5,,168,178,1,,,,I,53,2,1.0,,Life,,0,1,,0.022,2006
06IN02640,2005450486,T0486,45,T0486,05,2,48,1,02,63T,974344,932544,7,,,,6,SPG,S,,148,0,0,,01,0802,S,,,1.0,ENTR DEAD,Targ,,0,1,,0.022,2006
06IN02641,2005450494,T0494,45,T0494,05,2,48,1,02,61T,840244,949944,0,,,,1,.,5,,151,167,1,,,,M,55,2,1.0,,Life,,0,1,,0.006,2006
06IN02642,2005450495,T0495,45,T0495,05,2,48,1,02,65T,972244,871044,0,,,,1,.,1,,125,172,1,,,,M,58,2,1.0,4TEATS,Life,,0,1,,0.08,2006
06IN02643,2005450497,T0497,45,T0497,05,2,ID,1,02,43T,829644,814444,I,,,,2, 32,5,,151,170,1,,92,0921,I,,,1.0,NR,Life,,7108,1,,0.004,2006
06IN02644,2005450498,T0498,45,T0498,05,2,ID,1,02,43T,829644,814444,I,,,,1,.,5,,166,177,1,,,,I,52,2,1.0,,Life,,0,1,,0.004,2006
06IN02645,2005450500,T0500,45,T0500,05,2,ID,1,02,42T,947344,965344,I,,,,3,.,1,,138,165,11,,,,I,A-I,,1.0,THIN,Life,,6736,1,,0.057,2006
06IN02646,2005450501,T0501,45,T0501,05,2,ID,1,02,41T,960844,794544,I,,,,1,.,5,,150,164,1,,,,I,51,2,1.0,,Life,,0,1,,0.035,2006
06IN02647,2005450505,T0505,45,T0505,05,2,ID,1,02,42T,947344,832044,I,,,,3,.,*,,0,0,0,,93,0508,I,,,1.0,SKIN+BONE,Life,,2078,1,,0.037,2006
06IN02648,2005450506,T0506,45,T0506,05,2,ID,1,02,42T,947344,832044,I,,,,2, 31,5,,154,172,1,,92,0921,I,,,1.0,,Life,,7105,1,,0.037,2006
06IN02649,2005450508,T0508,45,T0508,05,2,48,1,02,63T,974344,897744,7,,,,1,SPG,5,,101,111,1,,,,S,59,2,1.0,,Life,,0,1,,0.008,2006
06IN02650,2005450509,T0509,45,T0509,05,2,48,1,02,63T,974344,720144,0,,,,1,.,5,,154,167,1,,,,M,52,2,1.0,,Life,,0,1,,0.034,2006
