UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
02RA00196,K0782,64,99,1,CP,05,52,H,2,2,5.0,M,99,109,124,0.77,259,184,68,0.263,4.5,4.5,54,15.8,15.8,,0.0,0.0,0.0,0,3,1,3+,1.83,99.5,K9286,63,K8946,63,,0,0.304,3.0,H3,1,CLP,CC,,,,S1,A,,,,.,CC1,CLPG,.,,,,,,,,,,,5,10,6,2002,,,,,,
02RA00197,K0824,64,99,1,CP,05,52,H,2,2,5.0,M,100,99,121,0.715,167,184,68,0.296,3.5,3.5,60,13.4,13.4,,0.0,0.0,0.0,0,1,1,2-,1.61,123.2,K9286,63,K8623,63,,0,0.347,3.0,,3,CLP,CC,,,,S0,B,,,,.,CC1,CLPG,.,,,,,,,,,,,5,8,8,2002,93,0820,,,,
02RA00198,K0825,64,99,1,CP,05,52,H,2,2,5.0,M,100,97,121,0.695,260,184,68,0.303,3.7,3.7,58,13.0,13.0,,0.0,0.0,0.0,0,2,1,3-,1.61,123.2,K9286,63,K8623,63,,0,0.35,3.0,DUD,3,CLP,CC,,,,D3,DUD,,,,.,CC1,CLPG,.,,,,,,,,,,,5,8,8,2002,93,0820,,,,
02RA00199,K0905,64,99,1,68,06,04-,G,2,2,4.0,M,104,133,119,1.0,305,231,68,0.344,4.3,4.3,54,17.2,17.2,,33.6,5.0,14.8,46,1,1,2+,1.85,153.0,K9660,63,K8698,63,325,259,0.379,3.0,"adg1.000,DUDw",2,ADG,US,105,115,-,SP,B,STUD,,100.0,103,,ADG,.,,,,,,,,,0,,4,8,8,2002,92,0919,,,,
02RA00200,K0928,64,99,1,CP,05,53,H,2,2,5.0,M,105,102,118,0.753,238,174,68,0.253,3.1,3.1,62,9.0,9.0,,0.0,0.0,0.0,0,2,1,2,1.61,131.5,K9643,63,K8945,63,,0,0.287,3.0,"X,ABS.HEAD",3,CLP,CN,,,,D3w,DUD,STUD,,,.,CN4,CLPG,.,,,,,,,,,,,5,8,8,2002,93,0528,,,,
02RA00201,K0943,64,99,1,68,06,01-,G,2,2,5.0,M,105,112,118,0.821,272,222,68,0.386,3.6,3.6,54,14.0,14.0,,31.0,4.7,15.1,48,1,1,3+,2.09,148.5,J0093,00,K8053,63,274,259,0.427,3.0,DUD >works,2,JAR,JAR,105,100,-,S1,A,STUD,,100.0,104,,ADG,.,,,,,,,,,0,,5,11,8,2002,92,0919,,,,
02RA00202,K1072,64,00,1,68,06,03-,G,2,2,3.0,M,90,102,131,0.685,209,208,68,0.369,3.4,3.4,56,11.4,11.4,,29.8,5.3,17.7,50,2,1,3+,1.81,127.4,J0143,00,K0372,64,,0,0.348,2.0,,P,JAR,JAR,97,89,,SLI,B,,SCT,,LIB,,ASEX,.,,,,,,,,,,,3,5,4,2002,,,,,,
02RA00203,K1098,64,00,1,CP,05,52,H,2,2,7.0,M,91,96,130,0.642,208,181,68,0.296,3.6,3.6,60,14.0,14.0,,0.0,0.0,0.0,0,1,1,3-,1.57,141.1,K9738,63,S3907,10,,0,0.292,2.0,,1,CLP,CC,,,,S4,AAA,STUD,,63.0,.,CC1,CLPG,.,,,,,,,,,,,7,11,12,2002,,,,,,
02RA00204,K1100,64,00,1,CP,05,51,H,2,1,3.0,M,91,104,130,0.723,206,181,68,0.268,3.6,3.6,54,11.4,11.4,,0.0,0.0,0.0,0,3,1,3+,1.95,105.4,K9286,63,K0283,64,,0,0.298,2.0,H3,P,CLP,CC,,,,D3,DUD,,SCT,,LIB,CC1,HOMO,.,,,,,,,,,,,3,6,3,2002,,,,,,
02RA00205,K1106,64,00,1,68,06,06-,G,2,2,4.0,M,91,103,130,0.716,198,183,68,0.279,0.0,0.0,58,12.4,12.4,,0.0,0.0,0.0,0,.,1,.,1.64,119.0,K0429,64,K9575,63,,0,0.283,2.0,,P,ADG,US,,,,S2,AA,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00206,K1131,64,00,1,68,06,02-,G,2,2,3.0,M,93,96,128,0.641,218,203,68,0.373,0.0,0.0,58,10.0,10.0,,0.0,0.0,0.0,0,.,1,.,1.81,113.4,J0131,00,K0170,64,,0,0.351,2.0,F2,3,JAR,JAR,,,,SLI,B,,SCT,,LIB,,BISX,MKT,,,,,,,,,,,3,5,4,2002,93,0820,,,,
02RA00207,K1137,64,00,1,CP,05,51,H,1,1,4.0,M,93,119,128,0.82,196,186,68,0.233,2.6,2.6,62,12.8,12.8,,0.0,0.0,0.0,0,2,1,3+,1.35,110.0,K9286,63,K8686,63,,0,0.25,2.0,,1,CLP,CC,,,,S2,AA,STUD,,97.0,.,CC1,CLPG,.,,,,,,,,,,,4,4,4,2002,,,,,,
02RA00208,K1142,64,00,1,68,06,01-,G,3,2,2.0,M,93,108,131,0.747,202,215,68,0.377,0.0,0.0,54,13.0,13.0,,0.0,0.0,0.0,0,.,1,.,1.97,146.5,J0093,00,K0135,64,,0,0.366,2.0,"COARSE, 48",3,JAR,JAR,,,,S3,AA,,SCT,,LIB,,BISX,MKT,,,,,,,,,,,2,4,3,2002,93,0820,,,,
02RA00209,K1163,64,00,1,CP,05,52,H,2,2,5.0,M,94,98,127,0.669,186,169,68,0.247,3.0,3.0,60,9.0,9.0,,0.0,0.0,0.0,0,1,1,2-,1.61,98.2,K9738,63,K8912,63,,0,0.268,2.0,,P,CLP,CN,,,,D3,DUD,,SCT,,.,CN4,ASEX,.,,,,,,,,,,,5,8,6,2002,16,1011,,,,
02RA00210,K1178,64,00,1,CP,05,51,H,2,2,3.0,M,95,102,127,0.713,218,198,68,0.336,3.0,3.0,62,9.2,9.2,,0.0,0.0,0.0,0,2,1,2-,1.95,130.8,K9286,63,K0017,64,,0,0.322,2.0,,P,CLP,CC,,,,D3,DUD,,SCT,,LIB,CC1,HOMO,.,,,,,,,,,,,3,6,5,2002,,,,,,
02RA00211,K1195,64,00,1,68,06,05-,G,2,2,6.0,M,95,106,127,0.728,254,218,68,0.392,3.9,3.9,56,15.0,15.0,,29.4,4.5,15.2,50,1,1,2,1.65,143.9,K0116,64,K7219,63,,0,0.418,2.0,F2,1,ADG,US,103,107,,S1,A,STUD,,100.0,51N,,ADG,.,,,,,,,,,,,6,9,10,2002,,,,,,
02RA00212,K1196,64,00,1,68,06,01-,G,1,1,7.0,M,95,122,127,0.824,257,243,68,0.423,3.1,3.1,54,16.2,16.2,,31.3,5.9,18.7,48,1,1,3-,1.78,143.3,J0093,00,K6658,63,,0,0.391,2.0,"BIG, 17.3",1,JAR,JAR,110,106,,S2,AA,STUD,,96.0,01alt,,ADG,.,,,,,,,,,,,7,12,11,2002,,,,,,
02RA00213,K1198,64,00,1,68,06,03-,G,2,2,5.0,M,95,98,127,0.659,224,198,68,0.35,3.8,3.8,56,12.6,12.6,,30.4,5.1,16.7,50,2,1,3+,1.5,87.7,J0143,00,K9072,63,,0,0.349,2.0,,3,JAR,JAR,93,96,,D3,DUD,,SCT,,.,,ASEX,.,,,,,,,,,,,4,7,5,2002,93,0820,,,,
02RA00214,K1199,64,00,1,68,06,03-,G,2,2,5.0,M,95,104,127,0.712,226,211,68,0.374,3.6,3.6,56,15.0,15.0,,31.6,6.5,20.7,48,2,1,3,1.5,87.7,J0143,00,K9072,63,,0,0.358,2.0,NICE,P,JAR,JAR,98,103,,D3,DUD,,SCT,,LIB,,ASEX,.,,,,,,,,,,,4,7,5,2002,,,,,,
02RA00215,K1202,64,00,1,CP,05,51,H,1,1,4.0,M,96,110,126,0.776,208,189,68,0.276,3.5,3.5,60,11.0,11.0,,0.0,0.0,0.0,0,1,2,2-,1.64,124.7,K9286,63,K9321,63,,0,0.319,2.0,,P,CLP,CC,,,,D3,DUD,,SCT,,LIB,CC1,HOMO,.,,,,,,,,,,,4,5,5,2002,,,,,,
02RA00216,K1206,64,00,1,68,06,04-,G,1,1,6.0,M,96,133,126,0.925,246,241,68,0.378,3.9,3.9,58,9.4,9.4,,27.6,3.8,13.8,56,2,1,2,1.97,131.3,K9884,63,K7784,63,,0,0.373,2.0,"RCVR<, F2",P,ADG,US,109,86,,SLI,B-,,SCT,,LIB,,HOMO,.,,,,,,,,,,,6,12,9,2002,,,,,,
02RA00217,K1207,64,00,1,CP,05,51,H,1,1,5.0,M,96,114,126,0.771,224,215,68,0.353,3.1,3.1,60,14.4,14.4,,0.0,0.0,0.0,0,3,1,2-,1.28,68.6,K9286,63,K8630,63,,0,0.367,2.0,H3,P,CLP,CC,,,,D3,DUD,,SCT,,LIB,CC1,ASEX,.,,,,,,,,,,,3,5,3,2002,,,,,,
02RA00218,K1226,64,00,1,68,06,01-,G,3,1,7.0,M,96,105,126,0.75,228,205,68,0.35,0.0,0.0,56,13.0,13.0,,0.0,0.0,0.0,0,.,1,.,2.05,134.8,J0093,00,K7263,63,,0,0.325,2.0,SHORT STAPLE,P,JAR,JAR,,,,S0,B,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,7,15,11,2002,,,,,,
02RA00219,K1229,64,00,1,68,06,05-,G,3,2,3.0,,97,99,125,0.692,0,212,68,0.395,3.2,3.2,60,12.6,12.6,,27.4,3.9,14.1,56,1,1,2-,1.66,127.2,K0116,64,K0214,64,,0,0.397,2.0,RCVR<,6,ADG,US,103,95,,D3,DUD,,SCT,,.,,HOMO,.,,,,,,,,,,,2,4,4,2002,01,0402,,,,
02RA00220,K1241,64,00,1,68,06,05-,G,3,2,5.0,M,97,96,125,0.68,237,210,68,0.399,0.0,0.0,58,11.0,11.0,,0.0,0.0,0.0,0,.,1,.,2.05,153.2,K0116,64,K8678,63,,0,0.403,2.0,BLK.BELLY,P,ADG,US,,,,S4,AAA,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,5,12,11,2002,,,,,,
02RA00221,K1249,64,00,1,68,06,02-,G,2,2,7.0,M,97,95,125,0.656,240,207,68,0.392,3.7,3.7,58,10.6,10.6,,27.2,5.0,18.6,56,2,2,3,1.86,136.2,J0131,00,K7412,63,,0,0.37,2.0,,1,JAR,JAR,101,90,,SP,B,,,,03alt,,ADG,.,,,,,,,,,,,6,13,12,2002,,,,,,
02RA00222,K1255,64,00,1,68,06,02-,G,2,2,6.0,M,97,108,125,0.755,241,205,68,0.339,4.0,4.0,58,12.4,12.4,,28.9,4.7,16.4,54,1,1,3+,1.87,149.9,J0131,00,K7743,63,,0,0.349,2.0,,3,JAR,JAR,96,97,,SLI,B-,,SCT,,.,,ASEX,.,,,,,,,,,,,6,11,11,2002,93,0820,,,,
02RA00223,K1265,64,00,1,68,06,03-,G,2,2,3.0,M,98,94,124,0.651,237,200,68,0.371,3.9,3.9,58,12.4,12.4,,29.2,5.4,18.4,54,1,1,2-,1.81,137.3,J0143,00,K0174,64,,0,0.397,2.0,FIX tag K1265,P,JAR,JAR,97,96,,S0,B-,,SCT,,LIB,,ASEX,.,,,,,,,,,,,3,5,5,2002,,,,,,
02RA00224,K1288,64,00,1,CP,05,e11,H,1,1,2.0,M,99,105,122,0.75,232,193,68,0.307,3.4,3.4,60,14.2,14.2,,0.0,0.0,0.0,0,1,1,3+,1.65,128.6,K9992,63,K0831,64,,0,0.333,2.0,,1,CLP,CC,,,,S1,A,STUD,,89.0,.,CC2,CLPG,.,,,,,,,,,,,2,2,2,2002,,,,,,
02RA00225,K1297,64,00,1,CP,05,53,H,1,1,5.0,M,100,93,121,0.65,205,185,68,0.321,3.1,3.1,58,10.4,10.4,,0.0,0.0,0.0,0,2,1,3-,1.39,73.8,K8762,63,K8822,63,,0,0.313,2.0,,P,CLP,CC,,,,D3,DUD,,SCT,,LIB,CC1,HOMO,.,,,,,,,,,,,4,6,4,2002,,,,,,
02RA00226,K1335,64,00,1,CP,05,52,H,2,1,7.0,M,101,92,120,0.663,175,163,68,0.247,2.7,2.7,58,6.6,6.6,,0.0,0.0,0.0,0,2,1,2-,1.5,94.7,K9738,63,K7702,63,,0,0.244,2.0,RCVR<,P,CLP,CN,,,,D3,DUD,,SCT,,LIB,CN4,ASEX,.,,,,,,,,,,,7,9,7,2002,,,,,,
02RA00227,K1353,64,00,1,68,06,02-,G,2,2,3.0,M,102,94,119,0.677,223,210,68,0.404,3.3,3.3,54,12.0,12.0,,31.0,5.3,17.2,48,1,1,2,1.81,128.5,J0131,00,K0405,64,,0,0.375,2.0,F2,P,JAR,JAR,102,90,,D3,DUD,,SCT,,LIB,,ASEX,.,,,,,,,,,,,2,5,4,2002,,,,,,
02RA00228,K1363,64,00,1,CP,05,52,H,3,2,4.0,M,102,93,119,0.681,212,184,68,0.317,3.1,3.1,60,11.2,11.2,,0.0,0.0,0.0,0,3,1,2-,1.73,135.7,K9738,63,K9084,63,,0,0.321,2.0,"RCVR<, H3",P,CLP,CC,,,,D3,DUD,,SCT,,LIB,CC1,ASEX,.,,,,,,,,,,,4,7,6,2002,,,,,,
02RA00229,K1374,64,00,1,68,06,01-,G,3,2,3.0,M,102,95,119,0.703,236,198,68,0.359,3.9,3.9,56,13.6,13.6,,27.8,5.0,17.8,56,2,1,3+,1.95,128.5,J0093,00,K0316,64,,0,0.378,2.0,"X,CR.LEGS11/6",3,JAR,JAR,98,103,,S2,AA,,,,.,,ADG,.,,,,,,,,,,,2,6,4,2002,93,0528,,,,
02RA00230,K1389,64,00,1,68,06,04-,G,2,2,6.0,M,103,88,118,0.625,213,180,68,0.321,0.0,0.0,56,11.8,11.8,,0.0,0.0,0.0,0,.,1,.,1.75,143.2,K9884,63,K7529,63,,0,0.345,2.0,"Q, WBC",P,ADG,US,,,,S2,AA,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,5,10,10,2002,,,,,,
02RA00231,K1400,64,00,1,68,06,04-,G,2,2,6.0,M,103,84,118,0.592,232,200,68,0.404,0.0,0.0,54,16.4,16.4,,0.0,0.0,0.0,0,.,1,.,1.97,149.9,K9884,63,K8064,63,,0,0.345,2.0,"NICE,COARSE,D",P,ADG,US,,,,D4,DUD,,SCT,,LIB,,ASEX,MKT,,,,,,,,,,,6,12,10,2002,,,,,,
02RA00232,K1401,64,00,1,68,06,04-,G,2,2,6.0,M,103,103,118,0.743,240,211,68,0.376,3.8,3.8,56,14.2,14.2,,31.4,4.7,15.1,48,1,1,2+,1.97,149.9,K9884,63,K8064,63,,0,0.375,2.0,"X,ABS.R.CHEEK",3,ADG,US,100,101,,D3,DUD,,SCT,,.,,ASEX,.,,,,,,,,,,,6,12,10,2002,93,0820,,,,
02RA00233,K1403,64,00,1,68,06,05-,G,2,2,5.0,M,103,105,118,0.761,237,200,68,0.331,3.6,3.6,58,12.6,12.6,,28.3,5.2,18.5,54,1,1,3+,1.65,133.7,K0116,64,K8078,63,287,259,0.354,2.0,RUGGED,2,ADG,US,96,96,-,S2,AA,STUD,,96.0,102,,ADG,.,,,,,,,,,0,,4,7,6,2002,92,0919,,,,
02RA00234,K1411,64,00,1,CP,05,52,H,2,2,5.0,M,104,104,118,0.774,219,202,68,0.343,3.6,3.6,60,10.2,10.2,,0.0,0.0,0.0,0,1,1,2-,1.5,114.6,K9738,63,K9032,63,,0,0.355,2.0,,3,CLP,CC,,,,D3,DUD,,SCT,,.,CC2,ASEX,.,,,,,,,,,,,4,7,7,2002,93,0820,,,,
02RA00235,K1438,64,00,1,68,06,06-,G,2,2,2.0,M,105,90,117,0.647,224,205,68,0.402,3.9,3.9,56,13.8,13.8,,28.0,4.0,14.3,54,1,1,2,1.8,146.3,K0429,64,K0383,64,,0,0.394,2.0,"X,LAME,LR",3,ADG,US,102,103,,D3w,B+,,,,.,,ADG,.,,,,,,,,,,,2,3,3,2002,93,0528,,,,
02RA00236,K1450,64,00,1,68,06,02-,G,2,2,7.0,M,105,89,117,0.634,244,204,68,0.402,3.3,3.3,60,13.2,13.2,,27.6,4.1,14.8,56,1,1,3-,1.86,129.3,J0131,00,K7131,63,,0,0.43,2.0,NICE,1,JAR,JAR,101,98,,S3,AA,STUD,,97.0,03K,,ADG,.,,,,,,,,,,,7,13,10,2002,,,,,,
02RA00237,K1461,64,00,1,68,06,01-,G,1,2,6.0,M,106,112,115,0.85,261,207,68,0.331,3.6,3.6,58,11.8,11.8,,28.7,3.7,12.9,54,1,1,3-,1.67,127.5,J0093,00,K7755,63,291,259,0.363,2.0,,2,JAR,JAR,99,93,-,S1,A,STUD,,37.0,101,,ADG,.,,,,,,,,,0,,5,9,9,2002,92,0919,,,,
02RA00238,K1462,64,00,1,68,06,06-,G,1,1,6.0,M,106,106,116,0.782,247,216,68,0.385,4.8,4.8,54,20.2,20.2,,33.4,5.7,17.0,46,2,1,3,1.57,109.4,K0429,64,K8089,63,255,259,0.361,2.0,"X,LAME,FRONT",2,ADG,US,102,130,-,S3,AA,STUD,,42.0,  X,,ADG,.,,,,,,,,,0,,6,8,7,2002,93,0930,,,,
02RA00239,K1468,64,00,1,68,06,02-,G,1,1,3.0,M,106,104,116,0.763,232,198,68,0.329,0.0,0.0,56,14.4,14.4,,0.0,0.0,0.0,0,.,1,.,1.66,126.4,J0131,00,K0458,64,,0,0.343,2.0,JUMPER,P,JAR,JAR,,,,D4,DUD,,SCT,,LIB,,HOMO,SALE,,,,,,,,,,,3,4,4,2002,,,,,,
02RA00240,K1553,64,01,1,68,06,02,G,2,1,4.0,Y,84,118,134,0.804,240,240,68,0.421,3.0,3.2,58,9.8,10.2,,27.9,5.1,18.2,54,1,1,2-,1.76,111.6,J0131,00,K9550,63,,0,0.0,1.0,"NICE!, B1 09",1,JAR,JAR,104,87,,S3,AA,STUD,,90.0,e.7,,ADG,.,,,,,,,,,,,4,6,4,2002,,,,,,
02RA00241,K1571,64,01,1,68,06,09,G,2,2,2.0,Y,85,103,133,0.689,235,235,68,0.455,3.3,3.6,58,13.0,13.6,,28.1,6.2,22.2,54,1,1,3+,1.99,152.2,K0866,64,K0787,64,,0,0.0,1.0,,1,ADG,US,104,104,,S1,A,STUD,,,51N,,ADG,.,,,,,,,,,,,2,4,4,2002,,,,,,
02RA00242,K1584,64,01,1,68,06,03,G,2,1,3.0,Y,86,121,132,0.828,236,236,68,0.397,3.6,3.9,58,12.2,12.8,,26.7,4.2,15.6,56,1,1,3+,1.52,94.7,J0143,00, 8212,00,266,259,0.0,1.0,LOW ebv,2,JAR,JAR,102,103,-,SP,B,,,, 99,,ADG,.,,,,,,,,,0,,2,3,2,2002,92,0919,,,,
02RA00243,K1596,64,01,1,68,06,02,G,2,2,3.0,Y,87,104,131,0.697,241,241,68,0.472,2.9,3.2,60,11.4,12.0,,26.8,5.2,19.5,56,2,1,3-,1.81,126.1,J0131,00, 8384,00,,0,0.0,1.0,,1,JAR,JAR,107,96,,D3,,,,,03alt,,ADG,.,,,,,,,,,,,3,5,4,2002,,,,,,
02RA00244,K1622,64,01,1,68,06,03,G,1,1,4.0,Y,88,130,130,0.897,232,232,68,0.352,3.6,3.9,60,11.8,12.4,,26.5,4.2,15.9,56,2,1,3,1.39,110.2,J0143,00,K9605,63,254,259,0.0,1.0,NICE!!,2,JAR,JAR,99,102,-,S2,AA,,,, 92,,ADG,.,,,,,,,,,1,C5434,3,3,4,2002,92,0919,,,,
02RA00245,K1626,64,01,1,CP,05,55,H,2,2,5.0,Y,88,99,130,0.658,188,188,68,0.307,3.2,3.5,60,9.6,10.1,,0.0,0.0,0.0,0,1,1,3-,1.5,114.6,K9992,63,K9032,63,,0,0.0,1.0,NICE,F,CLP,CC,,,,?,,,,,FIST,,CLPG,.,,,,,,,,,,,4,7,7,2002,93,0113,,,,
02RA00246,K1631,64,01,1,68,06,08,G,2,2,2.0,Y,88,94,130,0.633,208,208,68,0.393,2.8,3.1,58,11.2,11.8,,27.3,5.1,18.7,56,2,1,4,1.65,121.2,K0714,64,K0828,64,,0,0.0,1.0,,F,ADG,US,93,94,,?,,,,,FIST,,ADG,.,,,,,,,,,,,1,2,2,2002,,,,,,
02RA00247,K1640,64,01,1,68,06,07,G,2,2,3.0,Y,88,102,130,0.666,242,242,68,0.483,3.6,3.9,58,12.4,13.1,,27.9,4.8,17.3,54,1,1,2,1.81,128.3,K0905,64,K0444,64,,0,0.0,1.0,"NICE,#12BV,F2",1,ADG,US,106,103,,S3,AA,,,,ealt,,ADG,.,,,,,,,,,,,3,5,4,2002,,,,,,
02RA00248,K1649,64,01,1,CP,05,54,H,2,2,5.0,Y,89,90,131,0.586,195,195,68,0.365,3.1,3.4,60,7.8,8.3,,0.0,0.0,0.0,0,1,1,3+,1.5,120.3,K9738,63,K8992,63,,0,0.0,1.0,"NICE,B1 IN B2",1,CLP,CC,,,,D3,,,,,.,,CLPG,.,,,,,,,,,,,5,7,8,2002,,,,,,
02RA00249,K1650,64,01,1,CP,05,54,H,2,2,5.0,Y,89,99,131,0.663,186,186,68,0.302,2.5,2.7,58,12.2,12.9,,0.0,0.0,0.0,0,2,1,3,1.5,120.3,K9738,63,K8992,63,,0,0.0,1.0,"NICE,B1 IN B2",1,CLP,CN,,,,D3,,,,,.,,CLPG,.,,,,,,,,,,,5,7,8,2002,,,,,,
02RA00250,K1658,64,01,1,68,06,01,G,3,2,7.0,Y,89,104,129,0.719,208,208,68,0.359,3.6,3.9,58,11.2,11.8,,28.4,5.9,20.7,54,2,1,3+,1.95,159.2,J0093,00,K7387,63,,0,0.0,1.0,,F,JAR,JAR,92,97,,?,,,,,FIST,,ADG,.,,,,,,,,,,,7,14,14,2002,,,,,,
02RA00251,K1664,64,01,1,68,06,03,G,2,2,6.0,Y,89,107,129,0.716,218,218,68,0.383,2.9,3.2,58,10.2,10.8,,28.7,4.8,16.6,54,2,1,2,1.97,131.3,J0143,00,K7784,63,251,259,0.0,1.0,"F2, NICE",2,JAR,JAR,95,89,-,S0,B,,,, 94,,ADG,.,,,,,,,,,1,C5436,6,12,9,2002,92,0919,,,,
02RA00252,K1667,64,01,1,68,06,07,G,1,1,4.0,Y,89,136,129,0.925,269,269,68,0.459,3.3,3.6,56,16.2,17.1,,31.7,7.1,22.4,48,1,1,3+,1.64,115.9,K0905,64,K9520,63,,0,0.0,1.0,"NICE!, #10 BV",1,ADG,US,112,116,,S0,B,,,,02alt,,ADG,.,,,,,,,,,,,4,5,4,2002,,,,,,
02RA00253,K1671,64,01,1,68,06,04,G,2,2,7.0,Y,90,99,128,0.677,228,228,68,0.445,3.1,3.4,58,9.0,9.5,,28.0,4.6,16.3,54,2,1,2,1.68,116.4,K0943,64,K7673,63,,0,0.0,1.0,"H3, GOOD FCR",F,JAR,JAR,102,85,,?,,,,,FIST,,ADG,.,,,,,,,,,,,6,11,9,2002,,,,,,
02RA00254,K1673,64,01,1,68,06,07,G,1,1,2.0,Y,90,103,128,0.719,256,256,68,0.528,3.3,3.6,58,13.8,14.6,,28.4,5.3,18.6,54,1,2,3+,1.49,103.4,K0905,64,K0719,64,,0,0.0,1.0,#15 BV,1,ADG,US,114,108,,S3,AA,STUD,,,02K,,ADG,.,,,,,,,,,,,1,1,1,2002,,,,,,
02RA00255,K1674,64,01,1,CP,05,55,H,2,1,2.0,Y,90,99,128,0.681,168,168,68,0.238,2.7,3.0,60,10.0,10.6,,0.0,0.0,0.0,0,2,1,3-,1.65,102.7,K9992,63,K0630,64,,0,0.0,1.0,,F,CLP,CC,,,,?,,,,,FIST,,CLPG,.,,,,,,,,,,,1,2,1,2002,93,0113,,,,
02RA00256,K1677,64,01,1,68,06,02,G,3,1,2.0,,90,95,128,0.667,0,0,68,0.0,2.8,3.1,58,11.2,11.9,,27.0,5.2,19.2,56,2,1,3+,1.99,137.8,J0131,00,K0757,64,,0,0.0,1.0,"X, EPI, 2/26",6,JAR,JAR,,,,?,,,,,.,,ADG,.,,,,,,,,,,,2,4,3,2002,33,0510,,,,
02RA00257,K1681,64,01,1,68,06,08,G,3,2,3.0,Y,90,98,128,0.676,213,213,68,0.397,3.7,4.1,56,12.4,13.2,,30.3,6.2,20.3,50,1,1,3,1.95,144.0,K0714,64,K0275,64,,0,0.0,1.0,EYE OK,F,ADG,US,94,103,,?,,,,,FIST,,ADG,.,,,,,,,,,,,3,6,5,2002,,,,,,
02RA00258,K1682,64,01,1,68,06,08,G,3,2,3.0,Y,90,97,128,0.674,215,215,68,0.407,3.1,3.4,58,11.6,12.3,,25.5,4.3,16.9,58,1,1,3-,1.95,144.0,K0714,64,K0275,64,239,259,0.0,1.0,,2,ADG,US,98,100,-,SP,B,,,, 95,,ADG,.,,,,,,,,,0,,3,6,5,2002,92,0919,,,,
02RA00259,K1683,64,01,1,68,06,08,G,3,1,3.0,Y,90,97,128,0.655,237,237,68,0.483,3.2,3.5,60,13.2,14.0,,26.2,5.0,18.9,58,1,1,3-,1.95,144.0,K0714,64,K0275,64,,0,0.0,1.0,,1,ADG,US,107,107,,S0,B,STUD,,,51N,,ADG,.,,,,,,,,,,,3,6,5,2002,,,,,,
02RA00260,K1689,64,01,1,68,06,07,G,2,2,2.0,Y,90,103,128,0.709,240,240,68,0.472,3.0,3.3,60,8.4,8.9,,25.4,3.8,15.1,58,2,1,2,1.65,120.8,K0905,64,K0989,64,,0,0.0,1.0,"#9 BV, F2",1,ADG,US,108,84,,S5,AAA,STUD,,,e.5,,ADG,.,,,,,,,,,,,1,2,2,2002,,,,,,
02RA00261,K1691,64,01,1,CP,05,54,H,1,1,2.0,Y,90,110,128,0.741,186,186,68,0.262,3.0,3.3,60,9.2,9.8,,0.0,0.0,0.0,0,2,1,3+,1.65,123.8,K9738,63,K0728,64,,0,0.0,1.0,SLOGGY HOG 2,F,CLP,CC,,,,?,,,,,FIST,,CLPG,.,,,,,,,,,,,2,2,2,2002,93,0113,,,,
02RA00262,K1693,64,01,1,68,06,06,G,3,2,2.0,Y,90,96,128,0.666,208,208,68,0.386,3.1,3.4,60,9.4,10.0,,25.8,4.3,16.7,58,2,1,3-,1.82,119.4,K0791,64,90956,09,,0,0.0,1.0,,F,ADG,US,95,89,,?,,,,,FIST,,ADG,.,,,,,,,,,,,1,3,2,2002,,,,,,
02RA00263,K1701,64,01,1,68,06,01,G,2,1,3.0,Y,91,117,129,0.833,226,226,68,0.378,3.5,3.8,58,13.2,14.0,,29.1,5.3,18.2,54,1,1,3-,1.81,115.3,J0093,00,K0241,64,,0,0.0,1.0,,1,JAR,JAR,99,106,,S3,AA,,,,01alt,,ADG,.,,,,,,,,,,,3,5,3,2002,,,,,,
02RA00264,K1723,64,01,1,CP,05,54,H,1,1,2.0,Y,92,103,128,0.717,170,170,68,0.233,2.7,3.0,60,7.4,7.9,,0.0,0.0,0.0,0,2,1,3+,1.49,103.4,K9738,63,K0932,64,,0,0.0,1.0,MSG 12/12/02,1,CLP,CC,,,,?,,,,,.,,CLPG,.,,,,,,,,,,,1,1,1,2002,,,,,,
02RA00265,K1741,64,01,1,68,06,03,G,2,2,3.0,Y,92,98,128,0.666,219,219,68,0.42,3.2,3.5,58,10.2,10.9,,29.2,5.6,19.1,54,2,1,3+,1.66,119.1,J0143,00,K0118,64,234,259,0.0,1.0,,2,JAR,JAR,97,91,-,S1,A,,,, 96,,ADG,.,,,,,,,,,0,,3,4,4,2002,92,0919,,,,
