UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
01RA00493,T7630,44,99,1,41,02,414,M,3,1,4.0,M,120,102,103,0.879,229,191,67,0.312,0.0,0.0,58,9.4,9.4,0.041,0.0,0.0,0.0,0,.,1,.,2.07,96.0,T6372,44,T5682,44,261,192,0.349,2.0,,V,LWW,,,,N,D1,B,,ORE,,DUD,Nax,P 15,HOMO,21,,,,,,,,0,_____,4,10,5,2001,,,0.0,0.0,0.0,
01RA00494,T7634,44,99,1,41,02,414,M,2,2,6.0,M,121,85,102,0.732,230,166,67,0.284,3.6,3.6,56,14.2,14.2,0.0617,26.76,5.27,19.7,56,1,1,3,1.68,115.6,T6372,44,T4604,44,249,192,0.325,2.0,"DUD, D6",5,LWW,,106,111,,D4,DUD,,,,,Nax,EUTH,.,,,,,,,,,0,_____,5,10,9,2001,95,0822,0.0,0.0,0.0,
01RA00495,T7639,44,99,1,ID,02,43T,I,1,1,7.0,M,121,102,102,0.845,251,200,67,0.344,3.8,3.8,62,11.2,11.2,0.0446,21.12,3.82,18.1,64,2,1,3,1.57,120.9,I0064,00,T3739,44,268,192,0.379,2.0,"TB1, not DUD?",2,KK,KK,106,104,N,D4,LOW,,,38.0,131,,.,.,,,,,,,, 6,0,_____,6,10,10,2001,92,0920,0.0,0.0,0.0,
01RA00496,T7642,44,99,1,42,02,852,C,1,1,4.0,M,121,74,102,0.593,190,121,67,0.165,0.0,0.0,56,10.8,10.8,0.0568,0.0,0.0,0.0,0,.,1,.,1.45,88.9,T6366,44,T5668,44,223,192,0.242,2.0,COARSE ?,V,CTL,,,,N,D1,B,,ORE,,DUD,Nax,P 22,HOMO,20,,,,,,,,0,_____,4,5,4,2001,,,0.0,0.0,0.0,
01RA00497,T7643,44,99,1,41,02,414,M,1,1,6.0,M,121,97,102,0.812,221,157,67,0.211,3.2,3.2,62,9.8,9.8,0.0443,23.14,3.84,16.6,62,2,1,2-,1.84,134.5,T6372,44,T3983,44,252,192,0.269,2.0,DUD,5,LWW,,105,91,,D3,DUD,,,,,Nax,EUTH,.,,,,,,,,,0,_____,6,11,11,2001,95,0822,0.0,0.0,0.0,
01RA00498,T7657,44,99,1,42,02,882,C,2,2,4.0,M,122,78,101,0.662,172,127,67,0.172,3.2,3.2,60,10.2,10.2,0.0593,23.83,3.78,15.9,60,1,1,2,1.57,115.7,T6036,44,T5235,44,192,192,0.188,2.0,,5,CTL,,93,92,,D1,B,,,,,Nax,EUTH,.,,,,,,,,,0,_____,4,6,6,2001,95,0822,0.0,0.0,0.0,
01RA00499,T7675,44,99,1,42,02,852,C,1,1,3.0,M,128,80,95,0.718,188,138,67,0.204,3.1,3.1,60,10.2,10.2,0.0543,23.64,3.93,16.6,60,4,1,2-,1.47,94.0,T6366,44,T6137,44,218,192,0.257,2.0,TEASER RAM,V,CTL,,84,92,N,S1,A,STUD,TZ,75.0,LIB,Nax,TEAZ,TEAZ,28,,,,,,,,0,_____,2,3,2,2001,,,0.0,0.0,0.0,
01RA00500,T7687,44,00,1,ID,02,42T,I,2,2,2.0,Y,89,89,132,0.587,169,169,67,0.279,2.4,2.6,62,6.8,7.2,0.0426,20.11,4.05,20.1,70,1,1,3,1.72,106.9,T5505,44,T6533,44,188,192,0.295,1.0,,2,ISA,ISA,91,89,N,S2,AA,,,,130,,.,.,,,,,,,, 5,0,_____,2,3,2,2001,92,0920,0.0,0.0,0.0,
01RA00501,T7694,44,00,1,ID,02,41T,I,2,2,8.0,Y,90,95,131,0.622,178,178,67,0.289,2.6,2.8,64,7.2,7.7,0.0433,22.0,4.24,19.3,64,1,1,3-,1.63,101.3,I0064,00,T2863,44,201,192,0.315,1.0,,2,KK,KK,90,92,N,S3,AA,,,,126,,.,.,,,,,,,, 5,0,_____,8,13,11,2001,92,0920,0.0,0.0,0.0,
01RA00502,T7700,44,00,1,ID,02,41T,I,2,2,7.0,Y,91,107,130,0.722,186,186,67,0.275,2.8,3.1,60,7.2,7.7,0.0414,21.09,4.21,20.0,64,1,1,3-,1.57,118.4,I0064,00,T4109,44,204,192,0.289,1.0,,2,KK,KK,99,95,N,S3,AA,,,,120,,.,.,,,,,,,, 5,0,60380,5,10,9,2001,92,0920,0.0,0.0,0.0,
01RA00503,T7704,44,00,1,ID,02,41T,I,2,2,2.0,Y,92,76,129,0.481,174,174,67,0.341,3.1,3.4,62,6.2,6.6,0.0379,20.31,4.5,22.2,70,1,1,3-,1.72,116.6,I0064,00,T6481,44,193,192,0.348,1.0,,2,KK,KK,98,92,N,S7,AAA,,,,127,,.,.,,,,,,,, 5,0,_____,2,3,3,2001,92,0920,0.0,0.0,0.0,
01RA00504,T7708,44,00,1,ID,02,43T,I,1,1,2.0,Y,92,106,129,0.713,186,186,67,0.279,2.9,3.2,62,8.2,8.8,0.0473,20.26,4.11,20.3,70,1,1,3,1.55,105.5,T6440,44,T6474,44,,,0.0,1.0,WOLF KILL,6,McR,McR,,,,,,,,,,,.,.,,,,,,,,,0,_____,2,2,2,2001,13,0612,0.0,0.0,0.0,
01RA00505,T7709,44,00,1,ID,02,43T,I,2,2,2.0,Y,92,82,129,0.529,175,175,67,0.324,3.5,3.8,62,8.2,8.8,0.0503,21.42,4.64,21.7,64,1,1,4+,1.72,123.8,T6440,44,T6510,44,202,192,0.357,1.0,,1,McR,McR,109,108,N,S1,A,,,,43Tal,,UI,.,,CR,60,3,,0,S,,0,_____,2,3,3,2001,,,0.0,0.0,0.0,
01RA00506,T7710,44,00,1,ID,02,43T,I,2,2,2.0,Y,92,85,129,0.55,176,176,67,0.317,2.9,3.2,64,7.0,7.5,0.0426,18.86,3.77,20.0,80,1,1,3-,1.72,123.8,T6440,44,T6510,44,202,192,0.348,1.0,,2,McR,McR,104,97,N,S3,AA,,,,122,,.,.,,,,,,,, 5,0,60382,2,3,3,2001,92,0920,0.0,0.0,0.0,
01RA00507,T7712,44,00,1,ID,02,43T,I,2,2,3.0,Y,93,99,128,0.684,201,201,67,0.355,3.2,3.5,62,7.6,8.2,0.0408,20.19,3.87,19.2,70,1,1,3,1.47,109.2,T6440,44,T6257,44,211,192,0.333,1.0,,2,McR,McR,98,103,N,S1,A,,,,123,,.,.,,,,,,,, 5,0,60383,2,3,3,2001,92,0920,0.0,0.0,0.0,
01RA00508,T7713,44,00,1,ID,02,41T,I,1,1,3.0,Y,94,109,127,0.754,186,186,67,0.268,2.8,3.1,62,6.8,7.3,0.0392,19.67,3.56,18.1,70,1,1,3,1.33,96.1,I0064,00,T6269,44,212,192,0.307,1.0,IN DITCH,2,KK,KK,87,94,,S3,AA,,,,,,.,.,,,,,,,, 5,0,_____,2,2,2,2001,32,0819,0.0,0.0,0.0,
01RA00509,T7721,44,00,1,ID,02,43T,I,2,2,4.0,Y,94,94,127,0.628,170,170,67,0.265,2.8,3.1,64,5.8,6.2,0.0365,18.12,3.43,19.0,80,1,1,3,1.57,117.3,T6440,44,T5586,44,198,192,0.31,1.0,,2,McR,McR,96,89,N,S1,A,,,,121,,.,.,,,,,,,, 5,0,60381,4,6,6,2001,92,0920,0.0,0.0,0.0,
01RA00510,T7722,44,00,1,ID,02,42T,I,1,1,3.0,Y,94,103,127,0.702,165,165,67,0.216,3.1,3.4,64,8.2,8.8,0.0533,18.72,4.08,21.8,80,1,1,3-,1.47,114.4,T5505,44,T6114,44,177,192,0.22,1.0,NICE,2,ISA,ISA,98,107,N,S2,AA,,,,124,,.,.,,,,,,,, 5,0,_____,3,3,4,2001,92,0920,0.0,0.0,0.0,
01RA00511,T7724,44,00,1,ID,02,43T,I,2,2,2.0,Y,94,85,127,0.583,169,169,67,0.293,2.7,3.0,62,6.4,6.9,0.0408,21.16,4.06,19.2,64,1,1,3-,1.72,126.3,T6440,44,T6455,44,193,192,0.321,1.0,,2,McR,McR,102,90,N,S2,AA,,,,125,,.,.,,,,,,,, 5,0,_____,2,3,3,2001,92,0920,0.0,0.0,0.0,
01RA00512,T7742,44,00,1,ID,02,41T,I,2,2,3.0,Y,96,89,126,0.607,192,192,67,0.36,2.5,2.8,62,7.0,7.6,0.0396,19.58,4.3,21.9,70,1,1,5+,1.76,129.2,I0064,00,T5928,44,210,192,0.361,1.0,F5+,2,KK,KK,106,94,N,S4,AAA,,,,119,,.,.,,,,,,,, 5,0,60379,3,5,5,2001,92,0920,0.0,0.0,0.0,
01RA00513,T7745,44,00,1,ID,02,41T,I,3,2,4.0,Y,96,87,126,0.604,173,173,67,0.301,2.7,3.0,62,7.8,8.4,0.0486,20.33,3.55,17.5,70,1,1,3,1.82,123.5,I0064,00,T5627,44,197,192,0.328,1.0,,2,KK,KK,104,100,N,S2,AA,,,,129,,.,.,,,,,,,, 5,0,_____,4,8,7,2001,92,0920,0.0,0.0,0.0,
01RA00514,T7748,44,00,1,ID,02,43T,I,1,1,7.0,Y,97,111,125,0.762,214,214,67,0.36,3.1,3.5,62,7.6,8.3,0.0388,19.64,3.54,18.0,70,1,1,3+,1.57,120.9,T6440,44,T3739,44,225,192,0.34,1.0,"D1, D2, B+",1,McR,McR,105,104,N,SP+,B+,,,,ealt,,UI,.,,M,50,3,,0,S,,0,_____,6,10,10,2001,,,0.0,0.0,0.0,
01RA00515,T7759,44,00,1,ID,02,42T,I,4,2,4.0,Y,99,99,122,0.709,185,185,67,0.3,3.1,3.5,62,8.0,8.7,0.047,22.14,4.44,20.0,62,1,1,3-,1.82,141.3,T5505,44,T5557,44,197,192,0.292,1.0,? QUAD,1,ISA,ISA,115,104,N,S2,AA,STUD,,,43T,,UI,.,,CR,60,3,,0,S,,0,_____,4,8,7,2001,,,0.0,0.0,0.0,
01RA00516,T7763,44,00,1,ID,02,42T,I,2,2,3.0,Y,100,100,122,0.725,200,200,67,0.35,3.2,3.6,62,7.8,8.5,0.0425,23.5,4.62,19.7,60,4,1,3+,1.76,134.1,T5505,44,T5853,44,220,192,0.358,1.0,"BRN. EARS,H4",3,ISA,ISA,113,103,N,S1,A,,SCT,,LIB,,LIB,.,,CR,65,3,,0,E,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00517,T7765,44,00,1,ID,02,42T,I,1,1,2.0,Y,100,103,121,0.721,182,182,67,0.275,2.9,3.3,60,8.8,9.6,0.0527,20.75,4.23,20.4,64,1,1,3,1.55,113.1,T5505,44,T6511,44,193,192,0.268,1.0,"X,JAW6",2,ISA,ISA,101,109,N,S4,AAA,,,,X,,X,X,,,,,,0,X, 5,0,_____,2,2,2,2001,93,1109,0.0,0.0,0.0,
01RA00518,T7771,44,00,1,ID,02,42T,I,2,1,2.0,Y,100,96,121,0.7,177,177,67,0.282,2.4,2.7,60,6.8,7.5,0.0424,20.6,3.89,18.9,64,1,1,3+,1.72,110.6,T5505,44,T6479,44,203,192,0.318,1.0,,3,ISA,ISA,94,91,N,S3,AA,,SCT,,LIB,,LIB,.,,CR,50,3,,10,S,,0,_____,2,3,2,2001,,,0.0,0.0,0.0,
01RA00519,T7783,44,00,1,ID,02,41T,I,1,1,4.0,Y,103,109,118,0.792,188,188,67,0.275,2.7,3.1,62,7.0,7.7,0.041,21.83,4.07,18.6,64,1,1,3,1.32,95.6,I0064,00,T5597,44,206,192,0.289,1.0,BIG 15.5,2,KK,KK,87,95,N,S2,AA,,,,128,,.,.,,,,,,,, 5,0,_____,3,4,4,2001,92,0920,0.0,0.0,0.0,
01RA00520,T7794,44,00,1,ID,02,41T,I,2,2,3.0,Y,103,88,118,0.633,190,190,67,0.355,2.8,3.2,62,8.4,9.3,0.0489,19.76,3.76,19.0,70,1,1,3,1.76,135.7,I0064,00,T6185,44,211,192,0.366,1.0,,1,KK,KK,115,108,N,S3,AA,STUD,,,42T,,UI,.,,CL,60,3,,0,S,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00521,T7795,44,00,1,ID,02,41T,I,2,2,3.0,Y,103,97,118,0.713,173,173,67,0.265,2.7,3.1,64,6.6,7.3,0.0422,18.84,3.71,19.7,80,1,1,4-,1.76,135.7,I0064,00,T6185,44,198,192,0.301,1.0,F4-,1,KK,KK,108,95,N,S2,AA,,,,42Tal,,UI,.,,CR,60,3,,0,S,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00522,T7800,44,00,1,41,02,413,M,2,2,4.0,Y,103,89,118,0.643,163,163,67,0.258,3.1,3.5,60,8.6,9.5,0.0583,22.31,3.91,17.5,62,1,1,2-,1.57,125.2,T6748,44,T5679,44,177,192,0.262,1.0,SM. TESTES,3,LWW,,107,109,,NT,?,,,,X,,X,.,,,,,,,,,0,_____,4,6,6,2001,93,0824,0.0,0.0,0.0,
01RA00523,T7803,44,00,1,ID,02,42T,I,3,1,8.0,Y,104,98,120,0.705,165,165,67,0.236,2.7,3.1,62,5.6,6.2,0.0376,19.23,4.24,22.1,70,1,1,3+,2.13,107.3,T5505,44,T3279,44,196,192,0.294,1.0,,3,ISA,ISA,90,88,N,NT,?,,SCT,,LIB,,LIB,.,,CR,60,3,,0,S,,0,_____,7,17,11,2001,,,0.0,0.0,0.0,
01RA00524,T7806,44,00,1,41,02,413,M,2,2,4.0,Y,104,81,118,0.572,190,190,67,0.381,2.8,3.2,62,8.0,8.9,0.0468,20.59,4.75,23.1,64,3,1,3-,1.45,111.8,T6748,44,T5666,44,202,192,0.361,1.0,"NICE,H3",1,LWW,,101,104,N,S2,AA,,,,,,LIB,.,,CR,50,3,,0,S,,0,_____,4,5,5,2001,,,0.0,0.0,0.0,
01RA00525,T7814,44,00,1,41,02,414,M,2,2,4.0,Y,104,82,118,0.595,164,164,67,0.287,2.9,3.3,62,7.6,8.4,0.0512,20.45,3.72,18.2,70,1,1,3+,1.7,126.7,T6877,44,T5616,44,188,192,0.316,1.0,DUD >works,1,LWW,,107,102,N,SLI,B,STUD,,,413,R,LIB,.,,CR,70,3,,0,E,,0,_____,4,7,7,2001,,,0.0,0.0,0.0,
01RA00526,T7815,44,00,1,41,02,414,M,2,2,4.0,Y,104,82,118,0.583,176,176,67,0.329,3.1,3.5,62,7.8,8.7,0.0494,21.28,3.57,16.8,64,1,1,3+,1.7,126.7,T6877,44,T5616,44,191,192,0.325,1.0,DUD,1,LWW,,108,105,N,SLI,DUD,DUD,SCT,,dd413,,LWW2,.,,CR,60,3,,0,S,,0,_____,4,7,7,2001,,,0.0,0.0,0.0,
01RA00527,T7829,44,00,1,41,02,414,M,2,2,6.0,Y,105,86,117,0.662,167,167,67,0.283,3.0,3.4,60,7.8,8.7,0.0521,21.79,4.49,20.6,64,2,1,3-,1.78,152.0,T6877,44,T4236,44,,,0.0,1.0,WOLF KILL,6,LWW,,,,,,,,,,,,.,.,,,,,,,,,0,_____,6,11,11,2001,13,0628,0.0,0.0,0.0,
01RA00528,T7839,44,00,1,42,02,812,C,2,2,5.0,Y,105,67,117,0.477,146,146,67,0.276,2.7,3.1,62,6.0,6.7,0.0459,22.06,4.67,21.1,62,1,1,3-,1.61,118.3,T6929,44,T5052,44,168,192,0.301,1.0,,1,CTL,,97,88,N,D3,DUD,,SCT,,90alt,,LIB,.,,CR,70,4,,0,E,,0,_____,5,8,8,2001,,,0.0,0.0,0.0,
01RA00529,T7840,44,00,1,42,02,812,C,2,2,5.0,Y,105,86,117,0.628,150,150,67,0.224,2.9,3.3,62,6.4,7.1,0.0473,23.45,4.21,17.9,62,1,1,2+,1.61,118.3,T6929,44,T5052,44,170,192,0.251,1.0,RCVR<,1,CTL,,97,91,N,S3,AA,STUD,,,902,,CTL,.,,CL,60,3,,0,S,,0,_____,5,8,8,2001,,,0.0,0.0,0.0,
01RA00530,T7841,44,00,1,41,02,414,M,2,2,4.0,Y,106,86,115,0.63,188,188,67,0.355,3.3,3.8,58,8.4,9.4,0.05,22.78,4.83,21.2,62,2,1,3-,1.7,120.8,T6877,44,T5744,44,193,192,0.318,1.0,,1,LWW,,108,111,N,S3,AA,STUD,,,e.7,,LIB,.,,CL,40,3,,10,S,,0,_____,4,7,6,2001,,,0.0,0.0,0.0,
01RA00531,T7844,44,00,1,ID,02,43T,I,2,2,4.0,Y,106,104,115,0.784,195,195,67,0.317,3.0,3.4,64,7.4,8.3,0.0426,20.11,3.19,15.9,70,2,1,3,1.57,129.1,T6440,44,T5506,44,199,192,0.283,1.0,also 43Talt !,1,McR,McR,107,103,N,S3,AA,STUD,,,411,R,UI,.,,CL,40,2,,0,S,,0,_____,4,6,7,2001,,,0.0,0.0,0.0,
01RA00532,T7848,44,00,1,42,02,842,C,2,2,7.0,Y,106,68,115,0.487,138,138,67,0.244,2.3,2.6,62,6.6,7.4,0.0536,23.38,5.16,22.1,62,2,1,4-,1.57,107.1,T6542,44,T3883,44,,,0.0,1.0,WOLF KILL,6,CTL,,,,,,,,,,,,.,.,,,,,,,,,0,_____,7,10,10,2001,13,0628,0.0,0.0,0.0,
01RA00533,T7855,44,00,1,42,02,852,C,2,2,3.0,Y,106,78,116,0.566,165,165,67,0.304,2.6,3.0,60,6.6,7.4,0.0448,24.03,4.45,18.5,60,1,1,2-,1.61,100.6,T6789,44,T6202,44,184,192,0.316,1.0,SHORT STAPLE,1,CTL,,90,90,N,D3,DUD,,SCT,,,,LIB,.,,CR,50,3,,0,S,,0,_____,2,4,3,2001,,,0.0,0.0,0.0,
01RA00534,T7860,44,00,1,42,02,802,C,2,2,4.0,Y,106,77,116,0.565,148,148,67,0.248,3.1,3.6,60,7.0,7.8,0.0527,22.42,4.13,18.4,62,3,1,3,1.7,105.8,T6569,44,T5277,44,160,192,0.248,1.0,H3,1,CTL,,93,99,N,SP,B+,,,,81alt,,LIB,.,,CR,45,3,,5,S,,0,_____,4,7,6,2001,,,0.0,0.0,0.0,
01RA00535,T7866,44,00,1,42,02,812,C,2,2,3.0,Y,106,77,116,0.569,145,145,67,0.238,2.8,3.2,62,7.0,7.8,0.0538,23.05,5.13,22.3,62,1,1,3+,1.76,109.9,T6929,44,T6160,44,161,192,0.251,1.0,,1,CTL,,94,95,N,D3,DUD,,SCT,,,,LIB,.,,CR,60,3,,0,S,,0,_____,3,5,4,2001,,,0.0,0.0,0.0,
01RA00536,T7873,44,00,1,42,02,812,C,2,2,6.0,Y,107,78,114,0.588,150,150,67,0.251,3.1,3.6,60,7.4,8.3,0.0553,21.94,4.53,20.7,64,2,1,2-,1.68,114.7,T6929,44,T4173,44,172,192,0.28,1.0,"87alt, 3rd !",1,CTL,,100,103,N,S2,AA,,,,,R,CTL,.,,CR,65,4,,0,E,,0,_____,5,10,10,2001,,,0.0,0.0,0.0,
01RA00537,T7880,44,00,1,41,02,413,M,2,2,5.0,Y,107,88,114,0.658,169,169,67,0.282,2.8,3.2,62,8.6,9.6,0.0568,21.05,4.24,20.1,64,1,1,4+,1.61,125.3,T6748,44,T4682,44,179,192,0.271,1.0,"X,SEMEN",1,LWW,,107,108,N,S3,AA,,,,X,,LWW1,X,,CL,30,2,,25,X,,0,_____,5,8,8,2001,93,1109,0.0,0.0,0.0,
01RA00538,T7881,44,00,1,41,02,414,M,2,2,4.0,Y,107,91,114,0.711,167,167,67,0.265,3.0,3.5,62,6.8,7.6,0.0455,22.31,4.35,19.5,62,1,1,3,1.82,131.8,T6877,44,T5223,44,189,192,0.292,1.0,,1,LWW,,107,97,N,D3,DUD,,SCT,,,,LIB,.,,CL,60,3,,0,S,,0,_____,4,8,7,2001,,,0.0,0.0,0.0,
01RA00539,T7884,44,00,1,41,02,414,M,2,2,4.0,Y,107,103,114,0.801,201,201,67,0.341,3.0,3.5,60,8.4,9.4,0.0468,21.29,4.12,19.4,64,1,1,3-,1.45,115.1,T6877,44,T5320,44,198,192,0.283,1.0,RF LAME,3,LWW,,103,109,,NT,?,,,,X,,X,.,,,,,,,,,0,_____,3,5,5,2001,93,0824,0.0,0.0,0.0,
01RA00540,T7895,44,00,1,ID,02,42T,I,3,1,3.0,Y,108,106,113,0.821,207,207,67,0.352,3.0,3.5,60,8.8,9.9,0.0478,23.06,4.07,17.7,62,1,1,3,1.9,125.2,T5505,44,T6003,44,223,192,0.348,1.0,,1,ISA,ISA,111,111,N,S1,A,STUD,,,414,,UI,.,,CR,60,3,,0,S,,0,_____,3,6,4,2001,,,0.0,0.0,0.0,
01RA00541,T7897,44,00,1,42,02,892,C,1,1,3.0,Y,108,102,114,0.77,176,176,67,0.259,2.6,3.0,62,7.8,8.8,0.05,19.83,4.41,22.2,70,1,1,2,1.47,78.0,T6737,44,T5939,44,196,192,0.281,1.0,,1,CTL,,80,103,N,S2,AA,STUD,,,872,,LIB,.,,CR,60,3,,0,S,,0,_____,2,3,1,2001,,,0.0,0.0,0.0,
01RA00542,T7913,44,00,1,41,02,413,M,2,2,4.0,Y,108,102,113,0.779,169,169,67,0.233,3.1,3.6,62,7.8,8.8,0.0521,21.16,3.55,16.8,64,1,1,3-,1.32,98.8,T6748,44,T5473,44,170,192,0.202,1.0,DUD>works,1,LWW,,90,107,N,D3w,B+,,,,,,LIB,.,,CR,60,3,,0,S,,0,_____,3,4,4,2001,,,0.0,0.0,0.0,
01RA00543,T7916,44,00,1,42,02,892,C,2,2,5.0,Y,108,79,113,0.575,176,176,67,0.338,2.9,3.3,62,8.2,9.2,0.0523,21.7,4.23,19.5,64,1,1,3+,1.61,101.5,T6737,44,T4913,44,186,192,0.318,1.0,,1,CTL,,96,106,N,D3,DUD,,SCT,,87alt,R,CTL,.,,M,65,3,,0,E,,0,_____,5,8,7,2001,,,0.0,0.0,0.0,
01RA00544,T7921,44,00,1,42,02,842,C,2,2,4.0,Y,108,70,113,0.488,147,147,67,0.268,2.7,3.1,60,7.6,8.5,0.0578,22.44,5.03,22.4,62,1,1,3-,1.57,110.7,T6542,44,T5724,44,164,192,0.28,1.0,,1,CTL,,97,99,N,S4,AAA,STUD,,,802,,CTL,.,,CR,50,3,,10,S,,0,_____,4,6,6,2001,,,0.0,0.0,0.0,
01RA00545,T7925,44,00,1,41,02,411,M,3,2,4.0,Y,109,77,112,0.601,166,166,67,0.31,2.8,3.2,60,6.8,7.7,0.0464,21.59,3.8,17.6,64,1,1,3+,1.95,117.8,T6889,44,T5251,44,182,192,0.313,1.0,"D1, D2, ?",1,LWW,,100,96,N,D3,DUD,,SCT,,,,LIB,.,,CR,60,3,,0,S,,0,_____,4,9,6,2001,,,0.0,0.0,0.0,
01RA00546,T7931,44,00,1,41,02,414,M,2,2,5.0,Y,109,97,112,0.754,194,194,67,0.338,3.1,3.6,60,9.8,11.0,0.0567,22.14,4.14,18.7,62,1,1,3,1.61,121.3,T6877,44,T4962,44,212,192,0.342,1.0,,1,LWW,,112,119,N,SP,B,,,,ealt,,LWW2,.,,CR,65,3,,0,E,,0,_____,5,8,7,2001,,,0.0,0.0,0.0,
01RA00547,T7932,44,00,1,41,02,414,M,1,1,3.0,Y,109,106,112,0.808,178,178,67,0.251,3.1,3.6,62,7.2,8.1,0.0455,20.68,4.4,21.3,64,1,1,3+,1.61,124.3,T6877,44,T6247,44,189,192,0.247,1.0,JAW LUMP,1,LWW,,103,103,N,S2,AA,,,,,,LIB,.,,CR,60,3,,0,S,,0,_____,3,4,4,2001,,,0.0,0.0,0.0,
01RA00548,T7933,44,00,1,41,02,413,M,1,1,5.0,Y,109,101,112,0.772,181,181,67,0.279,3.1,3.6,62,7.8,8.8,0.0486,21.28,3.99,18.7,64,1,1,2,1.61,101.1,T6748,44,T4938,44,196,192,0.283,1.0,,1,LWW,,94,106,N,SP+,B+,,,,,,LIB,.,,CR,65,4,,0,E,,0,_____,5,8,6,2001,,,0.0,0.0,0.0,
01RA00549,T7939,44,00,1,42,02,882,C,1,1,3.0,Y,109,97,112,0.739,169,169,67,0.251,2.7,3.1,64,6.0,6.8,0.0402,17.78,4.06,22.8,80,1,1,2-,1.61,93.4,T6940,44,T6234,44,165,192,0.202,1.0,NICE,1,CTL,,81,94,N,D3,DUD,,SCT,,,,LIB,.,,CL,50,3,,0,S,,0,_____,3,4,2,2001,,,0.0,0.0,0.0,
01RA00550,T7955,44,00,1,41,02,413,M,2,2,3.0,Y,110,81,111,0.616,169,169,67,0.307,3.1,3.6,58,8.2,9.3,0.055,22.83,3.92,17.2,62,1,1,2,1.61,118.4,T6748,44,T6017,44,196,192,0.342,1.0,,1,LWW,,106,108,N,D3,DUD,,SCT,,414al,,LWW2,.,,CL,60,3,,0,S,,0,_____,2,4,4,2001,,,0.0,0.0,0.0,
01RA00551,T7965,44,00,1,42,02,832,C,3,2,4.0,Y,110,78,111,0.603,163,163,67,0.296,2.9,3.4,60,6.2,7.0,0.0429,20.6,3.83,18.6,64,2,1,5+,1.82,98.0,T6646,44,T5672,44,190,192,0.333,1.0,F5+,1,CTL,,89,94,N,S2,AA,STUD,,,822,,LIB,.,,CR,60,3,,0,S,,0,_____,4,8,5,2001,,,0.0,0.0,0.0,
01RA00552,T7969,44,00,1,42,02,882,C,1,1,3.0,Y,110,81,111,0.637,153,153,67,0.251,3.1,3.6,60,8.0,9.0,0.0588,24.37,5.73,23.5,60,2,1,3,1.33,88.0,T6940,44,T6094,44,171,192,0.268,1.0,,1,CTL,,87,105,N,S2,AA,,,,91alt,,CTL,.,,CL,65,3,,0,E,,0,_____,2,2,2,2001,,,0.0,0.0,0.0,
01RA00553,T7971,44,00,1,41,02,411,M,2,2,5.0,Y,110,84,111,0.64,161,161,67,0.268,3.1,3.6,60,7.4,8.4,0.0522,21.39,4.54,21.2,64,1,1,3,1.5,113.0,T6889,44,T4778,44,179,192,0.283,1.0,,1,LWW,,99,104,N,SP,B-,,SCT,,,,LIB,.,,CR,45,3,,0,S,,0,_____,5,7,7,2001,,,0.0,0.0,0.0,
01RA00554,T7974,44,00,1,42,02,852,C,1,1,6.0,Y,110,98,111,0.755,173,173,67,0.261,2.9,3.4,62,7.4,8.4,0.0486,21.83,3.91,17.9,64,1,1,4+,1.68,114.4,T6789,44,T4294,44,187,192,0.265,1.0,,1,CTL,,99,102,N,S1,A,STUD,,,882,,CTL,.,,CR,65,4,,0,E,,0,_____,6,10,10,2001,,,0.0,0.0,0.0,
01RA00555,T7976,44,00,1,42,02,852,C,3,2,6.0,Y,110,82,111,0.635,172,172,67,0.314,2.7,3.1,62,6.8,7.7,0.0448,22.49,3.97,17.7,62,1,1,3+,1.98,119.9,T6789,44,T4553,44,189,192,0.318,1.0,,1,CTL,,101,94,N,SP+,B+,,,,88alt,,CTL,.,,CR,55,3,,10,S,,0,_____,6,13,9,2001,,,0.0,0.0,0.0,
01RA00556,T7983,44,00,1,42,02,842,C,2,2,3.0,Y,111,71,111,0.537,155,155,67,0.294,2.8,3.3,62,6.6,7.5,0.0484,19.25,4.09,21.3,70,1,1,2,1.9,124.1,T6542,44,T6146,44,175,192,0.31,1.0,,1,CTL,,103,98,N,D3,DUD,,SCT,,80alt,,CTL,.,,CR,65,4,,0,E,,0,_____,3,6,6,2001,,,0.0,0.0,0.0,
