UID,YR,ETAG,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,AADG,YRWT,DAYSH,YADG,SL,FLGR,YLD,FLWT,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,JUWT,JDAY,JADG,RMK,PD,INDEX,WRK,BRAND,LIB,LIBING,YRREC
92RA00120,90,L5651,83,30,72,2,2,4,X,112,84,109,0.666,184,135,0.196,8.0,56,38.4,8.4,3.2,24.0,60,2,3,2+,2.03,130.5,250603,908102,0,,0.28,MKT.AB.HEAD.X,X,94,,,,,1992
92RA00121,90,L5799,82,30,82,2,2,2,M,117,73,104,0.618,178,135,0.178,9.5,58,45.0,15.2,6.8,27.5,56,1,1,1-,2.17,125.8,198703,203203,218,194,0.284,,2,106,W,,S4,AAA,1992
92RA00122,90,L5819,83,30,72,1,1,2,M,119,101,102,0.769,217,135,0.192,8.0,56,42.9,10.1,4.3,24.0,60,2,1,2-,1.74,107.0,250603,217703,237,194,0.268,,3,86,W,,S3,AA,1992
92RA00123,90,L5877,73,30,731,3,3,3,M,223,104,151,0.634,176,135,0.195,9.8,54,56.4,11.2,6.3,26.8,56,3,1,2+,1.25,81.5,145703,117703,206,194,0.337,SCUR3,2,94,W,,S1,A,1992
92RA00124,90,L5884,73,30,731,3,1,6,M,224,102,150,0.527,169,135,0.241,7.9,58,55.9,7.4,4.1,24.3,60,2,1,1-,1.71,96.7,145703,643902,208,194,0.371,,2,94,W,,D3,DUD,1992
92RA00125,90,L5899,73,30,733,3,3,3,X,224,102,150,0.639,173,135,0.323,8.0,56,40.5,10.9,4.4,27.6,56,3,5,2-,1.0,79.0,173303,165903,0,,0.417,MKT.AB.SHO.X,X,86,,,,,1992
92RA00126,90,L5906,73,30,732,2,2,2,M,224,106,150,0.631,171,135,0.256,7.5,60,49.6,9.2,4.6,23.3,62,1,1,2,0.67,55.3,148703,316903,202,194,0.354,,3,70,W,,D3,DUD,1992
92RA00127,90,L5907,73,30,733,2,2,2,M,224,96,150,0.567,184,135,0.338,8.0,56,48.8,11.8,5.8,28.9,54,2,2,1-,1.0,80.7,173303,331503,215,194,0.469,USED 4/92 FL,1,93,W,blue 0,S2,AA,1992
92RA00128,90,L5925,73,30,731,2,2,3,M,224,86,150,0.5,156,135,0.248,9.2,56,53.0,11.3,6.0,29.6,50,2,3,1-,1.5,109.0,145703,116103,188,194,0.383,"NOTCH,JAW3",3,111,W,,S1,A,1992
92RA00129,90,L5952,73,30,731,2,2,7,M,225,96,149,0.539,176,135,0.218,8.0,58,46.4,10.3,4.8,25.8,58,3,1,1-,1.29,97.4,145703,446202,205,194,0.343,SCUR3,2,97,W,,S1,A,1992
92RA00130,90,L5954,73,30,733,3,3,2,M,225,99,149,0.627,161,135,0.188,9.0,58,48.3,10.4,5.0,28.7,54,2,1,2,1.0,69.7,173303,268103,184,194,0.309,,3,81,W,,D3,DUD,1992
92RA00131,90,L6013,73,30,731,2,2,5,M,226,109,148,0.626,175,135,0.233,7.2,56,58.3,6.8,4.0,22.8,62,2,1,1,1.33,101.5,145703,886302,206,194,0.4,,2,97,W,,S4,AAA,1992
92RA00132,90,L6017,73,30,732,1,1,6,M,226,108,148,0.545,189,135,0.293,9.2,56,64.7,10.7,6.9,29.4,50,2,1,1-,1.6,120.0,148703,743802,222,194,0.423,,1,122,W,blue 0,S2,AA,1992
92RA00133,90,L6021,73,30,732,4,2,5,M,226,100,148,0.55,184,135,0.323,6.5,56,29.6,12.5,3.7,26.6,56,3,1,2-,1.83,109.0,148703,857102,214,194,0.44,SCUR3,2,101,W,,S4,AAA,1992
92RA00134,90,L6028,73,30,733,3,2,5,M,226,110,148,0.639,175,135,0.143,9.0,58,46.9,11.0,5.2,29.1,54,1,1,2+,2.0,132.5,173303,875002,200,194,0.303,,1,120,W,blue 0,SP,B,1992
92RA00135,90,L6044,73,30,732,2,2,3,M,226,99,148,0.574,168,135,0.241,9.1,56,46.1,12.7,5.9,26.2,58,2,3,2+,1.75,114.3,148703,142803,193,194,0.354,,1,113,W,blue 0,S3,AA,1992
92RA00136,90,L6079,73,30,731,2,2,5,X,227,116,147,0.649,178,135,0.195,7.4,58,47.8,10.7,5.1,26.0,58,2,3,2+,1.33,98.3,145703,875902,0,,0.349,DEAD RAM,X,98,,,,,1992
92RA00137,90,L6091,73,30,731,2,2,3,M,227,101,147,0.59,167,135,0.226,8.4,56,45.0,7.5,3.4,26.9,56,2,3,2,2.5,160.3,145703,138303,189,194,0.371,,3,132,W,X,S0,B,1992
92RA00138,90,L6113,73,30,732,2,2,5,M,227,90,147,0.526,159,135,0.211,8.9,54,59.7,11.1,6.6,29.5,50,1,3,2-,1.67,107.7,148703,871902,193,194,0.343,,1,111,W,blue 0,S1,A,1992
92RA00139,90,L6134,73,30,733,3,2,3,M,228,107,146,0.648,177,135,0.256,8.3,60,48.3,11.2,5.4,30.0,50,1,1,2+,1.5,116.3,173303,169603,207,194,0.394,,2,112,W,,S1,A,1992
92RA00140,90,L6135,73,30,731,2,2,6,M,228,92,146,0.525,168,135,0.278,8.4,56,53.1,11.3,6.0,26.1,58,2,1,2+,1.5,120.2,145703,738402,194,194,0.4,,1,117,W,blue 0,S3,AA,1992
92RA00141,90,L6155,73,30,731,1,1,5,M,228,130,146,0.689,197,135,0.218,7.2,60,49.8,10.2,5.1,25.1,58,1,1,1-,1.0,87.2,145703,899502,227,194,0.337,R.EYE.OK,3,90,W,,S4,AAA,1992
92RA00142,90,L6161,73,30,733,3,1,6,L,229,110,145,0.592,195,135,0.316,7.8,54,37.8,12.9,4.9,29.8,50,1,3,1,1.29,88.1,173303,595302,213,194,0.429,"NOTCH,JAW3",3,93,W,,S0,B,1992
92RA00143,90,L6171,72,30,723,1,1,6,M,229,117,145,0.571,166,135,0.203,9.7,54,38.1,15.7,6.0,25.1,58,1,1,1-,0.86,72.9,455103,622202,209,194,0.337,,3,88,W,,D3,DUD,1992
92RA00144,90,L6177,73,30,731,1,1,2,X,230,99,144,0.532,165,135,0.211,12.4,56,56.4,10.5,5.9,26.1,58,1,1,2,1.0,92.0,145703,295103,198,194,0.36,X.ODD.EPI,X,103,,,,,1992
92RA00145,90,L6202,72,30,721,2,2,6,M,232,108,142,0.626,179,135,0.271,9.8,56,54.6,14.2,7.8,28.6,54,2,3,2-,1.17,95.8,304303,754002,223,194,0.411,,1,111,W,blue 0,D3,DUD,1992
92RA00146,90,L6244,72,30,722,1,1,3,M,235,116,139,0.588,192,135,0.188,6.9,56,39.6,9.9,3.9,25.2,58,1,1,1-,1.0,69.5,288603,135503,217,194,0.383,,3,76,W,,S1,A,1992
92RA00147,90,L6247,72,30,721,3,2,3,M,235,99,139,0.56,181,135,0.361,9.8,56,45.4,13.8,6.3,24.9,60,2,1,1,1.25,61.5,304303,166303,203,194,0.44,,3,85,W,,D3,DUD,1992
92RA00148,90,L6250,72,30,721,3,2,6,M,235,105,139,0.632,180,135,0.263,10.0,56,51.9,12.4,6.4,23.5,60,2,1,1,1.83,104.7,304303,772202,204,194,0.429,,2,112,W,,S4,AAA,1992
92RA00149,90,L6257,72,30,723,1,1,7,M,235,107,139,0.579,163,135,0.135,10.0,60,62.8,11.5,7.2,26.4,56,2,1,2-,1.17,75.7,455103,457602,199,194,0.314,,3,94,W,,D1,B,1992
92RA00150,90,L6259,72,30,723,2,2,3,M,235,94,139,0.529,155,135,0.165,9.0,58,56.7,10.6,6.0,25.9,58,2,1,2,1.0,85.8,455103,153603,176,194,0.32,,3,95,W,,S0,B,1992
92RA00151,90,L6303,72,30,724,2,2,7,M,241,86,133,0.567,148,135,0.173,8.5,56,46.2,9.2,4.3,28.0,54,3,1,1-,1.5,116.8,447103,436502,178,194,0.326,SCUR3,2,107,W,,S1,A,1992
92RA00152,90,L6323,72,30,721,2,2,2,M,242,92,132,0.61,151,135,0.158,8.8,58,28.9,14.4,4.2,25.1,58,2,1,1-,1.33,102.3,304303,295703,178,194,0.28,,2,97,W,,S4,AAA,1992
92RA00153,90,L6326,73,30,731,2,2,5,M,242,105,132,0.691,181,135,0.286,7.2,60,53.1,7.6,4.0,25.3,58,2,3,2-,1.67,115.8,000003,894402,211,194,0.389,,2,105,W,,S1,A,1992
92RA00154,90,L6328,72,30,721,2,2,2,M,242,87,132,0.574,177,135,0.338,10.4,54,63.0,12.9,8.1,28.4,54,3,3,2+,1.33,104.3,304303,303103,206,194,0.474,"SCUR3,JAW3",2,120,W,,S4,AAA,1992
92RA00155,90,L6334,72,30,724,1,1,2,M,243,95,131,0.526,165,135,0.286,7.4,58,38.1,13.7,5.2,26.5,56,2,3,1-,0.67,53.0,447103,302503,202,194,0.44,,3,73,W,,S1,A,1992
92RA00156,90,L6372,72,30,722,2,2,2,M,244,90,130,0.611,148,135,0.256,7.3,62,45.4,10.3,4.7,23.3,62,1,1,2,1.33,91.7,288603,303803,180,194,0.371,,2,93,W,,D3,DUD,1992
92RA00157,90,L6379,72,30,723,1,1,4,M,245,89,129,0.462,157,135,0.226,9.7,58,47.5,13.0,6.2,25.5,58,2,1,2-,1.0,85.4,455103,043203,193,194,0.411,,3,98,W,,D1,B,1992
92RA00158,90,L6423,73,30,732,1,1,7,M,247,92,127,0.545,162,135,0.248,7.7,58,53.5,8.8,4.7,25.4,58,3,1,2-,1.43,97.7,000003,415702,189,194,0.343,SCUR3,3,96,W,,S1,A,1992
92RA00159,90,L6448,72,30,722,2,2,6,M,248,76,126,0.485,167,135,0.383,7.8,58,44.5,9.6,4.3,27.0,56,2,1,1-,1.67,126.3,288603,619102,208,194,0.48,TOP DAM,1,116,W,injury,D3,DUD,1992
92RA00160,91,L6671,83,30,334,2,2,5,Y,95,91,124,0.589,156,135,0.231,9.0,58,38.5,9.5,3.7,23.6,60,2,1,1,1.7,94.3,422103,909602,202,194,0.326,,3,93,W,,S1,A,1992
92RA00161,91,L6678,83,30,333,2,2,3,Y,95,89,124,0.634,150,135,0.217,7.8,54,37.1,12.5,4.6,25.5,58,2,1,2,2.03,126.5,421203,248703,189,194,0.293,,1,112,W,,S0,B,1992
92RA00162,91,L6702,82,30,328,2,2,2,Y,96,77,123,0.575,140,135,0.224,8.0,56,41.5,6.2,2.6,22.2,62,2,1,3,1.98,124.4,416403,336303,169,194,0.27,MSG.11/05/92,C,98,W,,,,1992
92RA00163,91,L6710,82,30,326,1,1,3,Y,96,96,123,0.526,132,135,0.128,7.8,58,32.2,11.0,3.5,25.7,58,2,1,2-,2.17,104.5,391803,173503,171,194,0.22,,3,91,W,,S0,B,1992
92RA00164,91,L6734,82,30,325,3,3,5,Y,96,70,123,0.546,121,135,0.181,5.8,58,36.4,8.6,3.1,20.8,64,2,1,3-,2.59,126.0,376603,909402,156,194,0.252,,C,98,W,blue 61,S1,A,1992
92RA00165,91,L6747,81,30,311,3,2,3,Y,97,97,122,0.693,154,135,0.203,7.9,58,36.2,9.7,3.5,24.3,60,2,3,1-,2.31,129.3,380103,240803,195,194,0.287,SM.SCROTUM,1,106,W,X,D3,DUD,1992
92RA00166,91,L6749,83,30,332,2,2,3,Y,97,97,122,0.698,129,135,0.114,8.1,58,38.1,10.3,3.9,22.6,62,2,1,2,2.17,119.6,417003,185203,162,194,0.191,,C,100,W,,S2,AA,1992
92RA00167,91,L6752,83,30,333,2,1,2,Y,97,103,122,0.676,154,135,0.181,6.8,58,34.0,10.1,3.4,22.5,62,1,1,2+,1.98,111.0,421203,413003,198,194,0.279,DUD,3,95,W,,D3,DUD,1992
92RA00168,91,L6756,82,30,327,3,2,3,Y,97,93,122,0.665,124,135,0.11,7.9,58,46.4,8.2,3.8,22.0,64,1,1,2+,2.31,123.7,406403,213803,159,194,0.194,,C,102,W,blue 63,S2,AA,1992
92RA00169,91,L6758,80,30,304,2,2,4,Y,97,85,122,0.6,122,135,0.132,7.9,58,25.7,7.5,1.9,22.1,62,1,1,2+,1.97,105.2,382203,986502,162,194,0.226,,3,82,W,,D1,B,1992
92RA00170,91,L6773,80,30,303,3,2,3,Y,97,80,122,0.568,138,135,0.206,8.0,58,35.0,10.4,3.6,22.0,64,2,1,2,2.45,140.3,427803,113803,171,194,0.267,,1,112,W,blue 66,S2,AA,1992
92RA00171,91,L6784,82,30,328,3,3,2,Y,97,71,122,0.59,128,135,0.203,8.1,56,47.4,9.7,4.6,24.8,60,2,2,3+,2.32,139.6,416403,358203,163,194,0.27,,1,117,W,blue 03,S1,A,1992
92RA00172,91,L6793,80,30,303,3,2,5,Y,98,88,121,0.638,128,135,0.142,8.0,58,20.3,10.8,2.2,21.9,64,2,1,3,1.92,99.2,427803,933102,161,194,0.214,DUD,3,81,W,,D3,DUD,1992
92RA00173,91,L6794,80,30,303,3,2,5,Y,98,82,121,0.573,130,135,0.171,8.2,58,30.5,11.3,3.4,23.0,62,2,1,3,1.92,99.2,427803,933102,166,194,0.246,DUD,3,90,W,,D3,DUD,1992
92RA00174,91,L6821,80,30,304,3,2,2,Y,98,79,121,0.577,120,135,0.146,7.5,56,22.6,9.0,2.0,27.3,56,2,1,2+,2.48,121.4,382203,358803,155,194,0.223,,3,90,W,,D3,DUD,1992
92RA00175,91,L6840,83,30,332,1,1,2,Y,98,112,121,0.71,133,135,0.075,7.2,58,37.1,12.0,4.5,23.7,60,2,1,1-,1.98,115.4,417003,411803,173,194,0.179,,C,100,W,blue 62,S2,AA,1992
92RA00176,91,L6842,80,30,301,3,2,2,Y,98,90,121,0.678,131,135,0.146,9.8,58,30.5,9.3,2.8,23.2,62,1,1,2,2.48,126.0,395803,338803,172,194,0.24,SM.TESTE,C,101,W,X,D3,DUD,1992
92RA00177,91,L6849,83,30,333,2,2,3,Y,98,85,121,0.615,143,135,0.206,7.3,58,37.8,9.7,3.7,24.4,60,2,3,2,2.31,148.0,421203,185303,180,194,0.279,,1,115,W,blue 04,S0,B,1992
92RA00178,91,L6853,81,30,313,4,2,6,Y,98,77,120,0.602,129,135,0.184,8.0,56,37.0,10.2,3.8,24.0,60,1,3,2-,2.41,144.3,434303,786602,156,194,0.231,"?AWTA,58-60",1,113,W,ewelamb,S0,B,1992
92RA00179,91,L6868,80,30,301,2,1,2,Y,98,95,121,0.64,143,135,0.171,7.8,58,40.9,10.0,4.1,25.2,58,2,2,2,1.98,110.5,395803,364403,175,194,0.235,,2,98,W,,MO,MOR,1992
92RA00180,91,L6871,81,30,314,2,2,2,Y,98,82,121,0.615,130,135,0.171,6.9,56,36.6,8.0,2.9,23.3,62,2,1,2,1.98,127.2,439603,377503,162,194,0.235,,C,98,W,,D3,DUD,1992
92RA00181,91,L6872,81,30,314,2,2,2,Y,98,73,121,0.605,133,135,0.214,6.6,56,38.8,8.4,3.3,25.2,58,2,1,2,1.98,127.2,439603,377503,163,194,0.264,,C,101,W,blue 65,SP,B,1992
92RA00182,91,L6874,81,30,314,2,2,4,Y,98,87,121,0.58,137,135,0.178,7.9,58,38.9,15.6,6.1,23.3,62,1,2,3+,1.84,121.2,439603,990002,167,194,0.235,RETEST SEMEN,1,116,W,blue 01,S2,AA,1992
92RA00183,91,L6901,80,30,303,2,2,5,Y,99,88,119,0.7,142,135,0.191,7.7,56,35.0,12.0,4.2,25.8,58,1,1,3+,1.81,109.8,427803,904402,173,194,0.249,,C,99,W,X,S1,A,1992
92RA00184,91,L6906,80,30,303,2,1,2,Y,99,80,119,0.528,135,135,0.195,6.8,56,36.3,10.3,3.7,20.9,64,2,1,3+,1.98,107.5,427803,381103,168,194,0.257,,3,94,W,,S3,AA,1992
92RA00185,91,L6922,83,30,332,2,2,4,Y,99,85,119,0.649,135,135,0.177,9.0,56,33.0,10.3,3.4,24.0,60,2,1,2-,2.22,125.6,417003,086103,163,194,0.228,,2,103,W,,S4,AAA,1992
92RA00186,91,L6925,80,30,302,4,1,5,X,99,91,119,0.609,126,135,0.124,8.0,58,44.1,9.2,4.1,22.0,64,2,1,2+,2.36,127.0,425203,921502,0,,0.0,DEAD.LUNGER,X,,,,,,1992
92RA00187,91,L6930,83,30,331,2,1,3,Y,99,86,119,0.574,130,135,0.156,6.8,58,26.6,9.9,2.6,23.3,62,2,1,2+,2.17,118.3,394303,210303,160,194,0.216,,3,91,W,,S1,A,1992
92RA00188,91,L6962,82,30,324,3,2,5,Y,100,79,118,0.61,128,135,0.174,6.2,56,45.9,5.2,2.4,22.5,62,2,1,2-,2.25,97.4,374203,916702,157,194,0.228,,3,79,W,,S1,A,1992
